Vintage 2021 prepared October 2022,,,,,,
id,countyfips,placefips,municipalityname,year,totalpopulation,countyplace
2595,15,0,CHAFFEE COUNTY,2000,16312,1500000
2596,15,0,CHAFFEE COUNTY,2001,16410,1500000
2597,15,0,CHAFFEE COUNTY,2002,16646,1500000
2598,15,0,CHAFFEE COUNTY,2003,16794,1500000
2599,15,0,CHAFFEE COUNTY,2004,16946,1500000
2600,15,0,CHAFFEE COUNTY,2005,17022,1500000
2601,15,0,CHAFFEE COUNTY,2006,16984,1500000
2602,15,0,CHAFFEE COUNTY,2007,17238,1500000
2603,15,0,CHAFFEE COUNTY,2008,17403,1500000
2604,15,0,CHAFFEE COUNTY,2009,17604,1500000
2605,15,0,CHAFFEE COUNTY,2010,17797,1500000
2606,15,0,CHAFFEE COUNTY,2011,17932,1500000
2607,15,0,CHAFFEE COUNTY,2012,17967,1500000
2608,15,0,CHAFFEE COUNTY,2013,18036,1500000
2609,15,0,CHAFFEE COUNTY,2014,18066,1500000
2610,15,0,CHAFFEE COUNTY,2015,18108,1500000
2611,15,0,CHAFFEE COUNTY,2016,18519,1500000
2612,15,0,CHAFFEE COUNTY,2017,18967,1500000
2613,15,0,CHAFFEE COUNTY,2018,19250,1500000
2614,15,0,CHAFFEE COUNTY,2019,19391,1500000
2615,15,0,CHAFFEE COUNTY,2020,19551,1500000
2616,15,0,CHAFFEE COUNTY,2021,20099,1500000
2617,15,10105,Buena Vista,1980,2075,1510105
2618,15,10105,Buena Vista,1981,2121,1510105
2619,15,10105,Buena Vista,1982,2103,1510105
2620,15,10105,Buena Vista,1983,2032,1510105
2621,15,10105,Buena Vista,1984,1937,1510105
2622,15,10105,Buena Vista,1985,1845,1510105
2623,15,10105,Buena Vista,1986,1838,1510105
2624,15,10105,Buena Vista,1987,1814,1510105
2625,15,10105,Buena Vista,1988,1746,1510105
2626,15,10105,Buena Vista,1989,1754,1510105
2627,15,10105,Buena Vista,1990,1752,1510105
2628,15,10105,Buena Vista,1991,1771,1510105
2629,15,10105,Buena Vista,1992,1800,1510105
2630,15,10105,Buena Vista,1993,1873,1510105
2631,15,10105,Buena Vista,1994,1921,1510105
2632,15,10105,Buena Vista,1995,1989,1510105
2633,15,10105,Buena Vista,1996,2077,1510105
2634,15,10105,Buena Vista,1997,2109,1510105
2635,15,10105,Buena Vista,1998,2112,1510105
2636,15,10105,Buena Vista,1999,2160,1510105
2637,15,10105,Buena Vista,2000,2202,1510105
2638,15,10105,Buena Vista,2001,2255,1510105
2639,15,10105,Buena Vista,2002,2319,1510105
2640,15,10105,Buena Vista,2003,2355,1510105
2641,15,10105,Buena Vista,2004,2397,1510105
2642,15,10105,Buena Vista,2005,2437,1510105
2643,15,10105,Buena Vista,2006,2447,1510105
2644,15,10105,Buena Vista,2007,2498,1510105
2645,15,10105,Buena Vista,2008,2544,1510105
2646,15,10105,Buena Vista,2009,2584,1510105
2647,15,10105,Buena Vista,2010,2618,1510105
2648,15,10105,Buena Vista,2011,2655,1510105
2649,15,10105,Buena Vista,2012,2645,1510105
2650,15,10105,Buena Vista,2013,2690,1510105
2651,15,10105,Buena Vista,2014,2704,1510105
2652,15,10105,Buena Vista,2015,2723,1510105
2653,15,10105,Buena Vista,2016,2745,1510105
2654,15,10105,Buena Vista,2017,2784,1510105
2655,15,10105,Buena Vista,2018,2806,1510105
2656,15,10105,Buena Vista,2019,2824,1510105
2657,15,10105,Buena Vista,2020,2852,1510105
2658,15,10105,Buena Vista,2021,2985,1510105
2659,15,60600,Poncha Springs,1980,321,1560600
2660,15,60600,Poncha Springs,1981,325,1560600
2661,15,60600,Poncha Springs,1982,322,1560600
2662,15,60600,Poncha Springs,1983,311,1560600
2663,15,60600,Poncha Springs,1984,298,1560600
2664,15,60600,Poncha Springs,1985,282,1560600
2665,15,60600,Poncha Springs,1986,276,1560600
2666,15,60600,Poncha Springs,1987,265,1560600
2667,15,60600,Poncha Springs,1988,251,1560600
2668,15,60600,Poncha Springs,1989,246,1560600
2669,15,60600,Poncha Springs,1990,244,1560600
2670,15,60600,Poncha Springs,1991,260,1560600
2671,15,60600,Poncha Springs,1992,278,1560600
2672,15,60600,Poncha Springs,1993,305,1560600
2673,15,60600,Poncha Springs,1994,327,1560600
2674,15,60600,Poncha Springs,1995,355,1560600
2675,15,60600,Poncha Springs,1996,381,1560600
2676,15,60600,Poncha Springs,1997,401,1560600
2677,15,60600,Poncha Springs,1998,418,1560600
2678,15,60600,Poncha Springs,1999,445,1560600
2679,15,60600,Poncha Springs,2000,490,1560600
2680,15,60600,Poncha Springs,2001,515,1560600
2681,15,60600,Poncha Springs,2002,513,1560600
2682,15,60600,Poncha Springs,2003,607,1560600
2683,15,60600,Poncha Springs,2004,628,1560600
2684,15,60600,Poncha Springs,2005,644,1560600
2685,15,60600,Poncha Springs,2006,642,1560600
2686,15,60600,Poncha Springs,2007,668,1560600
2687,15,60600,Poncha Springs,2008,731,1560600
2688,15,60600,Poncha Springs,2009,738,1560600
2689,15,60600,Poncha Springs,2010,736,1560600
2690,15,60600,Poncha Springs,2011,723,1560600
2691,15,60600,Poncha Springs,2012,704,1560600
2692,15,60600,Poncha Springs,2013,697,1560600
2693,15,60600,Poncha Springs,2014,678,1560600
2694,15,60600,Poncha Springs,2015,669,1560600
2695,15,60600,Poncha Springs,2016,697,1560600
2696,15,60600,Poncha Springs,2017,770,1560600
2697,15,60600,Poncha Springs,2018,835,1560600
2698,15,60600,Poncha Springs,2019,861,1560600
2699,15,60600,Poncha Springs,2020,954,1560600
2700,15,60600,Poncha Springs,2021,1105,1560600
2701,15,67280,Salida,1980,4870,1567280
2702,15,67280,Salida,1981,5013,1567280
2703,15,67280,Salida,1982,4966,1567280
2704,15,67280,Salida,1983,4895,1567280
2705,15,67280,Salida,1984,4759,1567280
2706,15,67280,Salida,1985,4584,1567280
2707,15,67280,Salida,1986,4644,1567280
2708,15,67280,Salida,1987,4658,1567280
2709,15,67280,Salida,1988,4575,1567280
2710,15,67280,Salida,1989,4677,1567280
2711,15,67280,Salida,1990,4737,1567280
2712,15,67280,Salida,1991,4754,1567280
2713,15,67280,Salida,1992,4806,1567280
2714,15,67280,Salida,1993,4966,1567280
2715,15,67280,Salida,1994,5067,1567280
2716,15,67280,Salida,1995,5215,1567280
2717,15,67280,Salida,1996,5329,1567280
2718,15,67280,Salida,1997,5376,1567280
2719,15,67280,Salida,1998,5352,1567280
2720,15,67280,Salida,1999,5440,1567280
2721,15,67280,Salida,2000,5586,1567280
2722,15,67280,Salida,2001,5474,1567280
2723,15,67280,Salida,2002,5423,1567280
2724,15,67280,Salida,2003,5306,1567280
2725,15,67280,Salida,2004,5252,1567280
2726,15,67280,Salida,2005,5211,1567280
2727,15,67280,Salida,2006,5121,1567280
2728,15,67280,Salida,2007,5131,1567280
2729,15,67280,Salida,2008,5153,1567280
2730,15,67280,Salida,2009,5169,1567280
2731,15,67280,Salida,2010,5239,1567280
2732,15,67280,Salida,2011,5260,1567280
2733,15,67280,Salida,2012,5231,1567280
2734,15,67280,Salida,2013,5261,1567280
2735,15,67280,Salida,2014,5248,1567280
2736,15,67280,Salida,2015,5305,1567280
2737,15,67280,Salida,2016,5414,1567280
2738,15,67280,Salida,2017,5575,1567280
2739,15,67280,Salida,2018,5695,1567280
2740,15,67280,Salida,2019,5719,1567280
2741,15,67280,Salida,2020,5696,1567280
2742,15,67280,Salida,2021,5804,1567280
2743,15,99990,Chaffee Unincorp. Area,1980,5961,1599990
2744,15,99990,Chaffee Unincorp. Area,1981,6102,1599990
2745,15,99990,Chaffee Unincorp. Area,1982,6026,1599990
2746,15,99990,Chaffee Unincorp. Area,1983,5973,1599990
2747,15,99990,Chaffee Unincorp. Area,1984,5845,1599990
2748,15,99990,Chaffee Unincorp. Area,1985,5638,1599990
2749,15,99990,Chaffee Unincorp. Area,1986,5715,1599990
2750,15,99990,Chaffee Unincorp. Area,1987,5716,1599990
2751,15,99990,Chaffee Unincorp. Area,1988,5818,1599990
2752,15,99990,Chaffee Unincorp. Area,1989,5882,1599990
2753,15,99990,Chaffee Unincorp. Area,1990,5951,1599990
2754,15,99990,Chaffee Unincorp. Area,1991,6079,1599990
2755,15,99990,Chaffee Unincorp. Area,1992,6237,1599990
2756,15,99990,Chaffee Unincorp. Area,1993,6556,1599990
2757,15,99990,Chaffee Unincorp. Area,1994,6792,1599990
2758,15,99990,Chaffee Unincorp. Area,1995,7097,1599990
2759,15,99990,Chaffee Unincorp. Area,1996,7338,1599990
2760,15,99990,Chaffee Unincorp. Area,1997,7520,1599990
2761,15,99990,Chaffee Unincorp. Area,1998,7644,1599990
2762,15,99990,Chaffee Unincorp. Area,1999,7891,1599990
2763,15,99990,Chaffee Unincorp. Area,2000,8034,1599990
2764,15,99990,Chaffee Unincorp. Area,2001,8166,1599990
2765,15,99990,Chaffee Unincorp. Area,2002,8391,1599990
2766,15,99990,Chaffee Unincorp. Area,2003,8526,1599990
2767,15,99990,Chaffee Unincorp. Area,2004,8669,1599990
2768,15,99990,Chaffee Unincorp. Area,2005,8730,1599990
2769,15,99990,Chaffee Unincorp. Area,2006,8774,1599990
2770,15,99990,Chaffee Unincorp. Area,2007,8941,1599990
2771,15,99990,Chaffee Unincorp. Area,2008,8975,1599990
2772,15,99990,Chaffee Unincorp. Area,2009,9113,1599990
2773,15,99990,Unincorp. Area,2010,9204,1599990
2774,15,99990,Unincorp. Area,2011,9294,1599990
2775,15,99990,Unincorp. Area,2012,9387,1599990
2776,15,99990,Unincorp. Area,2013,9388,1599990
2777,15,99990,Unincorp. Area,2014,9436,1599990
2778,15,99990,Unincorp. Area,2015,9410,1599990
2779,15,99990,Unincorp. Area,2016,9662,1599990
2780,15,99990,Unincorp. Area,2017,9838,1599990
2781,15,99990,Unincorp. Area,2018,9914,1599990
2782,15,99990,Unincorp. Area,2019,9986,1599990
2783,15,99990,Unincorp. Area,2020,10049,1599990
2784,15,99990,Unincorp. Area,2021,10205,1599990
2785,17,0,CHEYENNE COUNTY,1980,2153,1700000
2786,17,0,CHEYENNE COUNTY,1981,2209,1700000
2787,17,0,CHEYENNE COUNTY,1982,2240,1700000
2788,17,0,CHEYENNE COUNTY,1983,2226,1700000
2789,17,0,CHEYENNE COUNTY,1984,2237,1700000
2790,17,0,CHEYENNE COUNTY,1985,2294,1700000
2791,17,0,CHEYENNE COUNTY,1986,2185,1700000
2792,17,0,CHEYENNE COUNTY,1987,2097,1700000
2793,17,0,CHEYENNE COUNTY,1988,2208,1700000
2794,17,0,CHEYENNE COUNTY,1989,2314,1700000
2795,17,0,CHEYENNE COUNTY,1990,2397,1700000
2796,17,0,CHEYENNE COUNTY,1991,2476,1700000
2797,17,0,CHEYENNE COUNTY,1992,2407,1700000
2798,17,0,CHEYENNE COUNTY,1993,2306,1700000
2799,17,0,CHEYENNE COUNTY,1994,2291,1700000
2800,17,0,CHEYENNE COUNTY,1995,2269,1700000
2801,17,0,CHEYENNE COUNTY,1996,2284,1700000
2802,17,0,CHEYENNE COUNTY,1997,2295,1700000
2803,17,0,CHEYENNE COUNTY,1998,2343,1700000
2804,17,0,CHEYENNE COUNTY,1999,2279,1700000
2805,17,0,CHEYENNE COUNTY,2000,2216,1700000
2806,17,0,CHEYENNE COUNTY,2001,2173,1700000
2807,17,0,CHEYENNE COUNTY,2002,2162,1700000
2808,17,0,CHEYENNE COUNTY,2003,2119,1700000
2809,17,0,CHEYENNE COUNTY,2004,2070,1700000
2810,17,0,CHEYENNE COUNTY,2005,2041,1700000
2811,17,0,CHEYENNE COUNTY,2006,1977,1700000
2812,17,0,CHEYENNE COUNTY,2007,1910,1700000
2813,17,0,CHEYENNE COUNTY,2008,1898,1700000
2814,17,0,CHEYENNE COUNTY,2009,1833,1700000
2815,17,0,CHEYENNE COUNTY,2010,1834,1700000
2816,17,0,CHEYENNE COUNTY,2011,1832,1700000
2817,17,0,CHEYENNE COUNTY,2012,1832,1700000
2818,17,0,CHEYENNE COUNTY,2013,1818,1700000
2819,17,0,CHEYENNE COUNTY,2014,1817,1700000
2820,17,0,CHEYENNE COUNTY,2015,1806,1700000
2821,17,0,CHEYENNE COUNTY,2016,1794,1700000
2822,17,0,CHEYENNE COUNTY,2017,1788,1700000
2823,17,0,CHEYENNE COUNTY,2018,1783,1700000
2824,17,0,CHEYENNE COUNTY,2019,1777,1700000
2825,17,0,CHEYENNE COUNTY,2020,1744,1700000
2826,17,0,CHEYENNE COUNTY,2021,1715,1700000
2827,17,14175,Cheyenne Wells,1980,950,1714175
2828,17,14175,Cheyenne Wells,1981,978,1714175
2829,17,14175,Cheyenne Wells,1982,997,1714175
2830,17,14175,Cheyenne Wells,1983,1024,1714175
2831,17,14175,Cheyenne Wells,1984,1061,1714175
2832,17,14175,Cheyenne Wells,1985,1100,1714175
2833,17,14175,Cheyenne Wells,1986,1046,1714175
2834,17,14175,Cheyenne Wells,1987,1000,1714175
2835,17,14175,Cheyenne Wells,1988,1047,1714175
2836,17,14175,Cheyenne Wells,1989,1092,1714175
2837,17,14175,Cheyenne Wells,1990,1128,1714175
2838,17,14175,Cheyenne Wells,1991,1160,1714175
2839,17,14175,Cheyenne Wells,1992,1121,1714175
2840,17,14175,Cheyenne Wells,1993,1071,1714175
2841,17,14175,Cheyenne Wells,1994,1062,1714175
2842,17,14175,Cheyenne Wells,1995,1049,1714175
2843,17,14175,Cheyenne Wells,1996,1050,1714175
2844,17,14175,Cheyenne Wells,1997,1050,1714175
2845,17,14175,Cheyenne Wells,1998,1070,1714175
2846,17,14175,Cheyenne Wells,1999,1035,1714175
2847,17,14175,Cheyenne Wells,2000,1004,1714175
2848,17,14175,Cheyenne Wells,2001,988,1714175
2849,17,14175,Cheyenne Wells,2002,986,1714175
2850,17,14175,Cheyenne Wells,2003,967,1714175
2851,17,14175,Cheyenne Wells,2004,943,1714175
2852,17,14175,Cheyenne Wells,2005,935,1714175
2853,17,14175,Cheyenne Wells,2006,908,1714175
2854,17,14175,Cheyenne Wells,2007,877,1714175
2855,17,14175,Cheyenne Wells,2008,871,1714175
2856,17,14175,Cheyenne Wells,2009,840,1714175
2857,17,14175,Cheyenne Wells,2010,845,1714175
2858,17,14175,Cheyenne Wells,2011,853,1714175
2859,17,14175,Cheyenne Wells,2012,845,1714175
2860,17,14175,Cheyenne Wells,2013,832,1714175
2861,17,14175,Cheyenne Wells,2014,825,1714175
2862,17,14175,Cheyenne Wells,2015,814,1714175
2863,17,14175,Cheyenne Wells,2016,799,1714175
2864,17,14175,Cheyenne Wells,2017,790,1714175
2865,17,14175,Cheyenne Wells,2018,779,1714175
2866,17,14175,Cheyenne Wells,2019,768,1714175
2867,17,14175,Cheyenne Wells,2020,753,1714175
2868,17,14175,Cheyenne Wells,2021,735,1714175
2869,17,41010,Kit Carson,1980,278,1741010
2870,17,41010,Kit Carson,1981,283,1741010
2871,17,41010,Kit Carson,1982,284,1741010
2872,17,41010,Kit Carson,1983,275,1741010
2873,17,41010,Kit Carson,1984,270,1741010
2874,17,41010,Kit Carson,1985,274,1741010
2875,17,41010,Kit Carson,1986,265,1741010
2876,17,41010,Kit Carson,1987,258,1741010
2877,17,41010,Kit Carson,1988,275,1741010
2878,17,41010,Kit Carson,1989,292,1741010
2879,17,41010,Kit Carson,1990,305,1741010
2880,17,41010,Kit Carson,1991,310,1741010
2881,17,41010,Kit Carson,1992,299,1741010
2882,17,41010,Kit Carson,1993,283,1741010
2883,17,41010,Kit Carson,1994,277,1741010
2884,17,41010,Kit Carson,1995,272,1741010
2885,17,41010,Kit Carson,1996,271,1741010
2886,17,41010,Kit Carson,1997,269,1741010
2887,17,41010,Kit Carson,1998,271,1741010
2888,17,41010,Kit Carson,1999,260,1741010
2889,17,41010,Kit Carson,2000,253,1741010
2890,17,41010,Kit Carson,2001,249,1741010
2891,17,41010,Kit Carson,2002,250,1741010
2892,17,41010,Kit Carson,2003,248,1741010
2893,17,41010,Kit Carson,2004,247,1741010
2894,17,41010,Kit Carson,2005,245,1741010
2895,17,41010,Kit Carson,2006,239,1741010
2896,17,41010,Kit Carson,2007,233,1741010
2897,17,41010,Kit Carson,2008,236,1741010
2898,17,41010,Kit Carson,2009,231,1741010
2899,17,41010,Kit Carson,2010,233,1741010
2900,17,41010,Kit Carson,2011,267,1741010
2901,17,41010,Kit Carson,2012,272,1741010
2902,17,41010,Kit Carson,2013,266,1741010
2903,17,41010,Kit Carson,2014,267,1741010
2904,17,41010,Kit Carson,2015,265,1741010
2905,17,41010,Kit Carson,2016,268,1741010
2906,17,41010,Kit Carson,2017,269,1741010
2907,17,41010,Kit Carson,2018,271,1741010
2908,17,41010,Kit Carson,2019,272,1741010
2909,17,41010,Kit Carson,2020,253,1741010
2910,17,41010,Kit Carson,2021,248,1741010
2911,17,99990,Cheyenne Unincorp. Area,1980,925,1799990
2912,17,99990,Cheyenne Unincorp. Area,1981,948,1799990
2913,17,99990,Cheyenne Unincorp. Area,1982,959,1799990
2914,17,99990,Cheyenne Unincorp. Area,1983,927,1799990
2915,17,99990,Cheyenne Unincorp. Area,1984,906,1799990
2916,17,99990,Cheyenne Unincorp. Area,1985,920,1799990
2917,17,99990,Cheyenne Unincorp. Area,1986,874,1799990
2918,17,99990,Cheyenne Unincorp. Area,1987,839,1799990
2919,17,99990,Cheyenne Unincorp. Area,1988,886,1799990
2920,17,99990,Cheyenne Unincorp. Area,1989,930,1799990
2921,17,99990,Cheyenne Unincorp. Area,1990,964,1799990
2922,17,99990,Cheyenne Unincorp. Area,1991,1006,1799990
2923,17,99990,Cheyenne Unincorp. Area,1992,987,1799990
2924,17,99990,Cheyenne Unincorp. Area,1993,952,1799990
2925,17,99990,Cheyenne Unincorp. Area,1994,952,1799990
2926,17,99990,Cheyenne Unincorp. Area,1995,948,1799990
2927,17,99990,Cheyenne Unincorp. Area,1996,963,1799990
2928,17,99990,Cheyenne Unincorp. Area,1997,976,1799990
2929,17,99990,Cheyenne Unincorp. Area,1998,1002,1799990
2930,17,99990,Cheyenne Unincorp. Area,1999,984,1799990
2931,17,99990,Cheyenne Unincorp. Area,2000,959,1799990
2932,17,99990,Cheyenne Unincorp. Area,2001,936,1799990
2933,17,99990,Cheyenne Unincorp. Area,2002,926,1799990
2934,17,99990,Cheyenne Unincorp. Area,2003,904,1799990
2935,17,99990,Cheyenne Unincorp. Area,2004,880,1799990
2936,17,99990,Cheyenne Unincorp. Area,2005,861,1799990
2937,17,99990,Cheyenne Unincorp. Area,2006,830,1799990
2938,17,99990,Cheyenne Unincorp. Area,2007,800,1799990
2939,17,99990,Cheyenne Unincorp. Area,2008,791,1799990
2940,17,99990,Cheyenne Unincorp. Area,2009,762,1799990
2941,17,99990,Unincorp. Area,2010,756,1799990
2942,17,99990,Unincorp. Area,2011,713,1799990
2943,17,99990,Unincorp. Area,2012,716,1799990
2944,17,99990,Unincorp. Area,2013,720,1799990
2945,17,99990,Unincorp. Area,2014,724,1799990
2946,17,99990,Unincorp. Area,2015,728,1799990
2947,17,99990,Unincorp. Area,2016,727,1799990
2948,17,99990,Unincorp. Area,2017,729,1799990
2949,17,99990,Unincorp. Area,2018,733,1799990
2950,17,99990,Unincorp. Area,2019,737,1799990
2951,17,99990,Unincorp. Area,2020,738,1799990
2952,17,99990,Unincorp. Area,2021,732,1799990
2953,19,0,CLEAR CREEK COUNTY,1980,7308,1900000
2954,19,0,CLEAR CREEK COUNTY,1981,7514,1900000
2955,19,0,CLEAR CREEK COUNTY,1982,7421,1900000
2956,19,0,CLEAR CREEK COUNTY,1983,7723,1900000
2957,19,0,CLEAR CREEK COUNTY,1984,7747,1900000
2958,19,0,CLEAR CREEK COUNTY,1985,7936,1900000
2959,19,0,CLEAR CREEK COUNTY,1986,8159,1900000
2960,19,0,CLEAR CREEK COUNTY,1987,7822,1900000
2961,19,0,CLEAR CREEK COUNTY,1988,7727,1900000
2962,19,0,CLEAR CREEK COUNTY,1989,7667,1900000
2963,19,0,CLEAR CREEK COUNTY,1990,7619,1900000
2964,19,0,CLEAR CREEK COUNTY,1991,7653,1900000
2965,19,0,CLEAR CREEK COUNTY,1992,7842,1900000
2966,19,0,CLEAR CREEK COUNTY,1993,8037,1900000
2967,19,0,CLEAR CREEK COUNTY,1994,8458,1900000
2968,19,0,CLEAR CREEK COUNTY,1995,8684,1900000
2969,19,0,CLEAR CREEK COUNTY,1996,8716,1900000
2970,19,0,CLEAR CREEK COUNTY,1997,8880,1900000
2971,19,0,CLEAR CREEK COUNTY,1998,8998,1900000
2972,19,0,CLEAR CREEK COUNTY,1999,9183,1900000
2973,19,0,CLEAR CREEK COUNTY,2000,9361,1900000
2974,19,0,CLEAR CREEK COUNTY,2001,9464,1900000
2975,19,0,CLEAR CREEK COUNTY,2002,9466,1900000
2976,19,0,CLEAR CREEK COUNTY,2003,9517,1900000
2977,19,0,CLEAR CREEK COUNTY,2004,9461,1900000
2978,19,0,CLEAR CREEK COUNTY,2005,9392,1900000
2979,19,0,CLEAR CREEK COUNTY,2006,9279,1900000
2980,19,0,CLEAR CREEK COUNTY,2007,9333,1900000
2981,19,0,CLEAR CREEK COUNTY,2008,9294,1900000
2982,19,0,CLEAR CREEK COUNTY,2009,9060,1900000
2983,19,0,CLEAR CREEK COUNTY,2010,9155,1900000
2984,19,0,CLEAR CREEK COUNTY,2011,9027,1900000
2985,19,0,CLEAR CREEK COUNTY,2012,9016,1900000
2986,19,0,CLEAR CREEK COUNTY,2013,8966,1900000
2987,19,0,CLEAR CREEK COUNTY,2014,9034,1900000
2988,19,0,CLEAR CREEK COUNTY,2015,9158,1900000
2989,19,0,CLEAR CREEK COUNTY,2016,9237,1900000
2990,19,0,CLEAR CREEK COUNTY,2017,9427,1900000
2991,19,0,CLEAR CREEK COUNTY,2018,9385,1900000
2992,19,0,CLEAR CREEK COUNTY,2019,9414,1900000
2993,19,0,CLEAR CREEK COUNTY,2020,9394,1900000
2994,19,0,CLEAR CREEK COUNTY,2021,9449,1900000
2995,19,12910,Central City (part),1980,NULL,1912910
2996,19,12910,Central City (part),1981,NULL,1912910
2997,19,12910,Central City (part),1982,NULL,1912910
2998,19,12910,Central City (part),1983,NULL,1912910
2999,19,12910,Central City (part),1984,NULL,1912910
3000,19,12910,Central City (part),1985,NULL,1912910
3001,19,12910,Central City (part),1986,NULL,1912910
3002,19,12910,Central City (part),1987,NULL,1912910
3003,19,12910,Central City (part),1988,NULL,1912910
3004,19,12910,Central City (part),1989,NULL,1912910
3005,19,12910,Central City (part),1990,NULL,1912910
3006,19,12910,Central City (part),1991,NULL,1912910
3007,19,12910,Central City (part),1992,NULL,1912910
3008,19,12910,Central City (part),1993,NULL,1912910
3009,19,12910,Central City (part),1994,NULL,1912910
3010,19,12910,Central City (part),1995,NULL,1912910
3011,19,12910,Central City (part),1996,NULL,1912910
3012,19,12910,Central City (part),1997,NULL,1912910
3013,19,12910,Central City (part),1998,NULL,1912910
3014,19,12910,Central City (part),1999,NULL,1912910
3015,19,12910,Central City (part),2000,0,1912910
3016,19,12910,Central City (part),2001,0,1912910
3017,19,12910,Central City (part),2002,0,1912910
3018,19,12910,Central City (part),2003,0,1912910
3019,19,12910,Central City (part),2004,0,1912910
3020,19,12910,Central City (part),2005,0,1912910
3021,19,12910,Central City (part),2006,0,1912910
3022,19,12910,Central City (part),2007,0,1912910
3023,19,12910,Central City (part),2008,0,1912910
3024,19,12910,Central City (part),2009,0,1912910
3025,19,12910,Central City (Part),2010,0,1912910
3026,19,12910,Central City (Part),2011,0,1912910
3027,19,12910,Central City (Part),2012,0,1912910
3028,19,12910,Central City (Part),2013,0,1912910
3029,19,12910,Central City (Part),2014,0,1912910
3030,19,12910,Central City (Part),2015,0,1912910
3031,19,12910,Central City (Part),2016,0,1912910
3032,19,12910,Central City (Part),2017,0,1912910
3033,19,12910,Central City (Part),2018,0,1912910
3034,19,12910,Central City (Part),2019,0,1912910
3035,19,12910,Central City (Part),2020,0,1912910
3036,19,12910,Central City (Part),2021,0,1912910
3037,19,24620,Empire,1980,423,1924620
3038,19,24620,Empire,1981,436,1924620
3039,19,24620,Empire,1982,434,1924620
3040,19,24620,Empire,1983,438,1924620
3041,19,24620,Empire,1984,427,1924620
3042,19,24620,Empire,1985,433,1924620
3043,19,24620,Empire,1986,436,1924620
3044,19,24620,Empire,1987,411,1924620
3045,19,24620,Empire,1988,401,1924620
3046,19,24620,Empire,1989,406,1924620
3047,19,24620,Empire,1990,401,1924620
3048,19,24620,Empire,1991,393,1924620
3049,19,24620,Empire,1992,395,1924620
3050,19,24620,Empire,1993,387,1924620
3051,19,24620,Empire,1994,396,1924620
3052,19,24620,Empire,1995,391,1924620
3053,19,24620,Empire,1996,382,1924620
3054,19,24620,Empire,1997,376,1924620
3055,19,24620,Empire,1998,367,1924620
3056,19,24620,Empire,1999,361,1924620
3057,19,24620,Empire,2000,393,1924620
3058,19,24620,Empire,2001,390,1924620
3059,19,24620,Empire,2002,382,1924620
3060,19,24620,Empire,2003,378,1924620
3061,19,24620,Empire,2004,370,1924620
3062,19,24620,Empire,2005,365,1924620
3063,19,24620,Empire,2006,358,1924620
3064,19,24620,Empire,2007,357,1924620
3065,19,24620,Empire,2008,354,1924620
3066,19,24620,Empire,2009,342,1924620
3067,19,24620,Empire,2010,283,1924620
3068,19,24620,Empire,2011,299,1924620
3069,19,24620,Empire,2012,303,1924620
3070,19,24620,Empire,2013,306,1924620
3071,19,24620,Empire,2014,311,1924620
3072,19,24620,Empire,2015,317,1924620
3073,19,24620,Empire,2016,323,1924620
3074,19,24620,Empire,2017,332,1924620
3075,19,24620,Empire,2018,335,1924620
3076,19,24620,Empire,2019,340,1924620
3077,19,24620,Empire,2020,344,1924620
3078,19,24620,Empire,2021,343,1924620
3079,19,29735,Georgetown,1980,830,1929735
3080,19,29735,Georgetown,1981,886,1929735
3081,19,29735,Georgetown,1982,914,1929735
3082,19,29735,Georgetown,1983,932,1929735
3083,19,29735,Georgetown,1984,916,1929735
3084,19,29735,Georgetown,1985,946,1929735
3085,19,29735,Georgetown,1986,968,1929735
3086,19,29735,Georgetown,1987,928,1929735
3087,19,29735,Georgetown,1988,913,1929735
3088,19,29735,Georgetown,1989,898,1929735
3089,19,29735,Georgetown,1990,891,1929735
3090,19,29735,Georgetown,1991,881,1929735
3091,19,29735,Georgetown,1992,898,1929735
3092,19,29735,Georgetown,1993,899,1929735
3093,19,29735,Georgetown,1994,931,1929735
3094,19,29735,Georgetown,1995,945,1929735
3095,19,29735,Georgetown,1996,950,1929735
3096,19,29735,Georgetown,1997,978,1929735
3097,19,29735,Georgetown,1998,1015,1929735
3098,19,29735,Georgetown,1999,1056,1929735
3099,19,29735,Georgetown,2000,1095,1929735
3100,19,29735,Georgetown,2001,1097,1929735
3101,19,29735,Georgetown,2002,1097,1929735
3102,19,29735,Georgetown,2003,1104,1929735
3103,19,29735,Georgetown,2004,1094,1929735
3104,19,29735,Georgetown,2005,1080,1929735
3105,19,29735,Georgetown,2006,1059,1929735
3106,19,29735,Georgetown,2007,1054,1929735
3107,19,29735,Georgetown,2008,1040,1929735
3108,19,29735,Georgetown,2009,1008,1929735
3109,19,29735,Georgetown,2010,1056,1929735
3110,19,29735,Georgetown,2011,1018,1929735
3111,19,29735,Georgetown,2012,1030,1929735
3112,19,29735,Georgetown,2013,1008,1929735
3113,19,29735,Georgetown,2014,1006,1929735
3114,19,29735,Georgetown,2015,1056,1929735
3115,19,29735,Georgetown,2016,1076,1929735
3116,19,29735,Georgetown,2017,1109,1929735
3117,19,29735,Georgetown,2018,1129,1929735
3118,19,29735,Georgetown,2019,1147,1929735
3119,19,29735,Georgetown,2020,1117,1929735
3120,19,29735,Georgetown,2021,1212,1929735
3121,19,38370,Idaho Springs,1980,2077,1938370
