district_code,district_name,countyfips,teacher_fte,schools,enrollment,pop_5_17,pop_2060,pop_change,teacher_fte_2060_demography,teacher_fte_2060,schools_2060_demography,schools_2060,schools_change,fte_change,schools_change_demography
2000,Mesa County Valley 51,077,1260.9,44.0,19900.0,24488.0,22735,-0.07158608297941849,1192.5616441814097,1267.281617605159,42.62745347629803,44.34808045520425,0.007910919436460162,0.005061160762280137,-0.031194239175044824
2010,Creede School District,079,15.4,1.0,92.0,115.0,82,-0.28695652173913044,11.94896343748151,12.697625978194713,0.8656269467811651,0.9005673656154275,-0.0994326343845725,-0.17547883258475894,-0.13437305321883486
2020,Moffat County RE: No 1,081,134.9,7.0,1821.0,2525.0,1981,-0.21544554455445541,112.4500213568498,119.49557967098733,6.311580660958063,6.566343145675231,-0.06195097918925274,-0.11419140347674339,-0.09834561986313395
2035,Montezuma-Cortez RE-1,083,150.2,10.0,2386.0,4160.0,2738,-0.3418269230769231,109.7465836184426,116.62275798756384,8.365527882553753,8.7031964926554,-0.12968035073446005,-0.2235502131320649,-0.16344721174462473
2055,Dolores RE-4A,083,52.8,4.0,668.0,4160.0,2738,-0.3418269230769231,38.57935828930605,40.99654874662697,3.346211153021501,3.48127859706216,-0.12968035073446005,-0.2235502131320649,-0.16344721174462473
2070,Mancos Re-6,083,34.6,4.0,511.0,4160.0,2738,-0.3418269230769231,25.28117039412859,26.865162625630557,3.346211153021501,3.48127859706216,-0.12968035073446005,-0.2235502131320649,-0.16344721174462473
2180,Montrose County RE-1J,085,352.5,15.0,5991.0,6874.0,6242,-0.09194064591213269,327.8966332210134,348.44100326641126,14.395288126341418,14.976343739552831,-0.001577084029811271,-0.011514884350606325,-0.04031412491057218
2190,West End RE-2,085,18.9,3.0,260.0,6874.0,6242,-0.09194064591213269,17.580840759935185,18.68236868577354,2.8790576252682833,2.9952687479105657,-0.001577084029811382,-0.011514884350606325,-0.04031412491057218
2395,Brush RE-2(J),087,83.1,4.0,1421.0,5934.0,5441,-0.08308055274688242,77.86501290001218,82.74364682465294,3.854679627833889,4.01027104185957,0.002567760464892599,-0.004288245190698592,-0.03633009304152779
2405,Fort Morgan Re-3,087,229.7,8.0,3451.0,5934.0,5441,-0.08308055274688242,215.22976489931162,228.71499007969652,7.709359255667778,8.02054208371914,0.002567760464892599,-0.004288245190698592,-0.03633009304152779
2505,Weldon Valley RE-20(J),087,18.7,2.0,215.0,5934.0,5441,-0.08308055274688242,17.521970411916097,18.619809814933937,1.9273398139169444,2.005135520929785,0.002567760464892599,-0.004288245190698481,-0.03633009304152779
2515,Wiggins RE-50(J),087,56.5,4.0,913.0,5934.0,5441,-0.08308055274688242,52.940712741885534,56.257714146725526,3.854679627833889,4.01027104185957,0.002567760464892599,-0.004288245190698703,-0.03633009304152779
2520,East Otero R-1,089,90.6,4.0,1284.0,3210.0,2054,-0.36012461059190026,64.81319826644985,68.87407048685529,3.3061993803564484,3.4396517775222186,-0.14008705561944534,-0.239800546502701,-0.1734501549108879
2530,Rocky Ford R-2,089,51.2,2.0,576.0,3210.0,2054,-0.36012461059190026,36.62732617265157,38.92221201906171,1.6530996901782242,1.7198258887611093,-0.14008705561944534,-0.239800546502701,-0.1734501549108879
2535,Manzanola 3J,089,14.7,2.0,175.0,3210.0,2054,-0.36012461059190026,10.516048725351135,11.174931966410297,1.6530996901782242,1.7198258887611093,-0.14008705561944534,-0.23980054650270088,-0.1734501549108879
