school_year,level,source,target,students,self_loop,edge_type,source_raw,target_raw
2017-2018,elementary,Meadowlark,University Hill International,1,False,matrix,Meadowlark,Uni-Hill Int.
2017-2018,elementary,Coal Creek,University Hill International,3,False,matrix,Coal Creek,Uni-Hill Int.
2017-2018,elementary,Fireside,University Hill International,2,False,matrix,Fireside,Uni-Hill Int.
2017-2018,elementary,Louisville,University Hill International,5,False,matrix,Louisville,Uni-Hill Int.
2017-2018,elementary,Superior,University Hill International,2,False,matrix,Superior,Uni-Hill Int.
2017-2018,elementary,Douglass,Pioneer,4,False,matrix,Douglass,Pioneer
2017-2018,elementary,Heatherwood,Pioneer,1,False,matrix,Heatherwood,Pioneer
2017-2018,elementary,Aspen Creek K-8,Pioneer,11,False,matrix,Aspen Creek K-8,Pioneer
2017-2018,elementary,Birch,Pioneer,8,False,matrix,Birch,Pioneer
2017-2018,elementary,Emerald,Pioneer,6,False,matrix,Emerald,Pioneer
2017-2018,elementary,Kohl,Pioneer,10,False,matrix,Kohl,Pioneer
2017-2018,elementary,Lafayette,Pioneer,57,False,matrix,Lafayette,Pioneer
2017-2018,elementary,Ryan,Pioneer,63,False,matrix,Ryan,Pioneer
2017-2018,elementary,Sanchez,Pioneer,162,False,matrix,Sanchez,Pioneer
2017-2018,elementary,Meadowlark,Pioneer,15,False,matrix,Meadowlark,Pioneer
2017-2018,elementary,Coal Creek,Pioneer,8,False,matrix,Coal Creek,Pioneer
2017-2018,elementary,Louisville,Pioneer,8,False,matrix,Louisville,Pioneer
2017-2018,elementary,Bear Creek,Horizons,3,False,matrix,Bear Creek*,Horizons
2017-2018,elementary,Columbine,Horizons,30,False,matrix,Columbine,Horizons
2017-2018,elementary,Creekside,Horizons,25,False,matrix,Creekside*,Horizons
2017-2018,elementary,Crest View,Horizons,35,False,matrix,Crest View,Horizons
2017-2018,elementary,Douglass,Horizons,10,False,matrix,Douglass,Horizons
2017-2018,elementary,Eisenhower,Horizons,27,False,matrix,Eisenhower,Horizons
2017-2018,elementary,Flatirons,Horizons,6,False,matrix,Flatirons,Horizons
2017-2018,elementary,Foothill,Horizons,27,False,matrix,Foothill,Horizons
2017-2018,elementary,Heatherwood,Horizons,9,False,matrix,Heatherwood,Horizons
2017-2018,elementary,Mesa,Horizons,2,False,matrix,Mesa*,Horizons
2017-2018,elementary,Whittier,Horizons,11,False,matrix,Whittier,Horizons
2017-2018,elementary,Optional Bear Creek/Mesa,Horizons,6,False,matrix,Optional Bear Creek/Mesa,Horizons
2017-2018,elementary,Lafayette,Horizons,4,False,matrix,Lafayette,Horizons
2017-2018,elementary,Ryan,Horizons,3,False,matrix,Ryan,Horizons
2017-2018,elementary,Sanchez,Horizons,4,False,matrix,Sanchez,Horizons
2017-2018,elementary,Meadowlark,Horizons,1,False,matrix,Meadowlark,Horizons
2017-2018,elementary,Coal Creek,Horizons,7,False,matrix,Coal Creek,Horizons
2017-2018,elementary,Fireside,Horizons,5,False,matrix,Fireside,Horizons
2017-2018,elementary,Louisville,Horizons,4,False,matrix,Louisville,Horizons
2017-2018,elementary,Eldorado K-8,Horizons,6,False,matrix,Eldorado K-8,Horizons
2017-2018,elementary,Superior,Horizons,3,False,matrix,Superior,Horizons
2017-2018,elementary,Nederland,Horizons,1,False,matrix,Nederland,Horizons
2017-2018,elementary,Bear Creek,Peak to Peak,1,False,matrix,Bear Creek*,Peak to Peak
2017-2018,elementary,Columbine,Peak to Peak,1,False,matrix,Columbine,Peak to Peak
2017-2018,elementary,Creekside,Peak to Peak,1,False,matrix,Creekside*,Peak to Peak
2017-2018,elementary,Douglass,Peak to Peak,5,False,matrix,Douglass,Peak to Peak
2017-2018,elementary,Whittier,Peak to Peak,1,False,matrix,Whittier,Peak to Peak
2017-2018,elementary,Aspen Creek K-8,Peak to Peak,25,False,matrix,Aspen Creek K-8,Peak to Peak
2017-2018,elementary,Birch,Peak to Peak,19,False,matrix,Birch,Peak to Peak
2017-2018,elementary,Emerald,Peak to Peak,3,False,matrix,Emerald,Peak to Peak
2017-2018,elementary,Kohl,Peak to Peak,9,False,matrix,Kohl,Peak to Peak
2017-2018,elementary,Lafayette,Peak to Peak,51,False,matrix,Lafayette,Peak to Peak
2017-2018,elementary,Ryan,Peak to Peak,58,False,matrix,Ryan,Peak to Peak
2017-2018,elementary,Sanchez,Peak to Peak,38,False,matrix,Sanchez,Peak to Peak
2017-2018,elementary,Meadowlark,Peak to Peak,45,False,matrix,Meadowlark,Peak to Peak
2017-2018,elementary,Coal Creek,Peak to Peak,8,False,matrix,Coal Creek,Peak to Peak
2017-2018,elementary,Fireside,Peak to Peak,9,False,matrix,Fireside,Peak to Peak
2017-2018,elementary,Louisville,Peak to Peak,22,False,matrix,Louisville,Peak to Peak
2017-2018,elementary,Monarch K-8,Peak to Peak,9,False,matrix,Monarch K-8,Peak to Peak
2017-2018,elementary,Eldorado K-8,Peak to Peak,19,False,matrix,Eldorado K-8,Peak to Peak
2017-2018,elementary,Superior,Peak to Peak,11,False,matrix,Superior,Peak to Peak
2017-2018,elementary,OUTSIDE_DISTRICT,Bear Creek,2,False,oe_from_outside_district,OUTSIDE_DISTRICT,Bear Creek *
2017-2018,elementary,PLACEMENT,Bear Creek,7,False,placements_into_school,PLACEMENT,Bear Creek *
2017-2018,elementary,OUTSIDE_DISTRICT,Columbine,2,False,oe_from_outside_district,OUTSIDE_DISTRICT,Columbine
2017-2018,elementary,PLACEMENT,Columbine,9,False,placements_into_school,PLACEMENT,Columbine
2017-2018,elementary,OUTSIDE_DISTRICT,Creekside,5,False,oe_from_outside_district,OUTSIDE_DISTRICT,Creekside *
2017-2018,elementary,PLACEMENT,Creekside,16,False,placements_into_school,PLACEMENT,Creekside *
2017-2018,elementary,OUTSIDE_DISTRICT,Crest View,7,False,oe_from_outside_district,OUTSIDE_DISTRICT,Crest View
2017-2018,elementary,PLACEMENT,Crest View,4,False,placements_into_school,PLACEMENT,Crest View
2017-2018,elementary,OUTSIDE_DISTRICT,Douglass,7,False,oe_from_outside_district,OUTSIDE_DISTRICT,Douglass
2017-2018,elementary,UNMATCHED_ADDRESS,Douglass,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Douglass
2017-2018,elementary,PLACEMENT,Douglass,4,False,placements_into_school,PLACEMENT,Douglass
2017-2018,elementary,OUTSIDE_DISTRICT,Eisenhower,6,False,oe_from_outside_district,OUTSIDE_DISTRICT,Eisenhower
2017-2018,elementary,PLACEMENT,Eisenhower,22,False,placements_into_school,PLACEMENT,Eisenhower
2017-2018,elementary,OUTSIDE_DISTRICT,Flatirons,4,False,oe_from_outside_district,OUTSIDE_DISTRICT,Flatirons
2017-2018,elementary,PLACEMENT,Flatirons,1,False,placements_into_school,PLACEMENT,Flatirons
2017-2018,elementary,OUTSIDE_DISTRICT,Foothill,1,False,oe_from_outside_district,OUTSIDE_DISTRICT,Foothill
2017-2018,elementary,PLACEMENT,Foothill,8,False,placements_into_school,PLACEMENT,Foothill
2017-2018,elementary,OUTSIDE_DISTRICT,Heatherwood,13,False,oe_from_outside_district,OUTSIDE_DISTRICT,Heatherwood
2017-2018,elementary,PLACEMENT,Heatherwood,8,False,placements_into_school,PLACEMENT,Heatherwood
2017-2018,elementary,OUTSIDE_DISTRICT,Mesa,3,False,oe_from_outside_district,OUTSIDE_DISTRICT,Mesa *
2017-2018,elementary,PLACEMENT,Mesa,6,False,placements_into_school,PLACEMENT,Mesa *
2017-2018,elementary,OUTSIDE_DISTRICT,Whittier,2,False,oe_from_outside_district,OUTSIDE_DISTRICT,Whittier
2017-2018,elementary,UNMATCHED_ADDRESS,Whittier,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Whittier
2017-2018,elementary,PLACEMENT,Whittier,5,False,placements_into_school,PLACEMENT,Whittier
2017-2018,elementary,OUTSIDE_DISTRICT,Aspen Creek K-8,56,False,oe_from_outside_district,OUTSIDE_DISTRICT,Aspen Creek K-8
2017-2018,elementary,PLACEMENT,Aspen Creek K-8,12,False,placements_into_school,PLACEMENT,Aspen Creek K-8
2017-2018,elementary,OUTSIDE_DISTRICT,Birch,61,False,oe_from_outside_district,OUTSIDE_DISTRICT,Birch
2017-2018,elementary,PLACEMENT,Birch,13,False,placements_into_school,PLACEMENT,Birch
2017-2018,elementary,OUTSIDE_DISTRICT,Emerald,62,False,oe_from_outside_district,OUTSIDE_DISTRICT,Emerald
2017-2018,elementary,PLACEMENT,Emerald,12,False,placements_into_school,PLACEMENT,Emerald
2017-2018,elementary,OUTSIDE_DISTRICT,Kohl,73,False,oe_from_outside_district,OUTSIDE_DISTRICT,Kohl
2017-2018,elementary,PLACEMENT,Kohl,9,False,placements_into_school,PLACEMENT,Kohl
2017-2018,elementary,OUTSIDE_DISTRICT,Lafayette,7,False,oe_from_outside_district,OUTSIDE_DISTRICT,Lafayette Elem.
2017-2018,elementary,UNMATCHED_ADDRESS,Lafayette,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Lafayette Elem.
2017-2018,elementary,PLACEMENT,Lafayette,9,False,placements_into_school,PLACEMENT,Lafayette Elem.
2017-2018,elementary,OUTSIDE_DISTRICT,Ryan,16,False,oe_from_outside_district,OUTSIDE_DISTRICT,Ryan
2017-2018,elementary,UNMATCHED_ADDRESS,Ryan,2,False,unmatched_addresses,UNMATCHED_ADDRESS,Ryan
2017-2018,elementary,PLACEMENT,Ryan,7,False,placements_into_school,PLACEMENT,Ryan
2017-2018,elementary,OUTSIDE_DISTRICT,Sanchez,7,False,oe_from_outside_district,OUTSIDE_DISTRICT,Sanchez
2017-2018,elementary,UNMATCHED_ADDRESS,Sanchez,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Sanchez
2017-2018,elementary,PLACEMENT,Sanchez,8,False,placements_into_school,PLACEMENT,Sanchez
2017-2018,elementary,OUTSIDE_DISTRICT,Meadowlark,34,False,oe_from_outside_district,OUTSIDE_DISTRICT,Meadowlark
2017-2018,elementary,PLACEMENT,Meadowlark,4,False,placements_into_school,PLACEMENT,Meadowlark
2017-2018,elementary,OUTSIDE_DISTRICT,Coal Creek,7,False,oe_from_outside_district,OUTSIDE_DISTRICT,Coal Creek
2017-2018,elementary,PLACEMENT,Coal Creek,1,False,placements_into_school,PLACEMENT,Coal Creek
2017-2018,elementary,OUTSIDE_DISTRICT,Fireside,8,False,oe_from_outside_district,OUTSIDE_DISTRICT,Fireside
2017-2018,elementary,PLACEMENT,Fireside,11,False,placements_into_school,PLACEMENT,Fireside
2017-2018,elementary,OUTSIDE_DISTRICT,Louisville,8,False,oe_from_outside_district,OUTSIDE_DISTRICT,Louisville Elem.
2017-2018,elementary,UNMATCHED_ADDRESS,Louisville,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Louisville Elem.
2017-2018,elementary,PLACEMENT,Louisville,6,False,placements_into_school,PLACEMENT,Louisville Elem.
2017-2018,elementary,OUTSIDE_DISTRICT,Monarch K-8,36,False,oe_from_outside_district,OUTSIDE_DISTRICT,Monarch K-8
2017-2018,elementary,PLACEMENT,Monarch K-8,11,False,placements_into_school,PLACEMENT,Monarch K-8
2017-2018,elementary,OUTSIDE_DISTRICT,Eldorado K-8,23,False,oe_from_outside_district,OUTSIDE_DISTRICT,Eldorado K-8
2017-2018,elementary,PLACEMENT,Eldorado K-8,5,False,placements_into_school,PLACEMENT,Eldorado K-8
2017-2018,elementary,OUTSIDE_DISTRICT,Superior,7,False,oe_from_outside_district,OUTSIDE_DISTRICT,Superior
2017-2018,elementary,UNMATCHED_ADDRESS,Superior,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Superior
2017-2018,elementary,OUTSIDE_DISTRICT,Jamestown,1,False,oe_from_outside_district,OUTSIDE_DISTRICT,Jamestown
2017-2018,elementary,OUTSIDE_DISTRICT,Nederland,4,False,oe_from_outside_district,OUTSIDE_DISTRICT,Nederland Elem.
2017-2018,elementary,OUTSIDE_DISTRICT,BCSIS,1,False,oe_from_outside_district,OUTSIDE_DISTRICT,BCSIS
2017-2018,elementary,PLACEMENT,BCSIS,1,False,placements_into_school,PLACEMENT,BCSIS
2017-2018,elementary,OUTSIDE_DISTRICT,Boulder Universal,1,False,oe_from_outside_district,OUTSIDE_DISTRICT,Boulder Universal
2017-2018,elementary,OUTSIDE_DISTRICT,High Peaks,6,False,oe_from_outside_district,OUTSIDE_DISTRICT,High Peaks
2017-2018,elementary,PLACEMENT,High Peaks,1,False,placements_into_school,PLACEMENT,High Peaks
2017-2018,elementary,OUTSIDE_DISTRICT,Community Montessori,14,False,oe_from_outside_district,OUTSIDE_DISTRICT,Comm. Montessori
2017-2018,elementary,PLACEMENT,Community Montessori,5,False,placements_into_school,PLACEMENT,Comm. Montessori
2017-2018,elementary,OUTSIDE_DISTRICT,University Hill International,23,False,oe_from_outside_district,OUTSIDE_DISTRICT,Uni-Hill Int.
2017-2018,elementary,UNMATCHED_ADDRESS,University Hill International,2,False,unmatched_addresses,UNMATCHED_ADDRESS,Uni-Hill Int.
2017-2018,elementary,PLACEMENT,University Hill International,27,False,placements_into_school,PLACEMENT,Uni-Hill Int.
2017-2018,elementary,OUTSIDE_DISTRICT,Pioneer,63,False,oe_from_outside_district,OUTSIDE_DISTRICT,Pioneer
2017-2018,elementary,PLACEMENT,Pioneer,28,False,placements_into_school,PLACEMENT,Pioneer
2017-2018,elementary,OUTSIDE_DISTRICT,Horizons,4,False,oe_from_outside_district,OUTSIDE_DISTRICT,Horizons
2017-2018,elementary,PLACEMENT,Horizons,1,False,placements_into_school,PLACEMENT,Horizons
2017-2018,elementary,OUTSIDE_DISTRICT,Peak to Peak,113,False,oe_from_outside_district,OUTSIDE_DISTRICT,Peak to Peak
2017-2018,elementary,PLACEMENT,Peak to Peak,2,False,placements_into_school,PLACEMENT,Peak to Peak
2017-2018,high,Boulder,Boulder,1662,True,matrix,Boulder*,Boulder
2017-2018,high,Fairview,Boulder,125,False,matrix,Fairview*,Boulder
2017-2018,high,Boulder/Fairview Optional,Boulder,101,False,matrix,Boulder/Fairview Optional,Boulder
2017-2018,high,Broomfield,Boulder,1,False,matrix,Broomfield,Boulder
2017-2018,high,Centaurus,Boulder,45,False,matrix,Centaurus,Boulder
2017-2018,high,Monarch,Boulder,30,False,matrix,Monarch,Boulder
2017-2018,high,Nederland,Boulder,31,False,matrix,Nederland,Boulder
2017-2018,high,Boulder,Fairview,345,False,matrix,Boulder*,Fairview
2017-2018,high,Fairview,Fairview,1143,True,matrix,Fairview*,Fairview
2017-2018,high,Boulder/Fairview Optional,Fairview,173,False,matrix,Boulder/Fairview Optional,Fairview
2017-2018,high,Broomfield,Fairview,15,False,matrix,Broomfield,Fairview
2017-2018,high,Centaurus,Fairview,155,False,matrix,Centaurus,Fairview
2017-2018,high,Monarch,Fairview,300,False,matrix,Monarch,Fairview
2017-2018,high,Nederland,Fairview,17,False,matrix,Nederland,Fairview
2017-2018,high,Boulder,Broomfield,3,False,matrix,Boulder*,Broomfield
2017-2018,high,Boulder/Fairview Optional,Broomfield,1,False,matrix,Boulder/Fairview Optional,Broomfield
2017-2018,high,Broomfield,Broomfield,952,True,matrix,Broomfield,Broomfield
2017-2018,high,Centaurus,Broomfield,14,False,matrix,Centaurus,Broomfield
2017-2018,high,Monarch,Broomfield,5,False,matrix,Monarch,Broomfield
2017-2018,high,Nederland,Broomfield,1,False,matrix,Nederland,Broomfield
2017-2018,high,Boulder,Centaurus,5,False,matrix,Boulder*,Centaurus
2017-2018,high,Fairview,Centaurus,8,False,matrix,Fairview*,Centaurus
2017-2018,high,Boulder/Fairview Optional,Centaurus,2,False,matrix,Boulder/Fairview Optional,Centaurus
2017-2018,high,Broomfield,Centaurus,18,False,matrix,Broomfield,Centaurus
2017-2018,high,Centaurus,Centaurus,997,True,matrix,Centaurus,Centaurus
2017-2018,high,Monarch,Centaurus,126,False,matrix,Monarch,Centaurus
2017-2018,high,Boulder,Monarch,6,False,matrix,Boulder*,Monarch
2017-2018,high,Fairview,Monarch,17,False,matrix,Fairview*,Monarch
2017-2018,high,Boulder/Fairview Optional,Monarch,4,False,matrix,Boulder/Fairview Optional,Monarch
2017-2018,high,Broomfield,Monarch,60,False,matrix,Broomfield,Monarch
2017-2018,high,Centaurus,Monarch,157,False,matrix,Centaurus,Monarch
2017-2018,high,Monarch,Monarch,1307,True,matrix,Monarch,Monarch
2017-2018,high,Centaurus,Nederland,1,False,matrix,Centaurus,Nederland
2017-2018,high,Nederland,Nederland,112,True,matrix,Nederland,Nederland
2017-2018,high,Boulder,Arapahoe Ridge,27,False,matrix,Boulder*,Arapahoe Ridge
2017-2018,high,Fairview,Arapahoe Ridge,9,False,matrix,Fairview*,Arapahoe Ridge
2017-2018,high,Boulder/Fairview Optional,Arapahoe Ridge,1,False,matrix,Boulder/Fairview Optional,Arapahoe Ridge
2017-2018,high,Broomfield,Arapahoe Ridge,12,False,matrix,Broomfield,Arapahoe Ridge
2017-2018,high,Centaurus,Arapahoe Ridge,16,False,matrix,Centaurus,Arapahoe Ridge
2017-2018,high,Monarch,Arapahoe Ridge,4,False,matrix,Monarch,Arapahoe Ridge
2017-2018,high,Boulder,Boulder Universal,16,False,matrix,Boulder*,Boulder Universal
2017-2018,high,Fairview,Boulder Universal,11,False,matrix,Fairview*,Boulder Universal
2017-2018,high,Boulder/Fairview Optional,Boulder Universal,2,False,matrix,Boulder/Fairview Optional,Boulder Universal
2017-2018,high,Broomfield,Boulder Universal,3,False,matrix,Broomfield,Boulder Universal
2017-2018,high,Centaurus,Boulder Universal,6,False,matrix,Centaurus,Boulder Universal
2017-2018,high,Monarch,Boulder Universal,10,False,matrix,Monarch,Boulder Universal
2017-2018,high,Nederland,Boulder Universal,2,False,matrix,Nederland,Boulder Universal
2017-2018,high,Boulder,New Vista,119,False,matrix,Boulder*,New Vista
2017-2018,high,Fairview,New Vista,44,False,matrix,Fairview*,New Vista
2017-2018,high,Boulder/Fairview Optional,New Vista,4,False,matrix,Boulder/Fairview Optional,New Vista
2017-2018,high,Broomfield,New Vista,6,False,matrix,Broomfield,New Vista
2017-2018,high,Centaurus,New Vista,35,False,matrix,Centaurus,New Vista
2017-2018,high,Monarch,New Vista,43,False,matrix,Monarch,New Vista
2017-2018,high,Nederland,New Vista,13,False,matrix,Nederland,New Vista
2017-2018,high,Boulder,Boulder Prep,16,False,matrix,Boulder*,Boulder Prep
2017-2018,high,Fairview,Boulder Prep,5,False,matrix,Fairview*,Boulder Prep
2017-2018,high,Boulder/Fairview Optional,Boulder Prep,5,False,matrix,Boulder/Fairview Optional,Boulder Prep
2017-2018,high,Broomfield,Boulder Prep,3,False,matrix,Broomfield,Boulder Prep
2017-2018,high,Centaurus,Boulder Prep,7,False,matrix,Centaurus,Boulder Prep
2017-2018,high,Monarch,Boulder Prep,9,False,matrix,Monarch,Boulder Prep
2017-2018,high,Boulder,Peak to Peak,15,False,matrix,Boulder*,Peak-to-Peak
2017-2018,high,Fairview,Peak to Peak,9,False,matrix,Fairview*,Peak-to-Peak
2017-2018,high,Boulder/Fairview Optional,Peak to Peak,6,False,matrix,Boulder/Fairview Optional,Peak-to-Peak
2017-2018,high,Broomfield,Peak to Peak,61,False,matrix,Broomfield,Peak-to-Peak
2017-2018,high,Centaurus,Peak to Peak,206,False,matrix,Centaurus,Peak-to-Peak
2017-2018,high,Monarch,Peak to Peak,70,False,matrix,Monarch,Peak-to-Peak
2017-2018,high,Boulder,Justice High,9,False,matrix,Boulder*,Justice High
2017-2018,high,Fairview,Justice High,1,False,matrix,Fairview*,Justice High
2017-2018,high,Broomfield,Justice High,7,False,matrix,Broomfield,Justice High
2017-2018,high,Centaurus,Justice High,23,False,matrix,Centaurus,Justice High
2017-2018,high,Monarch,Justice High,7,False,matrix,Monarch,Justice High
2017-2018,high,OUTSIDE_DISTRICT,Boulder,42,False,oe_from_outside_district,OUTSIDE_DISTRICT,Boulder
2017-2018,high,UNMATCHED_ADDRESS,Boulder,2,False,unmatched_addresses,UNMATCHED_ADDRESS,Boulder
2017-2018,high,PLACEMENT,Boulder,11,False,placements_into_school,PLACEMENT,Boulder
2017-2018,high,OUTSIDE_DISTRICT,Fairview,63,False,oe_from_outside_district,OUTSIDE_DISTRICT,Fairview
2017-2018,high,UNMATCHED_ADDRESS,Fairview,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Fairview
2017-2018,high,PLACEMENT,Fairview,11,False,placements_into_school,PLACEMENT,Fairview
2017-2018,high,OUTSIDE_DISTRICT,Broomfield,595,False,oe_from_outside_district,OUTSIDE_DISTRICT,Broomfield
2017-2018,high,PLACEMENT,Broomfield,3,False,placements_into_school,PLACEMENT,Broomfield
2017-2018,high,OUTSIDE_DISTRICT,Centaurus,59,False,oe_from_outside_district,OUTSIDE_DISTRICT,Centaurus
2017-2018,high,UNMATCHED_ADDRESS,Centaurus,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Centaurus
2017-2018,high,PLACEMENT,Centaurus,3,False,placements_into_school,PLACEMENT,Centaurus
2017-2018,high,OUTSIDE_DISTRICT,Monarch,160,False,oe_from_outside_district,OUTSIDE_DISTRICT,Monarch
2017-2018,high,PLACEMENT,Monarch,6,False,placements_into_school,PLACEMENT,Monarch
2017-2018,high,OUTSIDE_DISTRICT,Nederland,5,False,oe_from_outside_district,OUTSIDE_DISTRICT,Nederland
2017-2018,high,OUTSIDE_DISTRICT,Arapahoe Ridge,10,False,oe_from_outside_district,OUTSIDE_DISTRICT,Arapahoe Ridge
2017-2018,high,UNMATCHED_ADDRESS,Arapahoe Ridge,2,False,unmatched_addresses,UNMATCHED_ADDRESS,Arapahoe Ridge
2017-2018,high,PLACEMENT,Arapahoe Ridge,19,False,placements_into_school,PLACEMENT,Arapahoe Ridge
2017-2018,high,OUTSIDE_DISTRICT,Boulder Universal,17,False,oe_from_outside_district,OUTSIDE_DISTRICT,Boulder Universal
2017-2018,high,PLACEMENT,Boulder Universal,1,False,placements_into_school,PLACEMENT,Boulder Universal
2017-2018,high,PLACEMENT,Halcyon,8,False,placements_into_school,PLACEMENT,Halcyon
2017-2018,high,OUTSIDE_DISTRICT,New Vista,38,False,oe_from_outside_district,OUTSIDE_DISTRICT,New Vista
2017-2018,high,PLACEMENT,New Vista,2,False,placements_into_school,PLACEMENT,New Vista
2017-2018,high,OUTSIDE_DISTRICT,Boulder Prep,34,False,oe_from_outside_district,OUTSIDE_DISTRICT,Boulder Prep
2017-2018,high,PLACEMENT,Boulder Prep,1,False,placements_into_school,PLACEMENT,Boulder Prep
2017-2018,high,OUTSIDE_DISTRICT,Peak to Peak,220,False,oe_from_outside_district,OUTSIDE_DISTRICT,Peak-to-Peak
2017-2018,high,PLACEMENT,Peak to Peak,2,False,placements_into_school,PLACEMENT,Peak-to-Peak
2017-2018,high,OUTSIDE_DISTRICT,Justice High,24,False,oe_from_outside_district,OUTSIDE_DISTRICT,Justice High
2017-2018,high,UNMATCHED_ADDRESS,Justice High,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Justice High
2017-2018,high,PLACEMENT,Justice High,4,False,placements_into_school,PLACEMENT,Justice High
2017-2018,middle,Manhattan,Manhattan,261,True,matrix,Manhattan,Manhattan
2017-2018,middle,Casey,Manhattan,34,False,matrix,Casey,Manhattan
2017-2018,middle,Centennial,Manhattan,54,False,matrix,Centennial,Manhattan
2017-2018,middle,Platt,Manhattan,23,False,matrix,Platt,Manhattan
2017-2018,middle,Southern Hills,Manhattan,12,False,matrix,Southern Hills,Manhattan
2017-2018,middle,Aspen Creek K-8,Manhattan,5,False,matrix,Aspen Creek K-8,Manhattan
2017-2018,middle,Angevine,Manhattan,20,False,matrix,Angevine,Manhattan
2017-2018,middle,Meadowlark,Manhattan,1,False,matrix,Meadowlark,Manhattan
2017-2018,middle,Louisville Middle,Manhattan,12,False,matrix,Louisville Middle,Manhattan
2017-2018,middle,Monarch K-8,Manhattan,8,False,matrix,Monarch K-8,Manhattan
2017-2018,middle,Eldorado K-8,Manhattan,4,False,matrix,Eldorado K-8,Manhattan
2017-2018,middle,Nederland,Manhattan,5,False,matrix,Nederland,Manhattan
2017-2018,middle,Manhattan,Casey,19,False,matrix,Manhattan,Casey
2017-2018,middle,Casey,Casey,518,True,matrix,Casey,Casey
2017-2018,middle,Centennial,Casey,88,False,matrix,Centennial,Casey
2017-2018,middle,Platt,Casey,5,False,matrix,Platt,Casey
2017-2018,middle,Southern Hills,Casey,3,False,matrix,Southern Hills,Casey
2017-2018,middle,Angevine,Casey,4,False,matrix,Angevine,Casey
2017-2018,middle,Meadowlark,Casey,2,False,matrix,Meadowlark,Casey
2017-2018,middle,Louisville Middle,Casey,2,False,matrix,Louisville Middle,Casey
2017-2018,middle,Eldorado K-8,Casey,2,False,matrix,Eldorado K-8,Casey
2017-2018,middle,Nederland,Casey,5,False,matrix,Nederland,Casey
2017-2018,middle,Casey,Centennial,56,False,matrix,Casey,Centennial
2017-2018,middle,Centennial,Centennial,575,True,matrix,Centennial,Centennial
2017-2018,middle,Platt,Centennial,3,False,matrix,Platt,Centennial
2017-2018,middle,Nederland,Centennial,3,False,matrix,Nederland,Centennial
2017-2018,middle,Manhattan,Platt,98,False,matrix,Manhattan,Platt
2017-2018,middle,Casey,Platt,14,False,matrix,Casey,Platt
2017-2018,middle,Centennial,Platt,24,False,matrix,Centennial,Platt
2017-2018,middle,Platt,Platt,362,True,matrix,Platt,Platt
2017-2018,middle,Southern Hills,Platt,11,False,matrix,Southern Hills,Platt
2017-2018,middle,Aspen Creek K-8,Platt,2,False,matrix,Aspen Creek K-8,Platt
2017-2018,middle,Angevine,Platt,49,False,matrix,Angevine,Platt
2017-2018,middle,Meadowlark,Platt,17,False,matrix,Meadowlark,Platt
2017-2018,middle,Louisville Middle,Platt,10,False,matrix,Louisville Middle,Platt
2017-2018,middle,Monarch K-8,Platt,11,False,matrix,Monarch K-8,Platt
2017-2018,middle,Eldorado K-8,Platt,3,False,matrix,Eldorado K-8,Platt
2017-2018,middle,Nederland,Platt,4,False,matrix,Nederland,Platt
2017-2018,middle,Manhattan,Southern Hills,74,False,matrix,Manhattan,Southern Hills
2017-2018,middle,Casey,Southern Hills,6,False,matrix,Casey,Southern Hills
2017-2018,middle,Centennial,Southern Hills,14,False,matrix,Centennial,Southern Hills
2017-2018,middle,Platt,Southern Hills,10,False,matrix,Platt,Southern Hills
2017-2018,middle,Southern Hills,Southern Hills,389,True,matrix,Southern Hills,Southern Hills
2017-2018,middle,Aspen Creek K-8,Southern Hills,1,False,matrix,Aspen Creek K-8,Southern Hills
2017-2018,middle,Broomfield Heights,Southern Hills,2,False,matrix,Broomfield Heights,Southern Hills
2017-2018,middle,Angevine,Southern Hills,7,False,matrix,Angevine,Southern Hills
2017-2018,middle,Louisville Middle,Southern Hills,6,False,matrix,Louisville Middle,Southern Hills
2017-2018,middle,Monarch K-8,Southern Hills,6,False,matrix,Monarch K-8,Southern Hills
2017-2018,middle,Eldorado K-8,Southern Hills,22,False,matrix,Eldorado K-8,Southern Hills
2017-2018,middle,Nederland,Southern Hills,4,False,matrix,Nederland,Southern Hills
2017-2018,middle,Casey,Aspen Creek K-8,1,False,matrix,Casey,Aspen Creek K-8
2017-2018,middle,Platt,Aspen Creek K-8,1,False,matrix,Platt,Aspen Creek K-8
2017-2018,middle,Southern Hills,Aspen Creek K-8,1,False,matrix,Southern Hills,Aspen Creek K-8
2017-2018,middle,Aspen Creek K-8,Aspen Creek K-8,328,True,matrix,Aspen Creek K-8,Aspen Creek K-8
2017-2018,middle,Broomfield Heights,Aspen Creek K-8,21,False,matrix,Broomfield Heights,Aspen Creek K-8
2017-2018,middle,Angevine,Aspen Creek K-8,5,False,matrix,Angevine,Aspen Creek K-8
