school_year,level,source,target,students,self_loop,edge_type,source_raw,target_raw
2017-2018,middle,Monarch K-8,Aspen Creek K-8,1,False,matrix,Monarch K-8,Aspen Creek K-8
2017-2018,middle,Manhattan,Broomfield Heights,1,False,matrix,Manhattan,Broomfield Heights
2017-2018,middle,Platt,Broomfield Heights,1,False,matrix,Platt,Broomfield Heights
2017-2018,middle,Aspen Creek K-8,Broomfield Heights,67,False,matrix,Aspen Creek K-8,Broomfield Heights
2017-2018,middle,Broomfield Heights,Broomfield Heights,292,True,matrix,Broomfield Heights,Broomfield Heights
2017-2018,middle,Angevine,Broomfield Heights,7,False,matrix,Angevine,Broomfield Heights
2017-2018,middle,Nederland,Broomfield Heights,1,False,matrix,Nederland,Broomfield Heights
2017-2018,middle,Manhattan,Angevine,1,False,matrix,Manhattan,Angevine
2017-2018,middle,Platt,Angevine,4,False,matrix,Platt,Angevine
2017-2018,middle,Aspen Creek K-8,Angevine,1,False,matrix,Aspen Creek K-8,Angevine
2017-2018,middle,Angevine,Angevine,582,True,matrix,Angevine,Angevine
2017-2018,middle,Meadowlark,Angevine,48,False,matrix,Meadowlark,Angevine
2017-2018,middle,Louisville Middle,Angevine,12,False,matrix,Louisville Middle,Angevine
2017-2018,middle,Platt,Meadowlark,2,False,matrix,Platt,Meadowlark
2017-2018,middle,Broomfield Heights,Meadowlark,2,False,matrix,Broomfield Heights,Meadowlark
2017-2018,middle,Angevine,Meadowlark,13,False,matrix,Angevine,Meadowlark
2017-2018,middle,Meadowlark,Meadowlark,66,True,matrix,Meadowlark,Meadowlark
2017-2018,middle,Eldorado K-8,Meadowlark,1,False,matrix,Eldorado K-8,Meadowlark
2017-2018,middle,Platt,Louisville Middle,13,False,matrix,Platt,Louisville Middle
2017-2018,middle,Aspen Creek K-8,Louisville Middle,3,False,matrix,Aspen Creek K-8,Louisville Middle
2017-2018,middle,Broomfield Heights,Louisville Middle,1,False,matrix,Broomfield Heights,Louisville Middle
2017-2018,middle,Angevine,Louisville Middle,47,False,matrix,Angevine,Louisville Middle
2017-2018,middle,Meadowlark,Louisville Middle,3,False,matrix,Meadowlark,Louisville Middle
2017-2018,middle,Louisville Middle,Louisville Middle,543,True,matrix,Louisville Middle,Louisville Middle
2017-2018,middle,Monarch K-8,Louisville Middle,22,False,matrix,Monarch K-8,Louisville Middle
2017-2018,middle,Eldorado K-8,Louisville Middle,6,False,matrix,Eldorado K-8,Louisville Middle
2017-2018,middle,Casey,Monarch K-8,1,False,matrix,Casey,Monarch K-8
2017-2018,middle,Aspen Creek K-8,Monarch K-8,4,False,matrix,Aspen Creek K-8,Monarch K-8
2017-2018,middle,Broomfield Heights,Monarch K-8,7,False,matrix,Broomfield Heights,Monarch K-8
2017-2018,middle,Angevine,Monarch K-8,23,False,matrix,Angevine,Monarch K-8
2017-2018,middle,Meadowlark,Monarch K-8,9,False,matrix,Meadowlark,Monarch K-8
2017-2018,middle,Louisville Middle,Monarch K-8,11,False,matrix,Louisville Middle,Monarch K-8
2017-2018,middle,Monarch K-8,Monarch K-8,264,True,matrix,Monarch K-8,Monarch K-8
2017-2018,middle,Eldorado K-8,Monarch K-8,47,False,matrix,Eldorado K-8,Monarch K-8
2017-2018,middle,Manhattan,Eldorado K-8,1,False,matrix,Manhattan,Eldorado K-8
2017-2018,middle,Platt,Eldorado K-8,1,False,matrix,Platt,Eldorado K-8
2017-2018,middle,Southern Hills,Eldorado K-8,1,False,matrix,Southern Hills,Eldorado K-8
2017-2018,middle,Aspen Creek K-8,Eldorado K-8,3,False,matrix,Aspen Creek K-8,Eldorado K-8
2017-2018,middle,Broomfield Heights,Eldorado K-8,2,False,matrix,Broomfield Heights,Eldorado K-8
2017-2018,middle,Angevine,Eldorado K-8,7,False,matrix,Angevine,Eldorado K-8
2017-2018,middle,Louisville Middle,Eldorado K-8,1,False,matrix,Louisville Middle,Eldorado K-8
2017-2018,middle,Monarch K-8,Eldorado K-8,6,False,matrix,Monarch K-8,Eldorado K-8
2017-2018,middle,Eldorado K-8,Eldorado K-8,440,True,matrix,Eldorado K-8,Eldorado K-8
2017-2018,middle,Casey,Nederland,1,False,matrix,Casey,Nederland
2017-2018,middle,Nederland,Nederland,123,True,matrix,Nederland,Nederland
2017-2018,middle,Manhattan,Boulder Universal,1,False,matrix,Manhattan,Boulder Universal
2017-2018,middle,Casey,Boulder Universal,2,False,matrix,Casey,Boulder Universal
2017-2018,middle,Centennial,Boulder Universal,4,False,matrix,Centennial,Boulder Universal
2017-2018,middle,Southern Hills,Boulder Universal,2,False,matrix,Southern Hills,Boulder Universal
2017-2018,middle,Aspen Creek K-8,Boulder Universal,2,False,matrix,Aspen Creek K-8,Boulder Universal
2017-2018,middle,Monarch K-8,Boulder Universal,1,False,matrix,Monarch K-8,Boulder Universal
2017-2018,middle,Eldorado K-8,Boulder Universal,1,False,matrix,Eldorado K-8,Boulder Universal
2017-2018,middle,Nederland,Boulder Universal,1,False,matrix,Nederland,Boulder Universal
2017-2018,middle,Manhattan,Horizons,26,False,matrix,Manhattan,Horizons
2017-2018,middle,Casey,Horizons,7,False,matrix,Casey,Horizons
2017-2018,middle,Centennial,Horizons,26,False,matrix,Centennial,Horizons
2017-2018,middle,Platt,Horizons,10,False,matrix,Platt,Horizons
2017-2018,middle,Southern Hills,Horizons,11,False,matrix,Southern Hills,Horizons
2017-2018,middle,Broomfield Heights,Horizons,1,False,matrix,Broomfield Heights,Horizons
2017-2018,middle,Angevine,Horizons,5,False,matrix,Angevine,Horizons
2017-2018,middle,Meadowlark,Horizons,1,False,matrix,Meadowlark,Horizons
2017-2018,middle,Louisville Middle,Horizons,13,False,matrix,Louisville Middle,Horizons
2017-2018,middle,Monarch K-8,Horizons,2,False,matrix,Monarch K-8,Horizons
2017-2018,middle,Eldorado K-8,Horizons,8,False,matrix,Eldorado K-8,Horizons
2017-2018,middle,Nederland,Horizons,2,False,matrix,Nederland,Horizons
2017-2018,middle,Manhattan,Summit,71,False,matrix,Manhattan,Summit
2017-2018,middle,Casey,Summit,31,False,matrix,Casey,Summit
2017-2018,middle,Centennial,Summit,47,False,matrix,Centennial,Summit
2017-2018,middle,Platt,Summit,42,False,matrix,Platt,Summit
2017-2018,middle,Southern Hills,Summit,68,False,matrix,Southern Hills,Summit
2017-2018,middle,Aspen Creek K-8,Summit,1,False,matrix,Aspen Creek K-8,Summit
2017-2018,middle,Broomfield Heights,Summit,3,False,matrix,Broomfield Heights,Summit
2017-2018,middle,Angevine,Summit,15,False,matrix,Angevine,Summit
2017-2018,middle,Meadowlark,Summit,2,False,matrix,Meadowlark,Summit
2017-2018,middle,Louisville Middle,Summit,8,False,matrix,Louisville Middle,Summit
2017-2018,middle,Monarch K-8,Summit,17,False,matrix,Monarch K-8,Summit
2017-2018,middle,Eldorado K-8,Summit,49,False,matrix,Eldorado K-8,Summit
2017-2018,middle,Nederland,Summit,2,False,matrix,Nederland,Summit
2017-2018,middle,Angevine,Justice High,1,False,matrix,Angevine,Justice High
2017-2018,middle,Casey,Peak to Peak,3,False,matrix,Casey,Peak to Peak
2017-2018,middle,Centennial,Peak to Peak,6,False,matrix,Centennial,Peak to Peak
2017-2018,middle,Platt,Peak to Peak,8,False,matrix,Platt,Peak to Peak
2017-2018,middle,Southern Hills,Peak to Peak,2,False,matrix,Southern Hills,Peak to Peak
2017-2018,middle,Aspen Creek K-8,Peak to Peak,45,False,matrix,Aspen Creek K-8,Peak to Peak
2017-2018,middle,Broomfield Heights,Peak to Peak,15,False,matrix,Broomfield Heights,Peak to Peak
2017-2018,middle,Angevine,Peak to Peak,106,False,matrix,Angevine,Peak to Peak
2017-2018,middle,Meadowlark,Peak to Peak,55,False,matrix,Meadowlark,Peak to Peak
2017-2018,middle,Louisville Middle,Peak to Peak,15,False,matrix,Louisville Middle,Peak to Peak
2017-2018,middle,Monarch K-8,Peak to Peak,14,False,matrix,Monarch K-8,Peak to Peak
2017-2018,middle,Eldorado K-8,Peak to Peak,21,False,matrix,Eldorado K-8,Peak to Peak
2017-2018,middle,OUTSIDE_DISTRICT,Manhattan,24,False,oe_from_outside_district,OUTSIDE_DISTRICT,Manhattan
2017-2018,middle,UNMATCHED_ADDRESS,Manhattan,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Manhattan
2017-2018,middle,PLACEMENT,Manhattan,24,False,placements_into_school,PLACEMENT,Manhattan
2017-2018,middle,OUTSIDE_DISTRICT,Casey,8,False,oe_from_outside_district,OUTSIDE_DISTRICT,Casey
2017-2018,middle,PLACEMENT,Casey,13,False,placements_into_school,PLACEMENT,Casey
2017-2018,middle,OUTSIDE_DISTRICT,Centennial,7,False,oe_from_outside_district,OUTSIDE_DISTRICT,Centennial
2017-2018,middle,PLACEMENT,Centennial,2,False,placements_into_school,PLACEMENT,Centennial
2017-2018,middle,OUTSIDE_DISTRICT,Platt,15,False,oe_from_outside_district,OUTSIDE_DISTRICT,Platt
2017-2018,middle,PLACEMENT,Platt,7,False,placements_into_school,PLACEMENT,Platt
2017-2018,middle,OUTSIDE_DISTRICT,Southern Hills,7,False,oe_from_outside_district,OUTSIDE_DISTRICT,Southern Hills
2017-2018,middle,PLACEMENT,Southern Hills,6,False,placements_into_school,PLACEMENT,Southern Hills
2017-2018,middle,OUTSIDE_DISTRICT,Aspen Creek K-8,83,False,oe_from_outside_district,OUTSIDE_DISTRICT,Aspen Creek K-8
2017-2018,middle,PLACEMENT,Aspen Creek K-8,4,False,placements_into_school,PLACEMENT,Aspen Creek K-8
2017-2018,middle,OUTSIDE_DISTRICT,Broomfield Heights,165,False,oe_from_outside_district,OUTSIDE_DISTRICT,Broomfield Heights
2017-2018,middle,PLACEMENT,Broomfield Heights,11,False,placements_into_school,PLACEMENT,Broomfield Heights
2017-2018,middle,OUTSIDE_DISTRICT,Angevine,17,False,oe_from_outside_district,OUTSIDE_DISTRICT,Angevine
2017-2018,middle,UNMATCHED_ADDRESS,Angevine,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Angevine
2017-2018,middle,PLACEMENT,Angevine,4,False,placements_into_school,PLACEMENT,Angevine
2017-2018,middle,OUTSIDE_DISTRICT,Meadowlark,19,False,oe_from_outside_district,OUTSIDE_DISTRICT,Meadowlark
2017-2018,middle,PLACEMENT,Meadowlark,9,False,placements_into_school,PLACEMENT,Meadowlark
2017-2018,middle,OUTSIDE_DISTRICT,Louisville Middle,16,False,oe_from_outside_district,OUTSIDE_DISTRICT,Louisville Middle
2017-2018,middle,PLACEMENT,Louisville Middle,5,False,placements_into_school,PLACEMENT,Louisville Middle
2017-2018,middle,OUTSIDE_DISTRICT,Monarch K-8,33,False,oe_from_outside_district,OUTSIDE_DISTRICT,Monarch K-8
2017-2018,middle,UNMATCHED_ADDRESS,Monarch K-8,1,False,unmatched_addresses,UNMATCHED_ADDRESS,Monarch K-8
2017-2018,middle,PLACEMENT,Monarch K-8,5,False,placements_into_school,PLACEMENT,Monarch K-8
2017-2018,middle,OUTSIDE_DISTRICT,Eldorado K-8,11,False,oe_from_outside_district,OUTSIDE_DISTRICT,Eldorado K-8
2017-2018,middle,PLACEMENT,Eldorado K-8,1,False,placements_into_school,PLACEMENT,Eldorado K-8
2017-2018,middle,OUTSIDE_DISTRICT,Boulder Universal,4,False,oe_from_outside_district,OUTSIDE_DISTRICT,Boulder Universal
2017-2018,middle,PLACEMENT,Halcyon,4,False,placements_into_school,PLACEMENT,Halcyon
2017-2018,middle,OUTSIDE_DISTRICT,Horizons,2,False,oe_from_outside_district,OUTSIDE_DISTRICT,Horizons
2017-2018,middle,OUTSIDE_DISTRICT,Summit,1,False,oe_from_outside_district,OUTSIDE_DISTRICT,Summit
2017-2018,middle,OUTSIDE_DISTRICT,Justice High,2,False,oe_from_outside_district,OUTSIDE_DISTRICT,Justice High
2017-2018,middle,OUTSIDE_DISTRICT,Peak to Peak,116,False,oe_from_outside_district,OUTSIDE_DISTRICT,Peak to Peak
2018-2019,elementary,Bear Creek,Bear Creek,215,True,matrix,Bear Creek*,Bear Creek *
2018-2019,elementary,Creekside,Bear Creek,11,False,matrix,Creekside*,Bear Creek *
2018-2019,elementary,Crest View,Bear Creek,2,False,matrix,Crest View,Bear Creek *
2018-2019,elementary,Douglass,Bear Creek,2,False,matrix,Douglass,Bear Creek *
2018-2019,elementary,Flatirons,Bear Creek,1,False,matrix,Flatirons,Bear Creek *
2018-2019,elementary,Foothill,Bear Creek,2,False,matrix,Foothill,Bear Creek *
2018-2019,elementary,Mesa,Bear Creek,7,False,matrix,Mesa*,Bear Creek *
2018-2019,elementary,Optional Bear Creek/Creekside,Bear Creek,40,False,matrix,Optional Bear Creek/ Creekside,Bear Creek *
2018-2019,elementary,Optional Bear Creek/Mesa,Bear Creek,131,False,matrix,Optional Bear Creek/Mesa,Bear Creek *
2018-2019,elementary,Lafayette,Bear Creek,2,False,matrix,Lafayette,Bear Creek *
2018-2019,elementary,Monarch K-8,Bear Creek,2,False,matrix,Monarch K-8,Bear Creek *
2018-2019,elementary,Eldorado K-8,Bear Creek,1,False,matrix,Eldorado K-8,Bear Creek *
2018-2019,elementary,Bear Creek,Columbine,1,False,matrix,Bear Creek*,Columbine
2018-2019,elementary,Columbine,Columbine,377,True,matrix,Columbine,Columbine
2018-2019,elementary,Creekside,Columbine,2,False,matrix,Creekside*,Columbine
2018-2019,elementary,Crest View,Columbine,29,False,matrix,Crest View,Columbine
2018-2019,elementary,Eisenhower,Columbine,1,False,matrix,Eisenhower,Columbine
2018-2019,elementary,Flatirons,Columbine,3,False,matrix,Flatirons,Columbine
2018-2019,elementary,Foothill,Columbine,9,False,matrix,Foothill,Columbine
2018-2019,elementary,Heatherwood,Columbine,4,False,matrix,Heatherwood,Columbine
2018-2019,elementary,Whittier,Columbine,8,False,matrix,Whittier,Columbine
2018-2019,elementary,Lafayette,Columbine,1,False,matrix,Lafayette,Columbine
2018-2019,elementary,Sanchez,Columbine,1,False,matrix,Sanchez,Columbine
2018-2019,elementary,Monarch K-8,Columbine,1,False,matrix,Monarch K-8,Columbine
2018-2019,elementary,Nederland,Columbine,1,False,matrix,Nederland,Columbine
2018-2019,elementary,Bear Creek,Creekside,2,False,matrix,Bear Creek*,Creekside *
2018-2019,elementary,Columbine,Creekside,8,False,matrix,Columbine,Creekside *
2018-2019,elementary,Creekside,Creekside,220,True,matrix,Creekside*,Creekside *
2018-2019,elementary,Crest View,Creekside,2,False,matrix,Crest View,Creekside *
2018-2019,elementary,Douglass,Creekside,2,False,matrix,Douglass,Creekside *
2018-2019,elementary,Eisenhower,Creekside,5,False,matrix,Eisenhower,Creekside *
2018-2019,elementary,Flatirons,Creekside,5,False,matrix,Flatirons,Creekside *
2018-2019,elementary,Foothill,Creekside,3,False,matrix,Foothill,Creekside *
2018-2019,elementary,Heatherwood,Creekside,3,False,matrix,Heatherwood,Creekside *
2018-2019,elementary,Mesa,Creekside,4,False,matrix,Mesa*,Creekside *
2018-2019,elementary,Whittier,Creekside,3,False,matrix,Whittier,Creekside *
2018-2019,elementary,Optional Bear Creek/Mesa,Creekside,1,False,matrix,Optional Bear Creek/Mesa,Creekside *
2018-2019,elementary,Aspen Creek K-8,Creekside,1,False,matrix,Aspen Creek K-8,Creekside *
2018-2019,elementary,Emerald,Creekside,1,False,matrix,Emerald,Creekside *
2018-2019,elementary,Kohl,Creekside,3,False,matrix,Kohl,Creekside *
2018-2019,elementary,Ryan,Creekside,1,False,matrix,Ryan,Creekside *
2018-2019,elementary,Sanchez,Creekside,3,False,matrix,Sanchez,Creekside *
2018-2019,elementary,Meadowlark,Creekside,1,False,matrix,Meadowlark,Creekside *
2018-2019,elementary,Louisville,Creekside,3,False,matrix,Louisville,Creekside *
2018-2019,elementary,Monarch K-8,Creekside,2,False,matrix,Monarch K-8,Creekside *
2018-2019,elementary,Eldorado K-8,Creekside,1,False,matrix,Eldorado K-8,Creekside *
2018-2019,elementary,Nederland,Creekside,3,False,matrix,Nederland,Creekside *
2018-2019,elementary,Columbine,Crest View,22,False,matrix,Columbine,Crest View
2018-2019,elementary,Crest View,Crest View,504,True,matrix,Crest View,Crest View
2018-2019,elementary,Eisenhower,Crest View,1,False,matrix,Eisenhower,Crest View
2018-2019,elementary,Foothill,Crest View,6,False,matrix,Foothill,Crest View
2018-2019,elementary,Heatherwood,Crest View,6,False,matrix,Heatherwood,Crest View
2018-2019,elementary,Whittier,Crest View,8,False,matrix,Whittier,Crest View
2018-2019,elementary,Sanchez,Crest View,1,False,matrix,Sanchez,Crest View
2018-2019,elementary,Jamestown,Crest View,3,False,matrix,Jamestown,Crest View
2018-2019,elementary,Nederland,Crest View,2,False,matrix,Nederland,Crest View
2018-2019,elementary,Douglass,Douglass,305,True,matrix,Douglass,Douglass
2018-2019,elementary,Eisenhower,Douglass,1,False,matrix,Eisenhower,Douglass
2018-2019,elementary,Flatirons,Douglass,1,False,matrix,Flatirons,Douglass
2018-2019,elementary,Heatherwood,Douglass,9,False,matrix,Heatherwood,Douglass
2018-2019,elementary,Whittier,Douglass,3,False,matrix,Whittier,Douglass
2018-2019,elementary,Birch,Douglass,1,False,matrix,Birch,Douglass
2018-2019,elementary,Lafayette,Douglass,42,False,matrix,Lafayette,Douglass
2018-2019,elementary,Ryan,Douglass,7,False,matrix,Ryan,Douglass
2018-2019,elementary,Sanchez,Douglass,5,False,matrix,Sanchez,Douglass
2018-2019,elementary,Meadowlark,Douglass,3,False,matrix,Meadowlark,Douglass
2018-2019,elementary,Louisville,Douglass,5,False,matrix,Louisville,Douglass
2018-2019,elementary,Monarch K-8,Douglass,1,False,matrix,Monarch K-8,Douglass
2018-2019,elementary,Bear Creek,Eisenhower,1,False,matrix,Bear Creek*,Eisenhower
2018-2019,elementary,Columbine,Eisenhower,13,False,matrix,Columbine,Eisenhower
2018-2019,elementary,Creekside,Eisenhower,11,False,matrix,Creekside*,Eisenhower
2018-2019,elementary,Crest View,Eisenhower,11,False,matrix,Crest View,Eisenhower
2018-2019,elementary,Douglass,Eisenhower,2,False,matrix,Douglass,Eisenhower
2018-2019,elementary,Eisenhower,Eisenhower,315,True,matrix,Eisenhower,Eisenhower
2018-2019,elementary,Flatirons,Eisenhower,3,False,matrix,Flatirons,Eisenhower
2018-2019,elementary,Foothill,Eisenhower,1,False,matrix,Foothill,Eisenhower
2018-2019,elementary,Whittier,Eisenhower,4,False,matrix,Whittier,Eisenhower
2018-2019,elementary,Optional Bear Creek/Mesa,Eisenhower,1,False,matrix,Optional Bear Creek/Mesa,Eisenhower
2018-2019,elementary,Ryan,Eisenhower,2,False,matrix,Ryan,Eisenhower
2018-2019,elementary,Sanchez,Eisenhower,6,False,matrix,Sanchez,Eisenhower
2018-2019,elementary,Meadowlark,Eisenhower,1,False,matrix,Meadowlark,Eisenhower
2018-2019,elementary,Coal Creek,Eisenhower,1,False,matrix,Coal Creek,Eisenhower
2018-2019,elementary,Louisville,Eisenhower,1,False,matrix,Louisville,Eisenhower
2018-2019,elementary,Superior,Eisenhower,1,False,matrix,Superior,Eisenhower
2018-2019,elementary,Nederland,Eisenhower,1,False,matrix,Nederland,Eisenhower
2018-2019,elementary,Columbine,Flatirons,7,False,matrix,Columbine,Flatirons
2018-2019,elementary,Creekside,Flatirons,18,False,matrix,Creekside*,Flatirons
2018-2019,elementary,Crest View,Flatirons,11,False,matrix,Crest View,Flatirons
2018-2019,elementary,Eisenhower,Flatirons,2,False,matrix,Eisenhower,Flatirons
2018-2019,elementary,Flatirons,Flatirons,154,True,matrix,Flatirons,Flatirons
2018-2019,elementary,Foothill,Flatirons,6,False,matrix,Foothill,Flatirons
2018-2019,elementary,Mesa,Flatirons,2,False,matrix,Mesa*,Flatirons
2018-2019,elementary,Whittier,Flatirons,12,False,matrix,Whittier,Flatirons
2018-2019,elementary,Optional Bear Creek/Mesa,Flatirons,2,False,matrix,Optional Bear Creek/Mesa,Flatirons
2018-2019,elementary,Aspen Creek K-8,Flatirons,1,False,matrix,Aspen Creek K-8,Flatirons
2018-2019,elementary,Nederland,Flatirons,8,False,matrix,Nederland,Flatirons
2018-2019,elementary,Columbine,Foothill,9,False,matrix,Columbine,Foothill
2018-2019,elementary,Crest View,Foothill,17,False,matrix,Crest View,Foothill
2018-2019,elementary,Flatirons,Foothill,1,False,matrix,Flatirons,Foothill
2018-2019,elementary,Foothill,Foothill,416,True,matrix,Foothill,Foothill
2018-2019,elementary,Heatherwood,Foothill,2,False,matrix,Heatherwood,Foothill
2018-2019,elementary,Whittier,Foothill,1,False,matrix,Whittier,Foothill
2018-2019,elementary,Coal Creek,Foothill,2,False,matrix,Coal Creek,Foothill
2018-2019,elementary,Jamestown,Foothill,1,False,matrix,Jamestown,Foothill
2018-2019,elementary,Crest View,Heatherwood,8,False,matrix,Crest View,Heatherwood
2018-2019,elementary,Douglass,Heatherwood,3,False,matrix,Douglass,Heatherwood
2018-2019,elementary,Foothill,Heatherwood,1,False,matrix,Foothill,Heatherwood
2018-2019,elementary,Heatherwood,Heatherwood,264,True,matrix,Heatherwood,Heatherwood
2018-2019,elementary,Louisville,Heatherwood,1,False,matrix,Louisville,Heatherwood
2018-2019,elementary,Bear Creek,Mesa,9,False,matrix,Bear Creek*,Mesa *
2018-2019,elementary,Columbine,Mesa,1,False,matrix,Columbine,Mesa *
2018-2019,elementary,Creekside,Mesa,20,False,matrix,Creekside*,Mesa *
2018-2019,elementary,Douglass,Mesa,2,False,matrix,Douglass,Mesa *
2018-2019,elementary,Eisenhower,Mesa,4,False,matrix,Eisenhower,Mesa *
2018-2019,elementary,Flatirons,Mesa,1,False,matrix,Flatirons,Mesa *
2018-2019,elementary,Mesa,Mesa,178,True,matrix,Mesa*,Mesa *
2018-2019,elementary,Optional Bear Creek/Mesa,Mesa,31,False,matrix,Optional Bear Creek/Mesa,Mesa *
2018-2019,elementary,Lafayette,Mesa,2,False,matrix,Lafayette,Mesa *
2018-2019,elementary,Coal Creek,Mesa,2,False,matrix,Coal Creek,Mesa *
2018-2019,elementary,Superior,Mesa,1,False,matrix,Superior,Mesa *
2018-2019,elementary,Gold Hill,Mesa,1,False,matrix,Gold Hill,Mesa *
2018-2019,elementary,Nederland,Mesa,2,False,matrix,Nederland,Mesa *
2018-2019,elementary,Columbine,Whittier,22,False,matrix,Columbine,Whittier
2018-2019,elementary,Creekside,Whittier,3,False,matrix,Creekside*,Whittier
