donor_id,first_year,last_year,n_years,n_campaigns,total_dollars,key_has_zip,zip
d04262,2023,2023,1,1,100.0,False,
d04263,2021,2021,1,1,20.0,True,80303
d04264,2017,2017,1,1,50.0,False,
d04265,2019,2019,1,1,25.0,True,80503
d04266,2025,2025,1,1,50.0,False,
d04267,2023,2023,1,1,100.0,True,80303
d04268,2015,2015,1,1,100.0,True,80303
d04269,2022,2022,1,1,25.0,True,80304
d04270,2023,2023,1,2,200.0,True,80516
d04271,2015,2015,1,1,75.0,True,80303
d04272,2015,2015,1,1,25.0,True,80212
d04273,2015,2015,1,2,200.0,True,80302
d04274,2021,2023,2,7,650.0,True,80302
d04275,2023,2023,1,1,100.0,True,22039
d04276,2017,2017,1,1,25.0,False,
d04277,2015,2015,1,1,100.0,True,11238
d04278,2017,2017,1,1,50.0,False,
d04279,2015,2017,2,3,100.0,True,80304
d04280,2020,2020,1,1,200.0,False,
d04281,2021,2021,1,1,25.0,True,80401
d04282,2017,2017,1,1,33.0,True,80301
d04283,2015,2022,5,18,1200.0,True,80305
d04284,2020,2020,1,1,500.0,False,
d04285,2023,2023,1,1,50.0,False,
d04286,2015,2015,1,1,10.0,True,80306
d04287,2017,2017,1,1,100.0,True,80304
d04288,2026,2026,1,1,20.0,False,
d04289,2015,2017,2,2,200.0,True,59102
d04290,2023,2023,1,1,100.0,True,80302
d04291,2015,2015,1,1,100.0,True,80301
d04292,2021,2021,1,1,100.0,True,80424
d04293,2017,2017,1,1,25.0,True,80303
d04294,2023,2023,1,1,100.0,True,80202
d04295,2015,2015,1,1,25.0,True,80305
d04296,2015,2015,1,1,100.0,True,80302
d04297,2021,2025,2,2,600.0,False,
d04298,2015,2015,1,1,200.0,False,
d04299,2019,2019,1,1,50.0,True,87043
d04300,2019,2019,1,1,50.0,True,20852
d04301,2023,2023,1,1,25.0,True,80303
d04302,2021,2021,1,1,36.0,True,80304
d04303,2022,2022,1,1,100.0,True,80305
d04304,2021,2021,1,1,100.0,True,80401
d04305,2019,2019,1,1,25.0,True,10010
d04306,2020,2020,1,1,80.0,False,
d04307,2023,2023,1,1,25.0,True,80301
d04308,2021,2021,1,1,10.0,True,80304
d04309,2023,2023,1,1,100.0,False,
d04310,2019,2019,1,1,25.0,True,80304
d04311,2023,2023,1,1,50.0,True,80026
d04312,2021,2021,1,1,100.0,True,90041
d04313,2022,2025,3,4,550.0,True,80305
d04314,2026,2026,1,1,100.0,False,
d04315,2019,2019,1,1,30.0,True,80302
d04316,2015,2015,1,1,50.0,True,80212
d04317,2023,2023,1,1,3000.0,True,80302
d04318,2026,2026,1,1,25.0,False,
d04319,2020,2020,1,1,500.0,True,80209
d04320,2021,2023,2,2,200.0,True,80304
d04321,2020,2020,1,1,108.0,True,77042
d04322,2021,2021,1,1,100.0,True,80504
d04323,2025,2025,1,1,50.0,False,
d04324,2019,2019,1,1,25.0,False,
d04325,2019,2019,1,1,10.0,True,81611
d04326,2020,2020,1,1,20.0,True,80301
d04327,2021,2022,2,2,70.0,True,80301
d04328,2017,2023,3,3,275.0,True,80304
d04329,2017,2017,1,1,50.0,False,
d04330,2025,2025,1,1,20.6,False,
d04331,2021,2021,1,1,100.0,True,80303
d04332,2020,2020,1,1,100.0,False,
d04333,2026,2026,1,1,100.0,False,
d04334,2015,2019,2,2,200.0,True,80301
d04335,2015,2015,1,1,25.0,True,80304
d04336,2015,2015,1,1,50.0,False,
d04337,2017,2017,1,1,700.0,True,80302
d04338,2019,2019,1,1,100.0,True,80301
d04339,2025,2025,1,1,50.0,False,
d04340,2020,2020,1,1,20.0,True,80218
d04341,2021,2021,1,1,100.0,True,80027
d04342,2015,2015,1,1,100.0,True,80303
d04343,2021,2021,1,1,26.27,False,
d04344,2024,2024,1,1,515.38,False,
d04345,2021,2025,3,4,350.0,True,80301
d04346,2017,2017,1,1,40.0,False,
d04347,2017,2017,1,1,27.0,True,80209
d04348,2020,2020,1,1,10.7,False,
d04349,2017,2017,1,1,50.0,False,
d04350,2015,2015,1,1,100.0,True,80303
d04351,2025,2025,1,2,50.0,False,
d04352,2015,2026,2,4,390.0,True,80304
d04353,2022,2022,1,2,99.64,True,80305
d04354,2015,2015,1,1,50.0,True,80302
d04355,2020,2020,1,1,25.0,False,
d04356,2020,2020,1,1,100.0,True,80302
d04357,2020,2020,1,1,50.0,True,80501
d04358,2015,2017,2,2,200.0,True,80305
d04359,2017,2017,1,1,10.0,True,80305
d04360,2019,2019,1,1,100.0,True,80503
d04361,2017,2017,1,1,100.0,True,80304
d04362,2022,2022,1,1,120.0,True,80303
d04363,2023,2023,1,1,100.0,True,80026
d04364,2020,2020,1,1,519.52,False,
d04365,2023,2026,3,5,270.0,True,80301
d04366,2021,2021,1,1,50.0,True,02364
d04367,2017,2026,2,2,200.0,True,23188
d04368,2019,2026,4,8,800.0,True,80304
d04369,2020,2020,1,1,50.0,True,80304
d04370,2017,2017,1,1,25.0,True,80301
d04371,2019,2019,1,1,10.0,True,80437
d04372,2021,2021,1,1,100.0,True,19073
d04373,2017,2017,1,1,100.0,True,80302
d04374,2015,2015,1,1,50.0,True,80304
d04375,2019,2019,1,1,100.0,True,80301
d04376,2017,2017,1,1,100.0,True,80304
d04377,2023,2023,1,1,25.0,True,80504
d04378,2019,2019,1,1,10.0,True,80134
d04379,2020,2020,1,1,100.0,False,
d04380,2020,2020,1,1,100.0,False,
d04381,2017,2017,1,1,50.0,True,80303
d04382,2015,2019,2,2,125.0,True,80301
d04383,2023,2023,1,1,100.0,False,
d04384,2017,2017,1,1,25.0,True,80304
d04385,2023,2023,1,1,100.0,False,
d04386,2019,2019,1,1,25.0,True,80302
d04387,2019,2019,1,1,25.0,True,80304
d04388,2015,2015,1,1,100.0,True,80027
d04389,2023,2025,2,2,200.0,False,
d04390,2021,2021,1,1,100.0,True,83340
d04391,2023,2023,1,1,50.0,True,80301
d04392,2017,2017,1,1,25.0,True,80304
d04393,2023,2025,2,3,300.0,False,
d04394,2020,2021,2,2,300.0,False,
d04395,2021,2021,1,1,100.0,True,94087
d04396,2023,2023,1,1,25.0,True,80301
d04397,2017,2023,4,5,600.0,True,80304
d04398,2020,2020,1,1,10.0,True,80027
d04399,2020,2020,1,1,10.0,True,48823
d04400,2015,2015,1,1,100.0,True,80304
d04401,2021,2021,1,1,50.0,True,80302
d04402,2023,2023,1,1,25.0,True,19804
d04403,2017,2017,1,1,100.0,True,80304
d04404,2020,2020,1,1,10.0,True,80021
d04405,2019,2022,2,2,375.0,True,80303
d04406,2023,2023,1,1,25.0,True,98579
d04407,2015,2015,1,1,25.0,True,80302
d04408,2020,2020,1,1,21.08,False,
d04409,2017,2017,1,1,100.0,True,80303
d04410,2021,2021,1,1,25.0,True,80302
d04411,2015,2015,1,1,500.0,True,80301
d04412,2017,2017,1,1,2080.0,True,80301
d04413,2019,2019,1,1,25.0,True,80302
d04414,2015,2025,4,7,325.0,True,80304
d04415,2019,2019,1,1,100.0,True,80206
d04416,2025,2026,2,2,200.0,False,
d04417,2015,2015,1,1,25.0,True,80304
d04418,2015,2015,1,1,50.0,True,80305
d04419,2021,2021,1,4,200.0,True,80302
d04420,2021,2021,1,1,50.0,True,80304
d04421,2015,2015,1,1,40.0,True,80304
d04422,2023,2026,2,2,200.0,True,80302
d04423,2024,2024,1,1,300.0,False,
d04424,2017,2023,3,4,125.0,True,80304
d04425,2021,2021,1,1,100.0,False,
d04426,2015,2015,1,3,300.0,True,80026
d04427,2015,2015,1,1,20.0,True,80302
d04428,2021,2021,1,1,100.0,True,80303
d04429,2025,2025,1,1,100.0,False,
d04430,2015,2015,1,1,20.0,True,80302
d04431,2019,2019,1,1,30.0,True,80302
d04432,2017,2019,2,3,250.0,True,80027
d04433,2019,2021,2,4,125.0,True,80540
d04434,2021,2021,1,1,500.0,True,80303
d04435,2019,2019,1,1,100.0,True,80235
d04436,2019,2025,3,3,250.0,True,11201
d04437,2017,2017,1,1,30.0,True,80303
d04438,2017,2017,1,1,25.0,True,80211
d04439,2017,2017,1,1,25.0,True,20876
d04440,2019,2026,4,5,325.0,True,80301
d04441,2019,2019,1,1,50.0,True,80026
d04442,2015,2015,1,1,100.0,True,80304
d04443,2023,2023,1,1,100.0,True,80304
d04444,2021,2021,1,1,100.0,False,
d04445,2021,2021,1,1,10.7,False,
d04446,2025,2025,1,1,100.0,False,
d04447,2021,2021,1,1,50.0,True,80022
d04448,2017,2017,1,1,100.0,True,80301
d04449,2020,2020,1,1,104.15,False,
d04450,2019,2021,2,3,225.0,True,80304
d04451,2019,2019,1,1,40.0,True,80026
d04452,2021,2021,1,1,100.0,False,
d04453,2015,2015,1,1,100.0,True,80304
d04454,2015,2021,4,9,420.0,True,80302
d04455,2021,2021,1,1,15.0,True,80503
d04456,2020,2021,2,2,102.22999999999999,False,
d04457,2019,2019,1,1,100.0,True,80302
d04458,2023,2023,1,1,25.0,False,
d04459,2026,2026,1,1,26.68,False,
d04460,2019,2019,1,1,100.0,True,80302
d04461,2021,2021,1,1,100.0,True,80301
d04462,2023,2023,1,1,100.0,True,22026
d04463,2019,2019,1,1,100.0,False,
d04464,2020,2023,3,3,459.92,False,
d04465,2015,2015,1,1,26.0,True,80302
d04466,2023,2023,1,1,60.0,True,80033
d04467,2015,2023,2,2,200.0,True,80304
d04468,2025,2025,1,1,100.0,False,
d04469,2021,2021,1,1,20.0,True,80439
d04470,2019,2019,1,1,25.0,True,80303
d04471,2019,2019,1,1,100.0,True,80304
d04472,2019,2019,1,1,25.0,True,90272
d04473,2021,2021,1,1,104.15,False,
d04474,2023,2023,1,1,100.0,True,80301
d04475,2023,2023,1,1,100.0,True,80304
d04476,2020,2020,1,1,20.0,True,80504
d04477,2015,2019,2,2,125.0,True,80303
d04478,2019,2019,1,1,100.0,True,80304
d04479,2017,2017,1,1,100.0,True,80304
d04480,2026,2026,1,1,25.0,False,
d04481,2019,2019,1,1,25.0,True,37221
d04482,2015,2017,2,3,250.0,True,80302
d04483,2019,2019,1,1,100.0,True,80304
d04484,2020,2020,1,1,20.0,True,80202
d04485,2019,2019,1,1,200.0,True,80304
d04486,2021,2021,1,1,100.0,False,
d04487,2019,2019,1,1,100.0,True,80301
d04488,2021,2022,2,2,250.0,True,80302
d04489,2019,2019,1,1,50.0,True,80302
d04490,2017,2017,1,1,100.0,True,80302
d04491,2017,2017,1,1,5.0,True,80503
d04492,2021,2021,1,1,100.0,True,92037
d04493,2020,2020,1,1,6065.0,True,80301
d04494,2019,2019,1,1,100.0,True,80305
d04495,2025,2025,1,1,100.0,False,
d04496,2020,2020,1,1,20.0,True,30022
d04497,2020,2026,4,6,950.0,False,
d04498,2020,2020,1,1,290.0,True,80020
d04499,2015,2015,1,2,100.0,True,80303
d04500,2025,2025,1,1,100.0,False,
d04501,2017,2017,1,1,25.0,False,
d04502,2019,2021,2,2,50.0,True,80305
d04503,2025,2025,1,1,100.0,True,80304
d04504,2017,2017,1,1,100.0,True,80031
d04505,2015,2019,2,2,350.0,True,80304
d04506,2021,2021,1,1,100.0,True,85022
d04507,2015,2015,1,1,25.0,True,80301
d04508,2017,2017,1,1,100.0,True,80302
d04509,2019,2025,4,7,375.0,True,80303
d04510,2026,2026,1,1,5.0,False,
d04511,2023,2026,2,2,76.41,False,
d04512,2025,2025,1,1,100.0,False,
d04513,2015,2015,1,2,150.0,True,80501
d04514,2019,2019,1,1,25.0,True,80303
d04515,2020,2020,1,1,27.0,True,80516
d04516,2015,2015,1,4,400.0,True,80302
d04517,2015,2015,1,1,25.0,True,80424
d04518,2017,2017,1,1,20.0,True,91107
d04519,2019,2019,1,1,50.0,True,80303
d04520,2015,2015,1,1,200.0,True,80304
d04521,2017,2017,1,1,10.0,True,80502
d04522,2021,2021,1,1,50.0,True,53711
d04523,2015,2015,1,1,100.0,True,80503
d04524,2021,2021,1,1,100.0,False,
d04525,2017,2026,2,2,200.0,True,95001
d04526,2017,2023,3,5,450.0,True,80304
d04527,2015,2026,5,5,969.52,True,80304
d04528,2015,2015,1,1,100.0,True,80304
d04529,2015,2015,1,2,200.0,True,80301
d04530,2023,2023,1,2,200.0,True,80305
d04531,2021,2025,2,2,30.0,False,
d04532,2023,2023,1,1,100.0,False,
d04533,2017,2017,1,1,50.0,True,80301
d04534,2019,2019,1,3,75.0,True,80305
d04535,2015,2025,3,3,200.0,True,80304
d04536,2023,2023,1,1,100.0,True,80027
d04537,2021,2021,1,1,500.0,False,
d04538,2015,2017,2,2,1100.0,True,80302
d04539,2020,2020,1,1,26.27,False,
d04540,2022,2022,1,1,25.0,True,80304
d04541,2020,2020,1,1,20.0,True,80305
d04542,2021,2023,2,2,200.0,True,80303
d04543,2021,2021,1,1,50.0,True,80026
d04544,2023,2023,1,1,100.0,True,80302
d04545,2021,2021,1,1,100.0,True,80304
d04546,2017,2017,1,1,10.0,True,80304
d04547,2019,2023,5,12,4045.21,True,80305
d04548,2020,2020,1,1,500.0,True,80301
d04549,2015,2015,1,3,196.8,True,80304
d04550,2015,2023,5,15,1450.0,True,80304
d04551,2025,2025,1,1,25.0,False,
d04552,2015,2015,1,1,100.0,True,80304
d04553,2023,2023,1,1,100.0,False,
d04554,2017,2017,1,1,100.0,False,
d04555,2020,2020,1,1,25.0,False,
d04556,2021,2021,1,1,26.27,False,
d04557,2015,2025,2,2,150.0,True,80303
d04558,2017,2017,1,1,25.0,True,01860
d04559,2025,2025,1,1,100.0,False,
d04560,2022,2022,1,1,25.0,True,80305
d04561,2025,2025,1,1,100.0,False,
d04562,2021,2021,1,1,50.0,True,80304
d04563,2017,2017,1,1,100.0,False,
d04564,2017,2017,1,1,100.0,True,80305
d04565,2015,2019,3,6,250.0,True,80303
d04566,2020,2021,2,2,126.27,False,
d04567,2021,2021,1,1,100.0,True,80304
d04568,2020,2020,1,1,50.0,False,
d04569,2020,2020,1,1,68.12,False,
d04570,2019,2019,1,1,100.0,True,80304
d04571,2024,2024,1,1,50.0,False,
d04572,2017,2026,2,3,250.0,False,
d04573,2020,2020,1,1,26.27,False,
d04574,2019,2019,1,1,100.0,True,80304
d04575,2015,2015,1,1,100.0,True,95126
d04576,2021,2021,1,1,100.0,True,80304
d04577,2017,2021,2,2,125.0,False,
d04578,2015,2015,1,1,100.0,True,80302
d04579,2021,2021,1,1,25.0,True,80218
d04580,2015,2015,1,1,100.0,True,80305
d04581,2021,2021,1,1,100.0,True,11209
d04582,2026,2026,1,1,100.0,False,
d04583,2019,2019,1,1,100.0,True,32819
d04584,2021,2025,2,2,150.0,False,
d04585,2019,2019,1,1,100.0,True,80250
d04586,2021,2021,1,1,25.0,False,
d04587,2025,2025,1,1,25.0,False,
d04588,2017,2017,1,1,25.0,True,80304
d04589,2017,2017,1,1,100.0,True,98115
d04590,2022,2022,1,1,25.0,True,80303
d04591,2017,2026,2,2,50.0,True,80301
d04592,2023,2023,1,1,100.0,True,98112
d04593,2023,2023,1,1,25.0,False,
d04594,2019,2019,1,1,25.0,True,80027
d04595,2023,2023,1,1,100.0,True,80305
d04596,2025,2025,1,1,53.12,False,
d04597,2015,2015,1,1,50.0,True,80304
d04598,2015,2026,5,15,925.0,True,80302
d04599,2015,2015,1,1,50.0,True,10023
d04600,2021,2021,1,1,50.0,False,
d04601,2015,2026,4,4,150.0,True,80304
d04602,2020,2026,4,9,1325.0,False,
d04603,2019,2019,1,1,100.0,True,80026
d04604,2017,2017,1,1,5.0,True,74104
d04605,2022,2023,2,3,24.259999999999998,True,80302
d04606,2023,2023,1,1,25.0,False,
d04607,2017,2017,1,1,10.0,False,
d04608,2026,2026,1,1,50.0,False,
d04609,2023,2023,1,1,100.0,True,32854
d04610,2025,2025,1,1,50.0,False,
d04611,2023,2023,1,1,100.0,True,80026
d04612,2023,2023,1,1,25.0,True,80303
d04613,2023,2023,1,1,25.0,True,80012
d04614,2019,2019,1,1,25.0,True,80537
d04615,2015,2023,2,2,200.0,False,
d04616,2015,2015,1,2,40.0,True,80302
d04617,2020,2023,3,4,337.98,False,
d04618,2017,2017,1,1,25.0,True,80302
d04619,2023,2023,1,1,500.0,True,80302
d04620,2015,2019,2,2,75.0,True,80304
d04621,2015,2023,3,4,400.0,True,80302
d04622,2017,2017,1,1,100.0,True,10039
d04623,2017,2017,1,1,100.0,True,80302
d04624,2023,2023,1,1,50.0,True,80304
d04625,2026,2026,1,1,100.0,False,
d04626,2023,2023,1,1,50.0,True,84005
d04627,2019,2026,4,4,498.55,True,80301
d04628,2023,2023,1,1,25.0,True,87105
d04629,2023,2025,2,2,200.0,True,80302
d04630,2015,2015,1,1,100.0,True,82009
d04631,2023,2023,1,1,25.0,True,80302
d04632,2019,2023,2,2,200.0,True,80302
d04633,2019,2019,1,1,50.0,True,80305
d04634,2015,2015,1,1,50.0,False,
d04635,2015,2015,1,1,50.0,True,97212
d04636,2025,2025,1,1,25.0,False,
d04637,2023,2023,1,1,50.0,True,80121
d04638,2015,2017,2,3,125.0,True,80304
d04639,2017,2017,1,1,50.0,True,77401
d04640,2015,2021,3,3,300.0,True,80303
d04641,2017,2017,1,1,25.0,True,80304
d04642,2025,2025,1,1,5.15,False,
d04643,2017,2026,2,3,150.0,True,80303
d04644,2019,2019,1,1,100.0,False,
d04645,2017,2017,1,1,25.0,True,80020
d04646,2015,2015,1,1,50.0,True,80305
d04647,2026,2026,1,1,25.0,False,
d04648,2021,2021,1,1,100.0,True,80304
d04649,2021,2021,1,1,26.27,False,
d04650,2017,2017,1,1,100.0,True,80302
d04651,2015,2015,1,2,970.4,True,80302
d04652,2023,2023,1,1,100.0,True,80305
d04653,2021,2021,1,1,50.0,True,80303
d04654,2015,2017,2,4,250.0,True,80306
d04655,2019,2019,1,3,75.0,True,80301
d04656,2026,2026,1,1,100.0,False,
d04657,2025,2025,1,1,100.0,False,
d04658,2017,2017,1,1,75.0,True,80304
d04659,2020,2020,1,1,21.08,False,
d04660,2019,2019,1,1,100.0,True,80301
d04661,2023,2023,1,1,100.0,True,55408
d04662,2020,2020,1,1,108.0,True,80238
d04663,2025,2025,1,1,53.12,False,
d04664,2023,2026,2,2,199.48000000000002,False,
d04665,2017,2017,1,1,25.0,True,08536
d04666,2015,2015,1,1,25.0,False,
d04667,2021,2023,3,5,499.64,True,80301
d04668,2021,2021,1,1,104.15,True,80305
d04669,2019,2019,1,1,50.0,True,80301
d04670,2020,2020,1,1,1400.0,False,
d04671,2025,2025,1,1,26.82,False,
d04672,2023,2023,1,1,50.0,True,20816
d04673,2021,2023,2,2,200.0,True,80304
d04674,2026,2026,1,1,100.0,False,
d04675,2017,2017,1,1,25.0,False,
d04676,2019,2019,1,1,25.0,False,
d04677,2015,2019,3,7,365.0,True,80302
d04678,2021,2021,1,1,25.0,False,
d04679,2017,2017,1,1,100.0,False,
d04680,2015,2025,2,2,200.0,True,80303
d04681,2017,2017,1,1,50.0,True,53126
d04682,2015,2019,3,4,148.97,True,80304
d04683,2023,2023,1,1,100.0,True,80302
d04684,2017,2017,1,1,5.0,True,63114
d04685,2023,2023,1,1,100.0,True,80302
d04686,2019,2023,3,3,4100.0,True,80304
d04687,2021,2021,1,1,100.0,True,80304
d04688,2019,2019,1,1,20.0,True,80525
d04689,2020,2021,2,2,90.0,False,
d04690,2021,2026,2,2,200.0,True,19096
d04691,2017,2019,2,2,200.0,True,80302
d04692,2017,2017,1,1,100.0,True,80301
d04693,2019,2019,1,1,50.0,True,80301
d04694,2021,2021,1,1,10.7,False,
d04695,2019,2019,1,1,10.0,True,80111
d04696,2015,2015,1,2,100.0,True,80305
d04697,2019,2026,4,13,1283.0,False,
d04698,2016,2016,1,1,25.0,True,80026
d04699,2021,2021,1,1,100.0,False,
d04700,2019,2019,1,1,25.0,True,80439
d04701,2015,2015,1,1,100.0,False,
d04702,2023,2023,1,1,100.0,True,77005
d04703,2015,2015,1,1,50.0,True,80304
d04704,2017,2017,1,1,50.0,True,11205
d04705,2015,2021,4,14,3500.0,True,80304
d04706,2021,2021,1,1,100.0,True,80304
d04707,2024,2024,1,1,51.99,False,
d04708,2020,2020,1,1,52.23,False,
d04709,2021,2021,1,1,100.0,True,80302
d04710,2023,2023,1,1,50.0,True,80304
d04711,2021,2021,1,1,50.0,False,
d04712,2025,2025,1,1,100.0,False,
d04713,2019,2019,1,1,25.0,False,
d04714,2021,2021,1,1,100.0,True,80305
d04715,2019,2023,3,3,1200.0,True,80301
d04716,2019,2019,1,1,100.0,True,80026
d04717,2021,2021,1,1,50.0,True,80305
d04718,2021,2021,1,1,950.0,False,
d04719,2022,2023,2,2,150.0,True,80303
d04720,2019,2021,2,2,150.0,True,80304
d04721,2025,2025,1,1,100.0,False,
d04722,2015,2015,1,1,50.0,True,94133
d04723,2015,2015,1,1,100.0,True,08540
d04724,2023,2024,2,2,409.43,True,80301
d04725,2016,2016,1,1,10.0,True,80305
d04726,2023,2023,1,1,100.0,True,80304
d04727,2021,2026,3,3,250.0,True,80303
d04728,2026,2026,1,1,25.0,False,
d04729,2017,2026,2,2,175.0,True,80302
d04730,2017,2017,1,1,50.0,False,
d04731,2026,2026,1,1,26.68,False,
d04732,2023,2023,1,1,100.0,False,
d04733,2019,2019,1,1,200.0,True,80304
d04734,2026,2026,1,1,100.0,False,
d04735,2023,2023,1,1,50.0,True,80304
d04736,2023,2023,1,1,25.0,True,78597
d04737,2015,2023,5,6,375.0,True,80304
d04738,2021,2025,2,2,150.0,True,20815
d04739,2017,2023,4,12,1175.0,True,80302
d04740,2021,2021,1,1,100.0,True,80228
d04741,2015,2019,2,2,200.0,True,80027
d04742,2017,2017,1,1,15.0,True,80501
d04743,2021,2021,1,1,50.0,True,80027
d04744,2019,2019,1,1,25.0,True,80304
d04745,2017,2021,2,2,200.0,False,
d04746,2017,2017,1,1,20.0,True,80303
d04747,2017,2017,1,1,75.0,True,80304
d04748,2015,2015,1,1,100.0,True,10017
d04749,2015,2015,1,1,100.0,True,80303
d04750,2017,2017,1,1,100.0,True,80304
d04751,2019,2019,1,1,50.0,True,90008
d04752,2026,2026,1,1,25.0,False,
d04753,2015,2015,1,1,100.0,True,92604
d04754,2017,2017,1,1,50.0,True,80301
d04755,2017,2017,1,1,100.0,True,80503
d04756,2020,2020,1,1,5.0,True,80302
d04757,2015,2015,1,1,50.0,True,33483
d04758,2015,2015,1,1,50.0,True,80303
d04759,2020,2023,3,3,204.0,True,80026
d04760,2023,2023,1,1,100.0,False,
d04761,2015,2025,4,7,879.15,False,
d04762,2019,2019,1,1,25.0,True,80014
d04763,2026,2026,1,1,50.0,False,
d04764,2019,2021,2,4,250.0,True,80301
d04765,2023,2023,1,1,100.0,True,80303
d04766,2017,2017,1,1,10.0,True,80303
d04767,2021,2021,1,1,100.0,False,
d04768,2017,2017,1,1,100.0,True,94131
d04769,2025,2025,1,1,100.0,False,
d04770,2015,2015,1,2,116.67,True,80305
d04771,2019,2019,1,1,100.0,True,94611
d04772,2017,2019,2,2,175.0,True,80305
d04773,2020,2020,1,1,50.0,True,80305
d04774,2020,2020,1,1,10.0,True,80516
d04775,2025,2025,1,1,100.0,False,
d04776,2023,2023,1,1,100.0,True,38301
d04777,2019,2019,1,1,100.0,True,80304
d04778,2019,2019,1,1,50.0,True,80302
d04779,2021,2021,1,1,100.0,True,80302
d04780,2020,2020,1,1,10.0,False,
d04781,2021,2021,1,1,100.0,True,80304
d04782,2019,2019,1,1,105.2,True,80303
d04783,2019,2019,1,1,100.0,True,80304
d04784,2022,2022,1,1,4.0,True,80303
d04785,2026,2026,1,1,100.0,False,
d04786,2017,2017,1,1,20.0,True,80027
d04787,2021,2021,1,1,25.0,True,19066
d04788,2025,2025,1,1,50.0,False,
d04789,2015,2017,2,2,100.0,True,80303
d04790,2020,2020,1,1,26.27,False,
d04791,2022,2022,1,1,25.0,True,80305
d04792,2020,2020,1,1,52.23,False,
d04793,2019,2023,2,3,300.0,True,80304
d04794,2023,2023,1,1,25.0,True,80302
d04795,2015,2015,1,1,100.0,True,80302
d04796,2023,2023,1,1,100.0,True,80304
d04797,2020,2020,1,1,5.0,True,80302
d04798,2023,2023,1,1,25.0,True,80305
d04799,2015,2015,1,2,200.0,True,80304
d04800,2017,2017,1,1,100.0,True,80466
d04801,2026,2026,1,1,50.0,False,
d04802,2019,2019,1,1,25.0,True,80439
d04803,2019,2019,1,1,100.0,False,
d04804,2021,2021,1,1,100.0,False,
d04805,2015,2015,1,1,100.0,True,80305
d04806,2019,2025,4,7,323.59000000000003,True,80304
d04807,2025,2026,2,4,400.0,False,
d04808,2017,2017,1,1,100.0,True,80304
d04809,2023,2023,1,1,100.0,True,80503
d04810,2021,2021,1,1,519.52,False,
d04811,2026,2026,1,1,100.0,False,
d04812,2022,2022,1,1,9.93,True,80301
d04813,2015,2015,1,2,50.0,True,80304
d04814,2017,2017,1,1,25.0,True,80302
d04815,2021,2021,1,1,100.0,True,80027
d04816,2019,2019,1,1,74.18,True,60612
d04817,2017,2017,1,1,55.0,True,55425
d04818,2015,2015,1,1,250.0,True,80026
d04819,2025,2025,1,1,50.0,False,
d04820,2023,2023,1,1,100.0,True,94901
d04821,2017,2017,1,1,100.0,False,
d04822,2023,2023,1,1,100.0,False,
d04823,2015,2015,1,2,85.0,True,80304
d04824,2019,2019,1,1,100.0,True,80305
d04825,2021,2021,1,1,700.0,True,80501
d04826,2015,2015,1,1,25.0,True,80305
d04827,2017,2017,1,1,25.0,True,80305
d04828,2023,2026,2,3,300.0,True,80304
d04829,2016,2016,1,1,201.0,True,80301
d04830,2021,2021,1,1,50.0,True,80304
d04831,2021,2021,1,1,72.0,True,80304
d04832,2017,2017,1,1,100.0,True,80301
d04833,2019,2019,1,1,25.0,False,
d04834,2023,2023,1,1,100.0,True,80301
d04835,2021,2021,1,1,50.0,True,80304
d04836,2019,2019,1,1,50.0,True,80304
d04837,2015,2015,1,1,30.0,True,80301
d04838,2020,2020,1,1,54.0,True,77346
d04839,2023,2025,2,2,200.0,True,97027
d04840,2015,2015,1,2,40.0,True,80302
d04841,2025,2025,1,1,26.82,False,
d04842,2023,2026,2,2,40.0,True,80027
d04843,2015,2015,1,1,25.0,True,80306
d04844,2020,2020,1,1,41.85,False,
d04845,2021,2021,1,1,100.0,True,80304
d04846,2022,2022,1,1,50.0,True,80305
d04847,2020,2020,1,1,25.0,False,
d04848,2025,2025,1,1,50.0,False,
d04849,2020,2020,1,1,50.0,False,
d04850,2019,2022,2,2,200.0,True,80304
d04851,2021,2021,1,1,50.0,True,80304
d04852,2026,2026,1,1,6.0,False,
d04853,2019,2019,1,1,25.0,True,80305
d04854,2017,2017,1,1,100.0,True,80301
d04855,2022,2022,1,1,100.0,True,80304
d04856,2025,2025,1,1,100.0,False,
d04857,2019,2019,1,1,100.0,True,80306
d04858,2017,2017,1,1,50.0,True,48855
d04859,2019,2019,1,1,50.0,True,46321
d04860,2019,2019,1,1,100.0,True,80215
d04861,2019,2026,2,3,250.0,True,80304
d04862,2017,2017,1,1,5.0,True,80302
d04863,2015,2015,1,1,100.0,True,80238
d04864,2025,2025,1,1,50.0,False,
d04865,2019,2019,1,4,400.0,True,80302
d04866,2019,2019,1,1,100.0,False,
d04867,2021,2021,1,1,52.23,False,
d04868,2025,2025,1,1,25.0,False,
d04869,2020,2020,1,1,20.0,False,
d04870,2021,2025,2,2,50.0,True,80303
d04871,2020,2020,1,1,20.0,True,20007
d04872,2023,2023,1,1,100.0,True,80305
d04873,2015,2023,2,2,175.0,True,80304
d04874,2015,2015,1,2,47.94,True,80304
d04875,2020,2020,1,1,286.5,False,
d04876,2019,2022,2,2,375.0,True,80305
d04877,2017,2026,2,2,200.0,True,80304
d04878,2017,2017,1,1,100.0,True,80305
d04879,2015,2017,2,3,126.78999999999999,True,80302
d04880,2015,2022,3,3,1300.0,True,80303
d04881,2019,2019,1,1,10.0,True,80207
