report,table,line,year,basis,unit,value,ocr,text,status,confirmed,pages
2020,taxsales,Food Stores,2020,actual,thousands,547934,547934,547934,agree,both readings,279-280
2020,taxsales,General Retail,2011,actual,thousands,586189,586189,586189,agree,both readings,279-280
2020,taxsales,General Retail,2012,actual,thousands,606359,606359,606359,agree,both readings,279-280
2020,taxsales,General Retail,2013,actual,thousands,611228,611228,611228,agree,both readings,279-280
2020,taxsales,General Retail,2014,actual,thousands,628223,628223,628223,agree,both readings,279-280
2020,taxsales,General Retail,2015,actual,thousands,658659,658659,658659,agree,both readings,279-280
2020,taxsales,General Retail,2016,actual,thousands,737753,737753,737753,agree,both readings,279-280
2020,taxsales,General Retail,2017,actual,thousands,675023,675023,675023,agree,both readings,279-280
2020,taxsales,General Retail,2018,actual,thousands,709676,709676,709676,agree,both readings,279-280
2020,taxsales,General Retail,2019,actual,thousands,702917,702917,702917,agree,both readings,279-280
2020,taxsales,General Retail,2020,actual,thousands,688108,688108,688108,agree,both readings,279-280
2020,taxsales,Home Furnishings,2011,actual,thousands,81304,81304,81304,agree,both readings,279-280
2020,taxsales,Home Furnishings,2012,actual,thousands,81243,81243,81243,agree,both readings,279-280
2020,taxsales,Home Furnishings,2013,actual,thousands,79745,79745,79745,agree,both readings,279-280
2020,taxsales,Home Furnishings,2014,actual,thousands,87804,87804,87804,agree,both readings,279-280
2020,taxsales,Home Furnishings,2015,actual,thousands,89689,89689,89689,agree,both readings,279-280
2020,taxsales,Home Furnishings,2016,actual,thousands,92314,92314,92314,agree,both readings,279-280
2020,taxsales,Home Furnishings,2017,actual,thousands,92483,92483,92483,agree,both readings,279-280
2020,taxsales,Home Furnishings,2018,actual,thousands,93697,93697,93697,agree,both readings,279-280
2020,taxsales,Home Furnishings,2019,actual,thousands,84191,84191,84191,agree,both readings,279-280
2020,taxsales,Home Furnishings,2020,actual,thousands,63575,63575,63575,agree,both readings,279-280
2020,taxsales,Transportation/Utilities,2011,actual,thousands,215462,215462,215462,agree,both readings,279-280
2020,taxsales,Transportation/Utilities,2012,actual,thousands,208713,208713,208713,agree,both readings,279-280
2020,taxsales,Transportation/Utilities,2013,actual,thousands,226972,226972,226972,agree,both readings,279-280
2020,taxsales,Transportation/Utilities,2014,actual,thousands,243605,243605,243605,agree,both readings,279-280
2020,taxsales,Transportation/Utilities,2015,actual,thousands,229281,229281,229281,agree,both readings,279-280
2020,taxsales,Transportation/Utilities,2016,actual,thousands,220926,220926,220926,agree,both readings,279-280
2020,taxsales,Transportation/Utilities,2017,actual,thousands,216678,216678,216678,agree,both readings,279-280
2020,taxsales,Transportation/Utilities,2018,actual,thousands,214292,214292,214292,agree,both readings,279-280
2020,taxsales,Transportation/Utilities,2019,actual,thousands,214138,214138,214138,agree,both readings,279-280
2020,taxsales,Transportation/Utilities,2020,actual,thousands,210622,210622,210622,agree,both readings,279-280
2020,taxsales,All Other,2011,actual,thousands,359612,359612,359612,agree,both readings,279-280
2020,taxsales,All Other,2012,actual,thousands,359324,359324,359324,agree,both readings,279-280
2020,taxsales,All Other,2013,actual,thousands,381961,381961,381961,agree,both readings,279-280
2020,taxsales,All Other,2014,actual,thousands,495657,495657,495657,agree,both readings,279-280
2020,taxsales,All Other,2015,actual,thousands,524543,524543,524543,agree,both readings,279-280
2020,taxsales,All Other,2016,actual,thousands,519125,519125,519125,agree,both readings,279-280
2020,taxsales,All Other,2017,actual,thousands,612152,612152,612152,agree,both readings,279-280
2020,taxsales,All Other,2018,actual,thousands,631091,631091,631091,agree,both readings,279-280
2020,taxsales,All Other,2019,actual,thousands,734161,734161,734161,agree,both readings,279-280
2020,taxsales,All Other,2020,actual,thousands,550228,550228,550228,agree,both readings,279-280
2020,taxsales,Refunds,2011,actual,thousands,-4781,-4781,-,DISAGREE,own arithmetic,279-280
2020,taxsales,Refunds,2012,actual,thousands,-,-,-,agree,both readings,279-280
2020,taxsales,Refunds,2013,actual,thousands,-,-,-,agree,both readings,279-280
2020,taxsales,Refunds,2014,actual,thousands,-,-,-4781,DISAGREE,own arithmetic,279-280
2020,taxsales,Refunds,2015,actual,thousands,-,-,-,agree,both readings,279-280
2020,taxsales,Refunds,2016,actual,thousands,-,-,-,agree,both readings,279-280
2020,taxsales,Refunds,2017,actual,thousands,-,-,-,agree,both readings,279-280
2020,taxsales,Refunds,2018,actual,thousands,-,-,-,agree,both readings,279-280
2020,taxsales,Refunds,2019,actual,thousands,-,-,-,agree,both readings,279-280
2020,taxsales,Refunds,2020,actual,thousands,-,-,-,agree,both readings,279-280
2020,taxsales,Total Sales and Use Tax,2011,actual,thousands,2716335,2716335,2716335,agree,both readings,279-280
2020,taxsales,Total Sales and Use Tax,2012,actual,thousands,2856218,2856218,2856218,agree,both readings,279-280
2020,taxsales,Total Sales and Use Tax,2013,actual,thousands,3053841,3053841,3053841,agree,both readings,279-280
2020,taxsales,Total Sales and Use Tax,2014,actual,thousands,3267302,3267302,3267302,agree,both readings,279-280
2020,taxsales,Total Sales and Use Tax,2015,actual,thousands,3402150,3402150,3402150,agree,both readings,279-280
2020,taxsales,Total Sales and Use Tax,2016,actual,thousands,3530285,3530285,3530285,agree,both readings,279-280
2020,taxsales,Total Sales and Use Tax,2017,actual,thousands,3521063,3521063,3521063,agree,both readings,279-280
2020,taxsales,Total Sales and Use Tax,2018,actual,thousands,3687668,3687668,3687668,agree,both readings,279-280
2020,taxsales,Total Sales and Use Tax,2019,actual,thousands,3731218,3731218,3731218,agree,both readings,279-280
2020,taxsales,Total Sales and Use Tax,2020,actual,thousands,3558032,3558032,3558032,agree,both readings,279-280
2020,taxsales,Direct city sales tax rate,2011,actual,pct,3.41,3.41,3.41,agree,both readings,279-280
2020,taxsales,Direct city sales tax rate,2012,actual,pct,3.41,3.41,3.41,agree,both readings,279-280
2020,taxsales,Direct city sales tax rate,2013,actual,pct,3.41,3.41,3.41,agree,both readings,279-280
2020,taxsales,Direct city sales tax rate,2014,actual,pct,3.56,3.56,3.56,agree,both readings,279-280
2020,taxsales,Direct city sales tax rate,2015,actual,pct,3.86,3.86,3.86,agree,both readings,279-280
2020,taxsales,Direct city sales tax rate,2016,actual,pct,3.86,3.86,3.86,agree,both readings,279-280
2020,taxsales,Direct city sales tax rate,2017,actual,pct,3.86,3.86,3.86,agree,both readings,279-280
2020,taxsales,Direct city sales tax rate,2018,actual,pct,3.86,3.86,3.86,agree,both readings,279-280
2020,taxsales,Direct city sales tax rate,2019,actual,pct,3.86,3.86,3.86,agree,both readings,279-280
2020,taxsales,Direct city sales tax rate,2020,actual,pct,3.86,3.86,3.86,agree,both readings,279-280
2020,taxsales,Food service sales tax,2011,actual,pct,0.15,0.15,0.15,agree,both readings,279-280
2020,taxsales,Food service sales tax,2012,actual,pct,0.15,0.15,0.15,agree,both readings,279-280
2020,taxsales,Food service sales tax,2013,actual,pct,0.15,0.15,0.15,agree,both readings,279-280
2020,taxsales,Food service sales tax,2014,actual,pct,0.15,0.15,0.15,agree,both readings,279-280
2020,taxsales,Food service sales tax,2015,actual,pct,0.15,0.15,0.15,agree,both readings,279-280
2020,taxsales,Food service sales tax,2016,actual,pct,0.15,0.15,0.15,agree,both readings,279-280
2020,taxsales,Food service sales tax,2017,actual,pct,0.15,0.15,0.15,agree,both readings,279-280
2020,taxsales,Food service sales tax,2018,actual,pct,0.15,0.15,0.15,agree,both readings,279-280
2020,taxsales,Food service sales tax,2019,actual,pct,0.15,0.15,0.15,agree,both readings,279-280
2020,taxsales,Food service sales tax,2020,actual,pct,0.15,0.15,0.15,agree,both readings,279-280
2020,taxsales,Total direct city sales tax,2011,actual,pct,3.56,3.56,3.56,agree,both readings,279-280
2020,taxsales,Total direct city sales tax,2012,actual,pct,3.56,3.56,3.56,agree,both readings,279-280
2020,taxsales,Total direct city sales tax,2013,actual,pct,3.56,3.56,3.56,agree,both readings,279-280
2020,taxsales,Total direct city sales tax,2014,actual,pct,3.71,3.71,3.71,agree,both readings,279-280
2020,taxsales,Total direct city sales tax,2015,actual,pct,4.01,4.01,4.01,agree,both readings,279-280
2020,taxsales,Total direct city sales tax,2016,actual,pct,4.01,4.01,4.01,agree,both readings,279-280
2020,taxsales,Total direct city sales tax,2017,actual,pct,4.01,4.01,4.01,agree,both readings,279-280
2020,taxsales,Total direct city sales tax,2018,actual,pct,4.01,4.01,4.01,agree,both readings,279-280
2020,taxsales,Total direct city sales tax,2019,actual,pct,4.01,4.01,4.01,agree,both readings,279-280
2020,taxsales,Total direct city sales tax,2020,actual,pct,4.01,4.01,4.01,agree,both readings,279-280
2020,fte,Municipal Court,2011,adopted,fte,16.25,16.25,16.25,agree,both readings,295-296
2020,fte,Municipal Court,2012,adopted,fte,16.25,16.25,16.25,agree,both readings,295-296
2020,fte,Municipal Court,2013,adopted,fte,18.16,18.16,18.16,agree,both readings,295-296
2020,fte,Municipal Court,2014,adopted,fte,18.13,18.13,18.13,agree,both readings,295-296
2020,fte,Municipal Court,2015,adopted,fte,21.13,21.13,21.13,agree,both readings,295-296
2020,fte,Municipal Court,2016,adopted,fte,21.13,21.13,21.13,agree,both readings,295-296
2020,fte,Municipal Court,2017,adopted,fte,20.35,20.35,20.35,agree,both readings,295-296
2020,fte,Municipal Court,2018,adopted,fte,19.35,19.35,19.35,agree,both readings,295-296
2020,fte,Municipal Court,2019,adopted,fte,18.35,18.35,18.35,agree,both readings,295-296
2020,fte,Municipal Court,2020,adopted,fte,18.35,18.35,18.35,agree,both readings,295-296
2020,fte,City Attorney,2011,adopted,fte,18.65,18.65,18.65,agree,both readings,295-296
2020,fte,City Attorney,2012,adopted,fte,20.15,20.15,20.15,agree,both readings,295-296
2020,fte,City Attorney,2013,adopted,fte,20.2,20.2,20.2,agree,both readings,295-296
2020,fte,City Attorney,2014,adopted,fte,21.2,21.2,21.2,agree,both readings,295-296
2020,fte,City Attorney,2015,adopted,fte,19.2,19.2,19.2,agree,both readings,295-296
2020,fte,City Attorney,2016,adopted,fte,25.7,25.7,25.7,agree,both readings,295-296
2020,fte,City Attorney,2017,adopted,fte,27.65,27.65,27.65,agree,both readings,295-296
2020,fte,City Attorney,2018,adopted,fte,27.65,27.65,27.65,agree,both readings,295-296
2020,fte,City Attorney,2019,adopted,fte,28,28,28,agree,both readings,295-296
2020,fte,City Attorney,2020,adopted,fte,28,28,28,agree,both readings,295-296
2020,fte,City Manager- Administration,2011,adopted,fte,11.8,11.8,11.8,agree,both readings,295-296
2020,fte,City Manager- Administration,2012,adopted,fte,12.68,12.68,12.68,agree,both readings,295-296
2020,fte,City Manager- Administration,2013,adopted,fte,12,12,12,agree,both readings,295-296
2020,fte,City Manager- Administration,2014,adopted,fte,12,12,12,agree,both readings,295-296
2020,fte,City Manager- Administration,2015,adopted,fte,19.5,19.5,19.5,agree,both readings,295-296
2020,fte,City Manager- Administration,2016,adopted,fte,17,17,17,agree,both readings,295-296
2020,fte,City Manager- Administration,2017,adopted,fte,19.88,19.88,19.88,agree,both readings,295-296
2020,fte,City Manager- Administration,2018,adopted,fte,22.88,22.88,22.88,agree,both readings,295-296
2020,fte,City Manager- Administration,2019,adopted,fte,18,18,18,agree,both readings,295-296
2020,fte,City Manager- Administration,2020,adopted,fte,14,14,14,agree,both readings,295-296
2020,fte,City Manager- Community Vitality,2011,adopted,fte,42.25,42.25,42.25,agree,both readings,295-296
2020,fte,City Manager- Community Vitality,2012,adopted,fte,42.25,42.25,42.25,agree,both readings,295-296
2020,fte,City Manager- Community Vitality,2013,adopted,fte,42.25,42.25,42.25,agree,both readings,295-296
2020,fte,City Manager- Community Vitality,2014,adopted,fte,42.25,42.25,42.25,agree,both readings,295-296
2020,fte,City Manager- Community Vitality,2015,adopted,fte,44.5,44.5,44.5,agree,both readings,295-296
2020,fte,City Manager- Community Vitality,2016,adopted,fte,46.5,46.5,46.5,agree,both readings,295-296
2020,fte,City Manager- Community Vitality,2017,adopted,fte,49,49,49,agree,both readings,295-296
2020,fte,City Manager- Community Vitality,2018,adopted,fte,48.25,48.25,48.25,agree,both readings,295-296
2020,fte,City Manager- Community Vitality,2019,adopted,fte,47.24,47.24,47.24,agree,both readings,295-296
2020,fte,City Manager- Community Vitality,2020,adopted,fte,48.01,48.01,48.01,agree,both readings,295-296
2020,fte,City Manager- Communications,2011,adopted,fte,5.5,5.5,5.5,agree,both readings,295-296
2020,fte,City Manager- Communications,2012,adopted,fte,6.5,6.5,6.5,agree,both readings,295-296
2020,fte,City Manager- Communications,2013,adopted,fte,6.5,6.5,6.5,agree,both readings,295-296
2020,fte,City Manager- Communications,2014,adopted,fte,6.5,6.5,6.5,agree,both readings,295-296
2020,fte,City Manager- Communications,2015,adopted,fte,6.5,6.5,6.5,agree,both readings,295-296
2020,fte,City Manager- Communications,2016,adopted,fte,12.75,12.75,12.75,agree,both readings,295-296
2020,fte,City Manager- Communications,2017,adopted,fte,13.5,13.5,13.5,agree,both readings,295-296
2020,fte,City Manager- Communications,2018,adopted,fte,14.75,14.75,14.75,agree,both readings,295-296
2020,fte,City Manager- Communications,2019,adopted,fte,15.25,15.25,15.25,agree,both readings,295-296
2020,fte,City Manager- Communications,2020,adopted,fte,14.25,14.25,14.25,agree,both readings,295-296
2020,fte,Human Resources,2011,adopted,fte,14.88,14.88,14.88,agree,both readings,295-296
2020,fte,Human Resources,2012,adopted,fte,15.38,15.38,15.38,agree,both readings,295-296
2020,fte,Human Resources,2013,adopted,fte,15.63,15.63,15.63,agree,both readings,295-296
2020,fte,Human Resources,2014,adopted,fte,18.63,18.63,18.63,agree,both readings,295-296
2020,fte,Human Resources,2015,adopted,fte,24.63,24.63,24.63,agree,both readings,295-296
2020,fte,Human Resources,2016,adopted,fte,24.38,24.38,24.38,agree,both readings,295-296
2020,fte,Human Resources,2017,adopted,fte,23.38,23.38,23.38,agree,both readings,295-296
2020,fte,Human Resources,2018,adopted,fte,23.38,23.38,23.38,agree,both readings,295-296
2020,fte,Human Resources,2019,adopted,fte,23,23,23,agree,both readings,295-296
2020,fte,Human Resources,2020,adopted,fte,24,24,24,agree,both readings,295-296
2020,fte,Finance,2011,adopted,fte,33.5,33.5,33.5,agree,both readings,295-296
2020,fte,Finance,2012,adopted,fte,34,34,34,agree,both readings,295-296
2020,fte,Finance,2013,adopted,fte,34,34,34,agree,both readings,295-296
2020,fte,Finance,2014,adopted,fte,36,36,36,agree,both readings,295-296
2020,fte,Finance,2015,adopted,fte,38.67,38.67,38.67,agree,both readings,295-296
2020,fte,Finance,2016,adopted,fte,44.5,44.5,44.5,agree,both readings,295-296
2020,fte,Finance,2017,adopted,fte,46.62,46.62,46.62,agree,both readings,295-296
2020,fte,Finance,2018,adopted,fte,48.12,48.12,48.12,agree,both readings,295-296
2020,fte,Finance,2019,adopted,fte,44,44,44,agree,both readings,295-296
2020,fte,Finance,2020,adopted,fte,44,44,44,agree,both readings,295-296
2020,fte,Information Technology,2011,adopted,fte,34.5,34.5,34.5,agree,both readings,295-296
2020,fte,Information Technology,2012,adopted,fte,34.5,34.5,34.5,agree,both readings,295-296
2020,fte,Information Technology,2013,adopted,fte,34,34,34,agree,both readings,295-296
2020,fte,Information Technology,2014,adopted,fte,36.85,36.85,36.85,agree,both readings,295-296
2020,fte,Information Technology,2015,adopted,fte,37.18,37.18,37.18,agree,both readings,295-296
2020,fte,Information Technology,2016,adopted,fte,40.25,40.25,40.25,agree,both readings,295-296
2020,fte,Information Technology,2017,adopted,fte,40.75,40.75,40.75,agree,both readings,295-296
2020,fte,Information Technology,2018,adopted,fte,39.75,39.75,39.75,agree,both readings,295-296
2020,fte,Information Technology,2019,adopted,fte,41.75,41.75,41.75,agree,both readings,295-296
2020,fte,Information Technology,2020,adopted,fte,41,41,41,agree,both readings,295-296
2020,fte,Police,2011,adopted,fte,276.5,276.5,276.5,agree,both readings,295-296
2020,fte,Police,2012,adopted,fte,279.5,279.5,279.5,agree,both readings,295-296
2020,fte,Police,2013,adopted,fte,279.5,279.5,279.5,agree,both readings,295-296
2020,fte,Police,2014,adopted,fte,282.5,282.5,282.5,agree,both readings,295-296
2020,fte,Police,2015,adopted,fte,288,288,288,agree,both readings,295-296
2020,fte,Police,2016,adopted,fte,290.89,290.89,290.89,agree,both readings,295-296
2020,fte,Police,2017,adopted,fte,291.89,291.89,291.89,agree,both readings,295-296
2020,fte,Police,2018,adopted,fte,291.75,291.75,291.75,agree,both readings,295-296
2020,fte,Police,2019,adopted,fte,288.25,288.25,288.25,agree,both readings,295-296
2020,fte,Police,2020,adopted,fte,289.25,289.25,289.25,agree,both readings,295-296
2020,fte,Fire,2011,adopted,fte,112.33,112.33,112.33,agree,both readings,295-296
2020,fte,Fire,2012,adopted,fte,115.33,115.33,115.33,agree,both readings,295-296
2020,fte,Fire,2013,adopted,fte,118.33,118.33,118.33,agree,both readings,295-296
2020,fte,Fire,2014,adopted,fte,120.33,120.33,120.33,agree,both readings,295-296
2020,fte,Fire,2015,adopted,fte,121.33,121.33,121.33,agree,both readings,295-296
2020,fte,Fire,2016,adopted,fte,124.33,124.33,124.33,agree,both readings,295-296
2020,fte,Fire,2017,adopted,fte,124,124,124,agree,both readings,295-296
2020,fte,Fire,2018,adopted,fte,124,124,124,agree,both readings,295-296
2020,fte,Fire,2019,adopted,fte,123,123,123,agree,both readings,295-296
2020,fte,Fire,2020,adopted,fte,124,124,124,agree,both readings,295-296
2020,fte,Planning & Development Services,2011,adopted,fte,78.66,78.66,78.66,agree,both readings,295-296
2020,fte,Planning & Development Services,2012,adopted,fte,82.97,82.97,82.97,agree,both readings,295-296
2020,fte,Planning & Development Services,2013,adopted,fte,88.74,88.74,88.74,agree,both readings,295-296
2020,fte,Planning & Development Services,2014,adopted,fte,93.87,93.87,93.87,agree,both readings,295-296
2020,fte,Planning & Development Services,2015,adopted,fte,105.92,105.92,,ocr only,another report,295-296
2020,fte,Planning & Development Services,2016,adopted,fte,112.72,112.72,,ocr only,another report,295-296
2020,fte,Planning & Development Services,2017,adopted,fte,-,-,,ocr only,another report,295-296
2020,fte,Planning & Development Services,2018,adopted,fte,-,-,,ocr only,another report,295-296
2020,fte,Planning & Development Services,2019,adopted,fte,-,-,,ocr only,another report,295-296
2020,fte,Planning & Development Services,2020,adopted,fte,-,-,,ocr only,another report,295-296
2020,fte,Development,2011,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Development,2012,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Development,2013,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Development,2014,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Development,2015,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Development,2016,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Development,2017,adopted,fte,54.11,54.11,54.11,agree,both readings,295-296
2020,fte,Development,2018,adopted,fte,57.38,57.38,57.38,agree,both readings,295-296
2020,fte,Development,2019,adopted,fte,57.05,57.05,57.05,agree,both readings,295-296
2020,fte,Development,2020,adopted,fte,67.49,67.49,67.49,agree,both readings,295-296
2020,fte,Community Planning and Sustainability,2011,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Community Planning and Sustainability,2012,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Community Planning and Sustainability,2013,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Community Planning and Sustainability,2014,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Community Planning and Sustainability,2015,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Community Planning and Sustainability,2016,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Community Planning and Sustainability,2017,adopted,fte,55.34,55.34,55.34,agree,both readings,295-296
2020,fte,Community Planning and Sustainability,2018,adopted,fte,55.54,55.54,55.54,agree,both readings,295-296
2020,fte,Community Planning and Sustainability,2019,adopted,fte,54.54,54.54,54.54,agree,both readings,295-296
2020,fte,Community Planning and Sustainability,2020,adopted,fte,44.03,44.03,44.03,agree,both readings,295-296
2020,fte,Energy Strategy & Electric Utility,2011,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Energy Strategy & Electric Utility,2012,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Energy Strategy & Electric Utility,2013,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Energy Strategy & Electric Utility,2014,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Energy Strategy & Electric Utility,2015,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Energy Strategy & Electric Utility,2016,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Energy Strategy & Electric Utility,2017,adopted,fte,9,9,9,agree,both readings,295-296
2020,fte,Energy Strategy & Electric Utility,2018,adopted,fte,*,*,*,agree,both readings,295-296
2020,fte,Energy Strategy & Electric Utility,2019,adopted,fte,6.5,6.5,6.5,agree,both readings,295-296
2020,fte,Energy Strategy & Electric Utility,2020,adopted,fte,21,21,21,agree,both readings,295-296
2020,fte,Administration,2011,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Administration,2012,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Administration,2013,adopted,fte,2.74,2.74,2.74,agree,both readings,295-296
2020,fte,Administration,2014,adopted,fte,2.74,2.74,2.74,agree,both readings,295-296
2020,fte,Administration,2015,adopted,fte,3.74,3.74,3.74,agree,both readings,295-296
2020,fte,Administration,2016,adopted,fte,2.85,2.85,2.85,agree,both readings,295-296
2020,fte,Administration,2017,adopted,fte,1.5,1.5,1.5,agree,both readings,295-296
2020,fte,Administration,2018,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Administration,2019,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Administration,2020,adopted,fte,-,-,-,agree,both readings,295-296
2020,fte,Fleet,2011,adopted,fte,14.82,14.82,14.82,agree,both readings,295-296
2020,fte,Fleet,2012,adopted,fte,14.82,14.82,14.82,agree,both readings,295-296
2020,fte,Fleet,2013,adopted,fte,14.77,14.77,14.77,agree,both readings,295-296
2020,fte,Fleet,2014,adopted,fte,14.77,14.77,14.77,agree,both readings,295-296
2020,fte,Fleet,2015,adopted,fte,14.77,14.77,14.77,agree,both readings,295-296
2020,fte,Fleet,2016,adopted,fte,15.12,15.12,15.12,agree,both readings,295-296
2020,fte,Fleet,2017,adopted,fte,14.62,14.62,14.62,agree,both readings,295-296
2020,fte,Fleet,2018,adopted,fte,13.2,13.2,13.2,agree,both readings,295-296
2020,fte,Fleet,2019,adopted,fte,13.43,13.43,13.43,agree,both readings,295-296
2020,fte,Fleet,2020,adopted,fte,12.8,12.8,12.8,agree,both readings,295-296
2020,fte,Transportation,2011,adopted,fte,59.28,59.28,59.28,agree,both readings,295-296
2020,fte,Transportation,2012,adopted,fte,59.52,59.52,59.52,agree,both readings,295-296
2020,fte,Transportation,2013,adopted,fte,59.78,59.78,59.78,agree,both readings,295-296
2020,fte,Transportation,2014,adopted,fte,60.09,60.09,60.09,agree,both readings,295-296
2020,fte,Transportation,2015,adopted,fte,70.34,70.34,70.34,agree,both readings,295-296
2020,fte,Transportation,2016,adopted,fte,71.34,71.34,71.34,agree,both readings,295-296
2020,fte,Transportation,2017,adopted,fte,72.09,72.09,72.09,agree,both readings,295-296
2020,fte,Transportation,2018,adopted,fte,73.87,73.87,73.87,agree,both readings,295-296
2020,fte,Transportation,2019,adopted,fte,75.91,75.91,75.91,agree,both readings,295-296
2020,fte,Transportation,2020,adopted,fte,70.41,70.41,70.41,agree,both readings,295-296
2020,fte,Utilities,2011,adopted,fte,154.84,154.84,154.84,agree,both readings,295-296
2020,fte,Utilities,2012,adopted,fte,154.84,154.84,154.84,agree,both readings,295-296
2020,fte,Utilities,2013,adopted,fte,153.59,153.59,153.59,agree,both readings,295-296
2020,fte,Utilities,2014,adopted,fte,154.17,154.17,154.17,agree,both readings,295-296
2020,fte,Utilities,2015,adopted,fte,166.92,166.92,166.92,agree,both readings,295-296
2020,fte,Utilities,2016,adopted,fte,168.02,168.02,168.02,agree,both readings,295-296
2020,fte,Utilities,2017,adopted,fte,168.87,168.87,168.87,agree,both readings,295-296
2020,fte,Utilities,2018,adopted,fte,169.48,169.48,169.48,agree,both readings,295-296
2020,fte,Utilities,2019,adopted,fte,168.9,168.9,168.9,agree,both readings,295-296
2020,fte,Utilities,2020,adopted,fte,160.54,160.54,160.54,agree,both readings,295-296
2020,fte,Facility / Asset Management,2011,adopted,fte,14.68,14.68,14.68,agree,both readings,295-296
2020,fte,Facility / Asset Management,2012,adopted,fte,14.68,14.68,14.68,agree,both readings,295-296
2020,fte,Facility / Asset Management,2013,adopted,fte,14.73,14.73,14.73,agree,both readings,295-296
2020,fte,Facility / Asset Management,2014,adopted,fte,14.84,14.84,14.84,agree,both readings,295-296
2020,fte,Facility / Asset Management,2015,adopted,fte,14.84,14.84,14.84,agree,both readings,295-296
2020,fte,Facility / Asset Management,2016,adopted,fte,17.53,17.53,17.53,agree,both readings,295-296
2020,fte,Facility / Asset Management,2017,adopted,fte,18.79,18.79,18.79,agree,both readings,295-296
2020,fte,Facility / Asset Management,2018,adopted,fte,19.22,19.22,19.22,agree,both readings,295-296
2020,fte,Facility / Asset Management,2019,adopted,fte,19.99,19.99,19.99,agree,both readings,295-296
2020,fte,Facility / Asset Management,2020,adopted,fte,21.62,21.62,21.62,agree,both readings,295-296
2020,fte,Parks and Recreation,2011,adopted,fte,126.12,126.12,126.12,agree,both readings,295-296
2020,fte,Parks and Recreation,2012,adopted,fte,126.37,126.37,126.37,agree,both readings,295-296
2020,fte,Parks and Recreation,2013,adopted,fte,128.37,128.37,128.37,agree,both readings,295-296
2020,fte,Parks and Recreation,2014,adopted,fte,127.37,127.37,127.37,agree,both readings,295-296
2020,fte,Parks and Recreation,2015,adopted,fte,130.35,130.35,130.35,agree,both readings,295-296
2020,fte,Parks and Recreation,2016,adopted,fte,136.35,136.35,136.35,agree,both readings,295-296
2020,fte,Parks and Recreation,2017,adopted,fte,139.12,139.12,139.12,agree,both readings,295-296
2020,fte,Parks and Recreation,2018,adopted,fte,146.27,146.27,146.27,agree,both readings,295-296
2020,fte,Parks and Recreation,2019,adopted,fte,141.5,141.5,141.5,agree,both readings,295-296
2020,fte,Parks and Recreation,2020,adopted,fte,145.25,145.25,145.25,agree,both readings,295-296
2020,fte,Library,2011,adopted,fte,75.45,75.45,75.45,agree,both readings,295-296
2020,fte,Library,2012,adopted,fte,75.13,75.13,75.13,agree,both readings,295-296
2020,fte,Library,2013,adopted,fte,74.14,74.14,74.14,agree,both readings,295-296
2020,fte,Library,2014,adopted,fte,76.26,76.26,76.26,agree,both readings,295-296
2020,fte,Library,2015,adopted,fte,76.26,76.26,76.26,agree,both readings,295-296
2020,fte,Library,2016,adopted,fte,77.5,77.5,77.5,agree,both readings,295-296
2020,fte,Library,2017,adopted,fte,74,74,74,agree,both readings,295-296
2020,fte,Library,2018,adopted,fte,74,74,74,agree,both readings,295-296
2020,fte,Library,2019,adopted,fte,74.25,74.25,74.25,agree,both readings,295-296
2020,fte,Library,2020,adopted,fte,76.75,76.75,76.75,agree,both readings,295-296
2020,fte,Arts,2011,adopted,fte,1.5,1.5,1.5,agree,both readings,295-296
2020,fte,Arts,2012,adopted,fte,2,2,2,agree,both readings,295-296
2020,fte,Arts,2013,adopted,fte,3.25,3.25,3.25,agree,both readings,295-296
2020,fte,Arts,2014,adopted,fte,3.25,3.25,3.25,agree,both readings,295-296
2020,fte,Arts,2015,adopted,fte,2.25,2.25,2.25,agree,both readings,295-296
2020,fte,Arts,2016,adopted,fte,1,1,1,agree,both readings,295-296
2020,fte,Arts,2017,adopted,fte,3.5,3.5,3.5,agree,both readings,295-296
2020,fte,Arts,2018,adopted,fte,3.5,3.5,3.5,agree,both readings,295-296
