county_fips,year,age_group,age_lo,age_hi,pop
25017,2020,18-19,18,19,41747
25017,2020,20-24,20,24,119346
25017,2020,25-29,25,29,127930
25017,2020,30-34,30,34,125163
25017,2020,35-39,35,39,113729
25017,2020,40-44,40,44,101673
25017,2020,45-49,45,49,100805
25017,2020,50-54,50,54,107375
25017,2020,55-59,55,59,111809
25017,2020,60-64,60,64,101063
25017,2020,65-69,65,69,82844
25017,2020,70-74,70,74,67939
25017,2020,75-79,75,79,45726
25017,2020,80-84,80,84,31144
25017,2020,85+,85,999,35444
26161,1990,0-4,0,4,19160
26161,1990,5-9,5,9,17431
26161,1990,10-14,10,14,15395
26161,1990,15-17,15,17,9110
26161,1990,18-19,18,19,15812
26161,1990,20-24,20,24,39623
26161,1990,25-29,25,29,29635
26161,1990,30-34,30,34,26532
26161,1990,35-39,35,39,24349
26161,1990,40-44,40,44,21072
26161,1990,45-49,45,49,15279
26161,1990,50-54,50,54,10927
26161,1990,55-59,55,59,9090
26161,1990,60-64,60,64,8296
26161,1990,65-69,65,69,7194
26161,1990,70-74,70,74,5245
26161,1990,75-79,75,79,3902
26161,1990,80-84,80,84,2541
26161,1990,85+,85,999,2344
26161,2000,0-4,0,4,20130
26161,2000,5-9,5,9,20296
26161,2000,10-14,10,14,19630
26161,2000,15-17,15,17,11232
26161,2000,18-19,18,19,16755
26161,2000,20-24,20,24,38444
26161,2000,25-29,25,29,27705
26161,2000,30-34,30,34,25908
26161,2000,35-39,35,39,25303
26161,2000,40-44,40,44,24724
26161,2000,45-49,45,49,23272
26161,2000,50-54,50,54,20188
26161,2000,55-59,55,59,13830
26161,2000,60-64,60,64,9207
26161,2000,65-69,65,69,7342
26161,2000,70-74,70,74,6657
26161,2000,75-79,75,79,5474
26161,2000,80-84,80,84,3599
26161,2000,85+,85,999,3199
26161,2010,0-4,0,4,19138
26161,2010,5-9,5,9,20009
26161,2010,10-14,10,14,20153
26161,2010,15-17,15,17,12653
26161,2010,18-19,18,19,17839
26161,2010,20-24,20,24,40467
26161,2010,25-29,25,29,27061
26161,2010,30-34,30,34,22276
26161,2010,35-39,35,39,21364
26161,2010,40-44,40,44,22427
26161,2010,45-49,45,49,23654
26161,2010,50-54,50,54,23534
26161,2010,55-59,55,59,21558
26161,2010,60-64,60,64,17707
26161,2010,65-69,65,69,11796
26161,2010,70-74,70,74,7641
26161,2010,75-79,75,79,5902
26161,2010,80-84,80,84,4904
26161,2010,85+,85,999,4708
26161,2020,0-4,0,4,17458
26161,2020,5-9,5,9,18575
26161,2020,10-14,10,14,19478
26161,2020,15-17,15,17,12814
26161,2020,18-19,18,19,14385
26161,2020,20-24,20,24,47332
26161,2020,25-29,25,29,31997
26161,2020,30-34,30,34,26341
26161,2020,35-39,35,39,22737
26161,2020,40-44,40,44,20468
26161,2020,45-49,45,49,20607
26161,2020,50-54,50,54,21716
26161,2020,55-59,55,59,22075
26161,2020,60-64,60,64,21081
26161,2020,65-69,65,69,18821
26161,2020,70-74,70,74,14985
26161,2020,75-79,75,79,9656
26161,2020,80-84,80,84,5749
26161,2020,85+,85,999,5983
27109,1990,0-4,0,4,9160
27109,1990,5-9,5,9,8841
27109,1990,10-14,10,14,7502
27109,1990,15-17,15,17,4025
27109,1990,18-19,18,19,2809
27109,1990,20-24,20,24,6987
27109,1990,25-29,25,29,10323
27109,1990,30-34,30,34,11086
27109,1990,35-39,35,39,9017
27109,1990,40-44,40,44,7367
27109,1990,45-49,45,49,6211
27109,1990,50-54,50,54,4989
27109,1990,55-59,55,59,4078
27109,1990,60-64,60,64,3471
27109,1990,65-69,65,69,3092
27109,1990,70-74,70,74,2501
27109,1990,75-79,75,79,2033
27109,1990,80-84,80,84,1484
27109,1990,85+,85,999,1494
27109,2000,0-4,0,4,8890
27109,2000,5-9,5,9,9028
27109,2000,10-14,10,14,9825
27109,2000,15-17,15,17,5790
27109,2000,18-19,18,19,3059
27109,2000,20-24,20,24,7447
27109,2000,25-29,25,29,8777
27109,2000,30-34,30,34,9266
27109,2000,35-39,35,39,10923
27109,2000,40-44,40,44,11067
27109,2000,45-49,45,49,9107
27109,2000,50-54,50,54,7364
27109,2000,55-59,55,59,5781
27109,2000,60-64,60,64,4561
27109,2000,65-69,65,69,3625
27109,2000,70-74,70,74,3104
27109,2000,75-79,75,79,2669
27109,2000,80-84,80,84,1974
27109,2000,85+,85,999,2020
27109,2010,0-4,0,4,10783
27109,2010,5-9,5,9,10337
27109,2010,10-14,10,14,9562
27109,2010,15-17,15,17,5758
27109,2010,18-19,18,19,3068
27109,2010,20-24,20,24,8239
27109,2010,25-29,25,29,11456
27109,2010,30-34,30,34,10562
27109,2010,35-39,35,39,9090
27109,2010,40-44,40,44,9092
27109,2010,45-49,45,49,10976
27109,2010,50-54,50,54,11190
27109,2010,55-59,55,59,9098
27109,2010,60-64,60,64,6904
27109,2010,65-69,65,69,5400
27109,2010,70-74,70,74,4187
27109,2010,75-79,75,79,3207
27109,2010,80-84,80,84,2588
27109,2010,85+,85,999,2751
27109,2020,0-4,0,4,10228
27109,2020,5-9,5,9,10789
27109,2020,10-14,10,14,11110
27109,2020,15-17,15,17,6495
27109,2020,18-19,18,19,3485
27109,2020,20-24,20,24,9813
27109,2020,25-29,25,29,11948
27109,2020,30-34,30,34,12271
27109,2020,35-39,35,39,11815
27109,2020,40-44,40,44,10194
27109,2020,45-49,45,49,8885
27109,2020,50-54,50,54,9035
27109,2020,55-59,55,59,10471
27109,2020,60-64,60,64,10473
27109,2020,65-69,65,69,8104
27109,2020,70-74,70,74,6208
27109,2020,75-79,75,79,4713
27109,2020,80-84,80,84,3360
27109,2020,85+,85,999,3450
36067,1990,0-4,0,4,35006
36067,1990,5-9,5,9,33051
36067,1990,10-14,10,14,29689
36067,1990,15-17,15,17,17099
36067,1990,18-19,18,19,16766
36067,1990,20-24,20,24,39711
36067,1990,25-29,25,29,40740
36067,1990,30-34,30,34,40709
36067,1990,35-39,35,39,36866
36067,1990,40-44,40,44,32221
36067,1990,45-49,45,49,24861
36067,1990,50-54,50,54,20411
36067,1990,55-59,55,59,20319
36067,1990,60-64,60,64,20684
36067,1990,65-69,65,69,19699
36067,1990,70-74,70,74,15396
36067,1990,75-79,75,79,11523
36067,1990,80-84,80,84,7737
36067,1990,85+,85,999,6485
36067,2000,0-4,0,4,29917
36067,2000,5-9,5,9,33986
36067,2000,10-14,10,14,34481
36067,2000,15-17,15,17,19697
36067,2000,18-19,18,19,13935
36067,2000,20-24,20,24,29695
36067,2000,25-29,25,29,26902
36067,2000,30-34,30,34,31586
36067,2000,35-39,35,39,36585
36067,2000,40-44,40,44,37082
36067,2000,45-49,45,49,33695
36067,2000,50-54,50,54,28840
36067,2000,55-59,55,59,21665
36067,2000,60-64,60,64,16976
36067,2000,65-69,65,69,16305
36067,2000,70-74,70,74,15862
36067,2000,75-79,75,79,13871
36067,2000,80-84,80,84,9490
36067,2000,85+,85,999,7766
36067,2010,0-4,0,4,27378
36067,2010,5-9,5,9,28907
36067,2010,10-14,10,14,30814
36067,2010,15-17,15,17,20156
36067,2010,18-19,18,19,16255
36067,2010,20-24,20,24,35887
36067,2010,25-29,25,29,29827
36067,2010,30-34,30,34,26105
36067,2010,35-39,35,39,26293
36067,2010,40-44,40,44,31193
36067,2010,45-49,45,49,35830
36067,2010,50-54,50,54,35722
36067,2010,55-59,55,59,31493
36067,2010,60-64,60,64,25588
36067,2010,65-69,65,69,18279
36067,2010,70-74,70,74,13666
36067,2010,75-79,75,79,12205
36067,2010,80-84,80,84,10441
36067,2010,85+,85,999,10987
36067,2020,0-4,0,4,25612
36067,2020,5-9,5,9,27272
36067,2020,10-14,10,14,28364
36067,2020,15-17,15,17,17482
36067,2020,18-19,18,19,16165
36067,2020,20-24,20,24,36135
36067,2020,25-29,25,29,31888
36067,2020,30-34,30,34,30927
36067,2020,35-39,35,39,28746
36067,2020,40-44,40,44,25542
36067,2020,45-49,45,49,25586
36067,2020,50-54,50,54,30012
36067,2020,55-59,55,59,33648
36067,2020,60-64,60,64,32962
36067,2020,65-69,65,69,27595
36067,2020,70-74,70,74,21161
36067,2020,75-79,75,79,14449
36067,2020,80-84,80,84,9953
36067,2020,85+,85,999,13017
37063,1990,0-4,0,4,12999
37063,1990,5-9,5,9,11334
37063,1990,10-14,10,14,10676
37063,1990,15-17,15,17,6401
37063,1990,18-19,18,19,7222
37063,1990,20-24,20,24,17374
37063,1990,25-29,25,29,18533
37063,1990,30-34,30,34,18234
37063,1990,35-39,35,39,16328
37063,1990,40-44,40,44,13674
37063,1990,45-49,45,49,9544
37063,1990,50-54,50,54,7157
37063,1990,55-59,55,59,6398
37063,1990,60-64,60,64,6469
37063,1990,65-69,65,69,6264
37063,1990,70-74,70,74,4849
37063,1990,75-79,75,79,3860
37063,1990,80-84,80,84,2535
37063,1990,85+,85,999,1984
37063,2000,0-4,0,4,15492
37063,2000,5-9,5,9,14672
37063,2000,10-14,10,14,13683
37063,2000,15-17,15,17,7362
37063,2000,18-19,18,19,7564
37063,2000,20-24,20,24,21076
37063,2000,25-29,25,29,22305
37063,2000,30-34,30,34,20031
37063,2000,35-39,35,39,18425
37063,2000,40-44,40,44,16930
37063,2000,45-49,45,49,15289
37063,2000,50-54,50,54,13087
37063,2000,55-59,55,59,9099
37063,2000,60-64,60,64,6725
37063,2000,65-69,65,69,5677
37063,2000,70-74,70,74,5239
37063,2000,75-79,75,79,4699
37063,2000,80-84,80,84,3182
37063,2000,85+,85,999,2777
37063,2010,0-4,0,4,19815
37063,2010,5-9,5,9,16563
37063,2010,10-14,10,14,14942
37063,2010,15-17,15,17,9001
37063,2010,18-19,18,19,8951
37063,2010,20-24,20,24,23232
37063,2010,25-29,25,29,25344
37063,2010,30-34,30,34,23612
37063,2010,35-39,35,39,20267
37063,2010,40-44,40,44,17495
37063,2010,45-49,45,49,17401
37063,2010,50-54,50,54,16731
37063,2010,55-59,55,59,15454
37063,2010,60-64,60,64,12662
37063,2010,65-69,65,69,8393
37063,2010,70-74,70,74,5664
37063,2010,75-79,75,79,4478
37063,2010,80-84,80,84,3688
37063,2010,85+,85,999,3894
37063,2020,0-4,0,4,19045
37063,2020,5-9,5,9,18042
37063,2020,10-14,10,14,17999
37063,2020,15-17,15,17,10182
37063,2020,18-19,18,19,10168
37063,2020,20-24,20,24,24890
37063,2020,25-29,25,29,31927
37063,2020,30-34,30,34,30251
37063,2020,35-39,35,39,24297
37063,2020,40-44,40,44,20574
37063,2020,45-49,45,49,18981
37063,2020,50-54,50,54,17761
37063,2020,55-59,55,59,18233
37063,2020,60-64,60,64,17626
37063,2020,65-69,65,69,15643
37063,2020,70-74,70,74,12445
37063,2020,75-79,75,79,7695
37063,2020,80-84,80,84,4536
37063,2020,85+,85,999,4538
37135,1990,0-4,0,4,5331
37135,1990,5-9,5,9,5107
37135,1990,10-14,10,14,4658
37135,1990,15-17,15,17,2651
37135,1990,18-19,18,19,6179
37135,1990,20-24,20,24,15151
37135,1990,25-29,25,29,10030
37135,1990,30-34,30,34,8149
37135,1990,35-39,35,39,7666
37135,1990,40-44,40,44,6686
37135,1990,45-49,45,49,4763
37135,1990,50-54,50,54,3443
37135,1990,55-59,55,59,3048
37135,1990,60-64,60,64,2853
37135,1990,65-69,65,69,2711
37135,1990,70-74,70,74,2066
37135,1990,75-79,75,79,1543
37135,1990,80-84,80,84,991
37135,1990,85+,85,999,825
37135,2000,0-4,0,4,5854
37135,2000,5-9,5,9,6941
37135,2000,10-14,10,14,7259
37135,2000,15-17,15,17,3930
37135,2000,18-19,18,19,7968
37135,2000,20-24,20,24,16905
37135,2000,25-29,25,29,9561
37135,2000,30-34,30,34,8326
37135,2000,35-39,35,39,8411
37135,2000,40-44,40,44,9037
37135,2000,45-49,45,49,8788
37135,2000,50-54,50,54,7135
37135,2000,55-59,55,59,4791
37135,2000,60-64,60,64,3390
37135,2000,65-69,65,69,2775
37135,2000,70-74,70,74,2500
37135,2000,75-79,75,79,2125
37135,2000,80-84,80,84,1357
37135,2000,85+,85,999,1174
37135,2010,0-4,0,4,6890
37135,2010,5-9,5,9,7985
37135,2010,10-14,10,14,8055
37135,2010,15-17,15,17,5039
37135,2010,18-19,18,19,7444
37135,2010,20-24,20,24,16966
37135,2010,25-29,25,29,9434
37135,2010,30-34,30,34,7895
37135,2010,35-39,35,39,8098
37135,2010,40-44,40,44,8960
37135,2010,45-49,45,49,9444
37135,2010,50-54,50,54,9357
37135,2010,55-59,55,59,8591
37135,2010,60-64,60,64,6754
37135,2010,65-69,65,69,4532
37135,2010,70-74,70,74,2974
37135,2010,75-79,75,79,2157
37135,2010,80-84,80,84,1636
37135,2010,85+,85,999,1590
37135,2020,0-4,0,4,6232
37135,2020,5-9,5,9,8200
37135,2020,10-14,10,14,9173
37135,2020,15-17,15,17,5564
37135,2020,18-19,18,19,8523
37135,2020,20-24,20,24,17828
37135,2020,25-29,25,29,9848
37135,2020,30-34,30,34,8778
37135,2020,35-39,35,39,8621
37135,2020,40-44,40,44,8666
37135,2020,45-49,45,49,8621
37135,2020,50-54,50,54,9115
37135,2020,55-59,55,59,8748
37135,2020,60-64,60,64,8568
37135,2020,65-69,65,69,7897
37135,2020,70-74,70,74,6195
37135,2020,75-79,75,79,3849
37135,2020,80-84,80,84,2165
37135,2020,85+,85,999,2105
41039,1990,0-4,0,4,18844
41039,1990,5-9,5,9,20249
41039,1990,10-14,10,14,19514
41039,1990,15-17,15,17,10593
41039,1990,18-19,18,19,9578
41039,1990,20-24,20,24,23694
41039,1990,25-29,25,29,21112
41039,1990,30-34,30,34,22903
41039,1990,35-39,35,39,25501
41039,1990,40-44,40,44,22408
41039,1990,45-49,45,49,16556
41039,1990,50-54,50,54,12540
41039,1990,55-59,55,59,11015
41039,1990,60-64,60,64,11327
41039,1990,65-69,65,69,11883
41039,1990,70-74,70,74,9747
41039,1990,75-79,75,79,7279
41039,1990,80-84,80,84,4622
41039,1990,85+,85,999,3547
41039,2000,0-4,0,4,18584
41039,2000,5-9,5,9,20004
41039,2000,10-14,10,14,21737
41039,2000,15-17,15,17,13489
41039,2000,18-19,18,19,11107
41039,2000,20-24,20,24,27555
41039,2000,25-29,25,29,21590
41039,2000,30-34,30,34,20439
41039,2000,35-39,35,39,22385
41039,2000,40-44,40,44,24435
41039,2000,45-49,45,49,26461
41039,2000,50-54,50,54,23103
41039,2000,55-59,55,59,16558
41039,2000,60-64,60,64,12558
41039,2000,65-69,65,69,10670
41039,2000,70-74,70,74,10579
41039,2000,75-79,75,79,9570
41039,2000,80-84,80,84,6582
41039,2000,85+,85,999,5553
41039,2010,0-4,0,4,18381
41039,2010,5-9,5,9,18776
41039,2010,10-14,10,14,20132
41039,2010,15-17,15,17,12400
41039,2010,18-19,18,19,13132
41039,2010,20-24,20,24,31116
41039,2010,25-29,25,29,24126
41039,2010,30-34,30,34,21900
41039,2010,35-39,35,39,20195
41039,2010,40-44,40,44,20552
41039,2010,45-49,45,49,22898
41039,2010,50-54,50,54,25252
41039,2010,55-59,55,59,26815
41039,2010,60-64,60,64,23259
41039,2010,65-69,65,69,16482
41039,2010,70-74,70,74,11876
41039,2010,75-79,75,79,8893
41039,2010,80-84,80,84,7604
41039,2010,85+,85,999,7926
41039,2020,0-4,0,4,17135
41039,2020,5-9,5,9,19564
41039,2020,10-14,10,14,20548
41039,2020,15-17,15,17,12247
41039,2020,18-19,18,19,11315
41039,2020,20-24,20,24,31304
41039,2020,25-29,25,29,25431
41039,2020,30-34,30,34,25551
41039,2020,35-39,35,39,24993
41039,2020,40-44,40,44,23016
41039,2020,45-49,45,49,21314
41039,2020,50-54,50,54,21241
41039,2020,55-59,55,59,23533
41039,2020,60-64,60,64,25726
41039,2020,65-69,65,69,26818
41039,2020,70-74,70,74,22250
41039,2020,75-79,75,79,14153
41039,2020,80-84,80,84,8579
41039,2020,85+,85,999,8253
42003,1990,0-4,0,4,84113
42003,1990,5-9,5,9,80090
42003,1990,10-14,10,14,73684
42003,1990,15-17,15,17,44296
42003,1990,18-19,18,19,37124
42003,1990,20-24,20,24,92746
42003,1990,25-29,25,29,104558
42003,1990,30-34,30,34,115567
42003,1990,35-39,35,39,106110
42003,1990,40-44,40,44,90489
42003,1990,45-49,45,49,71166
42003,1990,50-54,50,54,62772
42003,1990,55-59,55,59,64860
42003,1990,60-64,60,64,76963
42003,1990,65-69,65,69,75242
42003,1990,70-74,70,74,61812
42003,1990,75-79,75,79,46478
42003,1990,80-84,80,84,27760
42003,1990,85+,85,999,20619
42003,2000,0-4,0,4,71081
42003,2000,5-9,5,9,79385
42003,2000,10-14,10,14,82688
42003,2000,15-17,15,17,48022
42003,2000,18-19,18,19,33699
42003,2000,20-24,20,24,75792
42003,2000,25-29,25,29,76718
42003,2000,30-34,30,34,84559
42003,2000,35-39,35,39,96281
42003,2000,40-44,40,44,105693
42003,2000,45-49,45,49,98284
42003,2000,50-54,50,54,83258
42003,2000,55-59,55,59,63512
42003,2000,60-64,60,64,54278
42003,2000,65-69,65,69,53251
42003,2000,70-74,70,74,59298
42003,2000,75-79,75,79,51853
42003,2000,80-84,80,84,35871
42003,2000,85+,85,999,28143
42003,2010,0-4,0,4,63640
42003,2010,5-9,5,9,64343
42003,2010,10-14,10,14,68396
42003,2010,15-17,15,17,45284
42003,2010,18-19,18,19,34651
42003,2010,20-24,20,24,88962
42003,2010,25-29,25,29,84969
42003,2010,30-34,30,34,72580
42003,2010,35-39,35,39,69476
42003,2010,40-44,40,44,76418
42003,2010,45-49,45,49,88566
42003,2010,50-54,50,54,98299
42003,2010,55-59,55,59,89867
42003,2010,60-64,60,64,72838
42003,2010,65-69,65,69,52968
42003,2010,70-74,70,74,42716
42003,2010,75-79,75,79,38100
42003,2010,80-84,80,84,36159
42003,2010,85+,85,999,35116
42003,2020,0-4,0,4,62818
42003,2020,5-9,5,9,63592
42003,2020,10-14,10,14,64836
42003,2020,15-17,15,17,39149
42003,2020,18-19,18,19,32554
42003,2020,20-24,20,24,89051
42003,2020,25-29,25,29,93191
42003,2020,30-34,30,34,93548
42003,2020,35-39,35,39,82630
42003,2020,40-44,40,44,69669
42003,2020,45-49,45,49,67658
42003,2020,50-54,50,54,74408
42003,2020,55-59,55,59,84030
42003,2020,60-64,60,64,90584
42003,2020,65-69,65,69,79662
42003,2020,70-74,70,74,60427
42003,2020,75-79,75,79,40470
42003,2020,80-84,80,84,28308
42003,2020,85+,85,999,33993
48041,1990,0-4,0,4,8253
48041,1990,5-9,5,9,7704
48041,1990,10-14,10,14,6646
48041,1990,15-17,15,17,3570
48041,1990,18-19,18,19,11129
48041,1990,20-24,20,24,27824
48041,1990,25-29,25,29,11711
48041,1990,30-34,30,34,9672
48041,1990,35-39,35,39,7416
48041,1990,40-44,40,44,5987
48041,1990,45-49,45,49,4622
48041,1990,50-54,50,54,3532
48041,1990,55-59,55,59,3067
48041,1990,60-64,60,64,2615
48041,1990,65-69,65,69,2537
48041,1990,70-74,70,74,1960
48041,1990,75-79,75,79,1675
48041,1990,80-84,80,84,1110
48041,1990,85+,85,999,832
48041,2000,0-4,0,4,9488
48041,2000,5-9,5,9,8922
48041,2000,10-14,10,14,8645
48041,2000,15-17,15,17,5680
48041,2000,18-19,18,19,13954
48041,2000,20-24,20,24,34863
48041,2000,25-29,25,29,12516
48041,2000,30-34,30,34,9654
48041,2000,35-39,35,39,8828
48041,2000,40-44,40,44,8563
48041,2000,45-49,45,49,7249
48041,2000,50-54,50,54,5916
48041,2000,55-59,55,59,4544
48041,2000,60-64,60,64,3370
48041,2000,65-69,65,69,2987
48041,2000,70-74,70,74,2340
48041,2000,75-79,75,79,2051
48041,2000,80-84,80,84,1421
48041,2000,85+,85,999,1424
48041,2010,0-4,0,4,12506
48041,2010,5-9,5,9,11215
48041,2010,10-14,10,14,10019
48041,2010,15-17,15,17,6091
48041,2010,18-19,18,19,17422
48041,2010,20-24,20,24,42690
48041,2010,25-29,25,29,17598
48041,2010,30-34,30,34,12218
48041,2010,35-39,35,39,10060
48041,2010,40-44,40,44,9108
48041,2010,45-49,45,49,9210
48041,2010,50-54,50,54,9008
48041,2010,55-59,55,59,7525
48041,2010,60-64,60,64,6122
48041,2010,65-69,65,69,4482
48041,2010,70-74,70,74,3273
48041,2010,75-79,75,79,2616
48041,2010,80-84,80,84,1872
48041,2010,85+,85,999,1816
48041,2020,0-4,0,4,13810
48041,2020,5-9,5,9,13203
48041,2020,10-14,10,14,13272
48041,2020,15-17,15,17,7629
48041,2020,18-19,18,19,18506
48041,2020,20-24,20,24,45947
48041,2020,25-29,25,29,20247
48041,2020,30-34,30,34,15321
48041,2020,35-39,35,39,13186
48041,2020,40-44,40,44,11204
48041,2020,45-49,45,49,9987
48041,2020,50-54,50,54,9627
48041,2020,55-59,55,59,9591
48041,2020,60-64,60,64,9211
48041,2020,65-69,65,69,7570
48041,2020,70-74,70,74,6045
48041,2020,75-79,75,79,4163
48041,2020,80-84,80,84,2672
48041,2020,85+,85,999,2658
49049,1990,0-4,0,4,28275
49049,1990,5-9,5,9,28045
49049,1990,10-14,10,14,28732
49049,1990,15-17,15,17,14452
49049,1990,18-19,18,19,15298
49049,1990,20-24,20,24,34378
49049,1990,25-29,25,29,22508
49049,1990,30-34,30,34,17204
49049,1990,35-39,35,39,14720
49049,1990,40-44,40,44,11952
49049,1990,45-49,45,49,9262
49049,1990,50-54,50,54,7322
49049,1990,55-59,55,59,6683
49049,1990,60-64,60,64,6342
49049,1990,65-69,65,69,5786
49049,1990,70-74,70,74,4813
49049,1990,75-79,75,79,3779
49049,1990,80-84,80,84,2393
49049,1990,85+,85,999,1646
49049,2000,0-4,0,4,40373
49049,2000,5-9,5,9,33840
49049,2000,10-14,10,14,31426
49049,2000,15-17,15,17,19848
49049,2000,18-19,18,19,21707
49049,2000,20-24,20,24,55649
49049,2000,25-29,25,29,33171
49049,2000,30-34,30,34,22998
49049,2000,35-39,35,39,20444
49049,2000,40-44,40,44,18696
49049,2000,45-49,45,49,16098
49049,2000,50-54,50,54,13194
49049,2000,55-59,55,59,10020
49049,2000,60-64,60,64,7569
49049,2000,65-69,65,69,6619
49049,2000,70-74,70,74,5842
49049,2000,75-79,75,79,4726
49049,2000,80-84,80,84,3431
49049,2000,85+,85,999,2885
49049,2010,0-4,0,4,58362
49049,2010,5-9,5,9,52582
49049,2010,10-14,10,14,46048
49049,2010,15-17,15,17,24985
49049,2010,18-19,18,19,23173
49049,2010,20-24,20,24,58410
49049,2010,25-29,25,29,47455
49049,2010,30-34,30,34,40647
49049,2010,35-39,35,39,31148
49049,2010,40-44,40,44,25253
49049,2010,45-49,45,49,22433
49049,2010,50-54,50,54,20845
49049,2010,55-59,55,59,17486
49049,2010,60-64,60,64,14280
49049,2010,65-69,65,69,10653
49049,2010,70-74,70,74,7834
49049,2010,75-79,75,79,6305
49049,2010,80-84,80,84,4551
49049,2010,85+,85,999,4114
49049,2020,0-4,0,4,58590
49049,2020,5-9,5,9,60453
49049,2020,10-14,10,14,61530
49049,2020,15-17,15,17,35560
49049,2020,18-19,18,19,26117
49049,2020,20-24,20,24,75868
49049,2020,25-29,25,29,55725
49049,2020,30-34,30,34,44583
49049,2020,35-39,35,39,42855
49049,2020,40-44,40,44,41259
49049,2020,45-49,45,49,32151
49049,2020,50-54,50,54,26223
49049,2020,55-59,55,59,23544
49049,2020,60-64,60,64,21348
49049,2020,65-69,65,69,17659
49049,2020,70-74,70,74,14029
49049,2020,75-79,75,79,9712
49049,2020,80-84,80,84,6383
49049,2020,85+,85,999,5810
55025,1990,0-4,0,4,25747
55025,1990,5-9,5,9,24400
55025,1990,10-14,10,14,21464
55025,1990,15-17,15,17,11726
55025,1990,18-19,18,19,15344
55025,1990,20-24,20,24,42397
55025,1990,25-29,25,29,37268
55025,1990,30-34,30,34,35689
55025,1990,35-39,35,39,33184
55025,1990,40-44,40,44,27716
55025,1990,45-49,45,49,19594
55025,1990,50-54,50,54,14183
55025,1990,55-59,55,59,12574
55025,1990,60-64,60,64,11792
55025,1990,65-69,65,69,10651
55025,1990,70-74,70,74,8343
55025,1990,75-79,75,79,6524
55025,1990,80-84,80,84,4463
55025,1990,85+,85,999,4026
55025,2000,0-4,0,4,25818
55025,2000,5-9,5,9,26693
55025,2000,10-14,10,14,27733
55025,2000,15-17,15,17,16011
55025,2000,18-19,18,19,16901
55025,2000,20-24,20,24,43986
55025,2000,25-29,25,29,34472
55025,2000,30-34,30,34,33914
55025,2000,35-39,35,39,35449
55025,2000,40-44,40,44,34659
55025,2000,45-49,45,49,33191
55025,2000,50-54,50,54,27029
55025,2000,55-59,55,59,18225
55025,2000,60-64,60,64,12576
55025,2000,65-69,65,69,10524
55025,2000,70-74,70,74,9687
55025,2000,75-79,75,79,8361
55025,2000,80-84,80,84,5894
55025,2000,85+,85,999,5403
55025,2010,0-4,0,4,30240
55025,2010,5-9,5,9,29874
55025,2010,10-14,10,14,28873
55025,2010,15-17,15,17,17097
55025,2010,18-19,18,19,15772
55025,2010,20-24,20,24,47252
55025,2010,25-29,25,29,42441
55025,2010,30-34,30,34,36412
55025,2010,35-39,35,39,32196
55025,2010,40-44,40,44,32588
55025,2010,45-49,45,49,34927
55025,2010,50-54,50,54,33882
55025,2010,55-59,55,59,31594
55025,2010,60-64,60,64,24781
55025,2010,65-69,65,69,15900
55025,2010,70-74,70,74,10659
55025,2010,75-79,75,79,8585
55025,2010,80-84,80,84,7226
55025,2010,85+,85,999,7774
55025,2020,0-4,0,4,30073
55025,2020,5-9,5,9,32126
55025,2020,10-14,10,14,32183
55025,2020,15-17,15,17,18716
55025,2020,18-19,18,19,19647
55025,2020,20-24,20,24,51395
55025,2020,25-29,25,29,46660
55025,2020,30-34,30,34,44121
55025,2020,35-39,35,39,40808
55025,2020,40-44,40,44,35278
55025,2020,45-49,45,49,31271
55025,2020,50-54,50,54,31726
55025,2020,55-59,55,59,33258
55025,2020,60-64,60,64,31789
55025,2020,65-69,65,69,28668
55025,2020,70-74,70,74,22254
55025,2020,75-79,75,79,13633
55025,2020,80-84,80,84,8473
55025,2020,85+,85,999,9425
