place_fips,year,age_group,age_lo,age_hi,pop
0845970,2000,18-19,18,19,1792
0845970,2000,20-24,20,24,4275
0845970,2000,25-29,25,29,5128
0845970,2000,30-34,30,34,5628
0845970,2000,35-39,35,39,6437
0845970,2000,40-44,40,44,6360
0845970,2000,45-49,45,49,5408
0845970,2000,50-54,50,54,4419
0845970,2000,55-59,55,59,3145
0845970,2000,60-64,60,64,2138
0845970,2000,65-69,65,69,1732
0845970,2000,70-74,70,74,1534
0845970,2000,75-79,75,79,1282
0845970,2000,80-84,80,84,1038
0845970,2000,85+,85,999,954
0845970,2010,0-4,0,4,6213
0845970,2010,5-9,5,9,6617
0845970,2010,10-14,10,14,6169
0845970,2010,15-17,15,17,3598
0845970,2010,18-19,18,19,1949
0845970,2010,20-24,20,24,4865
0845970,2010,25-29,25,29,5622
0845970,2010,30-34,30,34,6041
0845970,2010,35-39,35,39,6325
0845970,2010,40-44,40,44,6338
0845970,2010,45-49,45,49,6718
0845970,2010,50-54,50,54,6479
0845970,2010,55-59,55,59,5378
0845970,2010,60-64,60,64,4321
0845970,2010,65-69,65,69,3082
0845970,2010,70-74,70,74,2112
0845970,2010,75-79,75,79,1701
0845970,2010,80-84,80,84,1332
0845970,2010,85+,85,999,1410
0845970,2020,0-4,0,4,4999
0845970,2020,5-9,5,9,5674
0845970,2020,10-14,10,14,6591
0845970,2020,15-17,15,17,4096
0845970,2020,18-19,18,19,2286
0845970,2020,20-24,20,24,5672
0845970,2020,25-29,25,29,7151
0845970,2020,30-34,30,34,7379
0845970,2020,35-39,35,39,6912
0845970,2020,40-44,40,44,6731
0845970,2020,45-49,45,49,6394
0845970,2020,50-54,50,54,6330
0845970,2020,55-59,55,59,6415
0845970,2020,60-64,60,64,6221
0845970,2020,65-69,65,69,5341
0845970,2020,70-74,70,74,4292
0845970,2020,75-79,75,79,2850
0845970,2020,80-84,80,84,1817
0845970,2020,85+,85,999,1734
0846355,1990,0-4,0,4,1365
0846355,1990,5-9,5,9,1205
0846355,1990,10-14,10,14,866
0846355,1990,15-17,15,17,348
0846355,1990,18-19,18,19,179
0846355,1990,20-24,20,24,418
0846355,1990,25-29,25,29,1082
0846355,1990,30-34,30,34,1936
0846355,1990,35-39,35,39,1831
0846355,1990,40-44,40,44,1199
0846355,1990,45-49,45,49,565
0846355,1990,50-54,50,54,331
0846355,1990,55-59,55,59,252
0846355,1990,60-64,60,64,224
0846355,1990,65-69,65,69,176
0846355,1990,70-74,70,74,147
0846355,1990,75-79,75,79,109
0846355,1990,80-84,80,84,69
0846355,1990,85+,85,999,59
0846355,2000,0-4,0,4,1201
0846355,2000,5-9,5,9,1623
0846355,2000,10-14,10,14,1752
0846355,2000,15-17,15,17,863
0846355,2000,18-19,18,19,352
0846355,2000,20-24,20,24,844
0846355,2000,25-29,25,29,1143
0846355,2000,30-34,30,34,1383
0846355,2000,35-39,35,39,1879
0846355,2000,40-44,40,44,2331
0846355,2000,45-49,45,49,2036
0846355,2000,50-54,50,54,1320
0846355,2000,55-59,55,59,646
0846355,2000,60-64,60,64,402
0846355,2000,65-69,65,69,342
0846355,2000,70-74,70,74,272
0846355,2000,75-79,75,79,223
0846355,2000,80-84,80,84,177
0846355,2000,85+,85,999,148
0846355,2010,0-4,0,4,1074
0846355,2010,5-9,5,9,1223
0846355,2010,10-14,10,14,1311
0846355,2010,15-17,15,17,868
0846355,2010,18-19,18,19,353
0846355,2010,20-24,20,24,806
0846355,2010,25-29,25,29,891
0846355,2010,30-34,30,34,1061
0846355,2010,35-39,35,39,1343
0846355,2010,40-44,40,44,1403
0846355,2010,45-49,45,49,1706
0846355,2010,50-54,50,54,1907
0846355,2010,55-59,55,59,1587
0846355,2010,60-64,60,64,1015
0846355,2010,65-69,65,69,506
0846355,2010,70-74,70,74,357
0846355,2010,75-79,75,79,290
0846355,2010,80-84,80,84,293
0846355,2010,85+,85,999,382
0846355,2020,0-4,0,4,916
0846355,2020,5-9,5,9,1381
0846355,2020,10-14,10,14,1535
0846355,2020,15-17,15,17,864
0846355,2020,18-19,18,19,396
0846355,2020,20-24,20,24,917
0846355,2020,25-29,25,29,1194
0846355,2020,30-34,30,34,1209
0846355,2020,35-39,35,39,1407
0846355,2020,40-44,40,44,1531
0846355,2020,45-49,45,49,1628
0846355,2020,50-54,50,54,1502
0846355,2020,55-59,55,59,1510
0846355,2020,60-64,60,64,1606
0846355,2020,65-69,65,69,1370
0846355,2020,70-74,70,74,940
0846355,2020,75-79,75,79,486
0846355,2020,80-84,80,84,349
0846355,2020,85+,85,999,485
0875640,1990,0-4,0,4,22
0875640,1990,5-9,5,9,17
0875640,1990,10-14,10,14,20
0875640,1990,15-17,15,17,12
0875640,1990,18-19,18,19,4
0875640,1990,20-24,20,24,19
0875640,1990,25-29,25,29,28
0875640,1990,30-34,30,34,21
0875640,1990,35-39,35,39,27
0875640,1990,40-44,40,44,21
0875640,1990,45-49,45,49,21
0875640,1990,50-54,50,54,7
0875640,1990,55-59,55,59,9
0875640,1990,60-64,60,64,7
0875640,1990,65-69,65,69,6
0875640,1990,70-74,70,74,2
0875640,1990,75-79,75,79,4
0875640,1990,80-84,80,84,4
0875640,1990,85+,85,999,4
0875640,2000,0-4,0,4,842
0875640,2000,5-9,5,9,815
0875640,2000,10-14,10,14,681
0875640,2000,15-17,15,17,315
0875640,2000,18-19,18,19,138
0875640,2000,20-24,20,24,693
0875640,2000,25-29,25,29,872
0875640,2000,30-34,30,34,1038
0875640,2000,35-39,35,39,1157
0875640,2000,40-44,40,44,935
0875640,2000,45-49,45,49,668
0875640,2000,50-54,50,54,434
0875640,2000,55-59,55,59,209
0875640,2000,60-64,60,64,78
0875640,2000,65-69,65,69,56
0875640,2000,70-74,70,74,32
0875640,2000,75-79,75,79,30
0875640,2000,80-84,80,84,11
0875640,2000,85+,85,999,7
0875640,2010,0-4,0,4,867
0875640,2010,5-9,5,9,1182
0875640,2010,10-14,10,14,1251
0875640,2010,15-17,15,17,636
0875640,2010,18-19,18,19,241
0875640,2010,20-24,20,24,740
0875640,2010,25-29,25,29,904
0875640,2010,30-34,30,34,894
0875640,2010,35-39,35,39,1050
0875640,2010,40-44,40,44,1327
0875640,2010,45-49,45,49,1235
0875640,2010,50-54,50,54,901
0875640,2010,55-59,55,59,558
0875640,2010,60-64,60,64,310
0875640,2010,65-69,65,69,177
0875640,2010,70-74,70,74,113
0875640,2010,75-79,75,79,53
0875640,2010,80-84,80,84,24
0875640,2010,85+,85,999,20
0875640,2020,0-4,0,4,613
0875640,2020,5-9,5,9,870
0875640,2020,10-14,10,14,1138
0875640,2020,15-17,15,17,717
0875640,2020,18-19,18,19,328
0875640,2020,20-24,20,24,830
0875640,2020,25-29,25,29,861
0875640,2020,30-34,30,34,866
0875640,2020,35-39,35,39,929
0875640,2020,40-44,40,44,964
0875640,2020,45-49,45,49,1153
0875640,2020,50-54,50,54,1153
0875640,2020,55-59,55,59,1018
0875640,2020,60-64,60,64,669
0875640,2020,65-69,65,69,429
0875640,2020,70-74,70,74,293
0875640,2020,75-79,75,79,147
0875640,2020,80-84,80,84,76
0875640,2020,85+,85,999,40
0952000,1990,0-4,0,4,10221
0952000,1990,5-9,5,9,8705
0952000,1990,10-14,10,14,7762
0952000,1990,15-17,15,17,4248
0952000,1990,18-19,18,19,6266
0952000,1990,20-24,20,24,15896
0952000,1990,25-29,25,29,14345
0952000,1990,30-34,30,34,12004
0952000,1990,35-39,35,39,9174
0952000,1990,40-44,40,44,7475
0952000,1990,45-49,45,49,5643
0952000,1990,50-54,50,54,4410
0952000,1990,55-59,55,59,4062
0952000,1990,60-64,60,64,4196
0952000,1990,65-69,65,69,4401
0952000,1990,70-74,70,74,3963
0952000,1990,75-79,75,79,3506
0952000,1990,80-84,80,84,2232
0952000,1990,85+,85,999,1965
0952000,2000,0-4,0,4,8749
0952000,2000,5-9,5,9,9051
0952000,2000,10-14,10,14,8792
0952000,2000,15-17,15,17,4854
0952000,2000,18-19,18,19,6056
0952000,2000,20-24,20,24,14183
0952000,2000,25-29,25,29,11766
0952000,2000,30-34,30,34,10262
0952000,2000,35-39,35,39,8824
0952000,2000,40-44,40,44,7754
0952000,2000,45-49,45,49,6543
0952000,2000,50-54,50,54,6021
0952000,2000,55-59,55,59,4539
0952000,2000,60-64,60,64,3561
0952000,2000,65-69,65,69,3035
0952000,2000,70-74,70,74,2951
0952000,2000,75-79,75,79,2681
0952000,2000,80-84,80,84,2020
0952000,2000,85+,85,999,1984
0952000,2010,0-4,0,4,9150
0952000,2010,5-9,5,9,7865
0952000,2010,10-14,10,14,7650
0952000,2010,15-17,15,17,4917
0952000,2010,18-19,18,19,6369
0952000,2010,20-24,20,24,15378
0952000,2010,25-29,25,29,13710
0952000,2010,30-34,30,34,10947
0952000,2010,35-39,35,39,8386
0952000,2010,40-44,40,44,7902
0952000,2010,45-49,45,49,7570
0952000,2010,50-54,50,54,7001
0952000,2010,55-59,55,59,5866
0952000,2010,60-64,60,64,5072
0952000,2010,65-69,65,69,3737
0952000,2010,70-74,70,74,2709
0952000,2010,75-79,75,79,2040
0952000,2010,80-84,80,84,1716
0952000,2010,85+,85,999,1794
0952000,2020,0-4,0,4,7475
0952000,2020,5-9,5,9,8030
0952000,2020,10-14,10,14,8629
0952000,2020,15-17,15,17,4879
0952000,2020,18-19,18,19,6420
0952000,2020,20-24,20,24,14594
0952000,2020,25-29,25,29,13956
0952000,2020,30-34,30,34,12176
0952000,2020,35-39,35,39,9175
0952000,2020,40-44,40,44,8020
0952000,2020,45-49,45,49,6607
0952000,2020,50-54,50,54,6829
0952000,2020,55-59,55,59,6588
0952000,2020,60-64,60,64,6006
0952000,2020,65-69,65,69,4878
0952000,2020,70-74,70,74,3984
0952000,2020,75-79,75,79,2519
0952000,2020,80-84,80,84,1649
0952000,2020,85+,85,999,1609
1225175,1990,0-4,0,4,4997
1225175,1990,5-9,5,9,4780
1225175,1990,10-14,10,14,4251
1225175,1990,15-17,15,17,2570
1225175,1990,18-19,18,19,7861
1225175,1990,20-24,20,24,15249
1225175,1990,25-29,25,29,7835
1225175,1990,30-34,30,34,6763
1225175,1990,35-39,35,39,6112
1225175,1990,40-44,40,44,5228
1225175,1990,45-49,45,49,3495
1225175,1990,50-54,50,54,2643
1225175,1990,55-59,55,59,2463
1225175,1990,60-64,60,64,2544
1225175,1990,65-69,65,69,2604
1225175,1990,70-74,70,74,1963
1225175,1990,75-79,75,79,1566
1225175,1990,80-84,80,84,1033
1225175,1990,85+,85,999,813
1225175,2000,0-4,0,4,4357
1225175,2000,5-9,5,9,4608
1225175,2000,10-14,10,14,4900
1225175,2000,15-17,15,17,3085
1225175,2000,18-19,18,19,9332
1225175,2000,20-24,20,24,18692
1225175,2000,25-29,25,29,8349
1225175,2000,30-34,30,34,6007
1225175,2000,35-39,35,39,5568
1225175,2000,40-44,40,44,5541
1225175,2000,45-49,45,49,5311
1225175,2000,50-54,50,54,4708
1225175,2000,55-59,55,59,3202
1225175,2000,60-64,60,64,2452
1225175,2000,65-69,65,69,2309
1225175,2000,70-74,70,74,2231
1225175,2000,75-79,75,79,2069
1225175,2000,80-84,80,84,1480
1225175,2000,85+,85,999,1246
1225175,2010,0-4,0,4,5504
1225175,2010,5-9,5,9,4301
1225175,2010,10-14,10,14,4050
1225175,2010,15-17,15,17,2757
1225175,2010,18-19,18,19,12349
1225175,2010,20-24,20,24,33450
1225175,2010,25-29,25,29,13400
1225175,2010,30-34,30,34,7649
1225175,2010,35-39,35,39,5317
1225175,2010,40-44,40,44,4753
1225175,2010,45-49,45,49,5075
1225175,2010,50-54,50,54,5450
1225175,2010,55-59,55,59,5484
1225175,2010,60-64,60,64,4476
1225175,2010,65-69,65,69,2951
1225175,2010,70-74,70,74,2203
1225175,2010,75-79,75,79,1859
1225175,2010,80-84,80,84,1660
1225175,2010,85+,85,999,1666
1225175,2020,0-4,0,4,6230
1225175,2020,5-9,5,9,5614
1225175,2020,10-14,10,14,5082
1225175,2020,15-17,15,17,2971
1225175,2020,18-19,18,19,11170
1225175,2020,20-24,20,24,33600
1225175,2020,25-29,25,29,16087
1225175,2020,30-34,30,34,10565
1225175,2020,35-39,35,39,7370
1225175,2020,40-44,40,44,5705
1225175,2020,45-49,45,49,4946
1225175,2020,50-54,50,54,4832
1225175,2020,55-59,55,59,5422
1225175,2020,60-64,60,64,5646
1225175,2020,65-69,65,69,5258
1225175,2020,70-74,70,74,4201
1225175,2020,75-79,75,79,2676
1225175,2020,80-84,80,84,1751
1225175,2020,85+,85,999,1959
1724582,1990,0-4,0,4,4284
1724582,1990,5-9,5,9,3697
1724582,1990,10-14,10,14,3323
1724582,1990,15-17,15,17,2062
1724582,1990,18-19,18,19,4157
1724582,1990,20-24,20,24,8881
1724582,1990,25-29,25,29,7621
1724582,1990,30-34,30,34,6810
1724582,1990,35-39,35,39,5947
1724582,1990,40-44,40,44,5027
1724582,1990,45-49,45,49,4064
1724582,1990,50-54,50,54,2997
1724582,1990,55-59,55,59,2571
1724582,1990,60-64,60,64,2735
1724582,1990,65-69,65,69,2290
1724582,1990,70-74,70,74,2002
1724582,1990,75-79,75,79,1707
1724582,1990,80-84,80,84,1394
1724582,1990,85+,85,999,1664
1724582,2000,0-4,0,4,4315
1724582,2000,5-9,5,9,4216
1724582,2000,10-14,10,14,4069
1724582,2000,15-17,15,17,2401
1724582,2000,18-19,18,19,4305
1724582,2000,20-24,20,24,7846
1724582,2000,25-29,25,29,6643
1724582,2000,30-34,30,34,6188
1724582,2000,35-39,35,39,5548
1724582,2000,40-44,40,44,5377
1724582,2000,45-49,45,49,5027
1724582,2000,50-54,50,54,4454
1724582,2000,55-59,55,59,3456
1724582,2000,60-64,60,64,2380
1724582,2000,65-69,65,69,1901
1724582,2000,70-74,70,74,1850
1724582,2000,75-79,75,79,1509
1724582,2000,80-84,80,84,1292
1724582,2000,85+,85,999,1462
1724582,2010,0-4,0,4,4285
1724582,2010,5-9,5,9,4106
1724582,2010,10-14,10,14,3706
1724582,2010,15-17,15,17,2263
1724582,2010,18-19,18,19,4068
1724582,2010,20-24,20,24,8393
1724582,2010,25-29,25,29,5906
1724582,2010,30-34,30,34,5147
1724582,2010,35-39,35,39,4890
1724582,2010,40-44,40,44,4787
1724582,2010,45-49,45,49,4693
1724582,2010,50-54,50,54,4813
1724582,2010,55-59,55,59,4567
1724582,2010,60-64,60,64,3777
1724582,2010,65-69,65,69,2770
1724582,2010,70-74,70,74,1767
1724582,2010,75-79,75,79,1440
1724582,2010,80-84,80,84,1369
1724582,2010,85+,85,999,1739
1724582,2020,0-4,0,4,3365
1724582,2020,5-9,5,9,3890
1724582,2020,10-14,10,14,4400
1724582,2020,15-17,15,17,2751
1724582,2020,18-19,18,19,4200
1724582,2020,20-24,20,24,8420
1724582,2020,25-29,25,29,5814
1724582,2020,30-34,30,34,4870
1724582,2020,35-39,35,39,4450
1724582,2020,40-44,40,44,4455
1724582,2020,45-49,45,49,4731
1724582,2020,50-54,50,54,4733
1724582,2020,55-59,55,59,4632
1724582,2020,60-64,60,64,4507
1724582,2020,65-69,65,69,4008
1724582,2020,70-74,70,74,3305
1724582,2020,75-79,75,79,2327
1724582,2020,80-84,80,84,1396
1724582,2020,85+,85,999,1856
1805860,1990,0-4,0,4,2462
1805860,1990,5-9,5,9,2195
1805860,1990,10-14,10,14,1944
1805860,1990,15-17,15,17,1044
1805860,1990,18-19,18,19,9105
1805860,1990,20-24,20,24,18226
1805860,1990,25-29,25,29,6014
1805860,1990,30-34,30,34,3940
1805860,1990,35-39,35,39,3113
1805860,1990,40-44,40,44,2524
1805860,1990,45-49,45,49,1804
1805860,1990,50-54,50,54,1421
1805860,1990,55-59,55,59,1273
1805860,1990,60-64,60,64,1372
1805860,1990,65-69,65,69,1330
1805860,1990,70-74,70,74,988
1805860,1990,75-79,75,79,806
1805860,1990,80-84,80,84,625
1805860,1990,85+,85,999,447
1805860,2000,0-4,0,4,2859
1805860,2000,5-9,5,9,2355
1805860,2000,10-14,10,14,2151
1805860,2000,15-17,15,17,1423
1805860,2000,18-19,18,19,9481
1805860,2000,20-24,20,24,19810
1805860,2000,25-29,25,29,6421
1805860,2000,30-34,30,34,4239
1805860,2000,35-39,35,39,3373
1805860,2000,40-44,40,44,2994
1805860,2000,45-49,45,49,2932
1805860,2000,50-54,50,54,2535
1805860,2000,55-59,55,59,1831
1805860,2000,60-64,60,64,1431
1805860,2000,65-69,65,69,1314
1805860,2000,70-74,70,74,1350
1805860,2000,75-79,75,79,1280
1805860,2000,80-84,80,84,784
1805860,2000,85+,85,999,728
1805860,2010,0-4,0,4,3116
1805860,2010,5-9,5,9,2535
1805860,2010,10-14,10,14,2218
1805860,2010,15-17,15,17,1279
1805860,2010,18-19,18,19,10093
1805860,2010,20-24,20,24,25610
1805860,2010,25-29,25,29,7868
1805860,2010,30-34,30,34,4674
1805860,2010,35-39,35,39,3165
1805860,2010,40-44,40,44,2803
1805860,2010,45-49,45,49,2779
1805860,2010,50-54,50,54,2783
1805860,2010,55-59,55,59,2764
1805860,2010,60-64,60,64,2333
1805860,2010,65-69,65,69,1640
1805860,2010,70-74,70,74,1264
1805860,2010,75-79,75,79,1147
1805860,2010,80-84,80,84,1074
1805860,2010,85+,85,999,1260
1805860,2020,0-4,0,4,3008
1805860,2020,5-9,5,9,2909
1805860,2020,10-14,10,14,2759
1805860,2020,15-17,15,17,1577
1805860,2020,18-19,18,19,10293
1805860,2020,20-24,20,24,18765
1805860,2020,25-29,25,29,7822
1805860,2020,30-34,30,34,5242
1805860,2020,35-39,35,39,3964
1805860,2020,40-44,40,44,3168
1805860,2020,45-49,45,49,2714
1805860,2020,50-54,50,54,2741
1805860,2020,55-59,55,59,2772
1805860,2020,60-64,60,64,2658
1805860,2020,65-69,65,69,2727
1805860,2020,70-74,70,74,2196
1805860,2020,75-79,75,79,1489
1805860,2020,80-84,80,84,1078
1805860,2020,85+,85,999,1286
1938595,1990,0-4,0,4,3317
1938595,1990,5-9,5,9,2983
1938595,1990,10-14,10,14,2441
1938595,1990,15-17,15,17,1334
1938595,1990,18-19,18,19,5425
1938595,1990,20-24,20,24,14716
1938595,1990,25-29,25,29,6638
1938595,1990,30-34,30,34,5044
1938595,1990,35-39,35,39,4289
1938595,1990,40-44,40,44,3334
1938595,1990,45-49,45,49,2163
1938595,1990,50-54,50,54,1531
1938595,1990,55-59,55,59,1332
1938595,1990,60-64,60,64,1268
1938595,1990,65-69,65,69,1171
1938595,1990,70-74,70,74,930
1938595,1990,75-79,75,79,769
1938595,1990,80-84,80,84,574
1938595,1990,85+,85,999,479
1938595,2000,0-4,0,4,2861
1938595,2000,5-9,5,9,2697
1938595,2000,10-14,10,14,2802
1938595,2000,15-17,15,17,1693
1938595,2000,18-19,18,19,5566
1938595,2000,20-24,20,24,14872
1938595,2000,25-29,25,29,6005
1938595,2000,30-34,30,34,4213
1938595,2000,35-39,35,39,3601
1938595,2000,40-44,40,44,3669
1938595,2000,45-49,45,49,3653
1938595,2000,50-54,50,54,2966
1938595,2000,55-59,55,59,1917
1938595,2000,60-64,60,64,1330
1938595,2000,65-69,65,69,1142
1938595,2000,70-74,70,74,1062
1938595,2000,75-79,75,79,897
1938595,2000,80-84,80,84,656
1938595,2000,85+,85,999,618
1938595,2010,0-4,0,4,3204
1938595,2010,5-9,5,9,2799
1938595,2010,10-14,10,14,2566
1938595,2010,15-17,15,17,1541
1938595,2010,18-19,18,19,5997
1938595,2010,20-24,20,24,16711
1938595,2010,25-29,25,29,6958
1938595,2010,30-34,30,34,4225
1938595,2010,35-39,35,39,3280
1938595,2010,40-44,40,44,3007
1938595,2010,45-49,45,49,2931
1938595,2010,50-54,50,54,3230
1938595,2010,55-59,55,59,3315
1938595,2010,60-64,60,64,2563
1938595,2010,65-69,65,69,1629
1938595,2010,70-74,70,74,1161
1938595,2010,75-79,75,79,954
1938595,2010,80-84,80,84,863
1938595,2010,85+,85,999,928
1938595,2020,0-4,0,4,3516
1938595,2020,5-9,5,9,3381
1938595,2020,10-14,10,14,3112
1938595,2020,15-17,15,17,1814
1938595,2020,18-19,18,19,3883
1938595,2020,20-24,20,24,18178
1938595,2020,25-29,25,29,7280
1938595,2020,30-34,30,34,5132
1938595,2020,35-39,35,39,4258
1938595,2020,40-44,40,44,3588
1938595,2020,45-49,45,49,3007
1938595,2020,50-54,50,54,3023
1938595,2020,55-59,55,59,2864
1938595,2020,60-64,60,64,3146
1938595,2020,65-69,65,69,3004
1938595,2020,70-74,70,74,2322
1938595,2020,75-79,75,79,1420
1938595,2020,80-84,80,84,904
1938595,2020,85+,85,999,996
2205000,1990,0-4,0,4,15665
2205000,1990,5-9,5,9,15852
2205000,1990,10-14,10,14,14721
2205000,1990,15-17,15,17,8539
2205000,1990,18-19,18,19,11220
2205000,1990,20-24,20,24,24934
2205000,1990,25-29,25,29,18734
2205000,1990,30-34,30,34,17335
2205000,1990,35-39,35,39,15880
2205000,1990,40-44,40,44,14167
2205000,1990,45-49,45,49,11013
2205000,1990,50-54,50,54,9095
2205000,1990,55-59,55,59,8374
2205000,1990,60-64,60,64,8841
2205000,1990,65-69,65,69,8665
2205000,1990,70-74,70,74,6490
2205000,1990,75-79,75,79,4655
2205000,1990,80-84,80,84,2995
2205000,1990,85+,85,999,2356
2205000,2000,0-4,0,4,15502
2205000,2000,5-9,5,9,15609
2205000,2000,10-14,10,14,15248
2205000,2000,15-17,15,17,9338
2205000,2000,18-19,18,19,12616
2205000,2000,20-24,20,24,27230
2205000,2000,25-29,25,29,17146
2205000,2000,30-34,30,34,14573
2205000,2000,35-39,35,39,15072
2205000,2000,40-44,40,44,15271
2205000,2000,45-49,45,49,14440
2205000,2000,50-54,50,54,12726
2205000,2000,55-59,55,59,9495
2205000,2000,60-64,60,64,7490
2205000,2000,65-69,65,69,6617
2205000,2000,70-74,70,74,6695
2205000,2000,75-79,75,79,5800
2205000,2000,80-84,80,84,3811
2205000,2000,85+,85,999,3139
2205000,2010,0-4,0,4,14992
2205000,2010,5-9,5,9,13958
2205000,2010,10-14,10,14,13875
2205000,2010,15-17,15,17,8681
2205000,2010,18-19,18,19,10865
2205000,2010,20-24,20,24,29087
2205000,2010,25-29,25,29,20856
2205000,2010,30-34,30,34,14944
2205000,2010,35-39,35,39,12489
2205000,2010,40-44,40,44,12123
2205000,2010,45-49,45,49,13766
2205000,2010,50-54,50,54,14134
2205000,2010,55-59,55,59,13149
2205000,2010,60-64,60,64,10802
2205000,2010,65-69,65,69,7615
2205000,2010,70-74,70,74,5720
2205000,2010,75-79,75,79,4589
2205000,2010,80-84,80,84,3956
2205000,2010,85+,85,999,3892
2205000,2020,0-4,0,4,13377
2205000,2020,5-9,5,9,13006
2205000,2020,10-14,10,14,13040
2205000,2020,15-17,15,17,7807
2205000,2020,18-19,18,19,13373
2205000,2020,20-24,20,24,25838
2205000,2020,25-29,25,29,18765
2205000,2020,30-34,30,34,15754
2205000,2020,35-39,35,39,14226
2205000,2020,40-44,40,44,12125
2205000,2020,45-49,45,49,10923
2205000,2020,50-54,50,54,11356
2205000,2020,55-59,55,59,12535
2205000,2020,60-64,60,64,12656
2205000,2020,65-69,65,69,11120
2205000,2020,70-74,70,74,8506
2205000,2020,75-79,75,79,5566
2205000,2020,80-84,80,84,3634
2205000,2020,85+,85,999,3863
2511000,1990,0-4,0,4,4759
2511000,1990,5-9,5,9,3579
2511000,1990,10-14,10,14,3125
2511000,1990,15-17,15,17,2149
2511000,1990,18-19,18,19,5320
2511000,1990,20-24,20,24,13677
2511000,1990,25-29,25,29,12852
2511000,1990,30-34,30,34,11013
2511000,1990,35-39,35,39,8576
2511000,1990,40-44,40,44,6854
2511000,1990,45-49,45,49,4652
2511000,1990,50-54,50,54,3246
2511000,1990,55-59,55,59,2879
2511000,1990,60-64,60,64,3050
2511000,1990,65-69,65,69,2941
2511000,1990,70-74,70,74,2428
2511000,1990,75-79,75,79,1933
2511000,1990,80-84,80,84,1469
2511000,1990,85+,85,999,1300
2511000,2000,0-4,0,4,4125
