place_fips,year,size_class,months_reported,buildings,units
3719000,2011,5+ units,11,12,354
3719000,2012,1-unit,12,874,874
3719000,2012,2-units,12,1,2
3719000,2012,3-4 units,12,4,16
3719000,2012,5+ units,12,55,1701
3719000,2013,1-unit,12,1112,1112
3719000,2013,2-units,12,1,2
3719000,2013,3-4 units,12,5,20
3719000,2013,5+ units,12,48,2614
3719000,2014,1-unit,12,1154,1154
3719000,2014,2-units,12,1,2
3719000,2014,3-4 units,12,0,0
3719000,2014,5+ units,12,14,358
3719000,2015,1-unit,12,1440,1440
3719000,2015,2-units,12,1,2
3719000,2015,3-4 units,12,2,8
3719000,2015,5+ units,12,64,1457
3719000,2016,1-unit,8,1647,1647
3719000,2016,2-units,8,7,14
3719000,2016,3-4 units,8,0,0
3719000,2016,5+ units,8,49,1318
3719000,2017,1-unit,3,1783,1783
3719000,2017,2-units,3,5,10
3719000,2017,3-4 units,3,0,0
3719000,2017,5+ units,3,41,1169
3719000,2018,1-unit,0,1894,1894
3719000,2018,2-units,0,7,14
3719000,2018,3-4 units,0,0,0
3719000,2018,5+ units,0,45,1322
3719000,2019,1-unit,12,1945,1945
3719000,2019,2-units,12,2,4
3719000,2019,3-4 units,12,7,28
3719000,2019,5+ units,12,37,1852
3719000,2020,1-unit,12,1972,1972
3719000,2020,2-units,12,5,10
3719000,2020,3-4 units,12,1,4
3719000,2020,5+ units,12,21,1846
3719000,2021,1-unit,12,1960,1960
3719000,2021,2-units,12,7,14
3719000,2021,3-4 units,12,1,3
3719000,2021,5+ units,12,28,1344
3719000,2022,1-unit,12,1595,1595
3719000,2022,2-units,12,30,60
3719000,2022,3-4 units,12,1,3
3719000,2022,5+ units,12,46,2708
3719000,2023,1-unit,6,1687,1687
3719000,2023,2-units,6,36,72
3719000,2023,3-4 units,6,1,3
3719000,2023,5+ units,6,51,2603
3719000,2024,1-unit,11,1822,1822
3719000,2024,2-units,11,16,32
3719000,2024,3-4 units,11,2,6
3719000,2024,5+ units,11,30,933
3719000,2025,1-unit,9,2518,2518
3719000,2025,2-units,9,4,8
3719000,2025,3-4 units,9,16,64
3719000,2025,5+ units,9,33,1893
4123850,2010,1-unit,12,168,168
4123850,2010,2-units,12,5,10
4123850,2010,3-4 units,12,5,17
4123850,2010,5+ units,12,2,43
4123850,2011,1-unit,12,112,112
4123850,2011,2-units,12,9,18
4123850,2011,3-4 units,12,7,28
4123850,2011,5+ units,12,13,269
4123850,2012,1-unit,12,120,120
4123850,2012,2-units,12,7,14
4123850,2012,3-4 units,12,16,61
4123850,2012,5+ units,12,36,308
4123850,2013,1-unit,12,182,182
4123850,2013,2-units,12,4,8
4123850,2013,3-4 units,12,18,67
4123850,2013,5+ units,12,15,658
4123850,2014,1-unit,12,224,224
4123850,2014,2-units,12,12,24
4123850,2014,3-4 units,12,3,11
4123850,2014,5+ units,12,40,773
4123850,2015,1-unit,12,225,225
4123850,2015,2-units,12,14,28
4123850,2015,3-4 units,12,1,3
4123850,2015,5+ units,12,7,60
4123850,2016,1-unit,12,324,324
4123850,2016,2-units,12,11,22
4123850,2016,3-4 units,12,0,0
4123850,2016,5+ units,12,13,401
4123850,2017,1-unit,12,364,364
4123850,2017,2-units,12,6,12
4123850,2017,3-4 units,12,1,3
4123850,2017,5+ units,12,0,0
4123850,2018,1-unit,12,382,382
4123850,2018,2-units,12,18,36
4123850,2018,3-4 units,12,0,0
4123850,2018,5+ units,12,26,416
4123850,2019,1-unit,12,312,312
4123850,2019,2-units,12,4,8
4123850,2019,3-4 units,12,4,16
4123850,2019,5+ units,12,34,304
4123850,2020,1-unit,12,322,322
4123850,2020,2-units,12,28,56
4123850,2020,3-4 units,12,1,4
4123850,2020,5+ units,12,29,340
4123850,2021,1-unit,12,305,305
4123850,2021,2-units,12,16,32
4123850,2021,3-4 units,12,3,11
4123850,2021,5+ units,12,26,1050
4123850,2022,1-unit,12,291,291
4123850,2022,2-units,12,4,8
4123850,2022,3-4 units,12,1,4
4123850,2022,5+ units,12,26,782
4123850,2023,1-unit,12,171,171
4123850,2023,2-units,12,6,12
4123850,2023,3-4 units,12,0,0
4123850,2023,5+ units,12,8,410
4123850,2024,1-unit,12,309,309
4123850,2024,2-units,12,0,0
4123850,2024,3-4 units,12,2,8
4123850,2024,5+ units,12,28,685
4123850,2025,1-unit,12,234,234
4123850,2025,2-units,12,0,0
4123850,2025,3-4 units,12,6,24
4123850,2025,5+ units,12,19,592
4261000,2010,1-unit,12,147,147
4261000,2010,2-units,12,0,0
4261000,2010,3-4 units,12,0,0
4261000,2010,5+ units,12,0,0
4261000,2011,1-unit,12,284,284
4261000,2011,2-units,12,0,0
4261000,2011,3-4 units,12,0,0
4261000,2011,5+ units,12,0,0
4261000,2012,1-unit,12,137,137
4261000,2012,2-units,12,0,0
4261000,2012,3-4 units,12,0,0
4261000,2012,5+ units,12,0,0
4261000,2013,1-unit,12,100,100
4261000,2013,2-units,12,0,0
4261000,2013,3-4 units,12,0,0
4261000,2013,5+ units,12,0,0
4261000,2014,1-unit,7,89,89
4261000,2014,2-units,7,14,28
4261000,2014,3-4 units,7,1,4
4261000,2014,5+ units,7,1,217
4261000,2015,1-unit,7,82,82
4261000,2015,2-units,7,6,12
4261000,2015,3-4 units,7,0,0
4261000,2015,5+ units,7,14,1176
4261000,2016,1-unit,5,63,63
4261000,2016,2-units,5,2,4
4261000,2016,3-4 units,5,0,0
4261000,2016,5+ units,5,8,369
4261000,2017,1-unit,1,66,66
4261000,2017,2-units,1,4,8
4261000,2017,3-4 units,1,0,0
4261000,2017,5+ units,1,11,402
4261000,2018,1-unit,5,90,90
4261000,2018,2-units,5,7,14
4261000,2018,3-4 units,5,0,0
4261000,2018,5+ units,5,9,539
4261000,2019,1-unit,0,78,78
4261000,2019,2-units,0,4,8
4261000,2019,3-4 units,0,0,0
4261000,2019,5+ units,0,13,574
4261000,2020,1-unit,5,167,167
4261000,2020,2-units,5,6,12
4261000,2020,3-4 units,5,6,18
4261000,2020,5+ units,5,9,423
4261000,2021,1-unit,0,198,198
4261000,2021,2-units,0,9,18
4261000,2021,3-4 units,0,6,18
4261000,2021,5+ units,0,13,581
4261000,2022,1-unit,12,115,115
4261000,2022,2-units,12,1,2
4261000,2022,3-4 units,12,1,4
4261000,2022,5+ units,12,22,1907
4261000,2023,1-unit,12,229,229
4261000,2023,2-units,12,0,0
4261000,2023,3-4 units,12,0,0
4261000,2023,5+ units,12,25,2283
4261000,2024,1-unit,12,229,229
4261000,2024,2-units,12,5,10
4261000,2024,3-4 units,12,1,4
4261000,2024,5+ units,12,10,1421
4261000,2025,1-unit,11,75,75
4261000,2025,2-units,11,0,0
4261000,2025,3-4 units,11,1,4
4261000,2025,5+ units,11,19,1905
4815976,2010,1-unit,12,491,491
4815976,2010,2-units,12,0,0
4815976,2010,3-4 units,12,0,0
4815976,2010,5+ units,12,15,214
4815976,2011,1-unit,12,466,466
4815976,2011,2-units,12,23,46
4815976,2011,3-4 units,12,35,140
4815976,2011,5+ units,12,29,365
4815976,2012,1-unit,12,555,555
4815976,2012,2-units,12,47,94
4815976,2012,3-4 units,12,1,3
4815976,2012,5+ units,12,11,657
4815976,2013,1-unit,12,575,575
4815976,2013,2-units,12,6,12
4815976,2013,3-4 units,12,2,8
4815976,2013,5+ units,12,9,410
4815976,2014,1-unit,12,722,722
4815976,2014,2-units,12,11,22
4815976,2014,3-4 units,12,7,28
4815976,2014,5+ units,12,28,763
4815976,2015,1-unit,12,860,860
4815976,2015,2-units,12,35,70
4815976,2015,3-4 units,12,9,35
4815976,2015,5+ units,12,14,245
4815976,2016,1-unit,12,735,735
4815976,2016,2-units,12,98,196
4815976,2016,3-4 units,12,18,71
4815976,2016,5+ units,12,40,898
4815976,2017,1-unit,12,594,594
4815976,2017,2-units,12,59,118
4815976,2017,3-4 units,12,0,0
4815976,2017,5+ units,12,38,1201
4815976,2018,1-unit,12,459,459
4815976,2018,2-units,12,9,18
4815976,2018,3-4 units,12,3,11
4815976,2018,5+ units,12,17,543
4815976,2019,1-unit,12,398,398
4815976,2019,2-units,12,30,60
4815976,2019,3-4 units,12,0,0
4815976,2019,5+ units,12,3,159
4815976,2020,1-unit,12,484,484
4815976,2020,2-units,12,13,26
4815976,2020,3-4 units,12,0,0
4815976,2020,5+ units,12,21,655
4815976,2021,1-unit,12,674,674
4815976,2021,2-units,12,4,8
4815976,2021,3-4 units,12,0,0
4815976,2021,5+ units,12,12,310
4815976,2022,1-unit,12,592,592
4815976,2022,2-units,12,12,24
4815976,2022,3-4 units,12,0,0
4815976,2022,5+ units,12,3,73
4815976,2023,1-unit,12,448,448
4815976,2023,2-units,12,8,16
4815976,2023,3-4 units,12,0,0
4815976,2023,5+ units,12,12,277
4815976,2024,1-unit,12,650,650
4815976,2024,2-units,12,14,28
4815976,2024,3-4 units,12,2,7
4815976,2024,5+ units,12,14,427
4815976,2025,1-unit,12,811,811
4815976,2025,2-units,12,16,32
4815976,2025,3-4 units,12,0,0
4815976,2025,5+ units,12,9,455
4962470,2010,1-unit,12,76,76
4962470,2010,2-units,12,0,0
4962470,2010,3-4 units,12,0,0
4962470,2010,5+ units,12,1,238
4962470,2011,1-unit,12,75,75
4962470,2011,2-units,12,0,0
4962470,2011,3-4 units,12,0,0
4962470,2011,5+ units,12,1,28
4962470,2012,1-unit,12,67,67
4962470,2012,2-units,12,2,4
4962470,2012,3-4 units,12,0,0
4962470,2012,5+ units,12,2,42
4962470,2013,1-unit,12,136,136
4962470,2013,2-units,12,9,18
4962470,2013,3-4 units,12,0,0
4962470,2013,5+ units,12,2,33
4962470,2014,1-unit,12,128,128
4962470,2014,2-units,12,6,12
4962470,2014,3-4 units,12,0,0
4962470,2014,5+ units,12,5,151
4962470,2015,1-unit,12,104,104
4962470,2015,2-units,12,1,2
4962470,2015,3-4 units,12,0,0
4962470,2015,5+ units,12,4,111
4962470,2016,1-unit,12,186,186
4962470,2016,2-units,12,1,2
4962470,2016,3-4 units,12,0,0
4962470,2016,5+ units,12,1,71
4962470,2017,1-unit,12,223,223
4962470,2017,2-units,12,2,4
4962470,2017,3-4 units,12,4,13
4962470,2017,5+ units,12,0,0
4962470,2018,1-unit,11,171,171
4962470,2018,2-units,11,1,2
4962470,2018,3-4 units,11,0,0
4962470,2018,5+ units,11,7,284
4962470,2019,1-unit,12,174,174
4962470,2019,2-units,12,0,0
4962470,2019,3-4 units,12,0,0
4962470,2019,5+ units,12,3,140
4962470,2020,1-unit,12,219,219
4962470,2020,2-units,12,1,2
4962470,2020,3-4 units,12,0,0
4962470,2020,5+ units,12,10,136
4962470,2021,1-unit,12,98,98
4962470,2021,2-units,12,1,2
4962470,2021,3-4 units,12,0,0
4962470,2021,5+ units,12,11,615
4962470,2022,1-unit,12,134,134
4962470,2022,2-units,12,0,0
4962470,2022,3-4 units,12,0,0
4962470,2022,5+ units,12,12,327
4962470,2023,1-unit,12,147,147
4962470,2023,2-units,12,1,2
4962470,2023,3-4 units,12,0,0
4962470,2023,5+ units,12,8,78
4962470,2024,1-unit,12,133,133
4962470,2024,2-units,12,0,0
4962470,2024,3-4 units,12,8,28
4962470,2024,5+ units,12,11,125
4962470,2025,1-unit,12,73,73
4962470,2025,2-units,12,0,0
4962470,2025,3-4 units,12,10,34
4962470,2025,5+ units,12,26,244
5548000,2010,1-unit,5,186,186
5548000,2010,2-units,5,3,6
5548000,2010,3-4 units,5,2,7
5548000,2010,5+ units,5,9,327
5548000,2011,1-unit,0,177,177
5548000,2011,2-units,0,4,8
5548000,2011,3-4 units,0,2,6
5548000,2011,5+ units,0,13,430
5548000,2012,1-unit,11,161,161
5548000,2012,2-units,11,8,16
5548000,2012,3-4 units,11,1,4
5548000,2012,5+ units,11,20,1027
5548000,2013,1-unit,5,217,217
5548000,2013,2-units,5,7,14
5548000,2013,3-4 units,5,3,10
5548000,2013,5+ units,5,18,994
5548000,2014,1-unit,4,235,235
5548000,2014,2-units,4,9,18
5548000,2014,3-4 units,4,2,6
5548000,2014,5+ units,4,20,1421
5548000,2015,1-unit,12,300,300
5548000,2015,2-units,12,7,14
5548000,2015,3-4 units,12,3,12
5548000,2015,5+ units,12,19,1339
5548000,2016,1-unit,10,340,340
5548000,2016,2-units,10,21,42
5548000,2016,3-4 units,10,2,7
5548000,2016,5+ units,10,35,1992
5548000,2017,1-unit,11,379,379
5548000,2017,2-units,11,4,8
5548000,2017,3-4 units,11,1,4
5548000,2017,5+ units,11,34,1797
5548000,2018,1-unit,12,334,334
5548000,2018,2-units,12,4,8
5548000,2018,3-4 units,12,5,20
5548000,2018,5+ units,12,26,1081
5548000,2019,1-unit,12,426,426
5548000,2019,2-units,12,7,14
5548000,2019,3-4 units,12,3,12
5548000,2019,5+ units,12,21,1206
5548000,2020,1-unit,12,406,406
5548000,2020,2-units,12,5,10
5548000,2020,3-4 units,12,5,20
5548000,2020,5+ units,12,36,1749
5548000,2021,1-unit,12,327,327
5548000,2021,2-units,12,7,14
5548000,2021,3-4 units,12,3,12
5548000,2021,5+ units,12,55,3273
5548000,2022,1-unit,12,314,314
5548000,2022,2-units,12,1,2
5548000,2022,3-4 units,12,3,12
5548000,2022,5+ units,12,26,2032
5548000,2023,1-unit,12,332,332
5548000,2023,2-units,12,3,6
5548000,2023,3-4 units,12,7,27
5548000,2023,5+ units,12,23,2255
5548000,2024,1-unit,12,250,250
5548000,2024,2-units,12,1,2
5548000,2024,3-4 units,12,4,15
5548000,2024,5+ units,12,28,2545
5548000,2025,1-unit,12,250,250
5548000,2025,2-units,12,0,0
5548000,2025,3-4 units,12,6,24
5548000,2025,5+ units,12,34,3109
