year,leaid,district_code,district_name,teacher_fte,teacher_fte_prek,teacher_fte_kindergarten,teacher_fte_elementary,teacher_fte_secondary,staff_total_fte,enrollment_reported,source
1996,0899200,9035,NORTHERN COLO BOCES,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-1996
1996,0806900,0020,NORTHGLENN-THORNTON 12,1290.0,12.0,48.0,611.0,618.0,,25604,ccd-lea-1996
1996,0899220,9095,NORTHWEST COLO BOCES,3.0,0.0,0.0,2.0,1.0,,0,ccd-lea-1996
1996,0805880,2840,NORWOOD             R-2J,24.0,0.0,0.0,9.0,13.0,,349,ccd-lea-1996
1996,0805940,3050,OTIS                R-3,20.0,0.0,0.0,9.0,9.0,,207,ccd-lea-1996
1996,0805970,2580,OURAY               R-1,22.0,0.0,0.0,7.0,13.0,,253,ccd-lea-1996
1996,0803810,1570,PARK (ESTES PARK)   R-3,77.0,0.0,1.0,31.0,42.0,,1349,ccd-lea-1996
1996,0803840,2610,PARK COUNTY         RE-2,40.0,1.0,1.0,22.0,16.0,,600,ccd-lea-1996
1996,0804440,3148,PAWNEE              RE-12,16.0,0.0,0.0,8.0,7.0,,148,ccd-lea-1996
1996,0806060,1060,PEYTON              23 JT,35.0,0.0,0.0,13.0,21.0,,543,ccd-lea-1996
1996,0899240,9045,PIKES PEAK BOCES,13.0,0.0,0.0,5.0,8.0,,31,ccd-lea-1996
1996,0806930,1440,PLAINVIEW           RE-2,12.0,0.0,0.0,3.0,8.0,,83,ccd-lea-1996
1996,0806030,1870,PLATEAU             RE-5,17.0,0.0,0.0,7.0,9.0,,147,ccd-lea-1996
1996,0803030,1990,PLATEAU VALLEY      50,42.0,0.0,0.0,13.0,27.0,,565,ccd-lea-1996
1996,0802370,2600,PLATTE CANYON       1,88.0,1.0,2.0,34.0,49.0,,1640,ccd-lea-1996
1996,0806000,2865,PLATTE VALLEY       RE-3,19.0,0.0,0.0,9.0,9.0,,153,ccd-lea-1996
1996,0804950,3130,PLATTE VALLEY       RE-7,62.0,1.0,1.0,26.0,32.0,,1019,ccd-lea-1996
1996,0803990,1550,POUDRE              R-1,1101.0,6.0,39.0,588.0,465.0,,21922,ccd-lea-1996
1996,0806720,3147,PRAIRIE             RE-11,15.0,0.0,0.0,8.0,6.0,,133,ccd-lea-1996
1996,0807260,1590,PRIMERO REORGANIZED 2,19.0,0.0,0.0,9.0,9.0,,203,ccd-lea-1996
1996,0806090,0240,PRITCHETT           RE-3,12.0,0.0,0.0,5.0,6.0,,93,ccd-lea-1996
1996,0806120,2690,PUEBLO CITY         60,931.0,10.0,35.0,461.0,424.0,,18100,ccd-lea-1996
1996,0806150,2700,PUEBLO COUNTY RURAL 70,290.0,2.0,10.0,125.0,152.0,,5524,ccd-lea-1996
1996,0806180,2720,RANGELY             RE-4,44.0,1.0,1.0,15.0,27.0,,841,ccd-lea-1996
1996,0806210,2590,RIDGWAY             R-2,24.0,0.0,0.0,9.0,13.0,,311,ccd-lea-1996
1996,0899280,9125,RIO BLANCO BOCES,11.0,0.0,0.0,7.0,3.0,,0,ccd-lea-1996
1996,0804260,1180,ROARING FORK        RE-1,270.0,1.0,9.0,108.0,151.0,,4729,ccd-lea-1996
1996,0806270,2530,ROCKY FORD          R-2,89.0,0.0,2.0,41.0,45.0,,1149,ccd-lea-1996
1996,0806330,0500,SALIDA              R-32,88.0,0.0,1.0,40.0,46.0,,1320,ccd-lea-1996
1996,0899300,9050,SAN JUAN BOCES,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-1996
1996,0899320,9055,SAN LUIS VALLEY BOCES,9.0,0.0,0.0,6.0,3.0,,0,ccd-lea-1996
1996,0806390,0560,SANFORD             6J,20.0,0.0,0.0,10.0,10.0,,353,ccd-lea-1996
1996,0806420,0110,SANGRE DE CRISTO    RE-22J,22.0,0.0,0.0,9.0,12.0,,323,ccd-lea-1996
1996,0806450,2750,SARGENT             RE-33J,33.0,0.0,0.0,16.0,16.0,,446,ccd-lea-1996
1996,0806540,0123,SHERIDAN            2,118.0,0.0,3.0,52.0,62.0,,2008,ccd-lea-1996
1996,0804140,0740,SIERRA GRANDE       R-30,22.0,0.0,0.0,12.0,9.0,,370,ccd-lea-1996
1996,0806570,2820,SILVERTON           1,12.0,0.0,0.0,6.0,5.0,,109,ccd-lea-1996
1996,0899340,9060,SOUTH CENTRAL BOCES,1.0,0.0,0.0,0.0,0.0,,0,ccd-lea-1996
1996,0802130,0580,SOUTH CONEJOS       RE-10,34.0,0.0,0.0,18.0,15.0,,479,ccd-lea-1996
1996,0899360,9065,SOUTH PLATTE VALLEY BOCES,6.0,0.0,0.0,2.0,4.0,,57,ccd-lea-1996
1996,0805910,2780,SOUTH ROUTT         RE 3,33.0,0.0,0.0,16.0,17.0,,451,ccd-lea-1996
1996,0899400,9075,SOUTHEASTERN BOCES,4.0,2.0,0.0,0.0,1.0,,111,ccd-lea-1996
1996,0899420,9080,SOUTHWEST BOCES,5.0,0.0,0.0,0.0,5.0,,90,ccd-lea-1996
1996,0806630,0250,SPRINGFIELD         RE-4,32.0,0.0,0.0,16.0,15.0,,330,ccd-lea-1996
1996,0805370,0470,ST VRAIN VALLEY     RE 1J,885.0,11.0,31.0,380.0,461.0,,17459,ccd-lea-1996
1996,0806660,2770,STEAMBOAT SPRINGS   RE-2,118.0,0.0,3.0,53.0,60.0,,1984,ccd-lea-1996
1996,0806750,0060,STRASBURG           31J,27.0,0.0,1.0,13.0,12.0,,501,ccd-lea-1996
1996,0806780,1480,STRATTON            R-4,21.0,0.0,0.0,8.0,11.0,,322,ccd-lea-1996
1996,0806810,3000,SUMMIT              RE-1,164.0,1.0,5.0,80.0,78.0,,2380,ccd-lea-1996
1996,0806840,2570,SWINK               33,26.0,0.0,0.0,13.0,12.0,,367,ccd-lea-1996
1996,0806870,2830,TELLURIDE           R-1,35.0,0.0,1.0,16.0,18.0,,491,ccd-lea-1996
1996,0805400,1560,THOMPSON            R-2J,716.0,0.0,25.0,321.0,370.0,,13787,ccd-lea-1996
1996,0806960,1580,TRINIDAD            1,95.0,2.0,3.0,42.0,48.0,,1603,ccd-lea-1996
1996,0806690,1828,VALLEY              RE-1,179.0,0.0,4.0,76.0,98.0,,2813,ccd-lea-1996
1996,0806990,0260,VILAS               RE-5,11.0,0.0,0.0,4.0,6.0,,91,ccd-lea-1996
1996,0807110,0230,WALSH               RE-1,21.0,1.0,0.0,9.0,10.0,,271,ccd-lea-1996
1996,0899440,9085,WELD BOCES,10.0,0.0,0.0,3.0,7.0,,74,ccd-lea-1996
1996,0804020,3140,WELD COUNTY RE-8,155.0,4.0,5.0,58.0,87.0,,2655,ccd-lea-1996
1996,0807140,2505,WELDON VALLEY       RE-20(J),15.0,0.0,0.0,7.0,7.0,,144,ccd-lea-1996
1996,0800008,9090,WEST CENTRAL BOCES,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-1996
1996,0805850,2190,WEST END            RE-2,42.0,0.0,0.0,17.0,22.0,,581,ccd-lea-1996
1996,0805070,1340,WEST GRAND          1-JT.,42.0,0.0,0.0,17.0,24.0,,573,ccd-lea-1996
1996,0807170,3420,WEST YUMA COUNTY    RJ-1,83.0,0.0,2.0,36.0,44.0,,1038,ccd-lea-1996
1996,0807230,0070,WESTMINSTER         50,638.0,6.0,21.0,277.0,332.0,,11360,ccd-lea-1996
1996,0806480,0990,WIDEFIELD           3,446.0,3.0,14.0,221.0,207.0,,8370,ccd-lea-1996
1996,0807290,2515,WIGGINS             RE-50(J),37.0,0.0,1.0,18.0,17.0,,570,ccd-lea-1996
1996,0807320,2680,WILEY               RE-13 JT,24.0,0.0,0.0,8.0,14.0,,337,ccd-lea-1996
1996,0807350,3100,WINDSOR             RE-4,128.0,1.0,3.0,54.0,67.0,,2116,ccd-lea-1996
1996,0807380,3020,WOODLAND PARK       RE-2,169.0,1.0,5.0,74.0,88.0,,3227,ccd-lea-1996
1996,0807410,3070,WOODLIN             R-104,14.0,0.0,0.0,7.0,7.0,,132,ccd-lea-1996
1997,0801920,1040,ACADEMY             20,871.0,1.0,25.0,368.0,475.0,,15283,ccd-lea-1997
1997,0801950,0030,ADAMS COUNTY        14,354.0,8.0,12.0,174.0,159.0,,6035,ccd-lea-1997
1997,0800009,9120,ADAMS COUNTY BOCES,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-1997
1997,0802340,0180,ADAMS-ARAPAHOE      28J,1530.0,13.0,61.0,688.0,767.0,,28600,ccd-lea-1997
1997,0801980,0960,AGATE               300,15.0,0.0,0.0,6.0,8.0,,76,ccd-lea-1997
1997,0802010,1620,AGUILAR REORGANIZED 6,19.0,0.0,0.0,7.0,10.0,,206,ccd-lea-1997
1997,0802040,3030,AKRON               R-1,36.0,0.0,0.0,19.0,16.0,,501,ccd-lea-1997
1997,0802070,0100,ALAMOSA             RE-11J,145.0,1.0,4.0,68.0,72.0,,2523,ccd-lea-1997
1997,0802190,0220,ARCHULETA COUNTY    50 JT,80.0,0.0,2.0,40.0,37.0,,1510,ccd-lea-1997
1997,0802220,3040,ARICKAREE           R-2,17.0,0.0,0.0,10.0,6.0,,136,ccd-lea-1997
1997,0899040,9020,ARKANSAS VALLEY BOCES,6.0,0.0,0.0,2.0,3.0,,43,ccd-lea-1997
1997,0802260,1450,ARRIBA-FLAGLER      C-20,22.0,0.0,0.0,7.0,13.0,,248,ccd-lea-1997
1997,0802280,2640,ASPEN               1,86.0,0.0,2.0,29.0,54.0,,1290,ccd-lea-1997
1997,0802310,3145,AULT-HIGHLAND       RE-9,63.0,0.0,1.0,27.0,33.0,,899,ccd-lea-1997
1997,0802400,1530,BAYFIELD            10 JT-R,66.0,0.0,1.0,25.0,39.0,,1067,ccd-lea-1997
1997,0802430,0050,BENNETT             29J,62.0,0.0,1.0,24.0,35.0,,1036,ccd-lea-1997
1997,0802460,1490,BETHUNE             R-5,15.0,0.0,0.0,8.0,6.0,,160,ccd-lea-1997
1997,0806600,0940,BIG SANDY           100J,26.0,0.0,0.0,9.0,16.0,,338,ccd-lea-1997
1997,0802490,0480,BOULDER VALLEY      RE 2,1430.0,5.0,47.0,641.0,735.0,,26192,ccd-lea-1997
1997,0802520,1750,BRANSON REORGANIZED 82,7.0,0.0,0.0,2.0,4.0,,55,ccd-lea-1997
1997,0802550,3146,BRIGGSDALE          RE-10,14.0,0.0,0.0,7.0,6.0,,135,ccd-lea-1997
1997,0802580,0040,BRIGHTON            27J,237.0,4.0,9.0,98.0,125.0,,4772,ccd-lea-1997
1997,0802610,2395,BRUSH               RE-2(J),98.0,1.0,2.0,44.0,50.0,,1575,ccd-lea-1997
1997,0802640,0490,BUENA VISTA         R-31,63.0,0.0,1.0,23.0,38.0,,917,ccd-lea-1997
1997,0805640,1860,BUFFALO             RE-4,20.0,0.0,0.0,10.0,9.0,,277,ccd-lea-1997
1997,0802670,1500,BURLINGTON          RE-6J,57.0,0.0,1.0,21.0,33.0,,886,ccd-lea-1997
1997,0802700,0190,BYERS               32J,32.0,0.0,1.0,16.0,14.0,,490,ccd-lea-1997
1997,0802730,0970,CALHAN RJ-1,33.0,0.0,1.0,13.0,17.0,,548,ccd-lea-1997
1997,0802760,0270,CAMPO               RE-6,13.0,0.0,0.0,5.0,7.0,,90,ccd-lea-1997
1997,0802790,1140,CANON CITY          RE-1,233.0,0.0,6.0,125.0,101.0,,4172,ccd-lea-1997
1997,0806360,0640,CENTENNIAL          R-1,28.0,0.0,0.0,12.0,14.0,,390,ccd-lea-1997
1997,0802850,2810,CENTER              26 JT,54.0,0.0,1.0,25.0,26.0,,742,ccd-lea-1997
1997,0802880,2560,CHERAW              31,21.0,0.0,0.0,11.0,9.0,,232,ccd-lea-1997
1997,0802910,0130,CHERRY CREEK        5,2184.0,5.0,68.0,960.0,1150.0,,38622,ccd-lea-1997
1997,0800001,0520,CHEYENNE COUNTY     RE-5,32.0,0.0,0.0,12.0,19.0,,357,ccd-lea-1997
1997,0802940,1020,CHEYENNE MOUNTAIN   12,186.0,0.0,5.0,91.0,89.0,,3617,ccd-lea-1997
1997,0803000,0540,CLEAR CREEK         RE-1,83.0,0.0,2.0,44.0,36.0,,1426,ccd-lea-1997
1997,0803060,1010,COLORADO SPRINGS    11,1743.0,11.0,60.0,839.0,833.0,,32815,ccd-lea-1997
1997,0807200,0860,CONSOLIDATED        C-1,31.0,0.0,0.0,17.0,13.0,,430,ccd-lea-1997
1997,0803120,1160,COTOPAXI            RE-3,25.0,0.0,0.0,10.0,14.0,,328,ccd-lea-1997
1997,0803150,2010,CREEDE CONSOLIDATED 1,15.0,0.0,0.0,6.0,8.0,,147,ccd-lea-1997
1997,0803180,3010,CRIPPLE CREEK-VICTOR RE-1,35.0,0.0,1.0,17.0,15.0,,657,ccd-lea-1997
1997,0803210,0770,CROWLEY COUNTY      RE-1-J,44.0,0.0,0.0,20.0,23.0,,637,ccd-lea-1997
1997,0803240,1980,DE BEQUE            49JT,18.0,0.0,0.0,8.0,8.0,,177,ccd-lea-1997
1997,0803270,0170,DEER TRAIL          26J,19.0,0.0,0.0,8.0,10.0,,209,ccd-lea-1997
1997,0803300,2730,DEL NORTE           C-7,53.0,0.0,1.0,22.0,29.0,,799,ccd-lea-1997
1997,0803330,0870,DELTA COUNTY        50(J),264.0,0.0,8.0,90.0,164.0,,4678,ccd-lea-1997
1997,0803360,0880,DENVER COUNTY       1,3520.0,79.0,149.0,1679.0,1612.0,,67858,ccd-lea-1997
1997,0803390,2055,DOLORES             RE-4A,42.0,0.0,1.0,18.0,22.0,,672,ccd-lea-1997
1997,0803420,0890,DOLORES COUNTY      RE NO.2,23.0,0.0,0.0,7.0,14.0,,361,ccd-lea-1997
1997,0803450,0900,DOUGLAS COUNTY      RE 1,1477.0,5.0,59.0,807.0,605.0,,27275,ccd-lea-1997
1997,0803480,1520,DURANGO             9-R,291.0,0.0,7.0,133.0,150.0,,4785,ccd-lea-1997
1997,0803510,1430,EADS                RE-1,25.0,0.0,0.0,12.0,12.0,,288,ccd-lea-1997
1997,0803540,0910,EAGLE COUNTY        RE 50,269.0,0.0,8.0,132.0,126.0,,4200,ccd-lea-1997
1997,0899080,9025,EAST CENTRAL BOCES,5.0,0.0,0.0,3.0,1.0,,0,ccd-lea-1997
1997,0804320,1350,EAST GRAND          2,85.0,0.0,1.0,39.0,44.0,,1243,ccd-lea-1997
1997,0805130,2520,EAST OTERO          R-1,130.0,0.0,3.0,63.0,64.0,,1927,ccd-lea-1997
1997,0803570,3430,EAST YUMA COUNTY    RJ-2,72.0,1.0,1.0,28.0,41.0,,1017,ccd-lea-1997
1997,0803600,3085,EATON               RE-2,81.0,0.0,2.0,29.0,49.0,,1354,ccd-lea-1997
1997,0803630,1120,EDISON              54 JT,6.0,0.0,0.0,2.0,3.0,,54,ccd-lea-1997
1997,0803690,0950,ELBERT              200,22.0,0.0,0.0,9.0,11.0,,267,ccd-lea-1997
1997,0803720,0920,ELIZABETH           C-1,144.0,0.0,4.0,63.0,75.0,,2465,ccd-lea-1997
1997,0803750,1050,ELLICOTT            22,47.0,0.0,1.0,23.0,22.0,,711,ccd-lea-1997
1997,0803780,0120,ENGLEWOOD           1,225.0,4.0,6.0,90.0,124.0,,4581,ccd-lea-1997
1997,0800004,9130,EXPEDITIONARY BOCES,16.0,0.0,0.0,6.0,8.0,,313,ccd-lea-1997
1997,0803870,1110,FALCON              49,253.0,0.0,9.0,122.0,122.0,,4563,ccd-lea-1997
1997,0803960,1150,FLORENCE            RE-2,118.0,0.0,3.0,46.0,68.0,,2026,ccd-lea-1997
1997,0804050,2405,FORT MORGAN         RE-3,194.0,2.0,6.0,103.0,82.0,,3160,ccd-lea-1997
1997,0804080,1000,FOUNTAIN            8,281.0,3.0,12.0,150.0,116.0,,4741,ccd-lea-1997
1997,0804110,2540,FOWLER              R-4J,32.0,0.0,0.0,16.0,15.0,,389,ccd-lea-1997
1997,0803930,1850,FRENCHMAN           RE-3,21.0,0.0,0.0,9.0,10.0,,233,ccd-lea-1997
1997,0804380,1220,GARFIELD            16,45.0,0.0,1.0,19.0,22.0,,747,ccd-lea-1997
1997,0806240,1195,GARFIELD RE-2,174.0,1.0,6.0,83.0,83.0,,3338,ccd-lea-1997
1997,0804740,1780,GENOA-HUGO          C113,23.0,0.0,0.0,7.0,15.0,,288,ccd-lea-1997
1997,0804200,3080,GILCREST            RE-1,122.0,2.0,3.0,48.0,68.0,,2028,ccd-lea-1997
1997,0804230,1330,GILPIN COUNTY       RE-1,32.0,0.0,0.0,14.0,16.0,,341,ccd-lea-1997
1997,0804290,2650,GRANADA             RE-1,26.0,0.0,0.0,12.0,12.0,,298,ccd-lea-1997
1997,0804410,3120,GREELEY             6,761.0,4.0,32.0,383.0,341.0,,14199,ccd-lea-1997
1997,0804470,1360,GUNNISON WATERSHED  RE1J,118.0,0.0,2.0,57.0,58.0,,1679,ccd-lea-1997
1997,0804500,1070,HANOVER             28,16.0,0.0,0.0,7.0,7.0,,173,ccd-lea-1997
1997,0804530,0980,HARRISON            2,686.0,0.0,24.0,363.0,298.0,,10457,ccd-lea-1997
1997,0804560,2630,HAXTUN              RE-2J,25.0,0.0,0.0,12.0,13.0,,320,ccd-lea-1997
1997,0804590,2760,HAYDEN              RE-1,37.0,0.0,0.0,14.0,20.0,,536,ccd-lea-1997
1997,0806510,1460,HI-PLAINS           R-23,17.0,0.0,0.0,9.0,7.0,,121,ccd-lea-1997
1997,0804620,1380,HINSDALE COUNTY     RE 1,3.0,0.0,0.0,2.0,0.0,,45,ccd-lea-1997
1997,0804650,1600,HOEHNE REORGANIZED  3,22.0,0.0,0.0,12.0,9.0,,333,ccd-lea-1997
1997,0804680,2670,HOLLY               RE-3,26.0,0.0,0.0,13.0,11.0,,361,ccd-lea-1997
1997,0804710,2620,HOLYOKE             RE-1J,44.0,0.0,1.0,21.0,21.0,,649,ccd-lea-1997
1997,0807080,1390,HUERFANO            RE-1,56.0,1.0,1.0,26.0,27.0,,947,ccd-lea-1997
1997,0804770,1540,IGNACIO             11 JT,74.0,0.0,2.0,38.0,33.0,,1078,ccd-lea-1997
1997,0804800,1420,JEFFERSON COUNTY    R-1,4178.0,24.0,150.0,2098.0,1905.0,,88006,ccd-lea-1997
1997,0804830,3110,JOHNSTOWN-MILLIKEN  RE-5J,84.0,0.0,2.0,35.0,45.0,,1368,ccd-lea-1997
1997,0804860,2862,JULESBURG           RE-1,26.0,1.0,0.0,11.0,12.0,,349,ccd-lea-1997
1997,0804890,1810,KARVAL              RE-23,10.0,0.0,0.0,4.0,5.0,,98,ccd-lea-1997
1997,0804920,3090,KEENESBURG          RE-3(J),88.0,0.0,2.0,47.0,38.0,,1441,ccd-lea-1997
1997,0804980,1760,KIM REORGANIZED     88,11.0,0.0,0.0,5.0,6.0,,81,ccd-lea-1997
1997,0805010,0930,KIOWA               C-2,26.0,0.0,0.0,13.0,12.0,,340,ccd-lea-1997
1997,0805040,0510,KIT CARSON          R-1,17.0,0.0,0.0,9.0,7.0,,138,ccd-lea-1997
1997,0805160,1400,LA VETA RE-2,23.0,0.0,0.0,11.0,10.0,,328,ccd-lea-1997
1997,0805190,1510,LAKE COUNTY         R-1,75.0,3.0,2.0,26.0,43.0,,1369,ccd-lea-1997
1997,0805220,2660,LAMAR               RE-2,127.0,0.0,3.0,64.0,58.0,,1973,ccd-lea-1997
1997,0805250,0290,LAS ANIMAS          RE-1,54.0,0.0,1.0,24.0,27.0,,700,ccd-lea-1997
1997,0805820,1080,LEWIS-PALMER        38,189.0,0.0,6.0,79.0,103.0,,3948,ccd-lea-1997
1997,0805280,1790,LIMON               RE-4J,33.0,0.0,0.0,16.0,15.0,,595,ccd-lea-1997
1997,0805310,0140,LITTLETON           6,870.0,4.0,25.0,377.0,463.0,,16107,ccd-lea-1997
1997,0805340,3060,LONE STAR           101,9.0,0.0,0.0,6.0,3.0,,84,ccd-lea-1997
1997,0805460,2070,MANCOS              RE-6,36.0,0.0,0.0,16.0,19.0,,524,ccd-lea-1997
1997,0805490,1030,MANITOU SPRINGS     14,76.0,0.0,2.0,28.0,45.0,,1392,ccd-lea-1997
1997,0805520,2535,MANZANOLA           3J,21.0,0.0,0.0,8.0,11.0,,261,ccd-lea-1997
1997,0805550,0010,MAPLETON            1,251.0,5.0,9.0,126.0,109.0,,5094,ccd-lea-1997
1997,0805580,0310,MC CLAVE            RE-2,25.0,0.0,0.0,12.0,11.0,,285,ccd-lea-1997
1997,0805610,2710,MEEKER              RE1,47.0,0.0,1.0,16.0,28.0,,751,ccd-lea-1997
1997,0804350,2000,MESA COUNTY VALLEY  51,1040.0,7.0,33.0,460.0,539.0,,18995,ccd-lea-1997
1997,0805670,1130,MIAMI/YODER         60 JT,24.0,0.0,0.0,11.0,13.0,,327,ccd-lea-1997
1997,0805700,2800,MOFFAT              2,24.0,0.0,0.0,12.0,11.0,,214,ccd-lea-1997
1997,0805730,2020,MOFFAT COUNTY       RE:NO 1,147.0,2.0,4.0,52.0,88.0,,2832,ccd-lea-1997
1997,0805760,2740,MONTE VISTA         C-8,91.0,1.0,2.0,39.0,48.0,,1459,ccd-lea-1997
1997,0803090,2035,MONTEZUMA-CORTEZ    RE-1,201.0,1.0,6.0,93.0,100.0,,3436,ccd-lea-1997
1997,0805790,2180,MONTROSE COUNTY     RE-1J,302.0,2.0,9.0,123.0,167.0,,5266,ccd-lea-1997
1997,0899160,9030,MOUNTAIN BOCES,19.0,0.0,0.0,8.0,11.0,,107,ccd-lea-1997
1997,0806300,2790,MOUNTAIN VALLEY     RE 1,19.0,0.0,0.0,8.0,9.0,,188,ccd-lea-1997
1997,0805100,0550,NORTH CONEJOS       RE-1J,74.0,0.0,1.0,32.0,39.0,,1225,ccd-lea-1997
1997,0807050,1410,NORTH PARK          R-1,24.0,0.0,0.0,10.0,12.0,,327,ccd-lea-1997
1997,0899180,9040,NORTHEAST BOCES,2.0,0.0,0.0,1.0,1.0,,0,ccd-lea-1997
1997,0899200,9035,NORTHERN COLO BOCES,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-1997
1997,0806900,0020,NORTHGLENN-THORNTON 12,1352.0,10.0,51.0,652.0,638.0,,26723,ccd-lea-1997
1997,0899220,9095,NORTHWEST COLO BOCES,3.0,0.0,0.0,2.0,1.0,,0,ccd-lea-1997
1997,0805880,2840,NORWOOD             R-2J,26.0,0.0,0.0,9.0,15.0,,337,ccd-lea-1997
1997,0805940,3050,OTIS                R-3,19.0,0.0,0.0,9.0,9.0,,208,ccd-lea-1997
1997,0805970,2580,OURAY               R-1,23.0,0.0,0.0,8.0,13.0,,269,ccd-lea-1997
1997,0803810,1570,PARK (ESTES PARK)   R-3,79.0,0.0,2.0,31.0,45.0,,1353,ccd-lea-1997
1997,0803840,2610,PARK COUNTY         RE-2,42.0,0.0,1.0,24.0,17.0,,613,ccd-lea-1997
1997,0804440,3148,PAWNEE              RE-12,16.0,0.0,0.0,8.0,7.0,,143,ccd-lea-1997
1997,0806060,1060,PEYTON              23 JT,36.0,0.0,1.0,12.0,21.0,,619,ccd-lea-1997
1997,0899240,9045,PIKES PEAK BOCES,13.0,0.0,0.0,5.0,7.0,,24,ccd-lea-1997
1997,0806930,1440,PLAINVIEW           RE-2,12.0,0.0,0.0,3.0,8.0,,92,ccd-lea-1997
1997,0806030,1870,PLATEAU             RE-5,17.0,0.0,0.0,7.0,9.0,,149,ccd-lea-1997
1997,0803030,1990,PLATEAU VALLEY      50,44.0,0.0,0.0,14.0,29.0,,578,ccd-lea-1997
1997,0802370,2600,PLATTE CANYON       1,94.0,0.0,2.0,38.0,53.0,,1613,ccd-lea-1997
1997,0806000,2865,PLATTE VALLEY       RE-3,18.0,0.0,0.0,9.0,8.0,,148,ccd-lea-1997
1997,0804950,3130,PLATTE VALLEY       RE-7,64.0,1.0,1.0,28.0,32.0,,1038,ccd-lea-1997
1997,0803990,1550,POUDRE              R-1,1184.0,8.0,40.0,638.0,495.0,,22823,ccd-lea-1997
1997,0806720,3147,PRAIRIE             RE-11,17.0,0.0,0.0,10.0,6.0,,137,ccd-lea-1997
1997,0807260,1590,PRIMERO REORGANIZED 2,18.0,0.0,0.0,9.0,8.0,,197,ccd-lea-1997
1997,0806090,0240,PRITCHETT           RE-3,12.0,0.0,0.0,5.0,6.0,,104,ccd-lea-1997
1997,0806120,2690,PUEBLO CITY         60,936.0,10.0,34.0,448.0,443.0,,17970,ccd-lea-1997
1997,0806150,2700,PUEBLO COUNTY RURAL 70,306.0,2.0,11.0,125.0,165.0,,6087,ccd-lea-1997
1997,0806180,2720,RANGELY             RE-4,43.0,0.0,1.0,14.0,27.0,,765,ccd-lea-1997
1997,0806210,2590,RIDGWAY             R-2,23.0,0.0,0.0,9.0,13.0,,324,ccd-lea-1997
1997,0899280,9125,RIO BLANCO BOCES,12.0,0.0,0.0,8.0,3.0,,0,ccd-lea-1997
1997,0804260,1180,ROARING FORK        RE-1,268.0,1.0,9.0,109.0,148.0,,4862,ccd-lea-1997
1997,0806270,2530,ROCKY FORD          R-2,94.0,0.0,2.0,45.0,46.0,,1112,ccd-lea-1997
1997,0806330,0500,SALIDA              R-32,88.0,0.0,1.0,40.0,46.0,,1289,ccd-lea-1997
1997,0899300,9050,SAN JUAN BOCES,0.0,0.0,0.0,0.0,0.0,,0,ccd-lea-1997
1997,0899320,9055,SAN LUIS VALLEY BOCES,8.0,0.0,0.0,5.0,3.0,,0,ccd-lea-1997
1997,0806390,0560,SANFORD             6J,21.0,0.0,0.0,9.0,11.0,,351,ccd-lea-1997
1997,0806420,0110,SANGRE DE CRISTO    RE-22J,23.0,0.0,0.0,10.0,12.0,,299,ccd-lea-1997
1997,0806450,2750,SARGENT             RE-33J,32.0,0.0,0.0,16.0,15.0,,414,ccd-lea-1997
1997,0806540,0123,SHERIDAN            2,133.0,0.0,4.0,60.0,68.0,,2136,ccd-lea-1997
1997,0804140,0740,SIERRA GRANDE       R-30,23.0,0.0,0.0,12.0,10.0,,363,ccd-lea-1997
1997,0806570,2820,SILVERTON           1,11.0,0.0,0.0,6.0,4.0,,102,ccd-lea-1997
1997,0899340,9060,SOUTH CENTRAL BOCES,1.0,0.0,0.0,0.0,0.0,,0,ccd-lea-1997
1997,0802130,0580,SOUTH CONEJOS       RE-10,35.0,0.0,1.0,18.0,15.0,,475,ccd-lea-1997
1997,0899360,9065,SOUTH PLATTE VALLEY BOCES,1.0,0.0,0.0,1.0,0.0,,0,ccd-lea-1997
1997,0805910,2780,SOUTH ROUTT         RE 3,34.0,0.0,1.0,16.0,16.0,,483,ccd-lea-1997
1997,0899400,9075,SOUTHEASTERN BOCES,4.0,2.0,0.0,1.0,1.0,,107,ccd-lea-1997
1997,0899420,9080,SOUTHWEST BOCES,5.0,0.0,0.0,0.0,5.0,,115,ccd-lea-1997
1997,0806630,0250,SPRINGFIELD         RE-4,31.0,0.0,0.0,14.0,16.0,,351,ccd-lea-1997
1997,0805370,0470,ST VRAIN VALLEY     RE 1J,873.0,11.0,33.0,378.0,450.0,,17873,ccd-lea-1997
1997,0806660,2770,STEAMBOAT SPRINGS   RE-2,121.0,0.0,3.0,54.0,63.0,,1959,ccd-lea-1997
1997,0806750,0060,STRASBURG           31J,29.0,0.0,0.0,14.0,13.0,,528,ccd-lea-1997
1997,0806780,1480,STRATTON            R-4,21.0,0.0,0.0,8.0,11.0,,344,ccd-lea-1997
1997,0806810,3000,SUMMIT              RE-1,159.0,1.0,4.0,77.0,76.0,,2435,ccd-lea-1997
1997,0806840,2570,SWINK               33,28.0,0.0,0.0,15.0,12.0,,341,ccd-lea-1997
1997,0806870,2830,TELLURIDE           R-1,36.0,0.0,0.0,16.0,19.0,,496,ccd-lea-1997
