year,district_code,district_name,county,countyfips,unit_type,teacher_fte,teacher_fte_basis,teacher_fte_published,teacher_fte_school_sum,schools,schools_basis,schools_published,schools_open,enrollment,enrollment_panel,enrollment_ccd,pop_5_17,pop_0_4,datatype
2003,0990,WIDEFIELD 3,El Paso,041,district,477.4447,school_sum,,477.4447,17.0,school_panel,,17.0,8475.0,8475.0,8475.0,108816.0,41161.0,Estimate
2004,0990,WIDEFIELD 3,El Paso,041,district,480.5588,school_sum,,480.5588,17.0,school_panel,,17.0,8508.0,8508.0,8508.0,109097.0,41287.0,Estimate
2005,0990,WIDEFIELD 3,El Paso,041,district,505.1555,school_sum,,505.1555,17.0,school_panel,,17.0,8551.0,8551.0,8551.0,109916.0,41927.0,Estimate
2006,0990,WIDEFIELD 3,El Paso,041,district,510.8945,school_sum,,510.8945,17.0,school_panel,,17.0,8533.0,8533.0,8533.0,112184.0,42786.0,Estimate
2007,0990,WIDEFIELD 3,El Paso,041,district,517.8144,school_sum,,517.8144,17.0,school_panel,,17.0,8481.0,8481.0,8481.0,113129.0,43010.0,Estimate
2008,0990,WIDEFIELD 3,El Paso,041,district,492.3057,school_sum,,492.3057,17.0,school_panel,,17.0,8504.0,8504.0,8504.0,114228.0,43523.0,Estimate
2009,0990,WIDEFIELD 3,El Paso,041,district,499.1119,school_sum,,499.1119,17.0,school_panel,,17.0,8851.0,8851.0,8851.0,115014.0,44033.0,Estimate
2010,0990,WIDEFIELD 3,El Paso,041,district,523.611,published,523.611,518.052,17.0,school_panel,,17.0,8963.0,8959.0,8959.0,118126.0,45338.0,Estimate
2011,0990,WIDEFIELD 3,El Paso,041,district,508.96,school_sum,,508.96,16.0,school_panel,,16.0,9184.0,9184.0,9184.0,119598.0,45600.0,Estimate
2012,0990,WIDEFIELD 3,El Paso,041,district,518.2,school_sum,,518.2,16.0,school_panel,,16.0,9297.0,9297.0,9297.0,120351.0,45509.0,Estimate
2013,0990,WIDEFIELD 3,El Paso,041,district,507.46,school_sum,,507.46,16.0,school_panel,,16.0,9364.0,9364.0,9364.0,121102.0,45436.0,Estimate
2014,0990,WIDEFIELD 3,El Paso,041,district,513.9467,school_sum,,513.9467,16.0,school_panel,,16.0,9283.0,9283.0,9283.0,121088.0,45646.0,Estimate
2015,0990,WIDEFIELD 3,El Paso,041,district,517.72,school_sum,,517.72,16.0,school_panel,,16.0,9435.0,9435.0,9435.0,121758.0,46325.0,Estimate
2016,0990,WIDEFIELD 3,El Paso,041,district,528.37,published,528.37,515.72,16.0,school_panel,,16.0,9634.0,9634.0,9634.0,123245.0,46640.0,Estimate
2017,0990,,El Paso,041,,,,,,16.0,school_panel,,16.0,9695.0,9695.0,9695.0,124204.0,46794.0,Estimate
2018,0990,WIDEFIELD 3,El Paso,041,district,569.64,published,569.64,559.35,16.0,school_panel,,16.0,9592.0,9592.0,9592.0,125671.0,46924.0,Estimate
2019,0990,Widefield 3,El Paso,041,district,583.0,school_sum,,583.0,17.0,school_panel,,17.0,9669.0,9669.0,9669.0,126199.0,46405.0,Estimate
2020,0990,,El Paso,041,,,,,,17.0,school_panel,,17.0,9169.0,9169.0,9169.0,126429.0,45943.0,Estimate
2021,0990,,El Paso,041,,,,,,18.0,school_panel,,18.0,9370.0,9370.0,9369.0,125361.0,45776.0,Estimate
2022,0990,Widefield 3,El Paso,041,district,583.3,published,583.3,573.5,19.0,school_panel,,19.0,9612.0,9612.0,9611.0,123038.0,45644.0,Estimate
2023,0990,Widefield 3,El Paso,041,district,588.7,published,588.7,588.7,18.0,school_panel,,18.0,9377.0,9377.0,9377.0,122062.0,45404.0,Estimate
2024,0990,Widefield 3,El Paso,041,district,586.8,published,586.8,575.6,18.0,school_panel,,18.0,9292.0,9292.0,9290.0,119980.0,45275.0,Estimate
1990,1000,FOUNTAIN 8,El Paso,041,district,223.5,published,223.5,,8.0,school_panel,8.0,8.0,3625.0,,3625.0,75651.0,34263.0,Estimate
1991,1000,FOUNTAIN 8,El Paso,041,district,225.0,published,225.0,,8.0,school_panel,8.0,8.0,3922.0,,3922.0,77694.0,34423.0,Estimate
1992,1000,FOUNTAIN 8,El Paso,041,district,233.5,published,233.5,,10.0,school_panel,10.0,10.0,4044.0,,4044.0,81347.0,35404.0,Estimate
1993,1000,FOUNTAIN 8,El Paso,041,district,233.8,published,233.8,,9.0,school_panel,9.0,9.0,4152.0,,4152.0,84536.0,36141.0,Estimate
1994,1000,FOUNTAIN 8,El Paso,041,district,256.8,published,256.8,,10.0,school_panel,10.0,10.0,4437.0,,4437.0,88733.0,37258.0,Estimate
1995,1000,FOUNTAIN 8,El Paso,041,district,264.4,published,264.4,,10.0,school_panel,10.0,10.0,4449.0,,4449.0,91767.0,37836.0,Estimate
1996,1000,FOUNTAIN 8,El Paso,041,district,272.4,published,272.4,,10.0,school_panel,10.0,10.0,4712.0,,4712.0,93669.0,37918.0,Estimate
1997,1000,FOUNTAIN 8,El Paso,041,district,281.9,published,281.9,,10.0,school_panel,10.0,10.0,4741.0,,4741.0,96080.0,38183.0,Estimate
1998,1000,FOUNTAIN 8,El Paso,041,district,282.4,published,282.4,,10.0,school_panel,10.0,10.0,4747.0,,4747.0,98790.0,38534.0,Estimate
1999,1000,FOUNTAIN 8,El Paso,041,district,,,,,10.0,school_panel,10.0,10.0,4926.0,,4926.0,101436.0,38830.0,Estimate
2000,1000,FOUNTAIN 8,El Paso,041,district,289.1384,school_sum,,289.1384,10.0,school_panel,,10.0,,,5125.0,104146.0,39119.0,Estimate
2001,1000,FOUNTAIN 8,El Paso,041,district,304.4097,school_sum,,304.4097,10.0,school_panel,,10.0,2750.0,2750.0,5194.0,107410.0,40158.0,Estimate
2002,1000,FOUNTAIN 8,El Paso,041,district,320.6054,school_sum,,320.6054,10.0,school_panel,,10.0,2939.0,2939.0,5539.0,108613.0,40641.0,Estimate
2003,1000,FOUNTAIN 8,El Paso,041,district,245.5111,school_sum,,245.5111,10.0,school_panel,,10.0,5879.0,5879.0,5879.0,108816.0,41161.0,Estimate
2004,1000,FOUNTAIN 8,El Paso,041,district,352.5322,school_sum,,352.5322,10.0,school_panel,,10.0,5963.0,5963.0,5963.0,109097.0,41287.0,Estimate
2005,1000,FOUNTAIN 8,El Paso,041,district,355.1951,school_sum,,355.1951,10.0,school_panel,,10.0,6166.0,6166.0,6166.0,109916.0,41927.0,Estimate
2006,1000,FOUNTAIN 8,El Paso,041,district,362.2051,school_sum,,362.2051,10.0,school_panel,,10.0,6152.0,6152.0,6152.0,112184.0,42786.0,Estimate
2007,1000,FOUNTAIN 8,El Paso,041,district,378.965,school_sum,,378.965,11.0,school_panel,,11.0,6584.0,6584.0,6584.0,113129.0,43010.0,Estimate
2008,1000,FOUNTAIN 8,El Paso,041,district,403.4642,school_sum,,403.4642,11.0,school_panel,,11.0,6835.0,6835.0,6835.0,114228.0,43523.0,Estimate
2009,1000,FOUNTAIN 8,El Paso,041,district,445.6555,school_sum,,445.6555,11.0,school_panel,,11.0,7365.0,7365.0,7365.0,115014.0,44033.0,Estimate
2010,1000,FOUNTAIN 8,El Paso,041,district,458.267,published,458.267,458.267,12.0,school_panel,,12.0,7536.0,7536.0,7536.0,118126.0,45338.0,Estimate
2011,1000,FOUNTAIN 8,El Paso,041,district,454.46,school_sum,,454.46,12.0,school_panel,,12.0,7702.0,7702.0,7702.0,119598.0,45600.0,Estimate
2012,1000,FOUNTAIN 8,El Paso,041,district,466.28,school_sum,,466.28,12.0,school_panel,,12.0,7840.0,7840.0,7840.0,120351.0,45509.0,Estimate
2013,1000,FOUNTAIN 8,El Paso,041,district,499.29,school_sum,,499.29,12.0,school_panel,,12.0,8089.0,8089.0,8089.0,121102.0,45436.0,Estimate
2014,1000,FOUNTAIN 8,El Paso,041,district,503.7327,school_sum,,503.7327,12.0,school_panel,,12.0,8120.0,8120.0,8120.0,121088.0,45646.0,Estimate
2015,1000,FOUNTAIN 8,El Paso,041,district,505.43,school_sum,,505.43,13.0,school_panel,,13.0,8055.0,8055.0,8055.0,121758.0,46325.0,Estimate
2016,1000,FOUNTAIN 8,El Paso,041,district,495.31,published,495.31,494.64,13.0,school_panel,,13.0,8185.0,8185.0,8185.0,123245.0,46640.0,Estimate
2017,1000,,El Paso,041,,,,,,13.0,school_panel,,13.0,8338.0,8338.0,8338.0,124204.0,46794.0,Estimate
2018,1000,FOUNTAIN 8,El Paso,041,district,504.42,published,504.42,503.42,13.0,school_panel,,13.0,8298.0,8298.0,8298.0,125671.0,46924.0,Estimate
2019,1000,Fountain 8,El Paso,041,district,502.8,school_sum,,502.8,12.0,school_panel,,12.0,8529.0,8529.0,8529.0,126199.0,46405.0,Estimate
2020,1000,,El Paso,041,,,,,,13.0,school_panel,,13.0,8227.0,8227.0,8227.0,126429.0,45943.0,Estimate
2021,1000,,El Paso,041,,,,,,13.0,school_panel,,13.0,8302.0,8302.0,8302.0,125361.0,45776.0,Estimate
2022,1000,Fountain 8,El Paso,041,district,509.8,published,509.8,506.4,13.0,school_panel,,13.0,8201.0,8201.0,8201.0,123038.0,45644.0,Estimate
2023,1000,Fountain 8,El Paso,041,district,479.6,published,479.6,479.6,13.0,school_panel,,13.0,7885.0,7885.0,7885.0,122062.0,45404.0,Estimate
2024,1000,Fountain 8,El Paso,041,district,484.2,published,484.2,481.2,13.0,school_panel,,13.0,7955.0,7955.0,7955.0,119980.0,45275.0,Estimate
1990,1010,COLORADO SPRINGS 11,El Paso,041,district,1590.5,published,1590.5,,56.0,school_panel,56.0,56.0,30009.0,,30009.0,75651.0,34263.0,Estimate
1991,1010,COLORADO SPRINGS 11,El Paso,041,district,1642.1,published,1642.1,,56.0,school_panel,56.0,56.0,30602.0,,30602.0,77694.0,34423.0,Estimate
1992,1010,COLORADO SPRINGS 11,El Paso,041,district,1534.2,published,1534.2,,56.0,school_panel,56.0,56.0,32024.0,,32024.0,81347.0,35404.0,Estimate
1993,1010,COLORADO SPRINGS 11,El Paso,041,district,1512.7,published,1512.7,,56.0,school_panel,56.0,56.0,31799.0,,31799.0,84536.0,36141.0,Estimate
1994,1010,COLORADO SPRINGS 11,El Paso,041,district,1619.6,published,1619.6,,56.0,school_panel,56.0,56.0,32539.0,,32539.0,88733.0,37258.0,Estimate
1995,1010,COLORADO SPRINGS 11,El Paso,041,district,1690.5,published,1690.5,,59.0,school_panel,59.0,59.0,32960.0,,32882.0,91767.0,37836.0,Estimate
1996,1010,COLORADO SPRINGS 11,El Paso,041,district,1695.6,published,1695.6,,60.0,school_panel,,60.0,33175.0,,33175.0,93669.0,37918.0,Estimate
1997,1010,COLORADO SPRINGS 11,El Paso,041,district,1743.9,published,1743.9,,62.0,school_panel,62.0,62.0,32815.0,,32815.0,96080.0,38183.0,Estimate
1998,1010,COLORADO SPRINGS 11,El Paso,041,district,1781.2,published,1781.2,,64.0,school_panel,63.0,64.0,32589.0,,32589.0,98790.0,38534.0,Estimate
1999,1010,COLORADO SPRINGS 11,El Paso,041,district,,,,,64.0,school_panel,63.0,64.0,31586.0,,31586.0,101436.0,38830.0,Estimate
2000,1010,COLORADO SPRINGS 11,El Paso,041,district,1744.3773,school_sum,,1744.3773,64.0,school_panel,,64.0,,,32699.0,104146.0,39119.0,Estimate
2001,1010,COLORADO SPRINGS 11,El Paso,041,district,1916.8101,school_sum,,1916.8101,64.0,school_panel,,64.0,29842.0,29842.0,32808.0,107410.0,40158.0,Estimate
2002,1010,COLORADO SPRINGS 11,El Paso,041,district,1906.4581,school_sum,,1906.4581,65.0,school_panel,,65.0,29721.0,29721.0,32368.0,108613.0,40641.0,Estimate
2003,1010,COLORADO SPRINGS 11,El Paso,041,district,1915.2426,school_sum,,1915.2426,65.0,school_panel,,65.0,31840.0,31840.0,31840.0,108816.0,41161.0,Estimate
2004,1010,COLORADO SPRINGS 11,El Paso,041,district,1883.1338,school_sum,,1883.1338,66.0,school_panel,,66.0,31420.0,31420.0,31420.0,109097.0,41287.0,Estimate
2005,1010,COLORADO SPRINGS 11,El Paso,041,district,1859.5497,school_sum,,1859.5497,67.0,school_panel,,67.0,30959.0,30959.0,30959.0,109916.0,41927.0,Estimate
2006,1010,COLORADO SPRINGS 11,El Paso,041,district,1845.5137,school_sum,,1845.5137,62.0,school_panel,,62.0,30029.0,30029.0,30029.0,112184.0,42786.0,Estimate
2007,1010,COLORADO SPRINGS 11,El Paso,041,district,1829.3314,school_sum,,1829.3314,66.0,school_panel,,66.0,29496.0,29496.0,29496.0,113129.0,43010.0,Estimate
2008,1010,COLORADO SPRINGS 11,El Paso,041,district,1733.1971,school_sum,,1733.1971,68.0,school_panel,,68.0,29271.0,29271.0,29271.0,114228.0,43523.0,Estimate
2009,1010,COLORADO SPRINGS 11,El Paso,041,district,1704.3996,school_sum,,1704.3996,68.0,school_panel,,68.0,29641.0,29641.0,29673.0,115014.0,44033.0,Estimate
2010,1010,COLORADO SPRINGS 11,El Paso,041,district,1845.933,published,1845.933,1820.094,60.0,school_panel,,60.0,29459.0,29459.0,29498.0,118126.0,45338.0,Estimate
2011,1010,COLORADO SPRINGS 11,El Paso,041,district,1771.44,school_sum,,1771.44,60.0,school_panel,,60.0,29509.0,29509.0,29543.0,119598.0,45600.0,Estimate
2012,1010,COLORADO SPRINGS 11,El Paso,041,district,1687.94,school_sum,,1687.94,60.0,school_panel,,60.0,28993.0,28993.0,29032.0,120351.0,45509.0,Estimate
2013,1010,COLORADO SPRINGS 11,El Paso,041,district,1669.09,school_sum,,1669.09,61.0,school_panel,,61.0,28404.0,28404.0,28448.0,121102.0,45436.0,Estimate
2014,1010,COLORADO SPRINGS 11,El Paso,041,district,1710.0192,school_sum,,1710.0192,57.0,school_panel,,57.0,28332.0,28332.0,28332.0,121088.0,45646.0,Estimate
2015,1010,COLORADO SPRINGS 11,El Paso,041,district,1628.4,school_sum,,1628.4,57.0,school_panel,,57.0,27937.0,27937.0,27937.0,121758.0,46325.0,Estimate
2016,1010,COLORADO SPRINGS 11,El Paso,041,district,1655.58,published,1655.58,1641.36,56.0,school_panel,,56.0,27911.0,27911.0,27911.0,123245.0,46640.0,Estimate
2017,1010,,El Paso,041,,,,,,56.0,school_panel,,56.0,27427.0,27427.0,27427.0,124204.0,46794.0,Estimate
2018,1010,COLORADO SPRINGS 11,El Paso,041,district,1614.85,published,1614.85,1598.7,56.0,school_panel,,56.0,26395.0,26395.0,26395.0,125671.0,46924.0,Estimate
2019,1010,Colorado Springs 11,El Paso,041,district,1556.6,school_sum,,1556.6,56.0,school_panel,,56.0,26026.0,26026.0,26026.0,126199.0,46405.0,Estimate
2020,1010,,El Paso,041,,,,,,56.0,school_panel,,56.0,23876.0,23876.0,23876.0,126429.0,45943.0,Estimate
2021,1010,,El Paso,041,,,,,,57.0,school_panel,,57.0,23366.0,23366.0,23359.0,125361.0,45776.0,Estimate
2022,1010,Colorado Springs 11,El Paso,041,district,1441.1,published,1441.1,1422.0,57.0,school_panel,,57.0,22729.0,22729.0,22725.0,123038.0,45644.0,Estimate
2023,1010,Colorado Springs 11,El Paso,041,district,1435.1999999999996,published,1435.1999999999996,1435.2,58.0,school_panel,,58.0,22744.0,22744.0,22740.0,122062.0,45404.0,Estimate
2024,1010,Colorado Springs 11,El Paso,041,district,1494.3,published,1494.3,1473.2,60.0,school_panel,,60.0,22265.0,22265.0,22227.0,119980.0,45275.0,Estimate
1990,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,133.5,published,133.5,,6.0,school_panel,6.0,6.0,2549.0,,2549.0,75651.0,34263.0,Estimate
1991,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,133.5,published,133.5,,6.0,school_panel,6.0,6.0,2543.0,,2543.0,77694.0,34423.0,Estimate
1992,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,134.8,published,134.8,,6.0,school_panel,6.0,6.0,2699.0,,2699.0,81347.0,35404.0,Estimate
1993,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,138.9,published,138.9,,6.0,school_panel,6.0,6.0,2847.0,,2847.0,84536.0,36141.0,Estimate
1994,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,151.9,published,151.9,,6.0,school_panel,6.0,6.0,2907.0,,2907.0,88733.0,37258.0,Estimate
1995,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,163.2,published,163.2,,7.0,school_panel,7.0,7.0,3301.0,,3301.0,91767.0,37836.0,Estimate
1996,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,173.7,published,173.7,,8.0,school_panel,8.0,8.0,3458.0,,3458.0,93669.0,37918.0,Estimate
1997,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,186.8,published,186.8,,9.0,school_panel,9.0,9.0,3617.0,,3617.0,96080.0,38183.0,Estimate
1998,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,209.6,published,209.6,,9.0,school_panel,9.0,9.0,3843.0,,3843.0,98790.0,38534.0,Estimate
1999,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,,,,,9.0,school_panel,9.0,9.0,3952.0,,3952.0,101436.0,38830.0,Estimate
2000,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,236.1866,school_sum,,236.1866,9.0,school_panel,,9.0,,,4041.0,104146.0,39119.0,Estimate
2001,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,237.3678,school_sum,,237.3678,9.0,school_panel,,9.0,1517.0,1517.0,4191.0,107410.0,40158.0,Estimate
2002,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,269.7757,school_sum,,269.7757,9.0,school_panel,,9.0,1596.0,1596.0,4339.0,108613.0,40641.0,Estimate
2003,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,266.2139,school_sum,,266.2139,9.0,school_panel,,9.0,4506.0,4506.0,4506.0,108816.0,41161.0,Estimate
2004,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,242.2311,school_sum,,242.2311,9.0,school_panel,,9.0,4475.0,4475.0,4475.0,109097.0,41287.0,Estimate
2005,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,266.6012,school_sum,,266.6012,9.0,school_panel,,9.0,4563.0,4563.0,4563.0,109916.0,41927.0,Estimate
2006,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,302.6506,school_sum,,302.6506,10.0,school_panel,,10.0,4786.0,4786.0,4786.0,112184.0,42786.0,Estimate
2007,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,311.086,school_sum,,311.086,10.0,school_panel,,10.0,4851.0,4851.0,4851.0,113129.0,43010.0,Estimate
2008,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,291.2267,school_sum,,291.2267,10.0,school_panel,,10.0,4643.0,4643.0,4643.0,114228.0,43523.0,Estimate
2009,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,282.3966,school_sum,,282.3966,9.0,school_panel,,9.0,4578.0,4578.0,4578.0,115014.0,44033.0,Estimate
2010,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,295.009,published,295.009,294.009,9.0,school_panel,,9.0,4561.0,4561.0,4561.0,118126.0,45338.0,Estimate
2011,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,291.28,school_sum,,291.28,9.0,school_panel,,9.0,4612.0,4612.0,4612.0,119598.0,45600.0,Estimate
2012,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,300.31,school_sum,,300.31,9.0,school_panel,,9.0,4651.0,4651.0,4651.0,120351.0,45509.0,Estimate
2013,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,338.88,school_sum,,338.88,11.0,school_panel,,11.0,5127.0,5127.0,5127.0,121102.0,45436.0,Estimate
2014,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,349.6826,school_sum,,349.6826,11.0,school_panel,,11.0,5148.0,5148.0,5148.0,121088.0,45646.0,Estimate
2015,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,344.33,school_sum,,344.33,11.0,school_panel,,11.0,5104.0,5104.0,5104.0,121758.0,46325.0,Estimate
2016,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,353.02,published,353.02,353.02,11.0,school_panel,,11.0,5224.0,5224.0,5224.0,123245.0,46640.0,Estimate
2017,1020,,El Paso,041,,,,,,11.0,school_panel,,11.0,5220.0,5220.0,5220.0,124204.0,46794.0,Estimate
2018,1020,CHEYENNE MOUNTAIN 12,El Paso,041,district,362.11,published,362.11,361.25,11.0,school_panel,,11.0,5274.0,5274.0,5274.0,125671.0,46924.0,Estimate
2019,1020,Cheyenne Mountain 12,El Paso,041,district,359.6,school_sum,,359.6,11.0,school_panel,,11.0,5309.0,5309.0,5309.0,126199.0,46405.0,Estimate
2020,1020,,El Paso,041,,,,,,12.0,school_panel,,12.0,5243.0,5243.0,5270.0,126429.0,45943.0,Estimate
2021,1020,,El Paso,041,,,,,,9.0,school_panel,,9.0,3641.0,3641.0,3663.0,125361.0,45776.0,Estimate
2022,1020,Cheyenne Mountain 12,El Paso,041,district,250.9,published,250.9,234.5,9.0,school_panel,,9.0,3723.0,3723.0,3737.0,123038.0,45644.0,Estimate
2023,1020,Cheyenne Mountain 12,El Paso,041,district,233.9,published,233.9,233.9,9.0,school_panel,,9.0,3739.0,3739.0,3763.0,122062.0,45404.0,Estimate
2024,1020,Cheyenne Mountain 12,El Paso,041,district,248.7,published,248.7,241.7,9.0,school_panel,,9.0,3725.0,3725.0,3745.0,119980.0,45275.0,Estimate
1990,1030,MANITOU SPRINGS 14,El Paso,041,district,60.2,published,60.2,,4.0,school_panel,4.0,4.0,1127.0,,1127.0,75651.0,34263.0,Estimate
1991,1030,MANITOU SPRINGS 14,El Paso,041,district,62.3,published,62.3,,4.0,school_panel,4.0,4.0,1231.0,,1231.0,77694.0,34423.0,Estimate
1992,1030,MANITOU SPRINGS 14,El Paso,041,district,65.6,published,65.6,,4.0,school_panel,4.0,4.0,1309.0,,1309.0,81347.0,35404.0,Estimate
1993,1030,MANITOU SPRINGS 14,El Paso,041,district,69.5,published,69.5,,4.0,school_panel,4.0,4.0,1311.0,,1311.0,84536.0,36141.0,Estimate
1994,1030,MANITOU SPRINGS 14,El Paso,041,district,72.6,published,72.6,,4.0,school_panel,4.0,4.0,1368.0,,1368.0,88733.0,37258.0,Estimate
1995,1030,MANITOU SPRINGS 14,El Paso,041,district,74.6,published,74.6,,4.0,school_panel,4.0,4.0,1323.0,,1323.0,91767.0,37836.0,Estimate
1996,1030,MANITOU SPRINGS 14,El Paso,041,district,75.4,published,75.4,,4.0,school_panel,4.0,4.0,1399.0,,1399.0,93669.0,37918.0,Estimate
1997,1030,MANITOU SPRINGS 14,El Paso,041,district,76.3,published,76.3,,4.0,school_panel,4.0,4.0,1392.0,,1392.0,96080.0,38183.0,Estimate
1998,1030,MANITOU SPRINGS 14,El Paso,041,district,81.3,published,81.3,,4.0,school_panel,4.0,4.0,1394.0,,1394.0,98790.0,38534.0,Estimate
1999,1030,MANITOU SPRINGS 14,El Paso,041,district,,,,,4.0,school_panel,4.0,4.0,1363.0,,1363.0,101436.0,38830.0,Estimate
2000,1030,MANITOU SPRINGS 14,El Paso,041,district,80.6872,school_sum,,80.6872,4.0,school_panel,,4.0,,,1379.0,104146.0,39119.0,Estimate
2001,1030,MANITOU SPRINGS 14,El Paso,041,district,83.732,school_sum,,83.732,4.0,school_panel,,4.0,941.0,941.0,1356.0,107410.0,40158.0,Estimate
2002,1030,MANITOU SPRINGS 14,El Paso,041,district,88.0293,school_sum,,88.0293,4.0,school_panel,,4.0,957.0,957.0,1362.0,108613.0,40641.0,Estimate
2003,1030,MANITOU SPRINGS 14,El Paso,041,district,85.6175,school_sum,,85.6175,4.0,school_panel,,4.0,1304.0,1304.0,1304.0,108816.0,41161.0,Estimate
2004,1030,MANITOU SPRINGS 14,El Paso,041,district,92.9086,school_sum,,92.9086,4.0,school_panel,,4.0,1331.0,1331.0,1331.0,109097.0,41287.0,Estimate
2005,1030,MANITOU SPRINGS 14,El Paso,041,district,91.6057,school_sum,,91.6057,4.0,school_panel,,4.0,1356.0,1356.0,1356.0,109916.0,41927.0,Estimate
2006,1030,MANITOU SPRINGS 14,El Paso,041,district,91.6292,school_sum,,91.6292,4.0,school_panel,,4.0,1361.0,1361.0,1361.0,112184.0,42786.0,Estimate
2007,1030,MANITOU SPRINGS 14,El Paso,041,district,93.589,school_sum,,93.589,4.0,school_panel,,4.0,1378.0,1378.0,1378.0,113129.0,43010.0,Estimate
2008,1030,MANITOU SPRINGS 14,El Paso,041,district,94.4607,school_sum,,94.4607,4.0,school_panel,,4.0,1376.0,1376.0,1376.0,114228.0,43523.0,Estimate
2009,1030,MANITOU SPRINGS 14,El Paso,041,district,95.7615,school_sum,,95.7615,4.0,school_panel,,4.0,1405.0,1405.0,1405.0,115014.0,44033.0,Estimate
2010,1030,MANITOU SPRINGS 14,El Paso,041,district,94.934,published,94.934,94.934,4.0,school_panel,,4.0,1418.0,1418.0,1418.0,118126.0,45338.0,Estimate
2011,1030,MANITOU SPRINGS 14,El Paso,041,district,94.06,school_sum,,94.06,4.0,school_panel,,4.0,1510.0,1510.0,1510.0,119598.0,45600.0,Estimate
2012,1030,MANITOU SPRINGS 14,El Paso,041,district,96.73,school_sum,,96.73,4.0,school_panel,,4.0,1498.0,1498.0,1498.0,120351.0,45509.0,Estimate
2013,1030,MANITOU SPRINGS 14,El Paso,041,district,90.75,school_sum,,90.75,4.0,school_panel,,4.0,1480.0,1480.0,1480.0,121102.0,45436.0,Estimate
2014,1030,MANITOU SPRINGS 14,El Paso,041,district,98.825,school_sum,,98.825,4.0,school_panel,,4.0,1458.0,1458.0,1458.0,121088.0,45646.0,Estimate
2015,1030,MANITOU SPRINGS 14,El Paso,041,district,101.39,school_sum,,101.39,4.0,school_panel,,4.0,1492.0,1492.0,1492.0,121758.0,46325.0,Estimate
2016,1030,MANITOU SPRINGS 14,El Paso,041,district,103.4,published,103.4,103.4,4.0,school_panel,,4.0,1488.0,1488.0,1488.0,123245.0,46640.0,Estimate
2017,1030,,El Paso,041,,,,,,4.0,school_panel,,4.0,1400.0,1400.0,1400.0,124204.0,46794.0,Estimate
2018,1030,MANITOU SPRINGS 14,El Paso,041,district,97.84,published,97.84,97.46,4.0,school_panel,,4.0,1494.0,1494.0,1494.0,125671.0,46924.0,Estimate
2019,1030,Manitou Springs 14,El Paso,041,district,102.7,school_sum,,102.7,4.0,school_panel,,4.0,1441.0,1441.0,1441.0,126199.0,46405.0,Estimate
2020,1030,,El Paso,041,,,,,,4.0,school_panel,,4.0,1345.0,1345.0,1345.0,126429.0,45943.0,Estimate
2021,1030,,El Paso,041,,,,,,4.0,school_panel,,4.0,1329.0,1329.0,1329.0,125361.0,45776.0,Estimate
2022,1030,Manitou Springs 14,El Paso,041,district,102.3,published,102.3,102.4,4.0,school_panel,,4.0,1317.0,1317.0,1317.0,123038.0,45644.0,Estimate
2023,1030,Manitou Springs 14,El Paso,041,district,100.8,published,100.8,100.8,4.0,school_panel,,4.0,1238.0,1238.0,1238.0,122062.0,45404.0,Estimate
2024,1030,Manitou Springs 14,El Paso,041,district,93.9,published,93.9,93.9,4.0,school_panel,,4.0,1147.0,1147.0,1147.0,119980.0,45275.0,Estimate
1990,1040,ACADEMY 20,El Paso,041,district,576.4,published,576.4,,17.0,school_panel,17.0,17.0,10986.0,,10986.0,75651.0,34263.0,Estimate
1991,1040,ACADEMY 20,El Paso,041,district,612.1,published,612.1,,17.0,school_panel,17.0,17.0,11655.0,,11655.0,77694.0,34423.0,Estimate
1992,1040,ACADEMY 20,El Paso,041,district,648.8,published,648.8,,18.0,school_panel,18.0,18.0,12318.0,,12318.0,81347.0,35404.0,Estimate
1993,1040,ACADEMY 20,El Paso,041,district,669.8,published,669.8,,19.0,school_panel,19.0,19.0,13137.0,,13137.0,84536.0,36141.0,Estimate
