level,school_year,school,attending_neighborhood_school,oe_in_from_district,oe_in_from_outside,placements_into_school,unmatched_addresses,total_within_bvsd,total_enrollment,pct_from_neighborhood_area,year,from_areas,rebuilt,gap
high,2022-2023,Centaurus,1145.0,293.0,44.0,14.0,12.0,1464.0,1508.0,,2023,1438.0,1508.0,0.0
high,2022-2023,Broomfield,858.0,14.0,750.0,2.0,3.0,877.0,1627.0,,2023,872.0,1627.0,0.0
high,2022-2023,Fairview,1240.0,566.0,44.0,14.0,9.0,1829.0,1873.0,,2023,1806.0,1873.0,0.0
high,2022-2023,Boulder,1883.0,139.0,14.0,15.0,8.0,2045.0,2059.0,,2023,2022.0,2059.0,0.0
high,2023-2024,Justice High,,51.0,29.0,12.0,1.0,64.0,93.0,,2024,51.0,93.0,0.0
high,2023-2024,Peak-to-Peak,,461.0,135.0,3.0,,464.0,599.0,,2024,461.0,599.0,0.0
high,2023-2024,Boulder Prep,,58.0,39.0,9.0,1.0,68.0,107.0,,2024,58.0,107.0,0.0
high,2023-2024,New Vista,,269.0,41.0,3.0,,272.0,313.0,,2024,269.0,313.0,0.0
high,2023-2024,Halcyon,,10.0,,,,10.0,10.0,,2024,10.0,10.0,0.0
high,2023-2024,Boulder Universal,,80.0,34.0,14.0,,94.0,128.0,,2024,80.0,128.0,0.0
high,2023-2024,Arapahoe Ridge,,174.0,28.0,9.0,,183.0,211.0,,2024,174.0,211.0,0.0
high,2023-2024,Nederland,105.0,2.0,3.0,,,107.0,110.0,,2024,107.0,110.0,0.0
high,2023-2024,Monarch,1170.0,152.0,83.0,7.0,16.0,1345.0,1428.0,,2024,1322.0,1428.0,0.0
high,2023-2024,Centaurus,1170.0,303.0,55.0,7.0,9.0,1489.0,1544.0,,2024,1473.0,1544.0,0.0
high,2023-2024,Broomfield,843.0,20.0,814.0,3.0,6.0,872.0,1686.0,,2024,863.0,1686.0,0.0
high,2023-2024,Fairview,1182.0,579.0,62.0,12.0,8.0,1781.0,1843.0,,2024,1761.0,1843.0,0.0
high,2023-2024,Boulder,1772.0,169.0,21.0,24.0,9.0,1974.0,1995.0,,2024,1941.0,1995.0,0.0
high,2024-2025,Justice High,,49.0,33.0,14.0,,63.0,96.0,,2025,49.0,96.0,0.0
high,2024-2025,Peak-to-Peak,,469.0,126.0,3.0,,472.0,598.0,,2025,469.0,598.0,0.0
high,2024-2025,Boulder Prep,,49.0,34.0,23.0,,72.0,106.0,,2025,49.0,106.0,0.0
high,2024-2025,New Vista,,282.0,40.0,4.0,,286.0,326.0,,2025,282.0,326.0,0.0
high,2024-2025,Halcyon,,7.0,,2.0,,9.0,9.0,,2025,7.0,9.0,0.0
high,2024-2025,Boulder Universal,,87.0,33.0,13.0,,100.0,133.0,,2025,87.0,133.0,0.0
high,2024-2025,Arapahoe Ridge,,143.0,24.0,14.0,1.0,158.0,182.0,,2025,143.0,182.0,0.0
high,2024-2025,Nederland,107.0,,6.0,,,107.0,113.0,,2025,107.0,113.0,0.0
high,2024-2025,Monarch,1159.0,164.0,90.0,5.0,8.0,1336.0,1426.0,,2025,1323.0,1426.0,0.0
high,2024-2025,Centaurus,1188.0,283.0,49.0,19.0,5.0,1495.0,1544.0,,2025,1471.0,1544.0,0.0
high,2024-2025,Broomfield,829.0,15.0,846.0,2.0,,846.0,1692.0,,2025,844.0,1692.0,0.0
high,2024-2025,Fairview,1179.0,578.0,74.0,11.0,12.0,1780.0,1854.0,,2025,1757.0,1854.0,0.0
high,2024-2025,Boulder,1699.0,184.0,22.0,20.0,9.0,1912.0,1934.0,,2025,1883.0,1934.0,0.0
high,2025-2026,Justice High,,46.0,32.0,11.0,,57.0,89.0,,2026,46.0,89.0,0.0
high,2025-2026,Peak-to-Peak,,476.0,112.0,4.0,2.0,482.0,594.0,,2026,476.0,594.0,0.0
high,2025-2026,Boulder Prep,,47.0,27.0,13.0,1.0,61.0,88.0,,2026,47.0,88.0,0.0
high,2025-2026,New Vista,,265.0,42.0,4.0,,269.0,311.0,,2026,265.0,311.0,0.0
high,2025-2026,Halcyon,,9.0,,2.0,,11.0,11.0,,2026,9.0,11.0,0.0
high,2025-2026,Boulder Universal,,92.0,41.0,18.0,1.0,111.0,152.0,,2026,92.0,152.0,0.0
high,2025-2026,Arapahoe Ridge,,121.0,29.0,26.0,1.0,148.0,177.0,,2026,121.0,177.0,0.0
high,2025-2026,Nederland,93.0,1.0,7.0,,,94.0,101.0,,2026,94.0,101.0,0.0
high,2025-2026,Monarch,1188.0,161.0,101.0,7.0,10.0,1366.0,1467.0,,2026,1349.0,1467.0,0.0
high,2025-2026,Centaurus,1198.0,268.0,65.0,17.0,8.0,1491.0,1556.0,,2026,1466.0,1556.0,0.0
high,2025-2026,Broomfield,797.0,22.0,849.0,1.0,,820.0,1669.0,,2026,819.0,1669.0,0.0
high,2025-2026,Fairview,1153.0,614.0,75.0,13.0,4.0,1784.0,1859.0,,2026,1767.0,1859.0,0.0
high,2025-2026,Boulder,1547.0,184.0,28.0,11.0,4.0,1746.0,1774.0,,2026,1731.0,1774.0,0.0
middle,2016-2017,Peak to Peak,,273.0,132.0,,,273.0,405.0,,2017,273.0,405.0,0.0
middle,2016-2017,Justice High,,1.0,3.0,,,1.0,4.0,,2017,1.0,4.0,0.0
middle,2016-2017,Summit,,353.0,,1.0,,354.0,354.0,,2017,353.0,354.0,0.0
middle,2016-2017,Horizons,,112.0,3.0,,,112.0,115.0,,2017,112.0,115.0,0.0
middle,2016-2017,Halcyon,,,,5.0,,5.0,5.0,,2017,0.0,5.0,0.0
middle,2016-2017,Boulder Universal,,11.0,5.0,,,11.0,16.0,,2017,11.0,16.0,0.0
middle,2016-2017,Nederland,130.0,1.0,4.0,,,131.0,135.0,,2017,131.0,135.0,0.0
middle,2016-2017,Eldorado K-8,433.0,15.0,15.0,3.0,,451.0,466.0,,2017,448.0,466.0,0.0
middle,2016-2017,Monarch K-8,303.0,121.0,34.0,6.0,3.0,433.0,467.0,,2017,424.0,467.0,0.0
middle,2016-2017,Louisville Middle,529.0,88.0,16.0,7.0,2.0,626.0,642.0,,2017,617.0,642.0,0.0
middle,2016-2017,Angevine,669.0,19.0,20.0,2.0,,690.0,710.0,,2017,688.0,710.0,0.0
middle,2016-2017,Broomfield Heights,282.0,77.0,158.0,3.0,,362.0,520.0,,2017,359.0,520.0,0.0
middle,2016-2017,Aspen Creek K-8,320.0,27.0,79.0,5.0,,352.0,431.0,,2017,347.0,431.0,0.0
middle,2016-2017,Southern Hills,401.0,147.0,5.0,6.0,,554.0,559.0,,2017,548.0,559.0,0.0
middle,2016-2017,Platt,350.0,259.0,18.0,11.0,,620.0,638.0,,2017,609.0,638.0,0.0
middle,2016-2017,Centennial,561.0,58.0,8.0,1.0,,620.0,628.0,,2017,619.0,628.0,0.0
middle,2016-2017,Casey,472.0,152.0,17.0,10.0,1.0,635.0,652.0,,2017,624.0,652.0,0.0
middle,2016-2017,Manhattan,269.0,158.0,12.0,13.0,6.0,446.0,458.0,,2017,427.0,458.0,0.0
middle,2017-2018,Peak to Peak,,290.0,116.0,,,290.0,406.0,,2018,290.0,406.0,0.0
middle,2017-2018,Justice High,,1.0,2.0,,,1.0,3.0,,2018,1.0,3.0,0.0
middle,2017-2018,Summit,,356.0,1.0,,,356.0,357.0,,2018,356.0,357.0,0.0
middle,2017-2018,Horizons,,112.0,2.0,,,112.0,114.0,,2018,112.0,114.0,0.0
middle,2017-2018,Halcyon,,,,4.0,,4.0,4.0,,2018,0.0,4.0,0.0
middle,2017-2018,Boulder Universal,,14.0,4.0,,,14.0,18.0,,2018,14.0,18.0,0.0
middle,2017-2018,Nederland,123.0,1.0,,,,124.0,124.0,,2018,124.0,124.0,0.0
middle,2017-2018,Eldorado K-8,440.0,22.0,11.0,1.0,,463.0,474.0,,2018,462.0,474.0,0.0
middle,2017-2018,Monarch K-8,264.0,102.0,33.0,5.0,1.0,372.0,405.0,,2018,366.0,405.0,0.0
middle,2017-2018,Louisville Middle,543.0,95.0,16.0,5.0,,643.0,659.0,,2018,638.0,659.0,0.0
middle,2017-2018,Meadowlark,66.0,18.0,19.0,9.0,,93.0,112.0,,2018,84.0,112.0,0.0
middle,2017-2018,Angevine,582.0,66.0,17.0,4.0,1.0,653.0,670.0,,2018,648.0,670.0,0.0
middle,2017-2018,Broomfield Heights,292.0,77.0,165.0,11.0,,380.0,545.0,,2018,369.0,545.0,0.0
middle,2017-2018,Aspen Creek K-8,328.0,30.0,83.0,4.0,,362.0,445.0,,2018,358.0,445.0,0.0
middle,2017-2018,Southern Hills,389.0,152.0,7.0,6.0,,547.0,554.0,,2018,541.0,554.0,0.0
middle,2017-2018,Platt,362.0,243.0,15.0,7.0,,612.0,627.0,,2018,605.0,627.0,0.0
middle,2017-2018,Centennial,575.0,62.0,7.0,2.0,,639.0,646.0,,2018,637.0,646.0,0.0
middle,2017-2018,Casey,518.0,130.0,8.0,13.0,,661.0,669.0,,2018,648.0,669.0,0.0
middle,2017-2018,Manhattan,261.0,178.0,24.0,24.0,1.0,464.0,488.0,,2018,439.0,488.0,0.0
middle,2018-2019,Peak to Peak,,300.0,102.0,2.0,,302.0,404.0,,2019,300.0,404.0,0.0
middle,2018-2019,Justice High,,,3.0,,,,3.0,,2019,0.0,3.0,0.0
middle,2018-2019,Summit,,354.0,4.0,,,354.0,358.0,,2019,354.0,358.0,0.0
middle,2018-2019,Horizons,,110.0,3.0,1.0,,111.0,114.0,,2019,110.0,114.0,0.0
middle,2018-2019,Halcyon,,4.0,,,,4.0,4.0,,2019,4.0,4.0,0.0
middle,2018-2019,Boulder Universal,,14.0,3.0,,,14.0,17.0,,2019,14.0,17.0,0.0
middle,2018-2019,Nederland,120.0,2.0,2.0,,1.0,123.0,125.0,,2019,122.0,125.0,0.0
middle,2018-2019,Eldorado K-8,423.0,22.0,9.0,,,445.0,454.0,,2019,445.0,454.0,0.0
middle,2018-2019,Monarch K-8,248.0,104.0,37.0,5.0,,357.0,394.0,,2019,352.0,394.0,0.0
middle,2018-2019,Louisville Middle,548.0,113.0,12.0,5.0,,666.0,678.0,,2019,661.0,678.0,0.0
middle,2018-2019,Meadowlark,98.0,18.0,17.0,7.0,,123.0,140.0,,2019,116.0,140.0,0.0
middle,2018-2019,Angevine,636.0,37.0,13.0,4.0,2.0,679.0,692.0,,2019,673.0,692.0,0.0
middle,2018-2019,Broomfield Heights,299.0,69.0,187.0,10.0,,378.0,565.0,,2019,368.0,565.0,0.0
middle,2018-2019,Aspen Creek K-8,331.0,21.0,69.0,3.0,,355.0,424.0,,2019,352.0,424.0,0.0
middle,2018-2019,Southern Hills,390.0,130.0,8.0,10.0,,530.0,538.0,,2019,520.0,538.0,0.0
middle,2018-2019,Platt,343.0,215.0,14.0,8.0,,566.0,580.0,,2019,558.0,580.0,0.0
middle,2018-2019,Centennial,574.0,48.0,8.0,4.0,,626.0,634.0,,2019,622.0,634.0,0.0
middle,2018-2019,Casey,525.0,114.0,11.0,16.0,1.0,656.0,667.0,,2019,639.0,667.0,0.0
middle,2018-2019,Manhattan,266.0,179.0,27.0,17.0,,462.0,489.0,,2019,445.0,489.0,0.0
middle,2019-2020,Peak to Peak,,305.0,98.0,2.0,1.0,308.0,406.0,,2020,305.0,406.0,0.0
middle,2019-2020,Justice High,,3.0,7.0,,,3.0,10.0,,2020,3.0,10.0,0.0
middle,2019-2020,Summit,,358.0,1.0,,,358.0,359.0,,2020,358.0,359.0,0.0
middle,2019-2020,Horizons,,116.0,2.0,,,116.0,118.0,,2020,116.0,118.0,0.0
middle,2019-2020,Halcyon,,6.0,,1.0,,7.0,7.0,,2020,6.0,7.0,0.0
middle,2019-2020,Boulder Universal,,12.0,5.0,1.0,,13.0,18.0,,2020,12.0,18.0,0.0
middle,2019-2020,Nederland,109.0,3.0,2.0,,,112.0,114.0,,2020,112.0,114.0,0.0
middle,2019-2020,Eldorado K-8,410.0,16.0,10.0,,,426.0,436.0,,2020,426.0,436.0,0.0
middle,2019-2020,Monarch K-8,256.0,89.0,22.0,6.0,,351.0,373.0,,2020,345.0,373.0,0.0
middle,2019-2020,Louisville Middle,535.0,108.0,5.0,5.0,,648.0,653.0,,2020,643.0,653.0,0.0
middle,2019-2020,Meadowlark,139.0,21.0,16.0,8.0,,168.0,184.0,,2020,160.0,184.0,0.0
middle,2019-2020,Angevine,649.0,20.0,10.0,6.0,,675.0,685.0,,2020,669.0,685.0,0.0
middle,2019-2020,Broomfield Heights,314.0,73.0,165.0,11.0,,398.0,563.0,,2020,387.0,563.0,0.0
middle,2019-2020,Aspen Creek K-8,312.0,20.0,71.0,4.0,,336.0,407.0,,2020,332.0,407.0,0.0
middle,2019-2020,Southern Hills,377.0,130.0,14.0,8.0,,515.0,529.0,,2020,507.0,529.0,0.0
middle,2019-2020,Platt,332.0,175.0,16.0,9.0,,516.0,532.0,,2020,507.0,532.0,0.0
middle,2019-2020,Centennial,570.0,58.0,5.0,2.0,,630.0,635.0,,2020,628.0,635.0,0.0
middle,2019-2020,Casey,501.0,115.0,5.0,13.0,,629.0,634.0,,2020,616.0,634.0,0.0
middle,2019-2020,Manhattan,276.0,216.0,32.0,15.0,,507.0,539.0,,2020,492.0,539.0,0.0
middle,2020-2021,Peak to Peak,,328.0,76.0,2.0,,330.0,406.0,,2021,328.0,406.0,0.0
middle,2020-2021,Justice High,,3.0,,,,3.0,3.0,,2021,3.0,3.0,0.0
middle,2020-2021,Summit,,348.0,4.0,1.0,1.0,350.0,354.0,,2021,348.0,354.0,0.0
middle,2020-2021,Horizons,,115.0,3.0,1.0,,116.0,119.0,,2021,115.0,119.0,0.0
middle,2020-2021,Halcyon,,4.0,,1.0,,5.0,5.0,,2021,4.0,5.0,0.0
middle,2020-2021,Boulder Universal,,289.0,47.0,,1.0,290.0,337.0,,2021,289.0,337.0,0.0
middle,2020-2021,Nederland,99.0,2.0,3.0,,,101.0,104.0,,2021,101.0,104.0,0.0
middle,2020-2021,Eldorado K-8,331.0,12.0,15.0,1.0,,344.0,359.0,,2021,343.0,359.0,0.0
middle,2020-2021,Monarch K-8,219.0,93.0,25.0,4.0,4.0,320.0,345.0,,2021,312.0,345.0,0.0
middle,2020-2021,Louisville Middle,473.0,115.0,6.0,8.0,,596.0,602.0,,2021,588.0,602.0,0.0
middle,2020-2021,Meadowlark,149.0,13.0,14.0,3.0,1.0,166.0,180.0,,2021,162.0,180.0,0.0
middle,2020-2021,Angevine,605.0,14.0,8.0,5.0,3.0,627.0,635.0,,2021,619.0,635.0,0.0
middle,2020-2021,Broomfield Heights,288.0,62.0,153.0,11.0,,361.0,514.0,,2021,350.0,514.0,0.0
middle,2020-2021,Aspen Creek K-8,251.0,18.0,85.0,8.0,1.0,278.0,363.0,,2021,269.0,363.0,0.0
middle,2020-2021,Southern Hills,322.0,133.0,10.0,11.0,,466.0,476.0,,2021,455.0,476.0,0.0
middle,2020-2021,Platt,292.0,156.0,12.0,11.0,,459.0,471.0,,2021,448.0,471.0,0.0
middle,2020-2021,Centennial,483.0,50.0,10.0,1.0,3.0,537.0,547.0,,2021,533.0,547.0,0.0
middle,2020-2021,Casey,396.0,86.0,7.0,14.0,,496.0,503.0,,2021,482.0,503.0,0.0
middle,2020-2021,Manhattan,225.0,174.0,27.0,11.0,1.0,411.0,438.0,,2021,399.0,438.0,0.0
middle,2021-2022,Peak to Peak,,326.0,76.0,2.0,1.0,329.0,405.0,,2022,326.0,405.0,0.0
middle,2021-2022,Summit,,345.0,7.0,4.0,,349.0,356.0,,2022,345.0,356.0,0.0
middle,2021-2022,Horizons,,107.0,6.0,3.0,,110.0,116.0,,2022,107.0,116.0,0.0
middle,2021-2022,Halcyon,,7.0,,1.0,,8.0,8.0,,2022,7.0,8.0,0.0
middle,2021-2022,Boulder Universal,,51.0,24.0,2.0,,53.0,77.0,,2022,51.0,77.0,0.0
middle,2021-2022,Nederland,105.0,,1.0,,,105.0,106.0,,2022,105.0,106.0,0.0
middle,2021-2022,Eldorado K-8,311.0,16.0,16.0,,,327.0,343.0,,2022,327.0,343.0,0.0
middle,2021-2022,Monarch K-8,239.0,94.0,29.0,5.0,,338.0,367.0,,2022,333.0,367.0,0.0
middle,2021-2022,Louisville Middle,461.0,110.0,9.0,9.0,,580.0,589.0,,2022,571.0,589.0,0.0
middle,2021-2022,Meadowlark,147.0,10.0,11.0,,1.0,158.0,169.0,,2022,157.0,169.0,0.0
middle,2021-2022,Angevine,624.0,14.0,9.0,7.0,1.0,646.0,655.0,,2022,638.0,655.0,0.0
middle,2021-2022,Broomfield Heights,294.0,61.0,140.0,16.0,3.0,374.0,514.0,,2022,355.0,514.0,0.0
middle,2021-2022,Aspen Creek K-8,231.0,21.0,79.0,9.0,,261.0,340.0,,2022,252.0,340.0,0.0
middle,2021-2022,Southern Hills,324.0,140.0,9.0,7.0,1.0,472.0,481.0,,2022,464.0,481.0,0.0
middle,2021-2022,Platt,270.0,160.0,12.0,10.0,2.0,442.0,454.0,,2022,430.0,454.0,0.0
middle,2021-2022,Centennial,534.0,52.0,2.0,2.0,3.0,591.0,593.0,,2022,586.0,593.0,0.0
middle,2021-2022,Casey,400.0,85.0,8.0,5.0,1.0,491.0,499.0,,2022,485.0,499.0,0.0
middle,2021-2022,Manhattan,219.0,172.0,28.0,10.0,,401.0,429.0,,2022,391.0,429.0,0.0
middle,2022-2023,Peak to Peak,,331.0,71.0,3.0,,334.0,405.0,,2023,331.0,405.0,0.0
middle,2022-2023,Justice High,,5.0,1.0,1.0,,6.0,7.0,,2023,5.0,7.0,0.0
middle,2022-2023,Summit,,344.0,5.0,5.0,2.0,351.0,356.0,,2023,344.0,356.0,0.0
middle,2022-2023,Horizons,,109.0,7.0,2.0,,111.0,118.0,,2023,109.0,118.0,0.0
middle,2022-2023,Halcyon,,5.0,,2.0,,7.0,7.0,,2023,5.0,7.0,0.0
middle,2022-2023,Boulder Universal,,26.0,11.0,2.0,,28.0,39.0,,2023,26.0,39.0,0.0
middle,2022-2023,Nederland,102.0,2.0,4.0,,,104.0,108.0,,2023,104.0,108.0,0.0
middle,2022-2023,Eldorado K-8,275.0,12.0,12.0,4.0,,291.0,303.0,,2023,287.0,303.0,0.0
middle,2022-2023,Monarch K-8,227.0,109.0,35.0,12.0,,348.0,383.0,,2023,336.0,383.0,0.0
middle,2022-2023,Louisville Middle,453.0,120.0,7.0,15.0,,588.0,595.0,,2023,573.0,595.0,0.0
middle,2022-2023,Meadowlark,157.0,11.0,20.0,,,168.0,188.0,,2023,168.0,188.0,0.0
middle,2022-2023,Angevine,614.0,21.0,11.0,5.0,3.0,643.0,654.0,,2023,635.0,654.0,0.0
middle,2022-2023,Broomfield Heights,271.0,64.0,140.0,10.0,,345.0,485.0,,2023,335.0,485.0,0.0
middle,2022-2023,Aspen Creek K-8,229.0,24.0,73.0,8.0,,261.0,334.0,,2023,253.0,334.0,0.0
middle,2022-2023,Southern Hills,298.0,134.0,14.0,7.0,1.0,440.0,454.0,,2023,432.0,454.0,0.0
middle,2022-2023,Platt,257.0,181.0,10.0,15.0,1.0,454.0,464.0,,2023,438.0,464.0,0.0
middle,2022-2023,Centennial,494.0,62.0,7.0,2.0,1.0,559.0,566.0,,2023,556.0,566.0,0.0
middle,2022-2023,Casey,358.0,72.0,11.0,6.0,3.0,439.0,450.0,,2023,430.0,450.0,0.0
middle,2022-2023,Manhattan,199.0,155.0,27.0,16.0,2.0,372.0,399.0,,2023,354.0,399.0,0.0
middle,2023-2024,Peak to Peak,,326.0,79.0,1.0,,327.0,406.0,,2024,326.0,406.0,0.0
middle,2023-2024,Justice High,,4.0,3.0,3.0,,7.0,10.0,,2024,4.0,10.0,0.0
middle,2023-2024,Summit,,351.0,4.0,6.0,,357.0,361.0,,2024,351.0,361.0,0.0
middle,2023-2024,Horizons,,108.0,7.0,2.0,,110.0,117.0,,2024,108.0,117.0,0.0
middle,2023-2024,Halcyon,,,,4.0,,4.0,4.0,,2024,0.0,4.0,0.0
middle,2023-2024,Boulder Universal,,29.0,21.0,2.0,,31.0,52.0,,2024,29.0,52.0,0.0
middle,2023-2024,Nederland,105.0,,4.0,,,105.0,109.0,,2024,105.0,109.0,0.0
middle,2023-2024,Eldorado K-8,238.0,6.0,11.0,7.0,,251.0,262.0,,2024,244.0,262.0,0.0
middle,2023-2024,Monarch K-8,211.0,150.0,38.0,11.0,1.0,373.0,411.0,,2024,361.0,411.0,0.0
middle,2023-2024,Louisville Middle,445.0,131.0,14.0,17.0,1.0,594.0,608.0,,2024,576.0,608.0,0.0
middle,2023-2024,Meadowlark,186.0,11.0,22.0,1.0,,198.0,220.0,,2024,197.0,220.0,0.0
middle,2023-2024,Angevine,562.0,21.0,14.0,5.0,5.0,593.0,607.0,,2024,583.0,607.0,0.0
middle,2023-2024,Broomfield Heights,255.0,85.0,142.0,11.0,3.0,354.0,496.0,,2024,340.0,496.0,0.0
middle,2023-2024,Aspen Creek K-8,189.0,28.0,89.0,9.0,,226.0,315.0,,2024,217.0,315.0,0.0
middle,2023-2024,Southern Hills,307.0,166.0,18.0,1.0,,474.0,492.0,,2024,473.0,492.0,0.0
middle,2023-2024,Platt,263.0,209.0,16.0,15.0,1.0,488.0,504.0,,2024,472.0,504.0,0.0
middle,2023-2024,Centennial,522.0,92.0,4.0,1.0,,615.0,619.0,,2024,614.0,619.0,0.0
middle,2023-2024,Casey,308.0,68.0,10.0,4.0,,380.0,390.0,,2024,376.0,390.0,0.0
middle,2023-2024,Manhattan,183.0,183.0,35.0,15.0,,381.0,416.0,,2024,366.0,416.0,0.0
middle,2024-2025,Peak to Peak,,332.0,70.0,1.0,1.0,334.0,404.0,,2025,332.0,404.0,0.0
middle,2024-2025,Justice High,,3.0,3.0,3.0,,6.0,9.0,,2025,3.0,9.0,0.0
middle,2024-2025,Summit,,358.0,3.0,4.0,1.0,363.0,366.0,,2025,358.0,366.0,0.0
middle,2024-2025,Horizons,,111.0,6.0,3.0,,114.0,120.0,,2025,111.0,120.0,0.0
middle,2024-2025,Halcyon,,3.0,,4.0,,7.0,7.0,,2025,3.0,7.0,0.0
middle,2024-2025,Boulder Universal,,23.0,22.0,4.0,,27.0,49.0,,2025,23.0,49.0,0.0
middle,2024-2025,Nederland,94.0,1.0,4.0,,,95.0,99.0,,2025,95.0,99.0,0.0
middle,2024-2025,Eldorado K-8,212.0,11.0,9.0,8.0,,231.0,240.0,,2025,223.0,240.0,0.0
middle,2024-2025,Monarch K-8,177.0,171.0,36.0,14.0,,362.0,398.0,,2025,348.0,398.0,0.0
middle,2024-2025,Louisville Middle,433.0,173.0,10.0,11.0,,617.0,627.0,,2025,606.0,627.0,0.0
middle,2024-2025,Meadowlark,187.0,18.0,19.0,2.0,,207.0,226.0,,2025,205.0,226.0,0.0
middle,2024-2025,Angevine,570.0,28.0,7.0,9.0,2.0,609.0,616.0,,2025,598.0,616.0,0.0
middle,2024-2025,Broomfield Heights,269.0,66.0,145.0,7.0,1.0,343.0,488.0,,2025,335.0,488.0,0.0
middle,2024-2025,Aspen Creek K-8,225.0,37.0,100.0,9.0,,271.0,371.0,,2025,262.0,371.0,0.0
middle,2024-2025,Southern Hills,314.0,157.0,24.0,5.0,1.0,477.0,501.0,,2025,471.0,501.0,0.0
middle,2024-2025,Platt,240.0,215.0,16.0,12.0,,467.0,483.0,,2025,455.0,483.0,0.0
middle,2024-2025,Centennial,473.0,113.0,4.0,2.0,1.0,589.0,593.0,,2025,586.0,593.0,0.0
middle,2024-2025,Casey,281.0,63.0,12.0,4.0,,348.0,360.0,,2025,344.0,360.0,0.0
middle,2024-2025,Manhattan,204.0,208.0,39.0,27.0,2.0,441.0,480.0,,2025,412.0,480.0,0.0
middle,2025-2026,Peak to Peak,,332.0,71.0,1.0,,333.0,404.0,,2026,332.0,404.0,0.0
middle,2025-2026,Justice High,,2.0,2.0,2.0,,4.0,6.0,,2026,2.0,6.0,0.0
middle,2025-2026,Summit,,358.0,3.0,3.0,1.0,362.0,365.0,,2026,358.0,365.0,0.0
middle,2025-2026,Horizons,,115.0,6.0,2.0,,117.0,123.0,,2026,115.0,123.0,0.0
middle,2025-2026,Halcyon,,4.0,,,,4.0,4.0,,2026,4.0,4.0,0.0
middle,2025-2026,Boulder Universal,,19.0,13.0,1.0,,20.0,33.0,,2026,19.0,33.0,0.0
middle,2025-2026,Nederland,86.0,,5.0,,,86.0,91.0,,2026,86.0,91.0,0.0
middle,2025-2026,Eldorado K-8,136.0,17.0,9.0,5.0,,158.0,167.0,,2026,153.0,167.0,0.0
middle,2025-2026,Monarch K-8,169.0,206.0,35.0,12.0,1.0,388.0,423.0,,2026,375.0,423.0,0.0
middle,2025-2026,Louisville Middle,399.0,208.0,12.0,6.0,,613.0,625.0,,2026,607.0,625.0,0.0
middle,2025-2026,Meadowlark,208.0,17.0,10.0,3.0,,228.0,238.0,,2026,225.0,238.0,0.0
middle,2025-2026,Angevine,551.0,18.0,12.0,4.0,3.0,576.0,588.0,,2026,569.0,588.0,0.0
middle,2025-2026,Broomfield Heights,250.0,69.0,151.0,10.0,1.0,330.0,481.0,,2026,319.0,481.0,0.0
middle,2025-2026,Aspen Creek K-8,235.0,35.0,127.0,12.0,,282.0,409.0,,2026,270.0,409.0,0.0
middle,2025-2026,Southern Hills,317.0,219.0,14.0,7.0,1.0,544.0,558.0,,2026,536.0,558.0,0.0
middle,2025-2026,Platt,266.0,201.0,12.0,8.0,,475.0,487.0,,2026,467.0,487.0,0.0
middle,2025-2026,Centennial,432.0,119.0,7.0,1.0,,552.0,559.0,,2026,551.0,559.0,0.0
middle,2025-2026,Casey,254.0,54.0,9.0,1.0,1.0,310.0,319.0,,2026,308.0,319.0,0.0
middle,2025-2026,Manhattan,178.0,215.0,34.0,25.0,,418.0,452.0,,2026,393.0,452.0,0.0
