county,year,population,basis,countyfips
Morgan,1880,0.0,decennial census,087
Morgan,1890,1601.0,decennial census,087
Morgan,1900,3268.0,decennial census,087
Morgan,1910,9577.0,decennial census,087
Morgan,1920,16124.0,decennial census,087
Morgan,1930,18284.0,decennial census,087
Morgan,1940,17214.0,decennial census,087
Morgan,1950,18074.0,decennial census,087
Morgan,1960,21192.0,decennial census,087
Morgan,1970,20105.0,decennial census,087
Morgan,1980,22513.0,sdo annual estimate,087
Morgan,1981,22435.0,sdo annual estimate,087
Morgan,1982,22700.0,sdo annual estimate,087
Morgan,1983,23286.0,sdo annual estimate,087
Morgan,1984,22827.0,sdo annual estimate,087
Morgan,1985,22431.0,sdo annual estimate,087
Morgan,1986,21508.0,sdo annual estimate,087
Morgan,1987,21678.0,sdo annual estimate,087
Morgan,1988,21831.0,sdo annual estimate,087
Morgan,1989,21895.0,sdo annual estimate,087
Morgan,1990,21939.0,sdo annual estimate,087
Morgan,1991,22703.0,sdo annual estimate,087
Morgan,1992,23482.0,sdo annual estimate,087
Morgan,1993,24241.0,sdo annual estimate,087
Morgan,1994,25088.0,sdo annual estimate,087
Morgan,1995,25362.0,sdo annual estimate,087
Morgan,1996,26042.0,sdo annual estimate,087
Morgan,1997,26647.0,sdo annual estimate,087
Morgan,1998,26662.0,sdo annual estimate,087
Morgan,1999,26953.0,sdo annual estimate,087
Morgan,2000,27251.0,sdo annual estimate,087
Morgan,2001,27475.0,sdo annual estimate,087
Morgan,2002,27662.0,sdo annual estimate,087
Morgan,2003,27855.0,sdo annual estimate,087
Morgan,2004,27912.0,sdo annual estimate,087
Morgan,2005,27947.0,sdo annual estimate,087
Morgan,2006,27983.0,sdo annual estimate,087
Morgan,2007,27848.0,sdo annual estimate,087
Morgan,2008,27746.0,sdo annual estimate,087
Morgan,2009,28026.0,sdo annual estimate,087
Morgan,2010,28196.0,sdo annual estimate,087
Morgan,2011,28430.0,sdo annual estimate,087
Morgan,2012,28247.0,sdo annual estimate,087
Morgan,2013,28249.0,sdo annual estimate,087
Morgan,2014,28162.0,sdo annual estimate,087
Morgan,2015,28335.0,sdo annual estimate,087
Morgan,2016,28294.0,sdo annual estimate,087
Morgan,2017,28425.0,sdo annual estimate,087
Morgan,2018,28933.0,sdo annual estimate,087
Morgan,2019,29131.0,sdo annual estimate,087
Morgan,2020,29082.0,sdo annual estimate,087
Morgan,2021,29017.0,sdo annual estimate,087
Morgan,2022,29396.0,sdo annual estimate,087
Morgan,2023,29795.0,sdo annual estimate,087
Morgan,2024,30302.0,sdo annual estimate,087
Otero,1870,0.0,decennial census,089
Otero,1880,0.0,decennial census,089
Otero,1890,4192.0,decennial census,089
Otero,1900,11522.0,decennial census,089
Otero,1910,20201.0,decennial census,089
Otero,1920,22623.0,decennial census,089
Otero,1930,24390.0,decennial census,089
Otero,1940,23571.0,decennial census,089
Otero,1950,25275.0,decennial census,089
Otero,1960,24128.0,decennial census,089
Otero,1970,23523.0,decennial census,089
Otero,1980,22567.0,sdo annual estimate,089
Otero,1981,22523.0,sdo annual estimate,089
Otero,1982,22355.0,sdo annual estimate,089
Otero,1983,22291.0,sdo annual estimate,089
Otero,1984,21815.0,sdo annual estimate,089
Otero,1985,21760.0,sdo annual estimate,089
Otero,1986,21457.0,sdo annual estimate,089
Otero,1987,20914.0,sdo annual estimate,089
Otero,1988,20845.0,sdo annual estimate,089
Otero,1989,20468.0,sdo annual estimate,089
Otero,1990,20185.0,sdo annual estimate,089
Otero,1991,20373.0,sdo annual estimate,089
Otero,1992,20294.0,sdo annual estimate,089
Otero,1993,20435.0,sdo annual estimate,089
Otero,1994,20490.0,sdo annual estimate,089
Otero,1995,20695.0,sdo annual estimate,089
Otero,1996,20747.0,sdo annual estimate,089
Otero,1997,20767.0,sdo annual estimate,089
Otero,1998,20516.0,sdo annual estimate,089
Otero,1999,20399.0,sdo annual estimate,089
Otero,2000,20243.0,sdo annual estimate,089
Otero,2001,19900.0,sdo annual estimate,089
Otero,2002,19624.0,sdo annual estimate,089
Otero,2003,19667.0,sdo annual estimate,089
Otero,2004,19561.0,sdo annual estimate,089
Otero,2005,19370.0,sdo annual estimate,089
Otero,2006,19193.0,sdo annual estimate,089
Otero,2007,18937.0,sdo annual estimate,089
Otero,2008,18853.0,sdo annual estimate,089
Otero,2009,18844.0,sdo annual estimate,089
Otero,2010,18838.0,sdo annual estimate,089
Otero,2011,18831.0,sdo annual estimate,089
Otero,2012,18815.0,sdo annual estimate,089
Otero,2013,18799.0,sdo annual estimate,089
Otero,2014,18779.0,sdo annual estimate,089
Otero,2015,18817.0,sdo annual estimate,089
Otero,2016,18797.0,sdo annual estimate,089
Otero,2017,18763.0,sdo annual estimate,089
Otero,2018,18756.0,sdo annual estimate,089
Otero,2019,18734.0,sdo annual estimate,089
Otero,2020,18670.0,sdo annual estimate,089
Otero,2021,18527.0,sdo annual estimate,089
Otero,2022,18277.0,sdo annual estimate,089
Otero,2023,18142.0,sdo annual estimate,089
Otero,2024,17916.0,sdo annual estimate,089
Ouray,1870,0.0,decennial census,091
Ouray,1880,2669.0,decennial census,091
Ouray,1890,6510.0,decennial census,091
Ouray,1900,4731.0,decennial census,091
Ouray,1910,3514.0,decennial census,091
Ouray,1920,2620.0,decennial census,091
Ouray,1930,1784.0,decennial census,091
Ouray,1940,2089.0,decennial census,091
Ouray,1950,2103.0,decennial census,091
Ouray,1960,1601.0,decennial census,091
Ouray,1970,1546.0,decennial census,091
Ouray,1980,1925.0,sdo annual estimate,091
Ouray,1981,2056.0,sdo annual estimate,091
Ouray,1982,2110.0,sdo annual estimate,091
Ouray,1983,2124.0,sdo annual estimate,091
Ouray,1984,2207.0,sdo annual estimate,091
Ouray,1985,2130.0,sdo annual estimate,091
Ouray,1986,1999.0,sdo annual estimate,091
Ouray,1987,2151.0,sdo annual estimate,091
Ouray,1988,2219.0,sdo annual estimate,091
Ouray,1989,2262.0,sdo annual estimate,091
Ouray,1990,2295.0,sdo annual estimate,091
Ouray,1991,2419.0,sdo annual estimate,091
Ouray,1992,2535.0,sdo annual estimate,091
Ouray,1993,2653.0,sdo annual estimate,091
Ouray,1994,2902.0,sdo annual estimate,091
Ouray,1995,3085.0,sdo annual estimate,091
Ouray,1996,3252.0,sdo annual estimate,091
Ouray,1997,3322.0,sdo annual estimate,091
Ouray,1998,3453.0,sdo annual estimate,091
Ouray,1999,3618.0,sdo annual estimate,091
Ouray,2000,3775.0,sdo annual estimate,091
Ouray,2001,3809.0,sdo annual estimate,091
Ouray,2002,3903.0,sdo annual estimate,091
Ouray,2003,3905.0,sdo annual estimate,091
Ouray,2004,4023.0,sdo annual estimate,091
Ouray,2005,4084.0,sdo annual estimate,091
Ouray,2006,4137.0,sdo annual estimate,091
Ouray,2007,4274.0,sdo annual estimate,091
Ouray,2008,4407.0,sdo annual estimate,091
Ouray,2009,4372.0,sdo annual estimate,091
Ouray,2010,4446.0,sdo annual estimate,091
Ouray,2011,4404.0,sdo annual estimate,091
Ouray,2012,4478.0,sdo annual estimate,091
Ouray,2013,4515.0,sdo annual estimate,091
Ouray,2014,4528.0,sdo annual estimate,091
Ouray,2015,4550.0,sdo annual estimate,091
Ouray,2016,4721.0,sdo annual estimate,091
Ouray,2017,4730.0,sdo annual estimate,091
Ouray,2018,4736.0,sdo annual estimate,091
Ouray,2019,4886.0,sdo annual estimate,091
Ouray,2020,4877.0,sdo annual estimate,091
Ouray,2021,5052.0,sdo annual estimate,091
Ouray,2022,5096.0,sdo annual estimate,091
Ouray,2023,5177.0,sdo annual estimate,091
Ouray,2024,5191.0,sdo annual estimate,091
Park,1870,447.0,decennial census,093
Park,1880,3970.0,decennial census,093
Park,1890,3548.0,decennial census,093
Park,1900,2988.0,decennial census,093
Park,1910,2492.0,decennial census,093
Park,1920,1977.0,decennial census,093
Park,1930,2052.0,decennial census,093
Park,1940,3272.0,decennial census,093
Park,1950,1870.0,decennial census,093
Park,1960,1822.0,decennial census,093
Park,1970,2185.0,decennial census,093
Park,1980,5333.0,sdo annual estimate,093
Park,1981,5975.0,sdo annual estimate,093
Park,1982,6399.0,sdo annual estimate,093
Park,1983,6888.0,sdo annual estimate,093
Park,1984,6747.0,sdo annual estimate,093
Park,1985,6601.0,sdo annual estimate,093
Park,1986,6860.0,sdo annual estimate,093
Park,1987,6937.0,sdo annual estimate,093
Park,1988,6893.0,sdo annual estimate,093
Park,1989,7054.0,sdo annual estimate,093
Park,1990,7174.0,sdo annual estimate,093
Park,1991,7700.0,sdo annual estimate,093
Park,1992,8092.0,sdo annual estimate,093
Park,1993,8581.0,sdo annual estimate,093
Park,1994,9526.0,sdo annual estimate,093
Park,1995,10577.0,sdo annual estimate,093
Park,1996,11377.0,sdo annual estimate,093
Park,1997,12362.0,sdo annual estimate,093
Park,1998,13065.0,sdo annual estimate,093
Park,1999,13900.0,sdo annual estimate,093
Park,2000,14729.0,sdo annual estimate,093
Park,2001,15172.0,sdo annual estimate,093
Park,2002,15417.0,sdo annual estimate,093
Park,2003,15789.0,sdo annual estimate,093
Park,2004,15913.0,sdo annual estimate,093
Park,2005,16061.0,sdo annual estimate,093
Park,2006,16128.0,sdo annual estimate,093
Park,2007,16336.0,sdo annual estimate,093
Park,2008,16278.0,sdo annual estimate,093
Park,2009,15971.0,sdo annual estimate,093
Park,2010,16262.0,sdo annual estimate,093
Park,2011,15896.0,sdo annual estimate,093
Park,2012,15739.0,sdo annual estimate,093
Park,2013,15730.0,sdo annual estimate,093
Park,2014,15778.0,sdo annual estimate,093
Park,2015,15975.0,sdo annual estimate,093
Park,2016,16461.0,sdo annual estimate,093
Park,2017,16866.0,sdo annual estimate,093
Park,2018,17366.0,sdo annual estimate,093
Park,2019,17512.0,sdo annual estimate,093
Park,2020,17419.0,sdo annual estimate,093
Park,2021,17740.0,sdo annual estimate,093
Park,2022,17914.0,sdo annual estimate,093
Park,2023,18124.0,sdo annual estimate,093
Park,2024,18327.0,sdo annual estimate,093
Phillips,1870,0.0,decennial census,095
Phillips,1880,0.0,decennial census,095
Phillips,1890,2642.0,decennial census,095
Phillips,1900,1583.0,decennial census,095
Phillips,1910,3179.0,decennial census,095
Phillips,1920,5499.0,decennial census,095
Phillips,1930,5797.0,decennial census,095
Phillips,1940,4948.0,decennial census,095
Phillips,1950,4924.0,decennial census,095
Phillips,1960,4440.0,decennial census,095
Phillips,1970,4131.0,decennial census,095
Phillips,1980,4542.0,sdo annual estimate,095
Phillips,1981,4495.0,sdo annual estimate,095
Phillips,1982,4561.0,sdo annual estimate,095
Phillips,1983,4688.0,sdo annual estimate,095
Phillips,1984,4430.0,sdo annual estimate,095
Phillips,1985,4421.0,sdo annual estimate,095
Phillips,1986,4445.0,sdo annual estimate,095
Phillips,1987,4411.0,sdo annual estimate,095
Phillips,1988,4332.0,sdo annual estimate,095
Phillips,1989,4249.0,sdo annual estimate,095
Phillips,1990,4189.0,sdo annual estimate,095
Phillips,1991,4209.0,sdo annual estimate,095
Phillips,1992,4231.0,sdo annual estimate,095
Phillips,1993,4378.0,sdo annual estimate,095
Phillips,1994,4401.0,sdo annual estimate,095
Phillips,1995,4479.0,sdo annual estimate,095
Phillips,1996,4504.0,sdo annual estimate,095
Phillips,1997,4574.0,sdo annual estimate,095
Phillips,1998,4570.0,sdo annual estimate,095
Phillips,1999,4518.0,sdo annual estimate,095
Phillips,2000,4452.0,sdo annual estimate,095
Phillips,2001,4487.0,sdo annual estimate,095
Phillips,2002,4496.0,sdo annual estimate,095
Phillips,2003,4477.0,sdo annual estimate,095
Phillips,2004,4580.0,sdo annual estimate,095
Phillips,2005,4548.0,sdo annual estimate,095
Phillips,2006,4504.0,sdo annual estimate,095
Phillips,2007,4484.0,sdo annual estimate,095
Phillips,2008,4451.0,sdo annual estimate,095
Phillips,2009,4454.0,sdo annual estimate,095
Phillips,2010,4465.0,sdo annual estimate,095
Phillips,2011,4473.0,sdo annual estimate,095
Phillips,2012,4482.0,sdo annual estimate,095
Phillips,2013,4486.0,sdo annual estimate,095
Phillips,2014,4494.0,sdo annual estimate,095
Phillips,2015,4499.0,sdo annual estimate,095
Phillips,2016,4505.0,sdo annual estimate,095
Phillips,2017,4514.0,sdo annual estimate,095
Phillips,2018,4515.0,sdo annual estimate,095
Phillips,2019,4520.0,sdo annual estimate,095
Phillips,2020,4523.0,sdo annual estimate,095
Phillips,2021,4499.0,sdo annual estimate,095
Phillips,2022,4450.0,sdo annual estimate,095
Phillips,2023,4471.0,sdo annual estimate,095
Phillips,2024,4484.0,sdo annual estimate,095
Pitkin,1870,0.0,decennial census,097
Pitkin,1880,0.0,decennial census,097
Pitkin,1890,8929.0,decennial census,097
Pitkin,1900,7020.0,decennial census,097
Pitkin,1910,4566.0,decennial census,097
Pitkin,1920,2787.0,decennial census,097
Pitkin,1930,1770.0,decennial census,097
Pitkin,1940,1836.0,decennial census,097
Pitkin,1950,1646.0,decennial census,097
Pitkin,1960,2381.0,decennial census,097
Pitkin,1970,6185.0,decennial census,097
Pitkin,1980,10338.0,sdo annual estimate,097
Pitkin,1981,9924.0,sdo annual estimate,097
Pitkin,1982,10036.0,sdo annual estimate,097
Pitkin,1983,10207.0,sdo annual estimate,097
Pitkin,1984,10773.0,sdo annual estimate,097
Pitkin,1985,11316.0,sdo annual estimate,097
Pitkin,1986,11968.0,sdo annual estimate,097
Pitkin,1987,12042.0,sdo annual estimate,097
Pitkin,1988,12092.0,sdo annual estimate,097
Pitkin,1989,12415.0,sdo annual estimate,097
Pitkin,1990,12661.0,sdo annual estimate,097
Pitkin,1991,12982.0,sdo annual estimate,097
Pitkin,1992,13371.0,sdo annual estimate,097
Pitkin,1993,14061.0,sdo annual estimate,097
Pitkin,1994,14539.0,sdo annual estimate,097
Pitkin,1995,14652.0,sdo annual estimate,097
Pitkin,1996,14553.0,sdo annual estimate,097
Pitkin,1997,14787.0,sdo annual estimate,097
Pitkin,1998,14781.0,sdo annual estimate,097
Pitkin,1999,14833.0,sdo annual estimate,097
Pitkin,2000,15764.0,sdo annual estimate,097
Pitkin,2001,16184.0,sdo annual estimate,097
Pitkin,2002,16101.0,sdo annual estimate,097
Pitkin,2003,16275.0,sdo annual estimate,097
Pitkin,2004,16077.0,sdo annual estimate,097
Pitkin,2005,16136.0,sdo annual estimate,097
Pitkin,2006,16087.0,sdo annual estimate,097
Pitkin,2007,16236.0,sdo annual estimate,097
Pitkin,2008,16673.0,sdo annual estimate,097
Pitkin,2009,17053.0,sdo annual estimate,097
Pitkin,2010,17156.0,sdo annual estimate,097
Pitkin,2011,17128.0,sdo annual estimate,097
Pitkin,2012,17201.0,sdo annual estimate,097
Pitkin,2013,17321.0,sdo annual estimate,097
Pitkin,2014,17521.0,sdo annual estimate,097
Pitkin,2015,17701.0,sdo annual estimate,097
Pitkin,2016,17691.0,sdo annual estimate,097
Pitkin,2017,17658.0,sdo annual estimate,097
Pitkin,2018,17643.0,sdo annual estimate,097
Pitkin,2019,17413.0,sdo annual estimate,097
Pitkin,2020,17358.0,sdo annual estimate,097
Pitkin,2021,17341.0,sdo annual estimate,097
Pitkin,2022,16868.0,sdo annual estimate,097
Pitkin,2023,16679.0,sdo annual estimate,097
Pitkin,2024,16593.0,sdo annual estimate,097
Prowers,1870,0.0,decennial census,099
Prowers,1880,0.0,decennial census,099
Prowers,1890,1969.0,decennial census,099
Prowers,1900,3766.0,decennial census,099
Prowers,1910,9520.0,decennial census,099
Prowers,1920,13845.0,decennial census,099
Prowers,1930,14762.0,decennial census,099
Prowers,1940,12304.0,decennial census,099
Prowers,1950,14836.0,decennial census,099
Prowers,1960,13296.0,decennial census,099
Prowers,1970,13258.0,decennial census,099
Prowers,1980,13070.0,sdo annual estimate,099
Prowers,1981,13092.0,sdo annual estimate,099
Prowers,1982,13363.0,sdo annual estimate,099
Prowers,1983,14104.0,sdo annual estimate,099
Prowers,1984,14307.0,sdo annual estimate,099
Prowers,1985,14374.0,sdo annual estimate,099
Prowers,1986,14128.0,sdo annual estimate,099
Prowers,1987,13986.0,sdo annual estimate,099
Prowers,1988,14231.0,sdo annual estimate,099
Prowers,1989,13719.0,sdo annual estimate,099
Prowers,1990,13347.0,sdo annual estimate,099
Prowers,1991,12958.0,sdo annual estimate,099
Prowers,1992,13105.0,sdo annual estimate,099
Prowers,1993,13422.0,sdo annual estimate,099
Prowers,1994,13686.0,sdo annual estimate,099
Prowers,1995,13823.0,sdo annual estimate,099
Prowers,1996,14002.0,sdo annual estimate,099
Prowers,1997,14117.0,sdo annual estimate,099
Prowers,1998,14224.0,sdo annual estimate,099
Prowers,1999,14372.0,sdo annual estimate,099
Prowers,2000,14453.0,sdo annual estimate,099
Prowers,2001,14109.0,sdo annual estimate,099
Prowers,2002,14011.0,sdo annual estimate,099
Prowers,2003,13822.0,sdo annual estimate,099
Prowers,2004,13656.0,sdo annual estimate,099
Prowers,2005,13510.0,sdo annual estimate,099
Prowers,2006,13208.0,sdo annual estimate,099
Prowers,2007,12772.0,sdo annual estimate,099
Prowers,2008,12682.0,sdo annual estimate,099
Prowers,2009,12576.0,sdo annual estimate,099
Prowers,2010,12531.0,sdo annual estimate,099
Prowers,2011,12478.0,sdo annual estimate,099
Prowers,2012,12398.0,sdo annual estimate,099
Prowers,2013,12287.0,sdo annual estimate,099
Prowers,2014,12023.0,sdo annual estimate,099
Prowers,2015,11891.0,sdo annual estimate,099
Prowers,2016,11887.0,sdo annual estimate,099
Prowers,2017,11930.0,sdo annual estimate,099
Prowers,2018,11971.0,sdo annual estimate,099
Prowers,2019,12011.0,sdo annual estimate,099
Prowers,2020,12013.0,sdo annual estimate,099
Prowers,2021,11937.0,sdo annual estimate,099
Prowers,2022,11825.0,sdo annual estimate,099
Prowers,2023,11779.0,sdo annual estimate,099
Prowers,2024,11944.0,sdo annual estimate,099
Pueblo,1870,2265.0,decennial census,101
Pueblo,1880,7617.0,decennial census,101
Pueblo,1890,31491.0,decennial census,101
Pueblo,1900,34448.0,decennial census,101
Pueblo,1910,52223.0,decennial census,101
Pueblo,1920,57638.0,decennial census,101
Pueblo,1930,66038.0,decennial census,101
Pueblo,1940,68870.0,decennial census,101
Pueblo,1950,90188.0,decennial census,101
Pueblo,1960,118707.0,decennial census,101
Pueblo,1970,118238.0,decennial census,101
Pueblo,1980,125972.0,sdo annual estimate,101
Pueblo,1981,124797.0,sdo annual estimate,101
Pueblo,1982,123756.0,sdo annual estimate,101
Pueblo,1983,123434.0,sdo annual estimate,101
Pueblo,1984,122360.0,sdo annual estimate,101
Pueblo,1985,121907.0,sdo annual estimate,101
Pueblo,1986,122365.0,sdo annual estimate,101
Pueblo,1987,122838.0,sdo annual estimate,101
Pueblo,1988,123737.0,sdo annual estimate,101
Pueblo,1989,123363.0,sdo annual estimate,101
Pueblo,1990,123051.0,sdo annual estimate,101
Pueblo,1991,123486.0,sdo annual estimate,101
Pueblo,1992,124410.0,sdo annual estimate,101
Pueblo,1993,126348.0,sdo annual estimate,101
Pueblo,1994,128722.0,sdo annual estimate,101
Pueblo,1995,130832.0,sdo annual estimate,101
Pueblo,1996,132498.0,sdo annual estimate,101
Pueblo,1997,134794.0,sdo annual estimate,101
Pueblo,1998,137381.0,sdo annual estimate,101
Pueblo,1999,139718.0,sdo annual estimate,101
Pueblo,2000,141854.0,sdo annual estimate,101
Pueblo,2001,143996.0,sdo annual estimate,101
Pueblo,2002,146481.0,sdo annual estimate,101
Pueblo,2003,147972.0,sdo annual estimate,101
Pueblo,2004,148720.0,sdo annual estimate,101
Pueblo,2005,149969.0,sdo annual estimate,101
Pueblo,2006,152064.0,sdo annual estimate,101
Pueblo,2007,154759.0,sdo annual estimate,101
Pueblo,2008,156252.0,sdo annual estimate,101
Pueblo,2009,157324.0,sdo annual estimate,101
Pueblo,2010,159496.0,sdo annual estimate,101
Pueblo,2011,159838.0,sdo annual estimate,101
Pueblo,2012,160327.0,sdo annual estimate,101
Pueblo,2013,160565.0,sdo annual estimate,101
Pueblo,2014,160867.0,sdo annual estimate,101
Pueblo,2015,162449.0,sdo annual estimate,101
Pueblo,2016,164124.0,sdo annual estimate,101
Pueblo,2017,165549.0,sdo annual estimate,101
Pueblo,2018,166686.0,sdo annual estimate,101
Pueblo,2019,167486.0,sdo annual estimate,101
Pueblo,2020,168339.0,sdo annual estimate,101
Pueblo,2021,169307.0,sdo annual estimate,101
Pueblo,2022,169404.0,sdo annual estimate,101
Pueblo,2023,169681.0,sdo annual estimate,101
Pueblo,2024,169916.0,sdo annual estimate,101
Rio Blanco,1870,0.0,decennial census,103
Rio Blanco,1880,0.0,decennial census,103
Rio Blanco,1890,1200.0,decennial census,103
Rio Blanco,1900,1690.0,decennial census,103
Rio Blanco,1910,2332.0,decennial census,103
Rio Blanco,1920,3135.0,decennial census,103
Rio Blanco,1930,2980.0,decennial census,103
Rio Blanco,1940,2943.0,decennial census,103
Rio Blanco,1950,4719.0,decennial census,103
Rio Blanco,1960,5150.0,decennial census,103
Rio Blanco,1970,4842.0,decennial census,103
Rio Blanco,1980,6255.0,sdo annual estimate,103
Rio Blanco,1981,6886.0,sdo annual estimate,103
Rio Blanco,1982,7272.0,sdo annual estimate,103
Rio Blanco,1983,7621.0,sdo annual estimate,103
Rio Blanco,1984,6941.0,sdo annual estimate,103
Rio Blanco,1985,6590.0,sdo annual estimate,103
Rio Blanco,1986,6440.0,sdo annual estimate,103
Rio Blanco,1987,6428.0,sdo annual estimate,103
Rio Blanco,1988,6299.0,sdo annual estimate,103
Rio Blanco,1989,6111.0,sdo annual estimate,103
Rio Blanco,1990,6051.0,sdo annual estimate,103
Rio Blanco,1991,6027.0,sdo annual estimate,103
Rio Blanco,1992,6180.0,sdo annual estimate,103
Rio Blanco,1993,6259.0,sdo annual estimate,103
Rio Blanco,1994,6314.0,sdo annual estimate,103
Rio Blanco,1995,6403.0,sdo annual estimate,103
Rio Blanco,1996,6341.0,sdo annual estimate,103
Rio Blanco,1997,6322.0,sdo annual estimate,103
Rio Blanco,1998,6232.0,sdo annual estimate,103
Rio Blanco,1999,6091.0,sdo annual estimate,103
Rio Blanco,2000,5969.0,sdo annual estimate,103
Rio Blanco,2001,5880.0,sdo annual estimate,103
Rio Blanco,2002,5936.0,sdo annual estimate,103
Rio Blanco,2003,5855.0,sdo annual estimate,103
Rio Blanco,2004,5904.0,sdo annual estimate,103
Rio Blanco,2005,5818.0,sdo annual estimate,103
Rio Blanco,2006,5981.0,sdo annual estimate,103
Rio Blanco,2007,6093.0,sdo annual estimate,103
Rio Blanco,2008,6160.0,sdo annual estimate,103
Rio Blanco,2009,6317.0,sdo annual estimate,103
Rio Blanco,2010,6617.0,sdo annual estimate,103
Rio Blanco,2011,6736.0,sdo annual estimate,103
Rio Blanco,2012,6793.0,sdo annual estimate,103
Rio Blanco,2013,6764.0,sdo annual estimate,103
Rio Blanco,2014,6644.0,sdo annual estimate,103
Rio Blanco,2015,6621.0,sdo annual estimate,103
Rio Blanco,2016,6616.0,sdo annual estimate,103
Rio Blanco,2017,6568.0,sdo annual estimate,103
Rio Blanco,2018,6588.0,sdo annual estimate,103
Rio Blanco,2019,6528.0,sdo annual estimate,103
Rio Blanco,2020,6522.0,sdo annual estimate,103
Rio Blanco,2021,6445.0,sdo annual estimate,103
Rio Blanco,2022,6557.0,sdo annual estimate,103
Rio Blanco,2023,6581.0,sdo annual estimate,103
Rio Blanco,2024,6601.0,sdo annual estimate,103
Rio Grande,1870,0.0,decennial census,105
Rio Grande,1880,1944.0,decennial census,105
Rio Grande,1890,3451.0,decennial census,105
Rio Grande,1900,4080.0,decennial census,105
Rio Grande,1910,6583.0,decennial census,105
Rio Grande,1920,7855.0,decennial census,105
Rio Grande,1930,9953.0,decennial census,105
Rio Grande,1940,12404.0,decennial census,105
Rio Grande,1950,12832.0,decennial census,105
Rio Grande,1960,11160.0,decennial census,105
Rio Grande,1970,10494.0,decennial census,105
Rio Grande,1980,10511.0,sdo annual estimate,105
Rio Grande,1981,10856.0,sdo annual estimate,105
Rio Grande,1982,11092.0,sdo annual estimate,105
Rio Grande,1983,11373.0,sdo annual estimate,105
Rio Grande,1984,11375.0,sdo annual estimate,105
Rio Grande,1985,11546.0,sdo annual estimate,105
Rio Grande,1986,11906.0,sdo annual estimate,105
Rio Grande,1987,11758.0,sdo annual estimate,105
Rio Grande,1988,11578.0,sdo annual estimate,105
Rio Grande,1989,11109.0,sdo annual estimate,105
Rio Grande,1990,10770.0,sdo annual estimate,105
Rio Grande,1991,10835.0,sdo annual estimate,105
Rio Grande,1992,10940.0,sdo annual estimate,105
Rio Grande,1993,11211.0,sdo annual estimate,105
Rio Grande,1994,11461.0,sdo annual estimate,105
Rio Grande,1995,11698.0,sdo annual estimate,105
Rio Grande,1996,11820.0,sdo annual estimate,105
Rio Grande,1997,11966.0,sdo annual estimate,105
Rio Grande,1998,12123.0,sdo annual estimate,105
Rio Grande,1999,12289.0,sdo annual estimate,105
Rio Grande,2000,12429.0,sdo annual estimate,105
Rio Grande,2001,12406.0,sdo annual estimate,105
Rio Grande,2002,12409.0,sdo annual estimate,105
Rio Grande,2003,12619.0,sdo annual estimate,105
Rio Grande,2004,12824.0,sdo annual estimate,105
Rio Grande,2005,12696.0,sdo annual estimate,105
Rio Grande,2006,12439.0,sdo annual estimate,105
Rio Grande,2007,12167.0,sdo annual estimate,105
Rio Grande,2008,12105.0,sdo annual estimate,105
Rio Grande,2009,11995.0,sdo annual estimate,105
Rio Grande,2010,12001.0,sdo annual estimate,105
Rio Grande,2011,11957.0,sdo annual estimate,105
Rio Grande,2012,11912.0,sdo annual estimate,105
Rio Grande,2013,11868.0,sdo annual estimate,105
Rio Grande,2014,11823.0,sdo annual estimate,105
Rio Grande,2015,11778.0,sdo annual estimate,105
Rio Grande,2016,11734.0,sdo annual estimate,105
Rio Grande,2017,11688.0,sdo annual estimate,105
Rio Grande,2018,11644.0,sdo annual estimate,105
Rio Grande,2019,11600.0,sdo annual estimate,105
Rio Grande,2020,11537.0,sdo annual estimate,105
Rio Grande,2021,11408.0,sdo annual estimate,105
Rio Grande,2022,11330.0,sdo annual estimate,105
Rio Grande,2023,11208.0,sdo annual estimate,105
Rio Grande,2024,11139.0,sdo annual estimate,105
Routt,1870,0.0,decennial census,107
Routt,1880,140.0,decennial census,107
Routt,1890,2369.0,decennial census,107
Routt,1900,3661.0,decennial census,107
Routt,1910,7561.0,decennial census,107
Routt,1920,8948.0,decennial census,107
Routt,1930,9352.0,decennial census,107
Routt,1940,10525.0,decennial census,107
Routt,1950,8940.0,decennial census,107
Routt,1960,5900.0,decennial census,107
Routt,1970,6592.0,decennial census,107
Routt,1980,13404.0,sdo annual estimate,107
Routt,1981,13473.0,sdo annual estimate,107
Routt,1982,13758.0,sdo annual estimate,107
Routt,1983,13853.0,sdo annual estimate,107
Routt,1984,14248.0,sdo annual estimate,107
Routt,1985,14196.0,sdo annual estimate,107
Routt,1986,13863.0,sdo annual estimate,107
Routt,1987,13862.0,sdo annual estimate,107
Routt,1988,13765.0,sdo annual estimate,107
Routt,1989,13950.0,sdo annual estimate,107
Routt,1990,14088.0,sdo annual estimate,107
Routt,1991,14731.0,sdo annual estimate,107
Routt,1992,15149.0,sdo annual estimate,107
Routt,1993,15924.0,sdo annual estimate,107
Routt,1994,16617.0,sdo annual estimate,107
Routt,1995,17254.0,sdo annual estimate,107
Routt,1996,17718.0,sdo annual estimate,107
Routt,1997,18117.0,sdo annual estimate,107
Routt,1998,18606.0,sdo annual estimate,107
Routt,1999,19224.0,sdo annual estimate,107
Routt,2000,20123.0,sdo annual estimate,107
Routt,2001,20436.0,sdo annual estimate,107
Routt,2002,20892.0,sdo annual estimate,107
Routt,2003,21128.0,sdo annual estimate,107
Routt,2004,21293.0,sdo annual estimate,107
