countyfips,placefips,municipality,year,population
077,99990,Unincorporated Mesa County,1989,55802.0
077,99990,Unincorporated Mesa County,1990,53824.0
077,99990,Unincorporated Mesa County,1991,59067.0
077,99990,Unincorporated Mesa County,1992,59661.0
077,99990,Unincorporated Mesa County,1993,59422.0
077,99990,Unincorporated Mesa County,1994,56969.0
077,99990,Unincorporated Mesa County,1995,56191.0
077,99990,Unincorporated Mesa County,1996,57082.0
077,99990,Unincorporated Mesa County,1997,57602.0
077,99990,Unincorporated Mesa County,1998,58369.0
077,99990,Unincorporated Mesa County,1999,61799.0
077,99990,Unincorporated Mesa County,2000,61581.0
077,99990,Unincorporated Mesa County,2001,62468.0
077,99990,Unincorporated Mesa County,2002,63160.0
077,99990,Unincorporated Mesa County,2003,63788.0
077,99990,Unincorporated Mesa County,2004,63852.0
077,99990,Unincorporated Mesa County,2005,63778.0
077,99990,Unincorporated Mesa County,2006,65231.0
077,99990,Unincorporated Mesa County,2007,67016.0
077,99990,Unincorporated Mesa County,2008,68150.0
077,99990,Unincorporated Mesa County,2009,69896.0
077,99990,Unincorporated Mesa County,2010,71124.0
077,99990,Unincorporated Mesa County,2011,71275.0
077,99990,Unincorporated Mesa County,2012,71166.0
077,99990,Unincorporated Mesa County,2013,70848.0
077,99990,Unincorporated Mesa County,2014,70862.0
077,99990,Unincorporated Mesa County,2015,70968.0
077,99990,Unincorporated Mesa County,2016,71660.0
077,99990,Unincorporated Mesa County,2017,72206.0
077,99990,Unincorporated Mesa County,2018,72743.0
077,99990,Unincorporated Mesa County,2019,73114.0
077,99990,Unincorporated Mesa County,2020,73303.0
077,99990,Unincorporated Mesa County,2021,73556.0
077,99990,Unincorporated Mesa County,2022,73705.0
077,99990,Unincorporated Mesa County,2023,73900.0
077,99990,Unincorporated Mesa County,2024,74255.0
079,99990,Unincorporated Mineral County,1980,194.0
079,99990,Unincorporated Mineral County,1981,233.0
079,99990,Unincorporated Mineral County,1982,235.0
079,99990,Unincorporated Mineral County,1983,242.0
079,99990,Unincorporated Mineral County,1984,244.0
079,99990,Unincorporated Mineral County,1985,243.0
079,99990,Unincorporated Mineral County,1986,234.0
079,99990,Unincorporated Mineral County,1987,240.0
079,99990,Unincorporated Mineral County,1988,232.0
079,99990,Unincorporated Mineral County,1989,207.0
079,99990,Unincorporated Mineral County,1990,196.0
079,99990,Unincorporated Mineral County,1991,215.0
079,99990,Unincorporated Mineral County,1992,231.0
079,99990,Unincorporated Mineral County,1993,253.0
079,99990,Unincorporated Mineral County,1994,284.0
079,99990,Unincorporated Mineral County,1995,311.0
079,99990,Unincorporated Mineral County,1996,349.0
079,99990,Unincorporated Mineral County,1997,375.0
079,99990,Unincorporated Mineral County,1998,402.0
079,99990,Unincorporated Mineral County,1999,432.0
079,99990,Unincorporated Mineral County,2000,458.0
079,99990,Unincorporated Mineral County,2001,455.0
079,99990,Unincorporated Mineral County,2002,451.0
079,99990,Unincorporated Mineral County,2003,469.0
079,99990,Unincorporated Mineral County,2004,480.0
079,99990,Unincorporated Mineral County,2005,463.0
079,99990,Unincorporated Mineral County,2006,457.0
079,99990,Unincorporated Mineral County,2007,469.0
079,99990,Unincorporated Mineral County,2008,450.0
079,99990,Unincorporated Mineral County,2009,421.0
079,99990,Unincorporated Mineral County,2010,418.0
079,99990,Unincorporated Mineral County,2011,467.0
079,99990,Unincorporated Mineral County,2012,481.0
079,99990,Unincorporated Mineral County,2013,489.0
079,99990,Unincorporated Mineral County,2014,502.0
079,99990,Unincorporated Mineral County,2015,509.0
079,99990,Unincorporated Mineral County,2016,523.0
079,99990,Unincorporated Mineral County,2017,540.0
079,99990,Unincorporated Mineral County,2018,560.0
079,99990,Unincorporated Mineral County,2019,580.0
079,99990,Unincorporated Mineral County,2020,614.0
079,99990,Unincorporated Mineral County,2021,664.0
079,99990,Unincorporated Mineral County,2022,664.0
079,99990,Unincorporated Mineral County,2023,672.0
079,99990,Unincorporated Mineral County,2024,671.0
081,99990,Unincorporated Moffat County,1980,4687.0
081,99990,Unincorporated Moffat County,1981,3882.0
081,99990,Unincorporated Moffat County,1982,4210.0
081,99990,Unincorporated Moffat County,1983,4448.0
081,99990,Unincorporated Moffat County,1984,4133.0
081,99990,Unincorporated Moffat County,1985,3607.0
081,99990,Unincorporated Moffat County,1986,3425.0
081,99990,Unincorporated Moffat County,1987,3187.0
081,99990,Unincorporated Moffat County,1988,3144.0
081,99990,Unincorporated Moffat County,1989,3000.0
081,99990,Unincorporated Moffat County,1990,2942.0
081,99990,Unincorporated Moffat County,1991,3008.0
081,99990,Unincorporated Moffat County,1992,3099.0
081,99990,Unincorporated Moffat County,1993,3137.0
081,99990,Unincorporated Moffat County,1994,3232.0
081,99990,Unincorporated Moffat County,1995,3321.0
081,99990,Unincorporated Moffat County,1996,3266.0
081,99990,Unincorporated Moffat County,1997,3383.0
081,99990,Unincorporated Moffat County,1998,3514.0
081,99990,Unincorporated Moffat County,1999,3606.0
081,99990,Unincorporated Moffat County,2000,3671.0
081,99990,Unincorporated Moffat County,2001,3686.0
081,99990,Unincorporated Moffat County,2002,3697.0
081,99990,Unincorporated Moffat County,2003,3718.0
081,99990,Unincorporated Moffat County,2004,3708.0
081,99990,Unincorporated Moffat County,2005,3687.0
081,99990,Unincorporated Moffat County,2006,3762.0
081,99990,Unincorporated Moffat County,2007,3845.0
081,99990,Unincorporated Moffat County,2008,3910.0
081,99990,Unincorporated Moffat County,2009,3920.0
081,99990,Unincorporated Moffat County,2010,3999.0
081,99990,Unincorporated Moffat County,2011,3849.0
081,99990,Unincorporated Moffat County,2012,3748.0
081,99990,Unincorporated Moffat County,2013,3761.0
081,99990,Unincorporated Moffat County,2014,3703.0
081,99990,Unincorporated Moffat County,2015,3744.0
081,99990,Unincorporated Moffat County,2016,3892.0
081,99990,Unincorporated Moffat County,2017,3895.0
081,99990,Unincorporated Moffat County,2018,3948.0
081,99990,Unincorporated Moffat County,2019,4006.0
081,99990,Unincorporated Moffat County,2020,3998.0
081,99990,Unincorporated Moffat County,2021,3979.0
081,99990,Unincorporated Moffat County,2022,3981.0
081,99990,Unincorporated Moffat County,2023,4039.0
081,99990,Unincorporated Moffat County,2024,4024.0
083,99990,Unincorporated Montezuma County,1980,7743.0
083,99990,Unincorporated Montezuma County,1981,8359.0
083,99990,Unincorporated Montezuma County,1982,8886.0
083,99990,Unincorporated Montezuma County,1983,9500.0
083,99990,Unincorporated Montezuma County,1984,9710.0
083,99990,Unincorporated Montezuma County,1985,9539.0
083,99990,Unincorporated Montezuma County,1986,9403.0
083,99990,Unincorporated Montezuma County,1987,9178.0
083,99990,Unincorporated Montezuma County,1988,9236.0
083,99990,Unincorporated Montezuma County,1989,9488.0
083,99990,Unincorporated Montezuma County,1990,9680.0
083,99990,Unincorporated Montezuma County,1991,9924.0
083,99990,Unincorporated Montezuma County,1992,10313.0
083,99990,Unincorporated Montezuma County,1993,10863.0
083,99990,Unincorporated Montezuma County,1994,11782.0
083,99990,Unincorporated Montezuma County,1995,12379.0
083,99990,Unincorporated Montezuma County,1996,12908.0
083,99990,Unincorporated Montezuma County,1997,13288.0
083,99990,Unincorporated Montezuma County,1998,13432.0
083,99990,Unincorporated Montezuma County,1999,13684.0
083,99990,Unincorporated Montezuma County,2000,13867.0
083,99990,Unincorporated Montezuma County,2001,13870.0
083,99990,Unincorporated Montezuma County,2002,13976.0
083,99990,Unincorporated Montezuma County,2003,14129.0
083,99990,Unincorporated Montezuma County,2004,14267.0
083,99990,Unincorporated Montezuma County,2005,14258.0
083,99990,Unincorporated Montezuma County,2006,14466.0
083,99990,Unincorporated Montezuma County,2007,14526.0
083,99990,Unincorporated Montezuma County,2008,14530.0
083,99990,Unincorporated Montezuma County,2009,14665.0
083,99990,Unincorporated Montezuma County,2010,14775.0
083,99990,Unincorporated Montezuma County,2011,14821.0
083,99990,Unincorporated Montezuma County,2012,14806.0
083,99990,Unincorporated Montezuma County,2013,14791.0
083,99990,Unincorporated Montezuma County,2014,14777.0
083,99990,Unincorporated Montezuma County,2015,14836.0
083,99990,Unincorporated Montezuma County,2016,14814.0
083,99990,Unincorporated Montezuma County,2017,14793.0
083,99990,Unincorporated Montezuma County,2018,14811.0
083,99990,Unincorporated Montezuma County,2019,14904.0
083,99990,Unincorporated Montezuma County,2020,15047.0
083,99990,Unincorporated Montezuma County,2021,15237.0
083,99990,Unincorporated Montezuma County,2022,15361.0
083,99990,Unincorporated Montezuma County,2023,15402.0
083,99990,Unincorporated Montezuma County,2024,15494.0
085,99990,Unincorporated Montrose County,1980,12522.0
085,99990,Unincorporated Montrose County,1981,12917.0
085,99990,Unincorporated Montrose County,1982,13031.0
085,99990,Unincorporated Montrose County,1983,13221.0
085,99990,Unincorporated Montrose County,1984,12947.0
085,99990,Unincorporated Montrose County,1985,12700.0
085,99990,Unincorporated Montrose County,1986,12483.0
085,99990,Unincorporated Montrose County,1987,12568.0
085,99990,Unincorporated Montrose County,1988,12833.0
085,99990,Unincorporated Montrose County,1989,13039.0
085,99990,Unincorporated Montrose County,1990,13216.0
085,99990,Unincorporated Montrose County,1991,13792.0
085,99990,Unincorporated Montrose County,1992,14421.0
085,99990,Unincorporated Montrose County,1993,14926.0
085,99990,Unincorporated Montrose County,1994,15673.0
085,99990,Unincorporated Montrose County,1995,16331.0
085,99990,Unincorporated Montrose County,1996,16548.0
085,99990,Unincorporated Montrose County,1997,17012.0
085,99990,Unincorporated Montrose County,1998,17409.0
085,99990,Unincorporated Montrose County,1999,17825.0
085,99990,Unincorporated Montrose County,2000,17567.0
085,99990,Unincorporated Montrose County,2001,17932.0
085,99990,Unincorporated Montrose County,2002,17948.0
085,99990,Unincorporated Montrose County,2003,17983.0
085,99990,Unincorporated Montrose County,2004,18009.0
085,99990,Unincorporated Montrose County,2005,18235.0
085,99990,Unincorporated Montrose County,2006,18287.0
085,99990,Unincorporated Montrose County,2007,18511.0
085,99990,Unincorporated Montrose County,2008,18712.0
085,99990,Unincorporated Montrose County,2009,18929.0
085,99990,Unincorporated Montrose County,2010,18921.0
085,99990,Unincorporated Montrose County,2011,17981.0
085,99990,Unincorporated Montrose County,2012,18061.0
085,99990,Unincorporated Montrose County,2013,18170.0
085,99990,Unincorporated Montrose County,2014,18305.0
085,99990,Unincorporated Montrose County,2015,18419.0
085,99990,Unincorporated Montrose County,2016,18603.0
085,99990,Unincorporated Montrose County,2017,18795.0
085,99990,Unincorporated Montrose County,2018,19045.0
085,99990,Unincorporated Montrose County,2019,19192.0
085,99990,Unincorporated Montrose County,2020,19340.0
085,99990,Unincorporated Montrose County,2021,19431.0
085,99990,Unincorporated Montrose County,2022,19694.0
085,99990,Unincorporated Montrose County,2023,19858.0
085,99990,Unincorporated Montrose County,2024,20060.0
087,99990,Unincorporated Morgan County,1980,8210.0
087,99990,Unincorporated Morgan County,1981,8055.0
087,99990,Unincorporated Morgan County,1982,8020.0
087,99990,Unincorporated Morgan County,1983,8170.0
087,99990,Unincorporated Morgan County,1984,7952.0
087,99990,Unincorporated Morgan County,1985,7732.0
087,99990,Unincorporated Morgan County,1986,7357.0
087,99990,Unincorporated Morgan County,1987,7334.0
087,99990,Unincorporated Morgan County,1988,7349.0
087,99990,Unincorporated Morgan County,1989,7388.0
087,99990,Unincorporated Morgan County,1990,7371.0
087,99990,Unincorporated Morgan County,1991,7584.0
087,99990,Unincorporated Morgan County,1992,7794.0
087,99990,Unincorporated Morgan County,1993,8027.0
087,99990,Unincorporated Morgan County,1994,8409.0
087,99990,Unincorporated Morgan County,1995,8235.0
087,99990,Unincorporated Morgan County,1996,8299.0
087,99990,Unincorporated Morgan County,1997,8464.0
087,99990,Unincorporated Morgan County,1998,8490.0
087,99990,Unincorporated Morgan County,1999,8738.0
087,99990,Unincorporated Morgan County,2000,8947.0
087,99990,Unincorporated Morgan County,2001,9049.0
087,99990,Unincorporated Morgan County,2002,9143.0
087,99990,Unincorporated Morgan County,2003,9237.0
087,99990,Unincorporated Morgan County,2004,9287.0
087,99990,Unincorporated Morgan County,2005,9324.0
087,99990,Unincorporated Morgan County,2006,9339.0
087,99990,Unincorporated Morgan County,2007,9289.0
087,99990,Unincorporated Morgan County,2008,9237.0
087,99990,Unincorporated Morgan County,2009,9278.0
087,99990,Unincorporated Morgan County,2010,9370.0
087,99990,Unincorporated Morgan County,2011,9102.0
087,99990,Unincorporated Morgan County,2012,9058.0
087,99990,Unincorporated Morgan County,2013,9095.0
087,99990,Unincorporated Morgan County,2014,9113.0
087,99990,Unincorporated Morgan County,2015,9213.0
087,99990,Unincorporated Morgan County,2016,9230.0
087,99990,Unincorporated Morgan County,2017,9301.0
087,99990,Unincorporated Morgan County,2018,9491.0
087,99990,Unincorporated Morgan County,2019,9544.0
087,99990,Unincorporated Morgan County,2020,9543.0
087,99990,Unincorporated Morgan County,2021,9539.0
087,99990,Unincorporated Morgan County,2022,9595.0
087,99990,Unincorporated Morgan County,2023,9695.0
087,99990,Unincorporated Morgan County,2024,9831.0
089,99990,Unincorporated Otero County,1980,6838.0
089,99990,Unincorporated Otero County,1981,6754.0
089,99990,Unincorporated Otero County,1982,6616.0
089,99990,Unincorporated Otero County,1983,6587.0
089,99990,Unincorporated Otero County,1984,6434.0
089,99990,Unincorporated Otero County,1985,6380.0
089,99990,Unincorporated Otero County,1986,6283.0
089,99990,Unincorporated Otero County,1987,6161.0
089,99990,Unincorporated Otero County,1988,6160.0
089,99990,Unincorporated Otero County,1989,6029.0
089,99990,Unincorporated Otero County,1990,5905.0
089,99990,Unincorporated Otero County,1991,5951.0
089,99990,Unincorporated Otero County,1992,5917.0
089,99990,Unincorporated Otero County,1993,5957.0
089,99990,Unincorporated Otero County,1994,5977.0
089,99990,Unincorporated Otero County,1995,5975.0
089,99990,Unincorporated Otero County,1996,6030.0
089,99990,Unincorporated Otero County,1997,6021.0
089,99990,Unincorporated Otero County,1998,5894.0
089,99990,Unincorporated Otero County,1999,5850.0
089,99990,Unincorporated Otero County,2000,5779.0
089,99990,Unincorporated Otero County,2001,5670.0
089,99990,Unincorporated Otero County,2002,5584.0
089,99990,Unincorporated Otero County,2003,5595.0
089,99990,Unincorporated Otero County,2004,5542.0
089,99990,Unincorporated Otero County,2005,5494.0
089,99990,Unincorporated Otero County,2006,5442.0
089,99990,Unincorporated Otero County,2007,5366.0
089,99990,Unincorporated Otero County,2008,5330.0
089,99990,Unincorporated Otero County,2009,5321.0
089,99990,Unincorporated Otero County,2010,5316.0
089,99990,Unincorporated Otero County,2011,5104.0
089,99990,Unincorporated Otero County,2012,5100.0
089,99990,Unincorporated Otero County,2013,5097.0
089,99990,Unincorporated Otero County,2014,5093.0
089,99990,Unincorporated Otero County,2015,5105.0
089,99990,Unincorporated Otero County,2016,5093.0
089,99990,Unincorporated Otero County,2017,5082.0
089,99990,Unincorporated Otero County,2018,5088.0
089,99990,Unincorporated Otero County,2019,5095.0
089,99990,Unincorporated Otero County,2020,5062.0
089,99990,Unincorporated Otero County,2021,5048.0
089,99990,Unincorporated Otero County,2022,4997.0
089,99990,Unincorporated Otero County,2023,4974.0
089,99990,Unincorporated Otero County,2024,4915.0
091,99990,Unincorporated Ouray County,1980,872.0
091,99990,Unincorporated Ouray County,1981,951.0
091,99990,Unincorporated Ouray County,1982,992.0
091,99990,Unincorporated Ouray County,1983,1007.0
091,99990,Unincorporated Ouray County,1984,1055.0
091,99990,Unincorporated Ouray County,1985,1031.0
091,99990,Unincorporated Ouray County,1986,987.0
091,99990,Unincorporated Ouray County,1987,1090.0
091,99990,Unincorporated Ouray County,1988,1152.0
091,99990,Unincorporated Ouray County,1989,1189.0
091,99990,Unincorporated Ouray County,1990,1228.0
091,99990,Unincorporated Ouray County,1991,1321.0
091,99990,Unincorporated Ouray County,1992,1392.0
091,99990,Unincorporated Ouray County,1993,1488.0
091,99990,Unincorporated Ouray County,1994,1638.0
091,99990,Unincorporated Ouray County,1995,1756.0
091,99990,Unincorporated Ouray County,1996,1864.0
091,99990,Unincorporated Ouray County,1997,1889.0
091,99990,Unincorporated Ouray County,1998,2005.0
091,99990,Unincorporated Ouray County,1999,2127.0
091,99990,Unincorporated Ouray County,2000,2211.0
091,99990,Unincorporated Ouray County,2001,2246.0
091,99990,Unincorporated Ouray County,2002,2326.0
091,99990,Unincorporated Ouray County,2003,2317.0
091,99990,Unincorporated Ouray County,2004,2380.0
091,99990,Unincorporated Ouray County,2005,2406.0
091,99990,Unincorporated Ouray County,2006,2362.0
091,99990,Unincorporated Ouray County,2007,2423.0
091,99990,Unincorporated Ouray County,2008,2499.0
091,99990,Unincorporated Ouray County,2009,2474.0
091,99990,Unincorporated Ouray County,2010,2518.0
091,99990,Unincorporated Ouray County,2011,2501.0
091,99990,Unincorporated Ouray County,2012,2554.0
091,99990,Unincorporated Ouray County,2013,2588.0
091,99990,Unincorporated Ouray County,2014,2604.0
091,99990,Unincorporated Ouray County,2015,2620.0
091,99990,Unincorporated Ouray County,2016,2725.0
091,99990,Unincorporated Ouray County,2017,2727.0
091,99990,Unincorporated Ouray County,2018,2706.0
091,99990,Unincorporated Ouray County,2019,2793.0
091,99990,Unincorporated Ouray County,2020,2794.0
091,99990,Unincorporated Ouray County,2021,2910.0
091,99990,Unincorporated Ouray County,2022,2951.0
091,99990,Unincorporated Ouray County,2023,2973.0
091,99990,Unincorporated Ouray County,2024,2964.0
093,99990,Unincorporated Park County,1980,4780.0
093,99990,Unincorporated Park County,1981,5365.0
093,99990,Unincorporated Park County,1982,5752.0
093,99990,Unincorporated Park County,1983,6232.0
093,99990,Unincorporated Park County,1984,6143.0
093,99990,Unincorporated Park County,1985,6032.0
093,99990,Unincorporated Park County,1986,6299.0
093,99990,Unincorporated Park County,1987,6397.0
093,99990,Unincorporated Park County,1988,6356.0
093,99990,Unincorporated Park County,1989,6511.0
093,99990,Unincorporated Park County,1990,6639.0
093,99990,Unincorporated Park County,1991,7137.0
093,99990,Unincorporated Park County,1992,7507.0
093,99990,Unincorporated Park County,1993,7998.0
093,99990,Unincorporated Park County,1994,8904.0
093,99990,Unincorporated Park County,1995,9924.0
093,99990,Unincorporated Park County,1996,10702.0
093,99990,Unincorporated Park County,1997,11654.0
093,99990,Unincorporated Park County,1998,12349.0
093,99990,Unincorporated Park County,1999,13142.0
093,99990,Unincorporated Park County,2000,13914.0
093,99990,Unincorporated Park County,2001,14338.0
093,99990,Unincorporated Park County,2002,14524.0
093,99990,Unincorporated Park County,2003,14871.0
093,99990,Unincorporated Park County,2004,14985.0
093,99990,Unincorporated Park County,2005,15121.0
093,99990,Unincorporated Park County,2006,15180.0
093,99990,Unincorporated Park County,2007,15375.0
093,99990,Unincorporated Park County,2008,15314.0
093,99990,Unincorporated Park County,2009,15008.0
093,99990,Unincorporated Park County,2010,15308.0
093,99990,Unincorporated Park County,2011,14961.0
093,99990,Unincorporated Park County,2012,14798.0
093,99990,Unincorporated Park County,2013,14780.0
093,99990,Unincorporated Park County,2014,14820.0
093,99990,Unincorporated Park County,2015,15008.0
093,99990,Unincorporated Park County,2016,15479.0
093,99990,Unincorporated Park County,2017,15871.0
093,99990,Unincorporated Park County,2018,16348.0
093,99990,Unincorporated Park County,2019,16491.0
093,99990,Unincorporated Park County,2020,16395.0
093,99990,Unincorporated Park County,2021,16709.0
093,99990,Unincorporated Park County,2022,16874.0
093,99990,Unincorporated Park County,2023,17070.0
093,99990,Unincorporated Park County,2024,17255.0
095,99990,Unincorporated Phillips County,1980,1355.0
095,99990,Unincorporated Phillips County,1981,1351.0
095,99990,Unincorporated Phillips County,1982,1383.0
095,99990,Unincorporated Phillips County,1983,1433.0
095,99990,Unincorporated Phillips County,1984,1365.0
095,99990,Unincorporated Phillips County,1985,1375.0
095,99990,Unincorporated Phillips County,1986,1381.0
095,99990,Unincorporated Phillips County,1987,1365.0
095,99990,Unincorporated Phillips County,1988,1339.0
095,99990,Unincorporated Phillips County,1989,1294.0
095,99990,Unincorporated Phillips County,1990,1277.0
095,99990,Unincorporated Phillips County,1991,1261.0
095,99990,Unincorporated Phillips County,1992,1251.0
095,99990,Unincorporated Phillips County,1993,1281.0
095,99990,Unincorporated Phillips County,1994,1270.0
095,99990,Unincorporated Phillips County,1995,1280.0
095,99990,Unincorporated Phillips County,1996,1261.0
095,99990,Unincorporated Phillips County,1997,1264.0
095,99990,Unincorporated Phillips County,1998,1243.0
095,99990,Unincorporated Phillips County,1999,1215.0
095,99990,Unincorporated Phillips County,2000,1182.0
095,99990,Unincorporated Phillips County,2001,1186.0
095,99990,Unincorporated Phillips County,2002,1179.0
095,99990,Unincorporated Phillips County,2003,1178.0
095,99990,Unincorporated Phillips County,2004,1199.0
095,99990,Unincorporated Phillips County,2005,1195.0
095,99990,Unincorporated Phillips County,2006,1181.0
095,99990,Unincorporated Phillips County,2007,1174.0
095,99990,Unincorporated Phillips County,2008,1158.0
095,99990,Unincorporated Phillips County,2009,1152.0
095,99990,Unincorporated Phillips County,2010,1156.0
095,99990,Unincorporated Phillips County,2011,1113.0
095,99990,Unincorporated Phillips County,2012,1116.0
095,99990,Unincorporated Phillips County,2013,1120.0
095,99990,Unincorporated Phillips County,2014,1130.0
095,99990,Unincorporated Phillips County,2015,1134.0
095,99990,Unincorporated Phillips County,2016,1142.0
095,99990,Unincorporated Phillips County,2017,1144.0
095,99990,Unincorporated Phillips County,2018,1143.0
095,99990,Unincorporated Phillips County,2019,1149.0
095,99990,Unincorporated Phillips County,2020,1150.0
095,99990,Unincorporated Phillips County,2021,1151.0
095,99990,Unincorporated Phillips County,2022,1149.0
095,99990,Unincorporated Phillips County,2023,1166.0
095,99990,Unincorporated Phillips County,2024,1174.0
097,99990,Unincorporated Pitkin County,1980,5661.0
097,99990,Unincorporated Pitkin County,1981,5526.0
097,99990,Unincorporated Pitkin County,1982,5685.0
097,99990,Unincorporated Pitkin County,1983,5798.0
097,99990,Unincorporated Pitkin County,1984,6136.0
097,99990,Unincorporated Pitkin County,1985,6506.0
097,99990,Unincorporated Pitkin County,1986,6942.0
097,99990,Unincorporated Pitkin County,1987,6989.0
097,99990,Unincorporated Pitkin County,1988,7035.0
097,99990,Unincorporated Pitkin County,1989,5820.0
097,99990,Unincorporated Pitkin County,1990,6037.0
097,99990,Unincorporated Pitkin County,1991,6227.0
097,99990,Unincorporated Pitkin County,1992,6401.0
097,99990,Unincorporated Pitkin County,1993,6759.0
097,99990,Unincorporated Pitkin County,1994,6968.0
097,99990,Unincorporated Pitkin County,1995,6937.0
097,99990,Unincorporated Pitkin County,1996,6837.0
097,99990,Unincorporated Pitkin County,1997,6933.0
097,99990,Unincorporated Pitkin County,1998,6923.0
097,99990,Unincorporated Pitkin County,1999,6630.0
097,99990,Unincorporated Pitkin County,2000,6296.0
097,99990,Unincorporated Pitkin County,2001,6487.0
097,99990,Unincorporated Pitkin County,2002,6408.0
097,99990,Unincorporated Pitkin County,2003,6506.0
097,99990,Unincorporated Pitkin County,2004,6444.0
097,99990,Unincorporated Pitkin County,2005,6465.0
097,99990,Unincorporated Pitkin County,2006,6447.0
097,99990,Unincorporated Pitkin County,2007,6483.0
097,99990,Unincorporated Pitkin County,2008,6552.0
097,99990,Unincorporated Pitkin County,2009,6627.0
097,99990,Unincorporated Pitkin County,2010,6740.0
097,99990,Unincorporated Pitkin County,2011,6190.0
097,99990,Unincorporated Pitkin County,2012,6205.0
097,99990,Unincorporated Pitkin County,2013,6226.0
097,99990,Unincorporated Pitkin County,2014,6290.0
097,99990,Unincorporated Pitkin County,2015,6338.0
097,99990,Unincorporated Pitkin County,2016,6345.0
097,99990,Unincorporated Pitkin County,2017,6309.0
097,99990,Unincorporated Pitkin County,2018,6290.0
097,99990,Unincorporated Pitkin County,2019,6226.0
097,99990,Unincorporated Pitkin County,2020,6198.0
097,99990,Unincorporated Pitkin County,2021,6210.0
097,99990,Unincorporated Pitkin County,2022,6058.0
097,99990,Unincorporated Pitkin County,2023,5942.0
097,99990,Unincorporated Pitkin County,2024,5943.0
099,99990,Unincorporated Prowers County,1980,3284.0
099,99990,Unincorporated Prowers County,1981,3271.0
099,99990,Unincorporated Prowers County,1982,3315.0
099,99990,Unincorporated Prowers County,1983,3418.0
099,99990,Unincorporated Prowers County,1984,3391.0
099,99990,Unincorporated Prowers County,1985,3364.0
099,99990,Unincorporated Prowers County,1986,3295.0
099,99990,Unincorporated Prowers County,1987,3249.0
099,99990,Unincorporated Prowers County,1988,3309.0
099,99990,Unincorporated Prowers County,1989,3192.0
099,99990,Unincorporated Prowers County,1990,3100.0
099,99990,Unincorporated Prowers County,1991,3016.0
099,99990,Unincorporated Prowers County,1992,3056.0
099,99990,Unincorporated Prowers County,1993,3147.0
099,99990,Unincorporated Prowers County,1994,3214.0
099,99990,Unincorporated Prowers County,1995,3247.0
099,99990,Unincorporated Prowers County,1996,3300.0
099,99990,Unincorporated Prowers County,1997,3319.0
099,99990,Unincorporated Prowers County,1998,3317.0
099,99990,Unincorporated Prowers County,1999,3326.0
099,99990,Unincorporated Prowers County,2000,3326.0
099,99990,Unincorporated Prowers County,2001,3246.0
099,99990,Unincorporated Prowers County,2002,3227.0
099,99990,Unincorporated Prowers County,2003,3179.0
099,99990,Unincorporated Prowers County,2004,3145.0
099,99990,Unincorporated Prowers County,2005,3121.0
099,99990,Unincorporated Prowers County,2006,3050.0
099,99990,Unincorporated Prowers County,2007,2973.0
099,99990,Unincorporated Prowers County,2008,2959.0
099,99990,Unincorporated Prowers County,2009,2939.0
099,99990,Unincorporated Prowers County,2010,2937.0
099,99990,Unincorporated Prowers County,2011,2701.0
099,99990,Unincorporated Prowers County,2012,2674.0
099,99990,Unincorporated Prowers County,2013,2638.0
099,99990,Unincorporated Prowers County,2014,2576.0
099,99990,Unincorporated Prowers County,2015,2540.0
099,99990,Unincorporated Prowers County,2016,2531.0
099,99990,Unincorporated Prowers County,2017,2540.0
099,99990,Unincorporated Prowers County,2018,2550.0
099,99990,Unincorporated Prowers County,2019,2552.0
099,99990,Unincorporated Prowers County,2020,2541.0
099,99990,Unincorporated Prowers County,2021,2538.0
099,99990,Unincorporated Prowers County,2022,2520.0
099,99990,Unincorporated Prowers County,2023,2511.0
099,99990,Unincorporated Prowers County,2024,2555.0
101,99990,Unincorporated Pueblo County,1980,23623.0
101,99990,Unincorporated Pueblo County,1981,23524.0
101,99990,Unincorporated Pueblo County,1982,23519.0
101,99990,Unincorporated Pueblo County,1983,23524.0
101,99990,Unincorporated Pueblo County,1984,23387.0
101,99990,Unincorporated Pueblo County,1985,23398.0
101,99990,Unincorporated Pueblo County,1986,23387.0
101,99990,Unincorporated Pueblo County,1987,23719.0
101,99990,Unincorporated Pueblo County,1988,24019.0
101,99990,Unincorporated Pueblo County,1989,24023.0
101,99990,Unincorporated Pueblo County,1990,23902.0
101,99990,Unincorporated Pueblo County,1991,24190.0
101,99990,Unincorporated Pueblo County,1992,24519.0
101,99990,Unincorporated Pueblo County,1993,25086.0
101,99990,Unincorporated Pueblo County,1994,27091.0
101,99990,Unincorporated Pueblo County,1995,28739.0
101,99990,Unincorporated Pueblo County,1996,30265.0
101,99990,Unincorporated Pueblo County,1997,32132.0
101,99990,Unincorporated Pueblo County,1998,34853.0
101,99990,Unincorporated Pueblo County,1999,37118.0
101,99990,Unincorporated Pueblo County,2000,39155.0
101,99990,Unincorporated Pueblo County,2001,40713.0
101,99990,Unincorporated Pueblo County,2002,42407.0
101,99990,Unincorporated Pueblo County,2003,43656.0
101,99990,Unincorporated Pueblo County,2004,44922.0
101,99990,Unincorporated Pueblo County,2005,46161.0
101,99990,Unincorporated Pueblo County,2006,47812.0
101,99990,Unincorporated Pueblo County,2007,49456.0
101,99990,Unincorporated Pueblo County,2008,50417.0
101,99990,Unincorporated Pueblo County,2009,50931.0
