Vintage 2023 prepared October 2024,,,,,,,,,,
id,idtxt,countyfips,countyname,year,estimate,change,births,deaths,netmig,datatype
1651,0372030,37,Eagle,2030,54243,444,481,194,158,Projection
1732,0392030,39,Elbert,2030,32693,549,312,233,470,Projection
1813,0412030,41,El Paso,2030,810949,11217,10089,5905,7034,Projection
1894,0432030,43,Fremont,2030,50142,122,327,645,440,Projection
1975,0452030,45,Garfield,2030,68594,1226,865,469,830,Projection
2056,0472030,47,Gilpin,2030,6262,43,51,42,34,Projection
2137,0492030,49,Grand,2030,16816,134,160,98,72,Projection
2218,0512030,51,Gunnison,2030,18243,140,134,100,106,Projection
2299,0532030,53,Hinsdale,2030,783,0,5,6,1,Projection
2380,0552030,55,Huerfano,2030,6817,-48,55,118,15,Projection
2461,0572030,57,Jackson,2030,1263,-4,9,13,0,Projection
2542,0592030,59,Jefferson,2030,593318,3096,5177,5239,3158,Projection
2623,0612030,61,Kiowa,2030,1347,-5,15,18,-2,Projection
2704,0632030,63,Kit Carson,2030,7021,6,77,76,5,Projection
2785,0652030,65,Lake,2030,7925,92,94,46,44,Projection
2866,0672030,67,La Plata,2030,59471,472,384,495,582,Projection
2947,0692030,69,Larimer,2030,404179,4930,3463,3140,4607,Projection
3028,0712030,71,Las Animas,2030,13893,-92,96,196,8,Projection
3109,0732030,73,Lincoln,2030,5758,9,41,50,18,Projection
3190,0752030,75,Logan,2030,20588,11,180,213,44,Projection
3271,0772030,77,Mesa,2030,173194,2662,1573,2028,3116,Projection
3352,0792030,79,Mineral,2030,958,-1,7,7,-1,Projection
3433,0812030,81,Moffat,2030,13023,-37,142,121,-59,Projection
3514,0832030,83,Montezuma,2030,27282,72,212,333,193,Projection
3595,0852030,85,Montrose,2030,47255,547,432,575,690,Projection
3676,0872030,87,Morgan,2030,31269,252,415,293,131,Projection
3757,0892030,89,Otero,2030,17468,-104,183,231,-56,Projection
3838,0912030,91,Ouray,2030,5197,19,32,46,34,Projection
3919,0932030,93,Park,2030,19053,90,139,158,109,Projection
4000,0952030,95,Phillips,2030,4459,-3,49,47,-5,Projection
4081,0972030,97,Pitkin,2030,16650,-10,107,75,-41,Projection
4162,0992030,99,Prowers,2030,11519,-31,129,128,-32,Projection
4243,1012030,101,Pueblo,2030,175515,1206,1626,2110,1690,Projection
4324,1032030,103,Rio Blanco,2030,6317,-38,40,61,-17,Projection
4405,1052030,105,Rio Grande,2030,11180,-24,109,135,3,Projection
4486,1072030,107,Routt,2030,26785,326,225,171,271,Projection
4567,1092030,109,Saguache,2030,6711,0,64,70,7,Projection
4648,1112030,111,San Juan,2030,747,-9,1,5,-5,Projection
4729,1132030,113,San Miguel,2030,8458,109,61,36,84,Projection
4810,1152030,115,Sedgwick,2030,2330,-8,23,33,2,Projection
4891,1172030,117,Summit,2030,31821,214,266,93,41,Projection
4972,1192030,119,Teller,2030,25999,120,193,284,212,Projection
5053,1212030,121,Washington,2030,4992,15,58,50,7,Projection
5134,1232030,123,Weld,2030,422751,9147,5541,2706,6313,Projection
5215,1252030,125,Yuma,2030,10052,7,129,100,-22,Projection
62,0002031,0,Colorado,2031,6395912,71784,67201,49466,54049,Projection
143,0012031,1,Adams,2031,601110,9647,8192,4275,5729,Projection
224,0032031,3,Alamosa,2031,17060,50,181,174,43,Projection
305,0052031,5,Arapahoe,2031,707452,8037,7886,4994,5145,Projection
386,0072031,7,Archuleta,2031,15411,204,100,154,258,Projection
467,0092031,9,Baca,2031,3183,-22,28,46,-4,Projection
548,0112031,11,Bent,2031,5473,-23,38,64,3,Projection
629,0132031,13,Boulder,2031,339348,2287,2411,2534,2410,Projection
680,0142031,14,Broomfield,2031,98043,1537,815,652,1374,Projection
761,0152031,15,Chaffee,2031,21881,156,137,244,263,Projection
842,0172031,17,Cheyenne,2031,1777,-2,23,19,-6,Projection
923,0192031,19,Clear Creek,2031,9617,81,66,85,100,Projection
1004,0212031,21,Conejos,2031,7562,8,93,93,9,Projection
1085,0232031,23,Costilla,2031,3531,-15,31,48,3,Projection
1166,0252031,25,Crowley,2031,5785,9,40,50,19,Projection
1247,0272031,27,Custer,2031,6486,101,70,72,103,Projection
1328,0292031,29,Delta,2031,34360,320,292,492,521,Projection
1409,0312031,31,Denver,2031,772488,7911,8333,5118,4696,Projection
1490,0332031,33,Dolores,2031,2188,-8,10,22,4,Projection
1571,0352031,35,Douglas,2031,424648,4286,4197,2508,2597,Projection
1652,0372031,37,Eagle,2031,55034,791,503,199,487,Projection
1733,0392031,39,Elbert,2031,33231,538,315,241,464,Projection
1814,0412031,41,El Paso,2031,822296,11348,10321,6031,7058,Projection
1895,0432031,43,Fremont,2031,50270,128,326,649,451,Projection
1976,0452031,45,Garfield,2031,69848,1254,895,484,842,Projection
2057,0472031,47,Gilpin,2031,6323,60,52,44,52,Projection
2138,0492031,49,Grand,2031,16945,130,163,100,67,Projection
2219,0512031,51,Gunnison,2031,18379,136,133,102,106,Projection
2300,0532031,53,Hinsdale,2031,783,0,6,6,0,Projection
2381,0552031,55,Huerfano,2031,6750,-67,54,118,-3,Projection
2462,0572031,57,Jackson,2031,1260,-4,9,13,0,Projection
2543,0592031,59,Jefferson,2031,596389,3071,5182,5329,3218,Projection
2624,0612031,61,Kiowa,2031,1341,-5,15,18,-3,Projection
2705,0632031,63,Kit Carson,2031,7028,6,78,76,4,Projection
2786,0652031,65,Lake,2031,8020,94,97,47,44,Projection
2867,0672031,67,La Plata,2031,59922,451,386,514,579,Projection
2948,0692031,69,Larimer,2031,408987,4808,3541,3227,4494,Projection
3029,0712031,71,Las Animas,2031,13773,-120,94,196,-18,Projection
3110,0732031,73,Lincoln,2031,5771,13,41,50,22,Projection
3191,0752031,75,Logan,2031,20598,10,180,215,45,Projection
3272,0772031,77,Mesa,2031,175785,2591,1592,2101,3100,Projection
3353,0792031,79,Mineral,2031,956,-2,7,7,-1,Projection
3434,0812031,81,Moffat,2031,12988,-35,142,121,-56,Projection
3515,0832031,83,Montezuma,2031,27357,75,210,340,205,Projection
3596,0852031,85,Montrose,2031,47778,523,436,589,676,Projection
3677,0872031,87,Morgan,2031,31518,249,417,296,129,Projection
3758,0892031,89,Otero,2031,17362,-106,180,231,-55,Projection
3839,0912031,91,Ouray,2031,5219,22,32,47,38,Projection
3920,0932031,93,Park,2031,19128,75,138,164,101,Projection
4001,0952031,95,Phillips,2031,4457,-1,50,47,-4,Projection
4082,0972031,97,Pitkin,2031,16641,-9,107,76,-40,Projection
4163,0992031,99,Prowers,2031,11486,-33,127,129,-31,Projection
4244,1012031,101,Pueblo,2031,176672,1157,1618,2153,1692,Projection
4325,1032031,103,Rio Blanco,2031,6260,-57,39,61,-35,Projection
4406,1052031,105,Rio Grande,2031,11157,-23,108,136,5,Projection
4487,1072031,107,Routt,2031,27111,325,233,178,271,Projection
4568,1092031,109,Saguache,2031,6710,-1,63,72,8,Projection
4649,1112031,111,San Juan,2031,739,-8,1,5,-4,Projection
4730,1132031,113,San Miguel,2031,8568,110,63,37,84,Projection
4811,1152031,115,Sedgwick,2031,2321,-9,23,33,1,Projection
4892,1172031,117,Summit,2031,32040,219,271,96,45,Projection
4973,1192031,119,Teller,2031,26117,117,193,296,220,Projection
5054,1212031,121,Washington,2031,5007,15,58,51,8,Projection
5135,1232031,123,Weld,2031,432130,9379,5634,2798,6543,Projection
5216,1252031,125,Yuma,2031,10055,3,129,100,-26,Projection
63,0002032,0,Colorado,2032,6466984,71073,67899,50663,53837,Projection
144,0012032,1,Adams,2032,610730,9621,8332,4392,5681,Projection
225,0032032,3,Alamosa,2032,17108,48,181,177,43,Projection
306,0052032,5,Arapahoe,2032,715506,8054,8032,5107,5130,Projection
387,0072032,7,Archuleta,2032,15620,209,101,159,267,Projection
468,0092032,9,Baca,2032,3163,-20,28,46,-3,Projection
549,0112032,11,Bent,2032,5448,-25,37,64,2,Projection
630,0132032,13,Boulder,2032,341582,2235,2443,2609,2400,Projection
681,0142032,14,Broomfield,2032,100337,2293,818,674,2149,Projection
762,0152032,15,Chaffee,2032,21977,96,135,251,212,Projection
843,0172032,17,Cheyenne,2032,1775,-2,23,19,-6,Projection
924,0192032,19,Clear Creek,2032,9694,77,66,87,98,Projection
1005,0212032,21,Conejos,2032,7570,8,92,94,9,Projection
1086,0232032,23,Costilla,2032,3516,-15,30,49,3,Projection
1167,0252032,25,Crowley,2032,5794,9,40,51,20,Projection
1248,0272032,27,Custer,2032,6577,91,70,74,96,Projection
1329,0292032,29,Delta,2032,34671,311,292,503,522,Projection
1410,0312032,31,Denver,2032,779906,7419,8368,5220,4271,Projection
1491,0332032,33,Dolores,2032,2178,-10,10,21,2,Projection
1572,0352032,35,Douglas,2032,428769,4120,4213,2604,2512,Projection
1653,0372032,37,Eagle,2032,55827,793,523,204,474,Projection
1734,0392032,39,Elbert,2032,33782,551,316,249,483,Projection
1815,0412032,41,El Paso,2032,833675,11379,10479,6160,7060,Projection
1896,0432032,43,Fremont,2032,50389,119,324,654,448,Projection
1977,0452032,45,Garfield,2032,71112,1264,923,500,841,Projection
2058,0472032,47,Gilpin,2032,6390,68,53,45,60,Projection
2139,0492032,49,Grand,2032,17080,135,165,101,71,Projection
2220,0512032,51,Gunnison,2032,18517,137,133,104,108,Projection
2301,0532032,53,Hinsdale,2032,782,-1,6,6,-1,Projection
2382,0552032,55,Huerfano,2032,6684,-66,52,118,0,Projection
2463,0572032,57,Jackson,2032,1257,-3,9,13,1,Projection
2544,0592032,59,Jefferson,2032,599390,3001,5193,5422,3231,Projection
2625,0612032,61,Kiowa,2032,1337,-5,15,18,-2,Projection
2706,0632032,63,Kit Carson,2032,7034,6,80,76,2,Projection
2787,0652032,65,Lake,2032,8085,65,98,47,14,Projection
2868,0672032,67,La Plata,2032,60362,440,389,532,582,Projection
2949,0692032,69,Larimer,2032,413647,4660,3598,3316,4378,Projection
3030,0712032,71,Las Animas,2032,13646,-127,91,197,-22,Projection
3111,0732032,73,Lincoln,2032,5779,8,41,50,18,Projection
3192,0752032,75,Logan,2032,20604,6,180,217,43,Projection
3273,0772032,77,Mesa,2032,178295,2510,1602,2174,3083,Projection
3354,0792032,79,Mineral,2032,953,-3,7,8,-2,Projection
3435,0812032,81,Moffat,2032,12953,-35,142,122,-55,Projection
3516,0832032,83,Montezuma,2032,27413,56,207,347,195,Projection
3597,0852032,85,Montrose,2032,48272,494,437,603,659,Projection
3678,0872032,87,Morgan,2032,31763,244,417,299,126,Projection
3759,0892032,89,Otero,2032,17252,-110,177,230,-56,Projection
3840,0912032,91,Ouray,2032,5244,25,32,49,42,Projection
3921,0932032,93,Park,2032,19187,58,137,170,92,Projection
4002,0952032,95,Phillips,2032,4448,-10,49,46,-13,Projection
4083,0972032,97,Pitkin,2032,16645,4,108,77,-27,Projection
4164,0992032,99,Prowers,2032,11451,-35,126,129,-31,Projection
4245,1012032,101,Pueblo,2032,177776,1103,1598,2197,1702,Projection
4326,1032032,103,Rio Blanco,2032,6203,-56,39,61,-34,Projection
4407,1052032,105,Rio Grande,2032,11130,-27,107,137,3,Projection
4488,1072032,107,Routt,2032,27436,326,240,185,271,Projection
4569,1092032,109,Saguache,2032,6708,-2,62,73,9,Projection
4650,1112032,111,San Juan,2032,731,-8,1,5,-4,Projection
4731,1132032,113,San Miguel,2032,8684,117,66,38,89,Projection
4812,1152032,115,Sedgwick,2032,2319,-2,23,33,8,Projection
4893,1172032,117,Summit,2032,32257,217,276,98,39,Projection
4974,1192032,119,Teller,2032,26231,115,193,308,230,Projection
5055,1212032,121,Washington,2032,5011,4,57,51,-3,Projection
5136,1232032,123,Weld,2032,441266,9136,5689,2891,6337,Projection
5217,1252032,125,Yuma,2032,10059,4,128,100,-24,Projection
64,0002033,0,Colorado,2033,6535565,68581,68570,51873,51884,Projection
145,0012033,1,Adams,2033,620374,9643,8461,4512,5694,Projection
226,0032033,3,Alamosa,2033,17152,45,182,179,42,Projection
307,0052033,5,Arapahoe,2033,723604,8098,8185,5222,5135,Projection
388,0072033,7,Archuleta,2033,15823,203,102,164,264,Projection
469,0092033,9,Baca,2033,3143,-20,28,45,-3,Projection
550,0112033,11,Bent,2033,5424,-24,37,64,3,Projection
631,0132033,13,Boulder,2033,343767,2185,2476,2684,2393,Projection
682,0142033,14,Broomfield,2033,101496,1159,804,699,1053,Projection
763,0152033,15,Chaffee,2033,22057,80,133,257,204,Projection
844,0172033,17,Cheyenne,2033,1774,-1,23,19,-5,Projection
925,0192033,19,Clear Creek,2033,9766,72,66,89,96,Projection
1006,0212033,21,Conejos,2033,7579,10,92,94,12,Projection
1087,0232033,23,Costilla,2033,3500,-16,29,49,3,Projection
1168,0252033,25,Crowley,2033,5804,10,40,51,21,Projection
1249,0272033,27,Custer,2033,6665,88,69,77,96,Projection
1330,0292033,29,Delta,2033,34969,298,292,513,520,Projection
1411,0312033,31,Denver,2033,786821,6915,8402,5325,3838,Projection
1492,0332033,33,Dolores,2033,2168,-10,10,21,1,Projection
1573,0352033,35,Douglas,2033,432570,3801,4227,2702,2276,Projection
1654,0372033,37,Eagle,2033,56641,814,544,208,478,Projection
1735,0392033,39,Elbert,2033,34295,513,317,257,453,Projection
1816,0412033,41,El Paso,2033,845007,11332,10628,6289,6993,Projection
1897,0432033,43,Fremont,2033,50516,127,322,658,463,Projection
1978,0452033,45,Garfield,2033,72394,1282,948,517,851,Projection
2059,0472033,47,Gilpin,2033,6458,68,54,46,61,Projection
2140,0492033,49,Grand,2033,17211,132,168,103,67,Projection
2221,0512033,51,Gunnison,2033,18653,137,133,106,110,Projection
2302,0532033,53,Hinsdale,2033,781,-1,6,6,-1,Projection
2383,0552033,55,Huerfano,2033,6619,-65,51,118,2,Projection
2464,0572033,57,Jackson,2033,1251,-6,9,13,-2,Projection
2545,0592033,59,Jefferson,2033,602352,2962,5224,5514,3252,Projection
2626,0612033,61,Kiowa,2033,1332,-5,15,18,-2,Projection
2707,0632033,63,Kit Carson,2033,7040,6,81,76,2,Projection
2788,0652033,65,Lake,2033,8151,66,99,48,15,Projection
2869,0672033,67,La Plata,2033,60769,407,393,551,565,Projection
2950,0692033,69,Larimer,2033,418256,4609,3648,3405,4367,Projection
3031,0712033,71,Las Animas,2033,13512,-134,89,197,-25,Projection
3112,0732033,73,Lincoln,2033,5782,3,40,51,14,Projection
3193,0752033,75,Logan,2033,20609,6,180,220,46,Projection
3274,0772033,77,Mesa,2033,180723,2428,1609,2249,3068,Projection
3355,0792033,79,Mineral,2033,949,-4,6,8,-3,Projection
3436,0812033,81,Moffat,2033,12920,-34,143,123,-53,Projection
3517,0832033,83,Montezuma,2033,27453,40,205,353,188,Projection
3598,0852033,85,Montrose,2033,48742,470,438,617,648,Projection
3679,0872033,87,Morgan,2033,32003,240,418,303,125,Projection
3760,0892033,89,Otero,2033,17138,-114,173,230,-58,Projection
3841,0912033,91,Ouray,2033,5271,27,32,50,45,Projection
3922,0932033,93,Park,2033,19230,44,135,176,84,Projection
4003,0952033,95,Phillips,2033,4445,-3,49,46,-7,Projection
4084,0972033,97,Pitkin,2033,16650,5,108,78,-25,Projection
4165,0992033,99,Prowers,2033,11415,-36,124,130,-31,Projection
4246,1012033,101,Pueblo,2033,178842,1067,1580,2242,1729,Projection
4327,1032033,103,Rio Blanco,2033,6148,-55,38,62,-31,Projection
4408,1052033,105,Rio Grande,2033,11099,-31,105,137,1,Projection
4489,1072033,107,Routt,2033,27761,324,247,192,269,Projection
4570,1092033,109,Saguache,2033,6707,-1,62,75,12,Projection
4651,1112033,111,San Juan,2033,722,-9,1,5,-5,Projection
4732,1132033,113,San Miguel,2033,8795,110,68,39,81,Projection
4813,1152033,115,Sedgwick,2033,2310,-9,22,33,2,Projection
4894,1172033,117,Summit,2033,32468,211,281,101,31,Projection
4975,1192033,119,Teller,2033,26342,110,192,319,237,Projection
5056,1212033,121,Washington,2033,5005,-6,57,51,-12,Projection
5137,1232033,123,Weld,2033,450276,9010,5740,2986,6255,Projection
5218,1252033,125,Yuma,2033,10066,7,128,101,-20,Projection
65,0002034,0,Colorado,2034,6602735,67170,69223,53088,51034,Projection
146,0012034,1,Adams,2034,629806,9432,8573,4633,5491,Projection
227,0032034,3,Alamosa,2034,17196,44,182,182,43,Projection
308,0052034,5,Arapahoe,2034,731771,8168,8343,5338,5162,Projection
389,0072034,7,Archuleta,2034,16023,200,103,169,266,Projection
470,0092034,9,Baca,2034,3124,-19,28,45,-2,Projection
551,0112034,11,Bent,2034,5402,-23,37,64,4,Projection
632,0132034,13,Boulder,2034,345899,2132,2508,2760,2384,Projection
683,0142034,14,Broomfield,2034,102756,1260,793,721,1189,Projection
764,0152034,15,Chaffee,2034,22118,62,131,263,194,Projection
845,0172034,17,Cheyenne,2034,1773,-1,23,19,-5,Projection
926,0192034,19,Clear Creek,2034,9835,69,67,92,94,Projection
1007,0212034,21,Conejos,2034,7588,9,91,95,13,Projection
1088,0232034,23,Costilla,2034,3483,-16,29,49,4,Projection
1169,0252034,25,Crowley,2034,5815,11,40,52,22,Projection
1250,0272034,27,Custer,2034,6750,85,69,79,95,Projection
1331,0292034,29,Delta,2034,35256,287,291,522,518,Projection
1412,0312034,31,Denver,2034,793289,6468,8437,5431,3462,Projection
1493,0332034,33,Dolores,2034,2157,-11,9,21,1,Projection
1574,0352034,35,Douglas,2034,436046,3476,4238,2800,2037,Projection
1655,0372034,37,Eagle,2034,57473,832,565,213,479,Projection
1736,0392034,39,Elbert,2034,34744,449,317,264,396,Projection
1817,0412034,41,El Paso,2034,856261,11254,10770,6418,6902,Projection
1898,0432034,43,Fremont,2034,50639,123,320,662,465,Projection
1979,0452034,45,Garfield,2034,73686,1292,971,533,854,Projection
2060,0472034,47,Gilpin,2034,6527,69,55,48,62,Projection
2141,0492034,49,Grand,2034,17341,130,169,105,65,Projection
2222,0512034,51,Gunnison,2034,18790,136,134,108,111,Projection
2303,0532034,53,Hinsdale,2034,778,-2,6,6,-2,Projection
2384,0552034,55,Huerfano,2034,6556,-63,49,118,5,Projection
2465,0572034,57,Jackson,2034,1246,-5,9,13,-1,Projection
2546,0592034,59,Jefferson,2034,605275,2923,5273,5606,3256,Projection
2627,0612034,61,Kiowa,2034,1327,-5,15,18,-1,Projection
2708,0632034,63,Kit Carson,2034,7046,6,82,77,1,Projection
2789,0652034,65,Lake,2034,8218,67,100,48,15,Projection
2870,0672034,67,La Plata,2034,61169,400,398,571,572,Projection
2951,0692034,69,Larimer,2034,422751,4494,3686,3494,4302,Projection
3032,0712034,71,Las Animas,2034,13372,-140,86,197,-29,Projection
3113,0732034,73,Lincoln,2034,5782,0,40,51,11,Projection
3194,0752034,75,Logan,2034,20612,3,180,222,46,Projection
3275,0772034,77,Mesa,2034,183066,2342,1613,2324,3054,Projection
3356,0792034,79,Mineral,2034,946,-3,6,8,-2,Projection
3437,0812034,81,Moffat,2034,12887,-33,143,124,-51,Projection
3518,0832034,83,Montezuma,2034,27481,28,202,359,185,Projection
3599,0852034,85,Montrose,2034,49199,457,439,630,648,Projection
3680,0872034,87,Morgan,2034,32241,238,419,306,125,Projection
3761,0892034,89,Otero,2034,17020,-118,170,230,-58,Projection
3842,0912034,91,Ouray,2034,5301,30,33,51,49,Projection
3923,0932034,93,Park,2034,19260,29,135,182,77,Projection
4004,0952034,95,Phillips,2034,4439,-5,49,46,-9,Projection
4085,0972034,97,Pitkin,2034,16659,9,109,79,-21,Projection
4166,0992034,99,Prowers,2034,11378,-37,123,130,-30,Projection
4247,1012034,101,Pueblo,2034,179863,1020,1562,2289,1748,Projection
4328,1032034,103,Rio Blanco,2034,6094,-54,38,62,-30,Projection
4409,1052034,105,Rio Grande,2034,11064,-35,104,138,-1,Projection
4490,1072034,107,Routt,2034,28084,323,255,199,267,Projection
4571,1092034,109,Saguache,2034,6706,-1,61,76,15,Projection
4652,1112034,111,San Juan,2034,713,-9,1,5,-4,Projection
4733,1132034,113,San Miguel,2034,8899,104,70,40,74,Projection
4814,1152034,115,Sedgwick,2034,2301,-9,22,33,2,Projection
4895,1172034,117,Summit,2034,32675,207,286,104,25,Projection
4976,1192034,119,Teller,2034,26447,105,191,330,244,Projection
5057,1212034,121,Washington,2034,4991,-14,56,51,-19,Projection
5138,1232034,123,Weld,2034,459266,8990,5790,3082,6283,Projection
5219,1252034,125,Yuma,2034,10075,9,127,101,-17,Projection
66,0002035,0,Colorado,2035,6667744,65009,69836,54304,49477,Projection
147,0012035,1,Adams,2035,639198,9392,8674,4754,5472,Projection
228,0032035,3,Alamosa,2035,17239,43,183,185,44,Projection
309,0052035,5,Arapahoe,2035,739921,8150,8497,5455,5108,Projection
390,0072035,7,Archuleta,2035,16218,196,104,174,265,Projection
471,0092035,9,Baca,2035,3105,-19,28,45,-2,Projection
552,0112035,11,Bent,2035,5379,-22,36,63,5,Projection
633,0132035,13,Boulder,2035,347968,2069,2540,2837,2366,Projection
684,0142035,14,Broomfield,2035,103190,435,770,745,409,Projection
765,0152035,15,Chaffee,2035,22175,57,129,269,197,Projection
846,0172035,17,Cheyenne,2035,1772,-1,23,19,-5,Projection
927,0192035,19,Clear Creek,2035,9900,65,67,94,91,Projection
1008,0212035,21,Conejos,2035,7598,9,91,96,14,Projection
1089,0232035,23,Costilla,2035,3467,-16,29,50,5,Projection
1170,0252035,25,Crowley,2035,5824,10,40,52,22,Projection
1251,0272035,27,Custer,2035,6834,83,69,81,96,Projection
1332,0292035,29,Delta,2035,35530,275,290,532,517,Projection
1413,0312035,31,Denver,2035,799308,6019,8471,5535,3083,Projection
1494,0332035,33,Dolores,2035,2145,-12,9,21,-1,Projection
1575,0352035,35,Douglas,2035,439429,3384,4251,2899,2031,Projection
1656,0372035,37,Eagle,2035,58317,843,586,217,475,Projection
1737,0392035,39,Elbert,2035,35129,385,315,272,341,Projection
1818,0412035,41,El Paso,2035,867406,11145,10903,6546,6787,Projection
1899,0432035,43,Fremont,2035,50766,128,319,667,476,Projection
1980,0452035,45,Garfield,2035,74980,1294,992,550,852,Projection
2061,0472035,47,Gilpin,2035,6596,69,56,49,62,Projection
2142,0492035,49,Grand,2035,17466,125,171,106,61,Projection
2223,0512035,51,Gunnison,2035,18925,135,135,110,111,Projection
2304,0532035,53,Hinsdale,2035,776,-3,6,6,-3,Projection
2385,0552035,55,Huerfano,2035,6494,-62,48,118,7,Projection
2466,0572035,57,Jackson,2035,1241,-5,9,13,-1,Projection
2547,0592035,59,Jefferson,2035,608146,2871,5335,5698,3234,Projection
2628,0612035,61,Kiowa,2035,1323,-4,15,18,-1,Projection
2709,0632035,63,Kit Carson,2035,7053,7,83,77,1,Projection
2790,0652035,65,Lake,2035,8286,68,101,48,15,Projection
2871,0672035,67,La Plata,2035,61551,382,404,590,569,Projection
2952,0692035,69,Larimer,2035,427134,4383,3715,3583,4251,Projection
3033,0712035,71,Las Animas,2035,13225,-147,84,197,-34,Projection
3114,0732035,73,Lincoln,2035,5777,-5,40,51,7,Projection
3195,0752035,75,Logan,2035,20615,3,180,225,47,Projection
3276,0772035,77,Mesa,2035,185317,2252,1614,2400,3037,Projection
3357,0792035,79,Mineral,2035,944,-2,7,8,0,Projection
3438,0812035,81,Moffat,2035,12855,-32,143,125,-49,Projection
3519,0832035,83,Montezuma,2035,27499,18,200,366,184,Projection
3600,0852035,85,Montrose,2035,49652,453,439,643,658,Projection
3681,0872035,87,Morgan,2035,32480,239,420,310,129,Projection
3762,0892035,89,Otero,2035,16900,-120,168,229,-58,Projection
3843,0912035,91,Ouray,2035,5332,31,33,52,51,Projection
3924,0932035,93,Park,2035,19274,14,134,188,68,Projection
4005,0952035,95,Phillips,2035,4436,-3,49,45,-7,Projection
4086,0972035,97,Pitkin,2035,16669,11,109,80,-19,Projection
4167,0992035,99,Prowers,2035,11340,-38,122,131,-29,Projection
4248,1012035,101,Pueblo,2035,180833,970,1544,2336,1763,Projection
4329,1032035,103,Rio Blanco,2035,6041,-53,38,62,-28,Projection
4410,1052035,105,Rio Grande,2035,11026,-38,103,139,-3,Projection
4491,1072035,107,Routt,2035,28404,320,262,206,265,Projection
4572,1092035,109,Saguache,2035,6706,0,60,78,18,Projection
4653,1112035,111,San Juan,2035,705,-8,1,5,-4,Projection
4734,1132035,113,San Miguel,2035,8998,99,72,41,68,Projection
4815,1152035,115,Sedgwick,2035,2296,-5,22,33,6,Projection
4896,1172035,117,Summit,2035,32878,203,292,106,17,Projection
4977,1192035,119,Teller,2035,26549,102,191,342,253,Projection
5058,1212035,121,Washington,2035,4975,-17,55,51,-21,Projection
5139,1232035,123,Weld,2035,468139,8873,5835,3180,6218,Projection
5220,1252035,125,Yuma,2035,10086,11,127,101,-14,Projection
67,0002036,0,Colorado,2036,6732387,64643,70412,55518,49749,Projection
148,0012036,1,Adams,2036,648539,9341,8760,4875,5456,Projection
229,0032036,3,Alamosa,2036,17280,41,184,187,45,Projection
310,0052036,5,Arapahoe,2036,748154,8233,8644,5570,5159,Projection
391,0072036,7,Archuleta,2036,16406,187,104,178,261,Projection
472,0092036,9,Baca,2036,3087,-18,28,45,-1,Projection
553,0112036,11,Bent,2036,5358,-22,36,63,6,Projection
634,0132036,13,Boulder,2036,349986,2018,2569,2913,2361,Projection
685,0142036,14,Broomfield,2036,104699,1508,765,768,1511,Projection
766,0152036,15,Chaffee,2036,22225,50,128,274,196,Projection
847,0172036,17,Cheyenne,2036,1772,0,23,19,-4,Projection
928,0192036,19,Clear Creek,2036,9960,61,68,96,88,Projection
1009,0212036,21,Conejos,2036,7602,4,90,96,10,Projection
1090,0232036,23,Costilla,2036,3452,-15,28,50,6,Projection
1171,0252036,25,Crowley,2036,5834,9,40,53,23,Projection
1252,0272036,27,Custer,2036,6913,80,68,83,94,Projection
1333,0292036,29,Delta,2036,35794,264,288,542,517,Projection
1414,0312036,31,Denver,2036,804857,5549,8504,5640,2686,Projection
1495,0332036,33,Dolores,2036,2132,-13,9,21,-1,Projection
1576,0352036,35,Douglas,2036,442659,3230,4262,2999,1967,Projection
1657,0372036,37,Eagle,2036,59155,839,605,221,455,Projection
1738,0392036,39,Elbert,2036,35451,322,313,279,288,Projection
1819,0412036,41,El Paso,2036,878406,11000,11021,6674,6652,Projection
1900,0432036,43,Fremont,2036,50894,127,317,672,482,Projection
1981,0452036,45,Garfield,2036,76278,1298,1010,567,854,Projection
2062,0472036,47,Gilpin,2036,6648,51,56,50,45,Projection
2143,0492036,49,Grand,2036,17593,126,172,108,62,Projection
2224,0512036,51,Gunnison,2036,19061,136,136,112,112,Projection
2305,0532036,53,Hinsdale,2036,773,-3,6,6,-3,Projection
2386,0552036,55,Huerfano,2036,6433,-61,47,117,9,Projection
2467,0572036,57,Jackson,2036,1236,-5,9,13,-1,Projection
2548,0592036,59,Jefferson,2036,610962,2816,5403,5789,3202,Projection
2629,0612036,61,Kiowa,2036,1319,-4,15,18,-1,Projection
2710,0632036,63,Kit Carson,2036,7061,8,84,77,1,Projection
2791,0652036,65,Lake,2036,8355,69,102,49,16,Projection
2872,0672036,67,La Plata,2036,61926,375,410,609,573,Projection
2953,0692036,69,Larimer,2036,431412,4278,3737,3671,4213,Projection
3034,0712036,71,Las Animas,2036,13071,-154,82,197,-38,Projection
3115,0732036,73,Lincoln,2036,5772,-4,39,52,8,Projection
3196,0752036,75,Logan,2036,20616,1,180,227,48,Projection
3277,0772036,77,Mesa,2036,187477,2160,1613,2475,3021,Projection
3358,0792036,79,Mineral,2036,942,-2,7,8,0,Projection
3439,0812036,81,Moffat,2036,12824,-31,143,126,-48,Projection
3520,0832036,83,Montezuma,2036,27510,11,198,372,185,Projection
3601,0852036,85,Montrose,2036,50075,423,438,657,642,Projection
3682,0872036,87,Morgan,2036,32708,228,421,314,121,Projection
3763,0892036,89,Otero,2036,16777,-123,165,229,-59,Projection
